gene_id,10_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,15_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,16_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
g67842,90,238,245,313,318,71,115,134,55,216,221
g67843,0,1,1,1,0,0,0,0,1,1,1
g67844,1,4,4,2,2,1,1,1,1,4,5
g67845,39,96,105,125,131,29,36,39,37,49,54
g67846,668,1666,1680,2409,2402,580,934,813,556,1511,1539
g67847,36,75,74,165,170,28,64,56,23,69,80
g67848,120,270,268,340,359,84,132,130,100,278,273
g67849,1611,3671,3651,3085,3061,1019,1448,1103,1916,4806,4872
adi2mcaRNA9480_R4,0,0,0,0,0,0,0,0,0,0,0
g19856,1,0,0,0,0,0,1,0,1,0,0
g411,2,3,3,0,0,1,1,1,1,1,1
adi2mcaRNA32783_R2,33,47,54,239,254,49,108,84,101,241,232
g19855,0,0,0,0,0,0,1,0,0,0,0
g19852,0,0,0,1,1,0,1,1,0,0,0
g19853,1,1,1,0,0,1,0,0,2,2,2
g19851,2,0,0,7,8,8,2,5,11,26,26
g64589,60,156,157,191,200,41,70,63,68,198,199
g19858,0,0,0,0,0,0,0,0,0,0,0
g19859,0,0,0,0,0,0,1,0,0,0,0
g13814,86,239,246,218,219,68,89,71,83,230,229
g13815,189,406,406,452,440,111,187,157,125,451,453
g13816,70,156,163,108,94,54,59,49,58,119,124
g55918,130,300,292,373,352,99,140,126,104,394,389
g13810,71,122,126,166,168,46,73,64,58,116,117
g13811,0,0,0,0,0,0,0,0,0,0,0
g13812,8,14,19,8,10,12,6,8,9,20,26
g13813,2297,7732,7618,9540,9294,2236,2167,4279,2018,6011,6018
g21693,198,379,362,595,547,135,233,266,165,669,632
g21692,123,224,226,180,184,86,115,111,117,256,247
g21691,70,157,152,114,113,47,93,65,59,146,151
g21690,96,213,221,190,194,70,102,82,83,208,215
g21697,480,1462,1537,1532,1562,541,446,657,601,2004,2051
g21696,545,1057,1069,1184,1184,300,469,288,402,1176,1180
g21699,95,264,249,333,313,192,131,123,171,511,493
g21698,90,208,216,387,386,100,97,126,72,316,324
adi2mcaRNA13978_R2,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA13978_R1,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA13978_R0,0,0,0,0,0,0,0,0,0,0,0
g25583,0,0,0,1,2,0,0,1,2,5,5
g25582,1,0,1,0,0,0,0,0,0,0,0
g3259,0,0,4,10,8,0,0,3,0,7,8
g25580,1,0,0,1,1,0,1,1,1,2,2
g25587,1,0,0,1,1,1,1,1,1,1,2
g25586,1,0,1,0,0,1,1,0,0,0,0
g25584,1,2,1,6,5,1,1,3,1,5,6
g17959,0,0,0,0,0,0,0,0,0,0,0
g25589,0,2,2,6,5,2,2,2,2,2,2
g25588,2,0,0,4,3,2,6,2,1,7,10
g55912,12,27,28,29,29,11,14,14,14,33,35
g37058,205,485,477,416,414,116,167,131,140,423,421
g55910,2,6,5,5,5,1,3,3,0,7,6
adi2mcaRNA27781_R0,158,393,402,344,355,120,190,138,240,606,614
g47559,43,94,102,218,236,26,67,54,19,132,126
g57664,0,1,1,0,0,0,0,0,0,0,0
g58268,64,146,153,183,174,53,78,44,60,122,126
g58269,43,100,98,255,239,85,120,126,119,207,224
g58267,89,179,153,290,273,70,123,113,59,195,171
g58264,111,343,342,300,304,76,109,185,95,296,305
g58262,78,161,149,102,106,44,64,42,54,103,112
g308,13,8,10,40,43,18,3,22,20,37,35
g58261,92,193,188,285,270,66,107,110,69,227,234
g3612,0,2,0,0,0,0,1,0,0,8,7
g3613,0,0,0,0,0,0,1,0,0,8,5
g3610,1,0,0,0,0,0,0,0,0,0,0
g3611,0,0,0,0,0,0,0,0,0,2,0
g3616,0,1,0,0,1,0,0,0,0,0,0
g3614,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA32280_R1,0,6,8,0,20,0,5,4,10,22,23
g29928,78,108,99,102,99,66,60,38,76,110,112
g29921,37,46,45,78,73,15,34,27,24,50,54
adi2mcaRNA35231_R4,0,7,7,6,6,0,1,0,0,3,2
g29923,33,56,56,33,33,6,13,11,10,18,20
g29922,220,285,285,158,157,48,65,65,57,104,97
adi2mcaRNA35231_R3,2,17,17,13,13,2,2,2,3,8,10
g29926,41,98,95,105,107,35,37,42,36,67,67
g22919,0,0,0,0,0,0,0,0,0,0,0
g22918,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA40234_R0,0,0,0,0,0,0,0,0,0,0,0
g20839,22,38,35,51,53,14,26,14,16,48,46
g8938,1,0,0,0,0,0,0,1,0,0,0
g8939,0,0,0,0,1,0,0,0,0,0,0
g8936,0,0,0,0,0,0,0,0,0,0,0
g22910,0,0,0,0,0,1,0,0,0,0,0
g8934,0,0,0,0,0,0,0,0,0,0,0
g8935,0,0,0,0,0,0,0,0,0,0,0
g22915,0,0,0,0,0,0,0,0,0,0,0
g8933,0,0,0,0,0,0,0,0,0,0,0
g8930,0,0,0,0,0,0,0,0,0,0,0
g22916,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA25612_R8,2,3,3,3,3,4,1,1,4,9,8
g58985,0,0,0,0,0,0,0,0,0,0,0
g50679,0,0,0,0,1,27,3,2,47,93,91
g20699,0,1,1,4,4,1,0,0,2,0,0
adi2mcaRNA10479_R0,0,0,0,0,0,0,0,0,0,0,0
g58982,1,2,2,0,0,0,0,0,0,0,0
g58980,1,7,7,33,36,20,24,24,24,76,73
adi2mcaRNA26756_R4,0,0,0,0,0,0,0,0,0,0,0
g52935,0,0,0,0,0,0,0,1,0,0,0
adi2mcaRNA35937_R0,0,0,0,0,0,0,1,0,1,0,0
adi2mcaRNA23547_R1,0,14,18,0,0,0,8,9,0,13,13
g65914,3,34,32,12,11,3,12,8,598,22,21
g58622,74,142,143,135,137,35,77,54,43,86,87
adi2mcaRNA37731_R1,86,241,241,94,97,43,37,56,94,271,271
adi2mcaRNA17322_R0,0,737,596,810,743,0,0,0,0,1254,1089
g5519,0,0,0,0,0,0,0,0,0,0,0
g5517,19,69,66,10,10,2,2,3,2,15,14
g5516,25,46,46,30,31,3,12,11,4,7,8
g5515,40,82,72,44,50,7,17,22,12,26,21
g5513,1,1,0,1,0,1,1,1,1,1,1
g5511,0,0,0,0,0,0,0,0,0,0,0
g63178,0,0,0,0,0,0,0,0,0,0,0
g24500,0,2,2,0,1,0,0,0,1,0,0
g9354,3,4,4,0,0,5,2,2,4,3,3
g63170,0,0,0,0,0,0,0,0,0,0,0
g63171,0,0,0,0,0,0,0,0,0,0,0
g63173,0,0,0,0,0,0,0,0,1,0,0
g63174,1,0,0,2,2,0,0,0,0,0,0
g63175,0,0,0,0,0,1,0,1,0,0,0
g63177,0,0,0,0,0,0,0,0,0,0,0
g3251,0,0,0,0,0,0,0,0,0,1,1
g24503,0,0,0,0,0,0,1,0,0,0,0
adi2mcaRNA23093_R3,3,7,6,0,1,3,1,1,3,18,19
g9350,11,15,13,96,101,33,51,36,41,81,75
g61998,87,115,111,146,137,52,86,47,55,76,75
g61999,3,14,13,14,11,2,3,3,2,4,4
g68704,4,4,6,2,2,2,1,2,3,9,8
g64583,1,0,0,0,0,1,0,1,1,1,0
g61990,64,142,158,101,101,43,62,39,44,152,151
g57200,257,410,416,295,284,158,195,139,199,487,493
g57203,233,593,577,559,568,170,210,208,201,850,867
g61993,39,97,98,37,42,25,15,12,43,67,75
g61994,196,626,679,842,886,156,280,255,184,754,824
g61995,90,205,219,142,143,61,69,48,187,254,270
g57207,101,205,183,171,163,75,88,71,146,217,204
g57206,31,68,69,69,67,20,27,23,26,61,63
adi2mcaRNA30034_R8,0,0,0,0,0,0,0,0,2,0,0
adi2mcaRNA30034_R5,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA30034_R6,1,1,0,0,0,1,2,1,3,3,2
adi2mcaRNA31376_R2,16,12,19,21,20,9,16,12,12,22,25
adi2mcaRNA31376_R1,10,0,0,0,0,8,12,7,9,9,0
adi2mcaRNA30034_R2,0,0,0,0,0,0,0,0,0,0,0
g2981,1,0,0,0,0,0,0,0,0,1,2
g2980,2,0,0,0,0,3,1,0,3,8,9
g2983,0,0,0,1,1,1,1,1,0,1,1
g2982,0,1,1,0,1,1,0,0,1,1,0
g2985,0,0,0,0,0,0,0,0,0,0,0
g2984,0,0,0,0,0,0,0,0,1,0,0
g2987,0,0,0,0,0,0,0,0,0,0,0
g2986,1,2,1,2,3,1,1,1,1,2,4
g2989,1,2,1,6,4,0,2,1,0,0,0
adi2mcaRNA8354_R3,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA8354_R4,0,0,0,0,0,0,0,0,0,0,0
g27598,0,0,0,0,0,0,0,0,0,0,0
g11505,1,0,0,0,0,0,0,0,2,4,2
adi2mcaRNA28340_R2,0,0,0,0,0,0,0,0,0,0,0
g11507,0,0,0,0,0,0,0,0,1,0,0
g11501,8,17,17,0,0,2,0,0,9,8,8
g11502,0,0,0,0,0,0,0,0,0,0,0
g11503,1,2,0,2,2,0,1,2,1,2,2
g11508,1,1,1,1,1,1,1,1,1,1,1
g11509,0,0,0,0,0,1,1,1,2,2,1
g67703,0,0,0,11,5,2,1,2,2,0,0
g36999,2,12,10,8,8,2,5,4,3,8,7
g15706,0,0,0,0,0,0,0,0,0,0,0
g15707,0,0,0,0,0,0,0,0,0,1,1
g67700,0,0,0,0,0,1,0,0,0,0,0
g62248,0,0,0,0,0,0,0,0,0,0,0
g55859,8,10,9,8,7,0,7,5,4,9,10
g15705,7,16,18,37,34,9,15,11,7,51,47
g67706,0,0,1,0,2,1,1,0,1,1,1
g63220,0,1,1,0,0,0,0,0,0,0,0
adi2mcaRNA7495_R0,604,1169,1109,2006,1851,453,805,693,438,1464,1365
g17908,30,81,75,66,63,23,25,32,41,93,95
g17909,8,10,10,7,5,4,4,5,2,21,21
g17906,63,96,100,72,70,34,49,39,38,77,75
g17907,18,37,36,27,27,13,10,16,15,34,35
g17904,233,448,457,321,331,163,181,114,268,614,647
g67704,1,0,0,4,5,2,3,2,2,8,0
g17902,26,47,51,48,44,18,16,19,31,93,96
g17903,592,1481,1473,2365,2364,393,550,582,477,1614,1620
g17901,287,580,588,706,695,208,238,254,191,627,614
g60488,125,288,281,221,221,33,71,96,31,85,85
g60481,0,0,0,0,0,0,0,0,0,0,0
g60480,2,2,4,0,1,1,1,1,0,1,1
g60487,105,138,139,437,439,27,125,156,48,96,103
g56556,0,0,0,0,0,0,0,0,0,0,0
g56557,0,0,0,0,0,0,0,0,0,0,0
g56554,0,0,0,0,0,0,0,0,0,0,4
g56555,0,0,0,0,0,0,0,1,0,0,0
adi2mcaRNA10065_R9,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA10065_R8,0,0,0,0,0,1,0,1,1,2,0
adi2mcaRNA39245_R0,14,20,19,28,27,11,12,10,10,20,20
g56559,1,0,0,0,1,0,1,0,1,0,1
g63282,5,8,10,1,1,2,1,1,1,0,0
g63283,6,6,7,2,3,3,3,2,2,0,0
g63280,49,95,107,158,166,32,62,46,36,122,137
g39431,22,32,29,51,50,17,31,15,19,27,26
g63286,8,15,17,16,19,0,0,0,0,0,12
g63287,29,58,57,76,81,26,29,25,20,41,40
g39434,399,767,782,1245,1295,259,459,421,264,771,826
g63285,153,144,149,213,209,108,106,64,91,140,147
g39438,773,1576,1599,1501,1508,568,717,470,695,1547,1629
g39439,140,240,236,307,305,83,205,136,98,184,190
g60733,23,68,71,59,58,15,24,17,22,64,59
g1981,0,3,2,2,2,0,1,0,0,0,0
g34600,321,691,689,760,754,193,360,267,348,812,794
g1983,0,0,0,0,0,0,0,0,0,0,0
g60737,71,125,117,168,170,43,82,97,54,136,136
adi2mcaRNA15413_R8,62,138,140,80,80,53,48,23,52,127,133
g34604,153,491,570,711,810,176,235,196,166,544,641
g1987,0,0,0,0,0,0,0,0,0,0,0
g1988,0,0,0,0,0,0,1,2,0,0,0
g1989,0,0,0,0,0,0,0,0,0,0,0
g34608,12,27,26,35,35,4,18,14,18,23,22
g60738,20,40,40,50,50,23,26,17,32,87,101
g67109,0,0,0,2,2,1,2,1,3,3,3
g69851,0,0,0,0,0,0,0,0,0,0,0
g69850,20,39,43,30,24,13,16,14,19,37,40
g69853,0,0,0,0,5,0,0,0,0,0,0
g918,0,0,0,0,0,0,0,0,0,0,0
g69855,0,0,0,0,0,0,0,0,0,0,0
g69854,0,0,0,0,0,0,1,1,1,0,0
g69857,102,147,144,545,537,63,115,151,74,149,167
g10675,1,2,1,1,0,1,1,1,1,1,1
g10674,1,0,1,0,0,1,0,1,1,0,1
g10677,3,0,1,1,1,2,3,3,5,10,11
g10676,12,0,0,0,0,6,13,13,25,1,0
g10671,0,0,0,0,0,0,0,0,0,0,0
g10670,0,0,0,0,0,0,0,0,1,0,0
g10673,4,11,9,14,9,2,5,8,6,16,15
g10672,3,13,13,10,10,4,6,6,4,10,12
g26696,0,0,0,0,0,0,0,0,1,0,0
adi2mcaRNA12628_R0,262,763,755,830,843,203,319,232,310,781,832
g12881,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA35906_R0,30,72,74,73,68,21,27,20,29,65,78
g39388,38,52,49,28,20,17,11,27,29,34,35
g39389,32,68,61,0,0,5,2,6,10,0,0
g37057,100,244,226,494,477,168,193,193,187,536,528
g64475,23,55,57,40,41,21,14,11,32,61,66
g39385,5,7,9,6,5,13,3,5,14,30,23
g39386,727,920,932,972,940,168,195,771,331,264,260
g39387,79,138,142,164,164,35,36,83,44,59,57
g39380,224,339,307,431,450,109,75,227,181,322,330
g39381,136,144,140,583,577,62,46,234,82,141,149
g39382,235,354,357,529,527,103,93,273,210,482,474
g5417,8,6,6,3,0,4,3,4,6,35,41
g55117,54,114,114,129,128,41,71,46,47,53,59
g55116,0,0,0,0,0,0,2,2,0,0,0
g55115,18,25,23,31,31,7,16,11,7,13,11
g910,0,0,0,0,0,0,1,0,0,0,0
g55113,1,0,0,0,0,1,0,1,1,0,0
g55112,0,0,0,0,0,0,1,1,1,0,0
adi2mcaRNA20132_R1,9,24,27,21,26,13,9,8,10,33,32
g55110,3,5,5,0,0,1,2,1,1,0,0
g55118,5,0,12,23,19,6,10,5,6,12,16
g915,0,0,0,0,0,0,0,0,0,0,0
g609,0,0,0,35,34,231,115,195,281,1982,2025
adi2mcaRNA12454_R0,19,52,45,28,28,7,15,15,56,61,63
g607,1,6,5,2,2,2,1,3,2,3,5
g606,25,46,43,89,90,20,29,25,21,53,52
g605,0,0,0,0,0,0,0,0,0,0,0
g604,16,12,14,38,40,13,20,15,23,73,78
g603,25,32,32,103,104,32,54,35,47,93,87
g602,197,408,405,559,561,162,262,202,148,332,325
g601,1097,2218,2196,3705,3643,768,1449,1221,875,3422,3423
g600,226,572,567,530,535,177,277,189,267,738,736
g63826,36,66,74,199,195,38,54,78,71,273,260
g63827,116,240,241,254,256,59,104,86,87,204,210
g63825,6,10,10,10,11,3,5,2,4,13,11
g63820,148,399,394,755,739,130,287,232,157,543,531
g63821,281,598,599,660,661,204,293,261,327,755,770
g18440,0,0,0,0,0,2,0,0,0,0,0
g63828,46,110,111,147,141,33,57,42,54,126,127
g63829,0,2,0,9,8,0,0,0,0,16,15
adi2mcaRNA27804_R0,181,388,385,641,635,133,162,156,122,385,393
g71044,0,0,0,0,0,1,0,0,0,3,4
g68100,1,0,0,1,0,1,6,4,8,19,21
g68101,0,0,0,0,0,0,0,0,0,0,0
g68102,0,0,0,2,3,0,0,0,0,0,0
g59286,0,1,0,0,0,0,1,0,0,0,0
g71043,7,22,20,33,33,6,11,5,12,32,29
g60776,0,0,0,0,0,0,0,1,0,0,0
g68108,0,0,0,0,0,0,0,0,0,0,0
g20960,2,3,5,7,5,2,3,3,4,10,6
g35240,2,2,2,3,2,2,1,0,3,7,7
g69275,0,0,0,0,0,0,1,0,0,0,0
g69274,0,0,0,0,0,0,0,0,0,0,0
g69277,7,20,19,34,32,0,11,6,0,0,0
g69276,0,0,0,2,2,0,0,1,0,0,0
g69271,0,0,0,0,0,0,1,0,1,0,1
g69270,2,0,0,0,0,0,0,1,1,0,1
g69273,0,0,0,0,0,0,0,0,0,0,0
g69272,0,0,0,0,0,0,0,0,0,0,0
g59283,14,31,29,0,0,0,0,0,0,0,0
g18445,1,2,0,0,0,1,0,0,2,0,0
g69279,0,5,6,30,34,6,15,15,4,10,13
g69278,11,14,11,74,67,0,21,12,0,0,0
g24097,304,660,660,563,561,191,268,195,221,537,550
g59282,6,13,11,2,2,0,1,1,0,4,2
g61460,0,0,1,1,0,0,0,0,0,0,0
g61461,6,26,24,39,40,8,135,27,14,136,126
g45891,2,0,4,0,0,2,1,1,3,0,0
g45890,0,0,0,0,0,0,0,0,0,0,0
g40631,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA40052_R5,0,0,0,0,0,0,0,0,1,2,2
g61466,28,62,61,24,24,25,14,10,38,101,93
g61468,212,265,254,361,355,154,171,83,144,226,223
g61469,0,0,0,0,0,0,0,0,0,0,0
g45899,1,0,0,0,0,0,1,1,1,0,0
g45898,0,1,1,2,1,0,0,0,1,0,0
g23382,0,0,0,0,0,0,1,1,0,0,0
g13371,1,0,0,0,0,0,0,0,0,0,0
g13370,0,0,0,0,0,0,0,0,1,0,0
g13373,1,0,0,0,0,0,0,0,0,0,0
g13372,1,0,0,0,0,0,0,0,0,0,0
g13375,0,0,0,0,0,0,0,0,0,0,1
g13374,1,0,0,0,0,0,0,0,0,0,0
g13377,0,0,0,0,0,0,0,0,0,0,0
g13376,0,0,0,0,0,0,0,0,0,0,1
g13379,0,0,0,0,0,0,0,0,0,0,0
g13378,0,0,0,0,1,0,0,0,0,0,0
g9641,28,66,62,171,179,16,47,68,22,59,67
adi2mcaRNA16409_R5,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA16409_R4,0,0,0,0,0,0,0,0,0,0,0
g2619,0,1,2,2,2,1,1,1,0,0,0
adi2mcaRNA16409_R7,1,0,0,0,0,0,2,1,0,4,3
g6815,2682,7834,7559,8160,7779,1902,3489,2636,1362,5193,4880
g9646,17,13,16,175,183,5,40,42,11,0,14
g33842,0,1,1,0,0,1,0,0,0,1,0
g66044,1,4,0,0,0,1,1,1,0,0,0
g9739,1,0,0,0,0,0,1,1,0,0,0
g63031,32,76,78,49,54,24,24,23,90,100,102
g63030,13,25,21,141,136,5,54,55,27,47,42
g59676,34,57,58,33,30,20,21,15,52,20,19
g24272,126,264,255,239,243,129,115,83,183,518,516
g59674,13,23,23,18,23,12,16,18,11,22,20
adi2mcaRNA15668_R2,0,1,1,1,2,1,1,1,0,2,5
g59672,25,48,51,100,102,18,41,25,16,41,50
g59673,2,9,10,5,7,1,1,2,1,2,2
g59670,366,2421,2162,4,0,181,6,6,210,390,364
g59671,14,24,29,31,31,8,15,15,9,25,26
g48716,0,0,0,0,0,0,0,0,0,0,0
g48715,1,1,1,0,0,0,0,0,0,0,0
g48714,1,1,0,0,0,0,0,0,0,1,1
g48713,0,0,0,0,0,0,0,0,0,0,0
g2617,0,0,0,0,1,0,0,0,0,0,0
g48711,0,0,0,0,0,0,1,0,0,0,0
g48710,0,0,0,0,0,0,1,1,0,0,1
adi2mcaRNA22730_R0,47,79,82,114,100,33,43,38,50,93,94
g2616,1,1,0,0,1,0,1,0,0,0,1
g71275,0,0,0,0,0,0,0,0,0,3,2
g50561,5,6,5,7,6,2,2,2,2,5,6
g68919,2,3,3,3,4,3,2,2,5,8,9
g7222,0,0,0,0,0,0,0,0,1,0,0
g52665,35,86,93,133,135,43,55,45,53,151,153
g52666,36,69,76,138,142,29,54,49,89,258,278
g2209,138,175,184,613,633,63,150,120,70,528,546
g52660,101,203,209,218,212,69,101,79,79,118,122
g50563,0,0,0,0,0,0,0,0,0,0,0
g52662,81,132,131,227,217,55,100,49,75,152,151
g52663,1,1,1,1,1,1,1,1,1,1,1
g2202,0,0,0,0,0,0,0,1,0,0,0
g2203,0,0,0,0,0,2,2,1,6,7,7
g2200,0,0,0,3,1,0,0,0,0,2,0
g2201,114,224,223,252,251,72,105,112,128,271,283
g52668,24,42,45,70,69,19,36,36,32,60,58
g52669,1,2,1,0,1,1,1,0,1,0,0
g2204,13,11,8,0,0,20,1,2,26,31,31
g2205,45,105,99,120,113,52,48,36,49,116,117
g51315,1,1,1,1,2,1,0,1,1,4,2
g51314,2,12,12,8,7,1,1,1,1,8,9
g51317,2,0,2,4,3,0,3,2,2,0,0
g51316,2,2,2,0,0,0,0,0,0,2,1
g51310,1,1,0,0,0,0,0,0,0,0,0
g51312,12,12,13,0,0,0,0,0,0,0,0
g51318,0,0,5,9,8,2,0,2,0,10,8
g13595,73,205,201,139,146,23,47,34,34,100,97
g13594,60,242,245,444,457,84,145,140,130,929,1000
g13597,143,345,378,230,225,50,83,96,77,193,206
adi2mcaRNA16190_R1,13,34,29,21,17,7,9,6,5,7,9
g13591,35,79,78,158,151,38,45,32,27,84,80
g13590,3,4,5,14,14,3,5,2,2,4,2
g13593,28,89,90,86,86,25,33,27,25,78,78
g13592,16,25,26,34,36,9,19,11,16,31,35
g54796,0,0,0,0,0,0,0,0,0,0,0
g54797,0,0,0,0,0,0,0,0,0,0,0
g54794,1,0,0,0,0,0,0,0,1,0,0
g54795,2,0,0,0,1,0,0,0,0,0,0
adi2mcaRNA9007_R0,34,91,99,99,103,19,31,47,22,35,39
g13598,2,4,3,0,0,0,0,4,0,0,0
g54790,0,0,0,0,0,0,0,0,0,0,0
g26521,110,225,221,162,162,48,33,73,96,141,146
adi2mcaRNA29729_R1,13,26,30,22,17,12,8,5,11,17,17
g9947,0,2,4,0,2,0,0,0,0,0,3
g1839,36,115,121,88,90,20,39,27,19,38,40
adi2mcaRNA21388_R0,20,78,79,86,91,18,30,34,23,64,64
g26523,823,2102,2157,1837,1886,311,396,652,379,1151,1188
g1922,156,276,264,404,398,106,151,127,105,231,240
g15438,519,1389,1399,2287,2253,469,714,710,381,1302,1297
g15439,223,476,503,1048,1101,204,381,342,192,604,663
g29918,25,76,71,99,98,12,18,25,23,155,152
g12424,0,0,0,0,0,0,1,0,2,0,0
g12425,1,0,0,0,0,0,0,0,0,0,0
g15430,85,287,277,245,243,53,87,76,106,257,248
g12423,0,0,0,0,0,0,0,0,0,0,0
g15432,44,65,66,48,49,28,30,20,37,125,122
g15433,38,67,66,53,51,29,29,16,37,62,61
adi2mcaRNA447_R0,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA447_R2,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA447_R3,0,0,0,0,0,0,0,0,0,0,0
g14749,0,0,0,0,0,1,0,0,1,0,0
g14748,0,0,0,0,0,0,0,0,0,0,0
g11999,0,0,0,0,0,0,0,0,1,0,0
g11998,0,0,0,1,1,0,1,0,0,0,0
g14745,0,0,0,0,0,0,0,0,0,0,0
g26528,4,8,9,16,20,4,6,5,5,12,12
g14747,0,0,0,0,0,0,0,0,0,0,0
g14746,0,0,0,0,0,0,0,0,0,0,1
g11993,0,0,0,0,0,0,0,0,0,0,0
g14740,1,1,1,0,0,0,0,0,0,0,0
adi2mcaRNA6498_R1,11,20,20,33,34,14,13,9,10,20,22
g14742,0,0,0,0,0,0,0,0,0,0,0
g57182,0,1,1,0,0,0,0,0,0,0,0
g57369,1,0,0,0,0,1,0,0,1,0,0
g6818,0,0,0,0,0,0,0,1,0,0,0
g52351,0,0,0,0,0,0,0,0,0,0,0
g26863,115,274,283,443,457,113,177,146,132,452,465
g61898,2,4,5,0,0,1,0,1,0,0,0
g1833,485,1326,1460,1841,1970,388,583,592,415,1558,1731
g909,0,0,0,0,0,0,0,0,0,0,0
g26865,8,24,22,48,46,17,16,13,27,104,97
g32319,2,4,3,3,2,0,0,1,0,1,0
g2635,1,0,0,0,0,0,2,1,0,0,0
g1835,90,197,192,181,184,47,67,60,91,194,192
g3555,78,306,304,240,253,83,69,67,111,277,286
g61895,1,2,3,0,0,0,0,1,0,1,1
g3557,11,14,11,7,7,4,7,8,11,7,0
g3556,6,7,8,8,9,2,5,7,5,15,15
g3551,1,5,6,1,2,0,3,3,1,0,1
g52356,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA27218_R0,174,258,267,219,215,141,117,70,104,138,141
adi2mcaRNA39073_R9,0,0,0,0,0,0,0,0,0,1,0
adi2mcaRNA9627_R1,0,0,0,0,0,0,0,0,0,0,0
g19838,0,0,0,0,0,0,0,0,0,0,0
g57185,0,7,9,26,28,2,8,3,3,10,12
g3559,0,0,0,0,0,0,0,0,0,0,0
g3558,0,0,0,0,1,1,0,0,1,1,0
g5896,0,13,15,0,0,0,0,0,0,0,7
adi2mcaRNA24366_R1,0,0,0,0,0,0,0,0,0,0,0
g5894,29,65,78,32,27,19,12,12,31,79,68
g5895,18,45,47,8,12,8,0,0,14,36,29
g5892,97,297,289,255,250,84,141,84,107,269,259
g5893,28,54,51,65,60,25,34,23,32,73,71
g5890,16,28,30,24,27,11,16,15,20,55,56
g5891,111,239,254,199,218,68,100,74,98,152,163
g5899,22,33,33,0,0,4,0,0,4,8,10
g20330,0,0,0,0,0,0,0,0,0,0,0
g61893,0,0,0,0,0,0,0,0,0,0,0
g48476,0,0,0,0,0,1,2,0,1,0,0
g61892,0,2,2,0,0,0,0,0,1,0,0
g48918,0,0,0,0,0,0,0,0,0,0,0
g41541,0,0,0,0,0,0,0,0,0,0,0
g41540,1,2,2,2,0,0,0,1,0,0,0
g41543,0,2,2,0,0,1,0,0,0,0,0
g15293,45,76,77,26,26,13,12,10,19,25,25
g41545,1,1,1,0,0,0,1,0,1,0,0
g15295,3,9,12,18,19,2,8,5,4,14,16
g44715,29,67,67,187,188,48,61,70,74,338,337
g53228,294,428,428,443,438,183,220,142,212,370,367
g41549,0,0,0,0,1,0,0,0,0,0,0
g53226,142,428,423,507,530,88,121,121,145,639,660
g53225,257,694,655,490,475,193,205,159,299,522,513
g44718,0,0,0,0,0,0,0,0,0,0,0
g53223,0,0,0,0,0,0,0,0,1,1,0
g53222,148,345,349,219,220,89,95,82,113,281,282
g53221,56,97,99,80,79,48,57,34,33,83,84
g53220,30,97,93,81,78,21,21,15,25,124,125
g49394,576,1612,1666,1981,1964,461,722,743,418,1342,1379
g49390,7,15,8,0,0,0,1,0,0,0,4
g49391,7,6,9,0,0,0,0,0,2,0,0
g49392,71,135,150,210,212,45,93,66,57,111,129
g49393,67,152,149,168,156,45,70,66,60,157,165
g47259,57,134,130,130,132,87,68,51,190,612,613
g47258,0,34,37,26,25,8,9,13,18,30,32
g31173,9,19,18,18,19,4,0,0,14,30,31
adi2mcaRNA6524_R6,1,1,1,2,6,1,1,1,1,3,3
g31171,0,0,0,0,0,0,0,0,0,0,0
g31170,28,26,30,29,28,21,6,12,28,82,83
g47257,133,161,159,203,208,70,97,76,83,123,121
g47256,0,1,1,1,1,0,1,0,1,1,1
g31175,478,953,965,1124,1097,341,445,392,465,1250,1266
g31174,7,14,12,11,11,0,7,6,0,0,0
g31753,256,416,417,404,394,153,184,145,227,427,427
g43943,1,0,0,1,1,0,0,0,1,2,2
