gene_id,10_2.fastq.trim.fq.bam.merge.gtf,11_1.fastq.trim.fq.bam.merge.gtf,11_2.fastq.trim.fq.bam.merge.gtf,12_1.fastq.trim.fq.bam.merge.gtf,13_1.fastq.trim.fq.bam.merge.gtf,13_2.fastq.trim.fq.bam.merge.gtf,14_1.fastq.trim.fq.bam.merge.gtf,14_2.fastq.trim.fq.bam.merge.gtf,15_2.fastq.trim.fq.bam.merge.gtf,16_2.fastq.trim.fq.bam.merge.gtf,17_1.fastq.trim.fq.bam.merge.gtf,18_1.fastq.trim.fq.bam.merge.gtf,19_2.fastq.trim.fq.bam.merge.gtf,1_2.fastq.trim.fq.bam.merge.gtf,20_2.fastq.trim.fq.bam.merge.gtf,21_1.fastq.trim.fq.bam.merge.gtf,22_1.fastq.trim.fq.bam.merge.gtf,23_1.fastq.trim.fq.bam.merge.gtf,24_1.fastq.trim.fq.bam.merge.gtf,25_1.fastq.trim.fq.bam.merge.gtf,25_2.fastq.trim.fq.bam.merge.gtf,26_1.fastq.trim.fq.bam.merge.gtf,26_2.fastq.trim.fq.bam.merge.gtf,27_1.fastq.trim.fq.bam.merge.gtf,28_2.fastq.trim.fq.bam.merge.gtf,29_1.fastq.trim.fq.bam.merge.gtf,2_2.fastq.trim.fq.bam.merge.gtf,30_1.fastq.trim.fq.bam.merge.gtf,31_2.fastq.trim.fq.bam.merge.gtf,32_1.fastq.trim.fq.bam.merge.gtf,32_2.fastq.trim.fq.bam.merge.gtf,33_1.fastq.trim.fq.bam.merge.gtf,34_1.fastq.trim.fq.bam.merge.gtf,35_2.fastq.trim.fq.bam.merge.gtf,36_2.fastq.trim.fq.bam.merge.gtf,37_1.fastq.trim.fq.bam.merge.gtf,37_2.fastq.trim.fq.bam.merge.gtf,38_2.fastq.trim.fq.bam.merge.gtf,39_1.fastq.trim.fq.bam.merge.gtf,39_2.fastq.trim.fq.bam.merge.gtf,3_1.fastq.trim.fq.bam.merge.gtf,3_2.fastq.trim.fq.bam.merge.gtf,40_2.fastq.trim.fq.bam.merge.gtf,41_1.fastq.trim.fq.bam.merge.gtf,41_2.fastq.trim.fq.bam.merge.gtf,42_2.fastq.trim.fq.bam.merge.gtf,43_1.fastq.trim.fq.bam.merge.gtf,43_2.fastq.trim.fq.bam.merge.gtf,44_1.fastq.trim.fq.bam.merge.gtf,45_1.fastq.trim.fq.bam.merge.gtf,45_2.fastq.trim.fq.bam.merge.gtf,46_1.fastq.trim.fq.bam.merge.gtf,47_2.fastq.trim.fq.bam.merge.gtf,48_2.fastq.trim.fq.bam.merge.gtf,4_1.fastq.trim.fq.bam.merge.gtf,4_2.fastq.trim.fq.bam.merge.gtf,5_1.fastq.trim.fq.bam.merge.gtf,5_2.fastq.trim.fq.bam.merge.gtf,6_1.fastq.trim.fq.bam.merge.gtf,6_2.fastq.trim.fq.bam.merge.gtf,7_1.fastq.trim.fq.bam.merge.gtf,8_1.fastq.trim.fq.bam.merge.gtf,9_1.fastq.trim.fq.bam.merge.gtf,9_2.fastq.trim.fq.bam.merge.gtf
gene-LOC113685046|LOC113685046,0,231,219,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,212,0,55,0,0,0,0,0,0,180,101,0,0,189,469,442,0,0,0,411,355,205,0,0,0,0,0,0,104,3,444,381,0,0,4,0,0,0,0,0
gene-LOC113681002|LOC113681002,0,223,187,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,203,0,86,0,0,0,0,0,0,159,141,0,0,113,229,218,0,0,0,181,158,172,0,0,0,0,0,0,37,0,147,127,0,0,0,0,0,0,0,0
gene-LOC113682535|LOC113682535,0,168,152,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,65,0,56,0,0,0,0,0,0,85,92,0,0,90,149,131,0,0,0,141,123,84,0,0,0,0,0,0,48,0,133,116,0,0,0,0,0,0,0,0
gene-LOC113669610|LOC113669610,0,63,60,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,19,0,18,0,0,0,0,0,0,37,40,0,0,20,63,54,0,0,0,74,62,32,0,0,0,0,0,0,35,0,80,74,0,0,0,0,0,0,0,0
gene-LOC113684578|LOC113684578,0,409,347,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,135,0,160,0,0,0,0,0,0,224,225,0,0,212,409,375,0,0,0,433,380,190,0,0,0,0,0,0,131,0,429,377,0,0,0,0,0,0,0,0
gene-LOC113672768|LOC113672768,0,38,34,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,20,0,13,0,0,0,0,0,0,17,26,0,0,18,39,32,0,0,0,43,40,14,0,0,0,0,0,0,9,0,39,35,0,0,0,0,0,0,0,0
gene-LOC113677429|LOC113677429,0,350,326,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,189,0,102,0,0,0,0,0,0,218,156,0,0,206,611,548,0,0,0,510,465,229,0,0,0,0,0,0,128,0,382,368,0,0,0,0,0,0,0,0
gene-LOC113670428|LOC113670428,0,119,109,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,47,0,13,0,0,0,0,0,0,98,70,0,0,118,161,158,0,0,0,230,208,83,0,0,0,0,0,0,27,0,106,103,0,0,0,0,0,0,0,0
gene-LOC113685435|LOC113685435,0,539,499,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,152,0,61,0,0,0,0,0,0,347,185,0,0,175,543,507,0,0,0,723,668,287,0,0,0,0,0,0,135,0,468,440,0,0,0,0,0,0,0,0
gene-LOC113676941|LOC113676941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113672296|LOC113672296,0,7,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,11,10,0,0,19,13,18,0,0,0,10,7,14,0,0,0,0,0,0,5,0,6,7,0,0,0,0,0,0,0,0
gene-LOC113676362|LOC113676362,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,5,1,0,0,1,20,17,0,0,0,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113670601|LOC113670601,2,200,180,0,0,0,0,0,0,0,2,0,0,169,0,0,0,0,0,0,0,0,0,0,133,0,67,0,0,0,0,0,0,143,176,0,0,156,347,299,0,0,0,322,294,154,0,0,0,0,0,0,133,0,388,336,0,0,0,0,0,0,0,0
gene-LOC113679215|LOC113679215,0,65,66,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,43,0,18,0,0,0,0,0,0,29,69,0,0,70,85,67,0,0,0,114,89,44,0,0,0,0,0,0,28,0,80,76,0,0,0,0,0,0,0,0
gene-LOC113677555|LOC113677555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113677756|LOC113677756,0,197,162,1,2,0,0,0,0,2,1,0,0,119,0,0,0,0,0,0,0,0,0,0,78,0,199,0,0,0,0,0,0,153,279,0,0,118,98,76,0,0,0,68,59,92,0,0,0,0,0,0,71,1,221,196,0,0,0,0,0,0,0,0
gene-LOC113671522|LOC113671522,2,2192,2100,1,2,0,3,3,0,3,2,0,0,713,2,0,1,0,0,0,0,7,7,0,502,1,527,1,0,2,0,0,0,918,771,2,0,673,1825,1724,2,2,1,1858,1722,936,2,2,0,0,0,0,549,2,1346,1285,5,2,7,7,0,0,2,0
gene-LOC113667263|LOC113667263,0,198,190,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,64,0,55,0,0,0,0,0,0,149,98,0,0,124,264,234,0,0,0,207,210,136,0,0,0,0,0,0,57,0,239,221,0,0,0,0,0,0,0,0
gene-LOC113665662|LOC113665662,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,4,0,0,0,12,7,0,0,0,10,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113674731|LOC113674731,0,490,451,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,226,0,329,0,0,0,0,0,0,160,348,0,0,506,618,573,0,0,0,554,513,281,0,0,0,0,0,0,362,0,796,735,0,0,0,0,0,0,0,0
gene-LOC113681753|LOC113681753,0,132,116,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,0,50,0,0,0,0,0,0,39,117,0,0,42,73,61,0,0,0,50,48,20,0,0,0,0,0,0,22,0,53,47,0,0,0,0,0,0,0,0
gene-LOC113672052|LOC113672052,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
gene-LOC113666381|LOC113666381,0,524,486,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,98,0,60,0,0,0,0,0,0,217,98,0,0,125,344,324,0,0,0,524,495,239,0,0,0,0,0,0,89,0,392,367,0,0,0,0,0,0,0,0
gene-LOC113686283|LOC113686283,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113672120|LOC113672120,0,40,32,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,26,0,9,0,0,0,0,0,0,28,34,0,0,20,66,60,0,0,0,33,34,20,0,0,0,0,0,0,20,0,38,38,0,0,0,0,0,0,0,0
gene-LOC113687115|LOC113687115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113680038|LOC113680038,0,208,196,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,99,0,120,0,0,0,0,0,0,123,142,0,0,197,387,354,0,0,0,349,337,166,0,0,0,0,0,0,112,0,242,217,0,0,0,0,0,0,0,0
gene-LOC113679784|LOC113679784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113681824|LOC113681824,0,31,29,0,0,0,2,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,20,0,28,0,0,0,0,0,0,24,29,0,0,15,70,66,0,0,0,55,48,34,0,0,0,0,0,0,23,0,38,33,0,0,0,0,0,0,0,0
gene-LOC113681489|LOC113681489,0,628,558,0,0,0,0,0,0,0,2,0,0,245,0,0,0,0,0,0,0,4,4,0,252,0,379,0,0,0,0,0,0,271,323,0,0,297,846,761,4,0,0,744,685,343,0,0,0,0,0,0,253,0,606,553,0,0,0,0,0,0,0,0
gene-LOC113677849|LOC113677849,0,87,76,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,48,0,11,0,0,0,0,0,0,87,60,0,0,51,135,116,0,0,0,111,68,73,0,0,0,0,0,0,21,0,52,55,0,0,0,0,0,0,0,0
gene-LOC113686000|LOC113686000,0,214,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113687163|LOC113687163,0,31,26,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,18,0,26,0,0,0,0,0,0,29,39,0,0,56,82,77,0,0,0,94,90,31,0,0,0,0,0,0,26,0,52,44,0,0,0,0,0,0,0,0
gene-LOC113675852|LOC113675852,0,33,28,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,7,10,0,0,10,19,27,0,0,0,20,21,8,0,0,0,0,0,0,4,0,13,14,0,0,0,0,0,0,0,0
gene-LOC113679011|LOC113679011,0,5,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,4,8,0,0,10,19,14,0,0,0,17,10,4,0,0,0,0,0,0,2,0,18,15,0,0,0,0,0,0,0,0
gene-LOC113676038|LOC113676038,0,230,211,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,98,0,111,0,0,0,0,0,0,99,149,0,0,203,296,279,0,0,0,266,254,171,0,0,0,0,0,0,99,0,336,324,0,0,0,0,0,0,0,0
gene-LOC113664338|LOC113664338,0,33,34,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,13,19,0,0,15,25,20,0,0,0,20,14,14,0,0,0,0,0,0,15,0,20,13,0,0,0,0,0,0,0,0
gene-LOC113685840|LOC113685840,2,642,618,0,0,0,4,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,347,0,71,0,0,0,0,0,0,477,374,0,0,340,733,690,0,0,0,855,784,483,0,0,0,0,0,0,285,3,723,661,0,0,0,0,0,0,0,0
gene-LOC113677510|LOC113677510,0,444,410,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,167,0,128,0,0,0,0,0,0,270,270,0,0,311,454,458,0,0,0,631,574,278,0,0,0,0,0,0,205,0,527,524,0,0,0,0,0,0,0,0
gene-LOC113665370|LOC113665370,0,16,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,10,8,0,0,10,20,17,0,0,0,16,15,6,0,0,0,0,0,0,4,0,16,14,0,0,2,2,0,0,2,2
gene-LOC113668756|LOC113668756,0,219,206,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,38,0,31,0,0,0,0,0,0,132,71,0,0,70,184,177,0,0,0,233,230,94,0,0,0,0,0,0,48,0,145,141,0,0,0,0,0,0,0,0
gene-LOC113685082|LOC113685082,0,25,25,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,22,22,0,0,21,38,41,0,0,0,26,23,19,0,0,0,0,0,0,8,0,12,9,0,0,0,0,0,0,0,0
gene-LOC113681461|LOC113681461,0,27,28,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,14,14,0,0,18,28,18,0,0,0,30,26,8,0,0,0,0,0,0,8,0,46,48,0,0,0,0,0,0,0,0
gene-LOC113668363|LOC113668363,0,2441,2269,0,0,0,0,0,0,0,0,0,0,1409,0,0,0,0,0,0,0,0,0,0,1289,0,1355,0,0,0,0,0,0,2081,1343,0,0,1922,4102,3775,0,0,0,3876,3511,2125,0,0,0,0,0,0,1297,13,3687,3276,7,0,0,0,0,0,0,4
gene-LOC113683012|LOC113683012,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
gene-LOC113679888|LOC113679888,0,196,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,72,49,0,0,83,175,167,0,0,0,186,163,107,0,0,0,0,0,0,43,0,133,113,0,0,0,0,0,0,0,0
gene-Trnar-ccu-2|Trnar-ccu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113672234|LOC113672234,0,372,336,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,172,0,93,0,0,0,0,0,0,191,237,0,0,209,341,303,0,0,0,310,266,205,0,0,0,0,0,0,150,5,435,393,0,0,0,0,0,0,0,0
gene-LOC113679906|LOC113679906,0,81,77,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,46,0,8,0,0,0,0,0,0,52,64,0,0,51,134,128,0,0,1,91,83,71,2,0,0,0,0,0,34,1,62,51,0,0,0,0,0,0,0,0
gene-LOC113678991|LOC113678991,0,47,52,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,100,0,124,0,0,0,0,0,0,75,82,0,0,97,95,79,0,0,0,87,82,78,0,0,0,0,0,0,47,2,135,119,0,0,0,0,0,0,0,0
gene-LOC113679105|LOC113679105,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,16,0,0,0,0,0,0,0,0,0,0,28,44,40,0,0,0,33,29,25,0,0,0,0,0,0,12,0,34,29,0,0,0,0,0,0,0,0
gene-LOC113676556|LOC113676556,0,60,51,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,90,7,0,0,20,21,20,0,0,0,69,57,70,0,0,0,0,0,0,4,0,46,47,0,0,0,0,0,0,0,0
gene-LOC113679617|LOC113679617,0,114,83,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,106,0,88,0,0,0,0,0,0,112,89,0,0,71,147,103,0,0,0,143,120,94,0,0,0,0,0,0,75,0,140,100,0,0,0,0,0,0,0,0
gene-LOC113680539|LOC113680539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113684401|LOC113684401,0,141,125,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,73,0,76,0,0,0,0,0,0,94,78,0,0,71,230,207,0,0,0,227,174,90,0,0,0,0,0,0,66,0,206,193,0,0,0,0,0,0,0,0
gene-LOC113672662|LOC113672662,8,3450,3180,0,4,4,19,17,4,0,8,0,4,2016,5,0,2,0,0,5,4,8,0,2,2647,4,2103,0,0,3,0,0,0,2894,1948,0,0,2350,6436,5947,18,8,8,5865,5386,3490,13,9,0,5,0,0,1674,18,4903,4540,9,4,13,8,0,0,8,4
gene-LOC113681285|LOC113681285,2,538,526,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,207,0,28,0,0,0,0,0,0,310,319,0,0,470,776,778,0,0,0,1036,996,488,0,0,0,0,0,0,342,4,868,843,0,0,0,0,0,0,0,0
gene-LOC113664609|LOC113664609,2,447,405,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,131,0,114,0,0,0,0,0,0,149,227,0,0,149,313,307,0,0,0,392,364,144,0,0,0,0,0,0,131,0,361,324,0,0,0,0,0,0,0,0
gene-LOC113671968|LOC113671968,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,4,0,4,0,0,0,6,5,0,0,0,0,0,0,0,8,0,14,10,0,0,0,0,0,0,0,0
gene-LOC113670489|LOC113670489,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,5,4,4,0,0,0,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113667843|LOC113667843,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0
gene-LOC113685891|LOC113685891,0,120,102,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,48,0,64,0,0,0,0,0,0,84,68,0,0,77,123,115,0,0,0,154,122,74,0,0,0,0,0,0,29,3,88,73,0,0,0,0,0,0,0,0
gene-LOC113676393|LOC113676393,0,283,270,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,92,0,93,0,0,0,0,0,0,208,93,0,0,141,331,303,0,0,0,379,327,202,0,0,0,0,0,0,71,0,230,206,0,0,0,0,0,0,0,0
gene-LOC113671730|LOC113671730,0,274,267,2,0,0,2,1,0,0,3,0,1,158,0,0,1,0,0,0,0,0,0,0,156,0,123,0,0,0,0,0,0,178,165,0,0,196,509,504,1,1,0,431,384,225,0,0,0,2,0,0,145,0,423,396,0,0,0,0,0,0,0,0
gene-LOC113666869|LOC113666869,0,35,31,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,26,0,15,0,0,0,0,0,0,100,21,0,0,46,102,94,0,0,0,110,103,22,0,0,0,0,0,0,43,0,59,51,0,0,0,0,0,0,0,0
gene-LOC113682465|LOC113682465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113677751|LOC113677751,0,910,833,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,244,0,161,0,0,0,0,0,0,407,395,0,0,392,810,669,0,0,2,844,744,489,0,0,0,0,0,0,160,2,502,412,0,0,0,0,0,0,0,0
gene-LOC113680152|LOC113680152,0,110,97,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,43,81,0,0,36,59,44,3,0,0,53,25,35,0,0,0,0,0,0,35,0,94,65,0,0,0,0,0,0,0,0
gene-LOC113679570|LOC113679570,0,21,16,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,15,0,0,20,41,43,0,0,0,37,32,12,0,0,0,0,0,0,8,0,19,18,0,0,0,0,0,0,0,0
gene-LOC113676216|LOC113676216,0,21,16,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,13,5,0,0,6,33,22,0,0,0,13,10,17,0,0,0,0,0,0,4,0,23,21,0,0,0,0,0,0,0,0
gene-LOC113684891|LOC113684891,0,509,589,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,250,0,201,0,0,0,0,0,0,684,462,0,0,686,713,1021,0,0,0,631,720,517,0,0,0,0,0,0,493,5,166,202,0,0,0,0,0,0,0,0
gene-LOC113666908|LOC113666908,0,10,7,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,58,0,12,0,0,0,0,0,0,56,15,0,0,137,319,293,0,0,0,206,194,82,0,0,0,0,0,0,31,0,227,195,0,0,0,0,0,0,0,0
gene-LOC113672816|LOC113672816,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,4,6,4,0,0,0,13,7,8,0,0,0,0,0,0,6,0,8,11,0,0,0,0,0,0,0,0
gene-LOC113677487|LOC113677487,0,965,890,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,2,0,0,453,0,255,0,0,0,0,0,0,493,436,0,0,428,1199,1073,4,4,0,1146,1002,562,0,0,0,0,0,0,366,7,950,820,0,0,0,0,0,0,4,0
gene-LOC113682017|LOC113682017,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0,0,0,30,31,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,0,0
gene-LOC113684492|LOC113684492,0,10,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,5,5,0,0,0,5,4,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0
gene-LOC113680718|LOC113680718,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,0,0,6,9,9,0,0,0,20,14,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113667750|LOC113667750,0,10,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,7,0,0,12,21,24,0,0,0,30,28,13,0,0,0,0,0,0,4,0,22,18,0,0,0,0,0,0,0,0
gene-LOC113675646|LOC113675646,0,29,22,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,21,32,0,0,83,64,57,0,0,0,49,40,28,0,0,0,0,0,0,32,0,77,62,0,0,0,0,0,0,0,0
gene-LOC113670965|LOC113670965,0,173,165,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,154,0,104,0,0,0,0,0,0,180,154,0,0,185,424,401,0,0,0,305,279,171,0,0,0,0,0,0,92,0,292,268,0,0,0,0,0,0,0,0
gene-LOC113683998|LOC113683998,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,2,2,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0
gene-LOC113665002|LOC113665002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
gene-LOC113679334|LOC113679334,2,374,338,2,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,201,0,143,0,0,0,0,0,0,240,241,0,0,286,621,635,0,0,0,540,492,326,0,0,0,0,0,0,201,0,498,489,0,0,0,0,0,0,0,0
gene-LOC113680397|LOC113680397,0,217,188,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,75,0,52,0,0,0,0,0,0,121,92,0,0,129,219,184,0,0,0,305,256,136,0,0,0,0,0,0,48,2,176,157,0,0,0,0,0,0,0,0
gene-LOC113684349|LOC113684349,0,348,315,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,112,0,43,0,0,0,0,0,0,246,183,0,0,144,370,334,0,0,0,415,350,216,0,0,0,0,0,0,125,0,261,230,0,0,0,0,0,0,0,0
