Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0002900	Mcavernosa11056-RA	XP_020614666.1
OG0002901	Mcavernosa11050-RA	XP_020614730.1
OG0002902	Mcavernosa13783-RA	XP_020618815.1
OG0002903	Mcavernosa00900-RA	XP_020609124.1
OG0002903	Mcavernosa00924-RA	XP_020625146.1
OG0002904	Mcavernosa25825-RA	XP_020605039.1, XP_020605038.1, XP_020605040.1
OG0002906	Mcavernosa28155-RA	XP_020601936.1, XP_020601940.1, XP_020601939.1, XP_020601938.1, XP_020601937.1
OG0002907	Mcavernosa03505-RA	XP_020629525.1
OG0002908	Mcavernosa03519-RA	XP_020629713.1, XP_020629712.1, XP_020629711.1, XP_020629715.1
OG0002911	Mcavernosa26347-RA	XP_020615752.1, XP_020615751.1
OG0002912	Mcavernosa22013-RA	XP_020621583.1, XP_020621586.1, XP_020621587.1, XP_020621588.1, XP_020621585.1
OG0002913	Mcavernosa34528-RA	XP_020621511.1, XP_020621510.1, XP_020621512.1, XP_020621509.1
OG0002914	Mcavernosa16222-RA, Mcavernosa16224-RA	XP_020609820.1
OG0002915	Mcavernosa05624-RA	XP_020628754.1, XP_020628762.1, XP_020628748.1, XP_020628740.1, XP_020628731.1
OG0002917	Mcavernosa25674-RA	XP_020629728.1, XP_020629720.1, XP_020629716.1
OG0002918	Mcavernosa27079-RA, Mcavernosa33226-RA	XP_020606584.1
OG0002919	Mcavernosa10849-RA, Mcavernosa10852-RA	XP_020602468.1, XP_020602466.1, XP_020602472.1, XP_020602471.1
OG0002920	Mcavernosa27800-RA	XP_020602650.1
OG0002921	Mcavernosa08440-RA	XP_020617059.1, XP_020617060.1
OG0002923	Mcavernosa15249-RA	XP_020606712.1, XP_020606711.1, XP_020606714.1, XP_020606713.1, XP_020606710.1
OG0002924	Mcavernosa19011-RA	XP_020608533.1, XP_020608534.1, XP_020608535.1
OG0002925	Mcavernosa01001-RA	XP_020622446.1
OG0002925	Mcavernosa01002-RA	XP_020622447.1
OG0002926	Mcavernosa05813-RA, Mcavernosa05812-RA	XP_020613636.1
OG0002927	Mcavernosa25742-RA	XP_020622457.1, XP_020622458.1, XP_020622456.1
OG0002928	Mcavernosa35212-RA	XP_020608564.1, XP_020608565.1
OG0002929	Mcavernosa30406-RA	XP_020629522.1
OG0002930	Mcavernosa25598-RA	XP_020626529.1, XP_020626600.1
OG0002931	Mcavernosa32319-RA	XP_020603610.1, XP_020603612.1, XP_020603611.1
OG0002933	Mcavernosa11896-RA	XP_020617608.1
OG0002934	Mcavernosa08008-RA, Mcavernosa07969-RA	XP_020630622.1
OG0002937	Mcavernosa28481-RA, Mcavernosa28482-RA	XP_020622917.1, XP_020622953.1
OG0002938	Mcavernosa20354-RA, Mcavernosa20356-RA	XP_020607525.1, XP_020607524.1, XP_020607523.1, XP_020607521.1
OG0002940	Mcavernosa30040-RA	XP_020616490.1, XP_020616491.1
OG0002941	Mcavernosa23899-RA, Mcavernosa04067-RA, Mcavernosa21619-RA	XP_020620248.1, XP_020620364.1, XP_020620363.1
OG0002942	Mcavernosa18132-RA	XP_020630083.1
OG0002943	Mcavernosa25613-RA	XP_020611242.1
OG0002943	Mcavernosa31931-RA	XP_020602543.1
OG0002945	Mcavernosa09287-RA	XP_020618324.1, XP_020618323.1, XP_020618322.1
OG0002946	Mcavernosa13407-RA, Mcavernosa13405-RA	XP_020614901.1, XP_020614900.1
OG0002948	Mcavernosa29987-RA	XP_020621675.1
OG0002949	Mcavernosa20939-RA	XP_020631016.1
OG0002949	Mcavernosa20938-RA	XP_020631017.1
OG0002950	Mcavernosa11710-RA, Mcavernosa06196-RA	XP_020606530.1, XP_020606529.1, XP_020606528.1
OG0002951	Mcavernosa11827-RA	XP_020632732.1, XP_020632734.1, XP_020632733.1, XP_020632730.1, XP_020632731.1
OG0002952	Mcavernosa06488-RA	XP_020631076.1
OG0002954	Mcavernosa22316-RA	XP_020628802.1, XP_020628796.1
OG0002956	Mcavernosa31766-RA	XP_020619366.1, XP_020619364.1, XP_020619367.1
OG0002957	Mcavernosa04403-RA	XP_020605529.1, XP_020605526.1, XP_020605527.1, XP_020605528.1
OG0002958	Mcavernosa17210-RA	XP_020622602.1, XP_020622601.1
OG0002959	Mcavernosa01686-RA	XP_020618310.1, XP_020618311.1, XP_020618312.1, XP_020618313.1
OG0002960	Mcavernosa14344-RA	XP_020605187.1, XP_020605186.1, XP_020605188.1
OG0002961	Mcavernosa11857-RA	XP_020626607.1
OG0002962	Mcavernosa16731-RA, Mcavernosa16742-RA, Mcavernosa16737-RA	XP_020628043.1
OG0002963	Mcavernosa26841-RA	XP_020605553.1, XP_020605554.1, XP_020605556.1, XP_020605555.1, XP_020605552.1
OG0002965	Mcavernosa04858-RA	XP_020625856.1, XP_020625858.1, XP_020625857.1, XP_020625859.1
OG0002968	Mcavernosa03493-RA	XP_020621868.1
OG0002969	Mcavernosa13482-RA, Mcavernosa13496-RA	XP_020622950.1
OG0002970	Mcavernosa32028-RA	XP_020605163.1
OG0002971	Mcavernosa18590-RA	XP_020603292.1
OG0002972	Mcavernosa26863-RA, Mcavernosa26862-RA	XP_020617590.1, XP_020617591.1
OG0002974	Mcavernosa05400-RA	XP_020628359.1, XP_020601951.1, XP_020601934.1, XP_020601935.1
OG0002975	Mcavernosa05404-RA	XP_020601905.1, XP_020601904.1, XP_020601903.1
OG0002976	Mcavernosa05394-RA	XP_020601901.1, XP_020601898.1, XP_020601899.1, XP_020601900.1
OG0002978	Mcavernosa15492-RA	XP_020618893.1, XP_020618894.1
OG0002979	Mcavernosa31600-RA	XP_020623434.1, XP_020623435.1, XP_020623436.1, XP_020623433.1
OG0002980	Mcavernosa02933-RA	XP_020613154.1
OG0002981	Mcavernosa02934-RA	XP_020613142.1, XP_020613143.1
OG0002982	Mcavernosa04256-RA, Mcavernosa04258-RA	XP_020619171.1, XP_020619169.1, XP_020619170.1
OG0002984	Mcavernosa27456-RA	XP_020622373.1
OG0002986	Mcavernosa12980-RA, Mcavernosa12974-RA, Mcavernosa12973-RA	XP_020628344.1, XP_020628345.1
OG0002987	Mcavernosa09200-RA	XP_020613284.1, XP_020613278.1
OG0002988	Mcavernosa14920-RA, Mcavernosa14921-RA	XP_020631112.1
OG0002989	Mcavernosa01773-RA, Mcavernosa01772-RA	XP_020612829.1
OG0002990	Mcavernosa01769-RA	XP_020612778.1, XP_020612779.1, XP_020612780.1
OG0002991	Mcavernosa20681-RA	XP_020601099.1, XP_020601098.1, XP_020601096.1, XP_020601095.1
OG0002994	Mcavernosa08837-RA	XP_020612481.1
OG0002995	Mcavernosa25418-RA	XP_020602029.1, XP_020602100.1, XP_020601970.1, XP_020601893.1
OG0002996	Mcavernosa25424-RA	XP_020610674.1
OG0002996	Mcavernosa25417-RA	XP_020606926.1
OG0002997	Mcavernosa03588-RA, Mcavernosa26995-RA	XP_020619443.1
OG0002998	Mcavernosa02664-RA	XP_020622881.1, XP_020622879.1
OG0002999	Mcavernosa21772-RA	XP_020629520.1, XP_020629506.1, XP_020629501.1, XP_020629511.1, XP_020629528.1
OG0003000	Mcavernosa14125-RA, Mcavernosa14126-RA	XP_020627908.1, XP_020627909.1
OG0003001	Mcavernosa19373-RA	XP_020626560.1
OG0003002	Mcavernosa11610-RA	XP_020627987.1, XP_020627986.1
OG0003003	Mcavernosa26900-RA	XP_020612447.1
OG0003004	Mcavernosa18018-RA	XP_020617320.1
OG0003004	Mcavernosa08641-RA	XP_020614473.1
OG0003005	Mcavernosa31491-RA	XP_020601554.1, XP_020601560.1, XP_020601574.1, XP_020601582.1, XP_020601592.1, XP_020601567.1
OG0003006	Mcavernosa00560-RA	XP_020613786.1
OG0003006	Mcavernosa16111-RA, Mcavernosa16112-RA	XP_020613941.1, XP_020613942.1
OG0003007	Mcavernosa16335-RA	XP_020623230.1
OG0003007	Mcavernosa24220-RA	XP_020623239.1
OG0003008	Mcavernosa21637-RA	XP_020627059.1, XP_020627056.1, XP_020627057.1, XP_020627058.1
OG0003010	Mcavernosa12691-RA	XP_020604145.1, XP_020604144.1
OG0003011	Mcavernosa29019-RA	XP_020615936.1
OG0003012	Mcavernosa04015-RA	XP_020631232.1, XP_020631225.1, XP_020631219.1, XP_020631212.1
OG0003013	Mcavernosa17681-RA	XP_020617908.1
OG0003014	Mcavernosa05823-RA	XP_020613829.1
OG0003014	Mcavernosa05825-RA	XP_020613906.1
OG0003015	Mcavernosa28732-RA, Mcavernosa12022-RA, Mcavernosa12023-RA	XP_020602912.1
OG0003016	Mcavernosa30924-RA	XP_020627551.1, XP_020627550.1, XP_020627552.1
OG0003017	Mcavernosa31020-RA	XP_020604426.1, XP_020604425.1, XP_020604424.1
OG0003018	Mcavernosa04652-RA	XP_020617127.1
OG0003018	Mcavernosa04654-RA	XP_020617134.1
OG0003019	Mcavernosa27672-RA	XP_020606566.1
OG0003020	Mcavernosa28137-RA, Mcavernosa28138-RA	XP_020622338.1, XP_020622350.1
OG0003021	Mcavernosa29787-RA	XP_020617827.1
OG0003022	Mcavernosa17653-RA	XP_020617791.1, XP_020617790.1
OG0003023	Mcavernosa17655-RA	XP_020617836.1
OG0003024	Mcavernosa20684-RA	XP_020601308.1
OG0003025	Mcavernosa10270-RA, Mcavernosa10266-RA, Mcavernosa10271-RA	XP_020610591.1
OG0003026	Mcavernosa16679-RA	XP_020617699.1, XP_020617700.1
OG0003027	Mcavernosa28275-RA	XP_020620066.1, XP_020620069.1, XP_020620068.1, XP_020620070.1, XP_020620067.1, XP_020622199.1
OG0003028	Mcavernosa26529-RA	XP_020604942.1, XP_020604956.1
OG0003029	Mcavernosa24635-RA	XP_020618366.1, XP_020618361.1, XP_020618365.1, XP_020618363.1, XP_020618362.1
OG0003030	Mcavernosa22034-RA	XP_020632852.1, XP_020632851.1
OG0003031	Mcavernosa28924-RA	XP_020623906.1
OG0003032	Mcavernosa16885-RA	XP_020630741.1, XP_020630742.1, XP_020630743.1, XP_020630740.1
OG0003033	Mcavernosa16884-RA	XP_020630744.1, XP_020630745.1
OG0003034	Mcavernosa01793-RA, Mcavernosa01794-RA, Mcavernosa01795-RA	XP_020611265.1
OG0003035	Mcavernosa20618-RA, Mcavernosa33920-RA, Mcavernosa20364-RA	XP_020632660.1
OG0003035	Mcavernosa24762-RA, Mcavernosa20619-RA	XP_020620246.1
OG0003036	Mcavernosa22544-RA, Mcavernosa21302-RA	XP_020623636.1, XP_020623635.1, XP_020623638.1, XP_020623637.1
OG0003037	Mcavernosa32486-RA	XP_020623631.1, XP_020623630.1, XP_020623633.1
OG0003038	Mcavernosa23773-RA, Mcavernosa27813-RA	XP_020629342.1, XP_020629343.1, XP_020629344.1
OG0003039	Mcavernosa12793-RA, Mcavernosa12790-RA	XP_020627017.1
OG0003039	Mcavernosa12794-RA, Mcavernosa12791-RA	XP_020616056.1
OG0003040	Mcavernosa34499-RA	XP_020619972.1, XP_020619939.1
OG0003040	Mcavernosa02151-RA	XP_020619940.1
OG0003041	Mcavernosa02148-RA	XP_020619904.1, XP_020619902.1
OG0003042	Mcavernosa26441-RA, Mcavernosa20272-RA	XP_020619694.1, XP_020621729.1
OG0003043	Mcavernosa15826-RA	XP_020602343.1
OG0003044	Mcavernosa27957-RA	XP_020613698.1, XP_020613696.1, XP_020613697.1
OG0003045	Mcavernosa11860-RA	XP_020601628.1
OG0003047	Mcavernosa28245-RA	XP_020621812.1, XP_020621818.1
OG0003048	Mcavernosa10356-RA	XP_020623951.1
OG0003049	Mcavernosa24322-RA	XP_020601783.1
OG0003049	Mcavernosa04871-RA	XP_020625923.1
OG0003050	Mcavernosa17112-RA	XP_020605701.1, XP_020605702.1
OG0003051	Mcavernosa17114-RA	XP_020605699.1, XP_020605700.1
OG0003052	Mcavernosa05977-RA	XP_020613005.1
OG0003052	Mcavernosa23244-RA	XP_020601032.1
OG0003053	Mcavernosa32212-RA, Mcavernosa33033-RA, Mcavernosa21549-RA, Mcavernosa32211-RA, Mcavernosa23398-RA	XP_020619250.1
OG0003054	Mcavernosa28005-RA	XP_020603588.1
OG0003055	Mcavernosa23311-RA	XP_020611051.1
OG0003055	Mcavernosa23312-RA, Mcavernosa23308-RA	XP_020611050.1
OG0003057	Mcavernosa19860-RA	XP_020616958.1, XP_020616959.1
OG0003059	Mcavernosa21588-RA	XP_020630487.1, XP_020630490.1, XP_020630491.1
OG0003059	Mcavernosa21587-RA	XP_020630489.1
OG0003060	Mcavernosa17680-RA	XP_020617918.1
OG0003061	Mcavernosa18543-RA	XP_020627658.1
OG0003062	Mcavernosa16549-RA	XP_020618395.1
OG0003063	Mcavernosa18814-RA	XP_020619980.1, XP_020619978.1, XP_020619977.1, XP_020619976.1, XP_020619975.1
OG0003064	Mcavernosa26726-RA	XP_020606940.1, XP_020606941.1
OG0003066	Mcavernosa14830-RA	XP_020606877.1, XP_020606876.1, XP_020606878.1, XP_020606875.1
OG0003068	Mcavernosa28458-RA	XP_020632558.1, XP_020604624.1
OG0003068	Mcavernosa05127-RA	XP_020604566.1
OG0003069	Mcavernosa17349-RA	XP_020607015.1
OG0003069	Mcavernosa17343-RA	XP_020607071.1
OG0003071	Mcavernosa04552-RA	XP_020608843.1, XP_020608839.1, XP_020608840.1, XP_020608841.1, XP_020608842.1
OG0003072	Mcavernosa32306-RA	XP_020630915.1, XP_020630914.1, XP_020630912.1, XP_020630913.1, XP_020630910.1
OG0003073	Mcavernosa02647-RA	XP_020621627.1
OG0003073	Mcavernosa06879-RA	XP_020601042.1
OG0003076	Mcavernosa01537-RA	XP_020629218.1
OG0003076	Mcavernosa01538-RA	XP_020629244.1
OG0003077	Mcavernosa01542-RA	XP_020629236.1, XP_020629233.1, XP_020629235.1, XP_020629234.1
OG0003078	Mcavernosa19674-RA	XP_020628911.1, XP_020628910.1
OG0003080	Mcavernosa01892-RA	XP_020602152.1, XP_020602140.1, XP_020602145.1, XP_020602163.1, XP_020602157.1
OG0003081	Mcavernosa02553-RA, Mcavernosa02556-RA	XP_020631989.1
OG0003082	Mcavernosa26582-RA, Mcavernosa23200-RA	XP_020620173.1
OG0003083	Mcavernosa06406-RA, Mcavernosa06408-RA	XP_020625711.1
OG0003084	Mcavernosa32387-RA, Mcavernosa34093-RA	XP_020613321.1
OG0003084	Mcavernosa25881-RA	XP_020613320.1
OG0003085	Mcavernosa23780-RA, Mcavernosa19786-RA, Mcavernosa19781-RA, Mcavernosa32846-RA	XP_020605751.1
OG0003086	Mcavernosa25487-RA	XP_020602937.1
OG0003086	Mcavernosa25488-RA	XP_020602935.1
OG0003087	Mcavernosa10353-RA	XP_020623954.1
OG0003087	Mcavernosa10352-RA	XP_020623955.1
OG0003088	Mcavernosa18749-RA	XP_020626075.1
OG0003089	Mcavernosa27931-RA	XP_020629698.1, XP_020629696.1, XP_020629697.1
OG0003090	Mcavernosa32498-RA	XP_020623448.1, XP_020623449.1, XP_020623446.1, XP_020623447.1
OG0003091	Mcavernosa14377-RA, Mcavernosa14376-RA	XP_020616359.1, XP_020616360.1
OG0003092	Mcavernosa05632-RA	XP_020628562.1, XP_020628553.1
OG0003094	Mcavernosa05571-RA, Mcavernosa05570-RA	XP_020622630.1
OG0003095	Mcavernosa08741-RA	XP_020609321.1, XP_020609354.1
OG0003096	Mcavernosa12626-RA, Mcavernosa12624-RA	XP_020624822.1
OG0003096	Mcavernosa07507-RA	XP_020618801.1
OG0003097	Mcavernosa03887-RA	XP_020626051.1, XP_020626048.1, XP_020626049.1, XP_020626050.1
OG0003098	Mcavernosa25001-RA	XP_020627023.1, XP_020627022.1, XP_020627021.1, XP_020627025.1, XP_020627024.1, XP_020627039.1
OG0003099	Mcavernosa06835-RA	XP_020601944.1
OG0003100	Mcavernosa22302-RA	XP_020602787.1
OG0003102	Mcavernosa10249-RA	XP_020610603.1, XP_020610608.1, XP_020610609.1, XP_020610604.1
OG0003103	Mcavernosa22280-RA	XP_020617401.1, XP_020617400.1, XP_020617402.1, XP_020617403.1
OG0003104	Mcavernosa04903-RA	XP_020625892.1
OG0003105	Mcavernosa15420-RA	XP_020614384.1
OG0003105	Mcavernosa12579-RA, Mcavernosa15419-RA	XP_020614283.1, XP_020621524.1
OG0003106	Mcavernosa03862-RA	XP_020630146.1, XP_020630145.1, XP_020630147.1, XP_020630148.1
OG0003107	Mcavernosa03851-RA	XP_020630218.1, XP_020630219.1, XP_020630217.1
OG0003108	Mcavernosa10638-RA	XP_020608147.1, XP_020608079.1, XP_020601320.1
OG0003109	Mcavernosa15372-RA, Mcavernosa15374-RA	XP_020621519.1, XP_020621522.1, XP_020621521.1
OG0003110	Mcavernosa11279-RA	XP_020628766.1, XP_020628767.1, XP_020628765.1
OG0003111	Mcavernosa11093-RA	XP_020620904.1, XP_020620905.1, XP_020620907.1, XP_020620906.1
OG0003112	Mcavernosa05753-RA	XP_020620960.1, XP_020620963.1, XP_020620962.1, XP_020620961.1
OG0003114	Mcavernosa07280-RA	XP_020610191.1, XP_020610193.1, XP_020610192.1, XP_020610189.1, XP_020610188.1
OG0003115	Mcavernosa04971-RA, Mcavernosa04966-RA	XP_020608815.1, XP_020608887.1
OG0003116	Mcavernosa18844-RA, Mcavernosa33002-RA	XP_020631214.1
OG0003117	Mcavernosa02217-RA	XP_020619813.1
OG0003117	Mcavernosa02215-RA	XP_020619844.1, XP_020619843.1
OG0003118	Mcavernosa22701-RA	XP_020607668.1, XP_020607669.1
OG0003119	Mcavernosa14003-RA	XP_020628396.1
OG0003120	Mcavernosa18474-RA	XP_020603326.1, XP_020603327.1
OG0003121	Mcavernosa00168-RA	XP_020625051.1
OG0003122	Mcavernosa00156-RA, Mcavernosa00150-RA	XP_020625092.1
OG0003123	Mcavernosa09692-RA	XP_020620508.1, XP_020620507.1
OG0003124	Mcavernosa14773-RA	XP_020628709.1
OG0003124	Mcavernosa14775-RA	XP_020628705.1, XP_020611185.1
OG0003126	Mcavernosa19281-RA	XP_020630488.1, XP_020630480.1, XP_020603883.1, XP_020630464.1, XP_020630471.1
OG0003128	Mcavernosa23904-RA	XP_020621504.1
OG0003128	Mcavernosa23905-RA	XP_020621515.1, XP_020621567.1, XP_020621568.1
OG0003129	Mcavernosa16442-RA	XP_020612317.1, XP_020612314.1, XP_020612315.1, XP_020612316.1
OG0003130	Mcavernosa20923-RA	XP_020619033.1, XP_020619030.1, XP_020619034.1, XP_020619032.1
OG0003131	Mcavernosa13615-RA	XP_020621858.1, XP_020621850.1, XP_020621382.1
OG0003132	Mcavernosa20555-RA, Mcavernosa20556-RA	XP_020627639.1
OG0003133	Mcavernosa04056-RA	XP_020630842.1, XP_020600620.1
OG0003134	Mcavernosa01986-RA	XP_020611657.1
OG0003135	Mcavernosa09747-RA	XP_020609644.1, XP_020609643.1, XP_020609647.1, XP_020609646.1
OG0003136	Mcavernosa32037-RA	XP_020607093.1
OG0003137	Mcavernosa06527-RA	XP_020629793.1, XP_020629890.1, XP_020629820.1, XP_020629819.1, XP_020629794.1
OG0003138	Mcavernosa03677-RA	XP_020623301.1, XP_020623300.1, XP_020623299.1
OG0003139	Mcavernosa04602-RA	XP_020619515.1, XP_020619514.1, XP_020619546.1
OG0003140	Mcavernosa01092-RA	XP_020622464.1, XP_020622465.1
OG0003141	Mcavernosa18698-RA	XP_020603766.1
OG0003142	Mcavernosa18877-RA	XP_020617554.1, XP_020617544.1, XP_020617558.1, XP_020617548.1
OG0003143	Mcavernosa13318-RA	XP_020606648.1
OG0003143	Mcavernosa13317-RA	XP_020606646.1, XP_020606645.1
OG0003144	Mcavernosa07763-RA	XP_020613369.1, XP_020613368.1, XP_020613367.1, XP_020613366.1
OG0003146	Mcavernosa02723-RA	XP_020630373.1, XP_020630381.1, XP_020630366.1
OG0003147	Mcavernosa11700-RA	XP_020630405.1
OG0003148	Mcavernosa25368-RA	XP_020602602.1
OG0003148	Mcavernosa25369-RA, Mcavernosa25371-RA	XP_020624391.1
OG0003149	Mcavernosa11221-RA	XP_020608400.1, XP_020608403.1, XP_020608402.1, XP_020608401.1, XP_020608404.1
OG0003150	Mcavernosa05448-RA	XP_020615856.1
OG0003151	Mcavernosa02281-RA	XP_020625456.1
OG0003152	Mcavernosa02291-RA	XP_020603767.1, XP_020603765.1, XP_020603764.1, XP_020603763.1
OG0003153	Mcavernosa28488-RA	XP_020615587.1
OG0003154	Mcavernosa06781-RA	XP_020627360.1, XP_020627309.1, XP_020615433.1
OG0003155	Mcavernosa02700-RA	XP_020607001.1, XP_020607003.1, XP_020607002.1, XP_020607004.1
OG0003157	Mcavernosa29479-RA	XP_020604218.1, XP_020604217.1, XP_020604220.1, XP_020604219.1
OG0003158	Mcavernosa04711-RA	XP_020620141.1, XP_020620144.1, XP_020620146.1, XP_020620145.1, XP_020620143.1
OG0003159	Mcavernosa21606-RA, Mcavernosa21605-RA	XP_020632513.1
OG0003160	Mcavernosa25647-RA	XP_020604048.1
OG0003161	Mcavernosa24977-RA	XP_020626837.1, XP_020626838.1
OG0003162	Mcavernosa06215-RA	XP_020625624.1
OG0003163	Mcavernosa26567-RA	XP_020629348.1, XP_020629347.1
OG0003163	Mcavernosa26566-RA	XP_020629349.1
OG0003164	Mcavernosa22779-RA	XP_020615483.1
OG0003164	Mcavernosa20108-RA	XP_020608514.1
OG0003166	Mcavernosa03795-RA	XP_020605452.1, XP_020605457.1
OG0003167	Mcavernosa03056-RA	XP_020609450.1, XP_020609453.1, XP_020609452.1, XP_020609451.1
OG0003168	Mcavernosa07792-RA	XP_020600856.1, XP_020600857.1
OG0003168	Mcavernosa07794-RA	XP_020600825.1
OG0003169	Mcavernosa32463-RA	XP_020612937.1
OG0003169	Mcavernosa32464-RA	XP_020612936.1
OG0003170	Mcavernosa01600-RA, Mcavernosa01599-RA	XP_020607395.1
OG0003171	Mcavernosa07692-RA	XP_020611144.1, XP_020611145.1
OG0003172	Mcavernosa07677-RA	XP_020611173.1
OG0003173	Mcavernosa29962-RA, Mcavernosa29961-RA	XP_020620884.1
OG0003174	Mcavernosa18953-RA	XP_020621015.1, XP_020621014.1
OG0003175	Mcavernosa18951-RA	XP_020621005.1, XP_020621002.1, XP_020621003.1, XP_020621004.1
OG0003176	Mcavernosa18950-RA, Mcavernosa18949-RA	XP_020621000.1, XP_020621001.1, XP_020620999.1
OG0003177	Mcavernosa30967-RA	XP_020631456.1
OG0003178	Mcavernosa16850-RA	XP_020620768.1, XP_020620484.1
OG0003179	Mcavernosa17803-RA	XP_020624089.1
OG0003179	Mcavernosa12773-RA	XP_020624090.1
OG0003180	Mcavernosa02341-RA, Mcavernosa02344-RA	XP_020627501.1, XP_020627502.1
OG0003181	Mcavernosa22775-RA	XP_020615478.1, XP_020615479.1
OG0003182	Mcavernosa06803-RA	XP_020615538.1
OG0003183	Mcavernosa34046-RA, Mcavernosa25916-RA	XP_020630735.1
OG0003184	Mcavernosa17019-RA	XP_020614077.1
OG0003185	Mcavernosa17012-RA	XP_020631952.1, XP_020631939.1, XP_020631931.1, XP_020631946.1
OG0003186	Mcavernosa07002-RA	XP_020631794.1, XP_020631795.1
OG0003187	Mcavernosa13303-RA	XP_020604913.1, XP_020604914.1
OG0003187	Mcavernosa13296-RA	XP_020604796.1
OG0003188	Mcavernosa28103-RA	XP_020620432.1, XP_020620434.1, XP_020620433.1
OG0003189	Mcavernosa18985-RA	XP_020602990.1, XP_020602989.1, XP_020602991.1, XP_020602988.1
OG0003191	Mcavernosa06915-RA	XP_020622871.1, XP_020622873.1, XP_020622872.1, XP_020622874.1
OG0003192	Mcavernosa09281-RA	XP_020618260.1, XP_020618261.1
OG0003192	Mcavernosa09278-RA	XP_020618259.1
OG0003193	Mcavernosa25147-RA	XP_020611241.1, XP_020611240.1, XP_020611219.1, XP_020611218.1
OG0003194	Mcavernosa25157-RA	XP_020621880.1, XP_020621881.1, XP_020621879.1, XP_020621878.1, XP_020621882.1
OG0003195	Mcavernosa21305-RA	XP_020613641.1, XP_020613642.1, XP_020613643.1, XP_020613644.1, XP_020613645.1
OG0003196	Mcavernosa20743-RA, Mcavernosa20739-RA	XP_020610112.1, XP_020610105.1
OG0003197	Mcavernosa23695-RA	XP_020600932.1
OG0003198	Mcavernosa01269-RA	XP_020603999.1
OG0003199	Mcavernosa01915-RA	XP_020600611.1, XP_020629665.1
OG0003200	Mcavernosa26749-RA, Mcavernosa26748-RA	XP_020613170.1
OG0003202	Mcavernosa21889-RA, Mcavernosa21888-RA	XP_020626172.1, XP_020626171.1
OG0003203	Mcavernosa34599-RA	XP_020626876.1
OG0003203	Mcavernosa34598-RA	XP_020626874.1, XP_020626875.1
OG0003204	Mcavernosa18840-RA	XP_020600650.1, XP_020600652.1, XP_020600649.1, XP_020600651.1
OG0003205	Mcavernosa15724-RA	XP_020607810.1, XP_020607809.1, XP_020607813.1, XP_020607812.1, XP_020607811.1
OG0003206	Mcavernosa15720-RA	XP_020619757.1
OG0003207	Mcavernosa35009-RA	XP_020606718.1, XP_020606716.1, XP_020606715.1, XP_020606717.1
OG0003208	Mcavernosa31575-RA	XP_020606765.1
OG0003208	Mcavernosa31574-RA, Mcavernosa31576-RA	XP_020615404.1
OG0003209	Mcavernosa14530-RA	XP_020610916.1, XP_020610899.1, XP_020610908.1, XP_020610922.1
OG0003210	Mcavernosa30833-RA	XP_020603466.1, XP_020603535.1, XP_020603536.1
OG0003211	Mcavernosa20843-RA, Mcavernosa20841-RA	XP_020618069.1
OG0003212	Mcavernosa31059-RA	XP_020616161.1
OG0003213	Mcavernosa31648-RA	XP_020620896.1
OG0003214	Mcavernosa12519-RA, Mcavernosa12515-RA	XP_020620733.1
OG0003215	Mcavernosa12527-RA	XP_020620803.1
OG0003215	Mcavernosa12534-RA	XP_020620618.1
OG0003216	Mcavernosa16181-RA	XP_020615878.1, XP_020615879.1
OG0003217	Mcavernosa22008-RA	XP_020615032.1
OG0003218	Mcavernosa14005-RA	XP_020628394.1, XP_020628395.1
OG0003219	Mcavernosa14006-RA	XP_020628400.1, XP_020628401.1, XP_020628399.1, XP_020628405.1, XP_020628402.1
OG0003220	Mcavernosa07596-RA	XP_020605390.1, XP_020605381.1, XP_020605408.1, XP_020605374.1, XP_020605399.1
OG0003221	Mcavernosa04280-RA	XP_020619214.1
OG0003221	Mcavernosa04283-RA	XP_020619211.1, XP_020619217.1
OG0003223	Mcavernosa30619-RA	XP_020632568.1
OG0003224	Mcavernosa13292-RA, Mcavernosa13294-RA, Mcavernosa13293-RA	XP_020604799.1
OG0003225	Mcavernosa00583-RA	XP_020630025.1
OG0003226	Mcavernosa00678-RA	XP_020624000.1, XP_020624001.1
OG0003227	Mcavernosa05599-RA, Mcavernosa05590-RA	XP_020600402.1
OG0003228	Mcavernosa24104-RA	XP_020600501.1
OG0003228	Mcavernosa24103-RA	XP_020600523.1, XP_020600407.1
OG0003229	Mcavernosa23691-RA, Mcavernosa23689-RA	XP_020600928.1, XP_020600926.1, XP_020600927.1
OG0003231	Mcavernosa07006-RA, Mcavernosa33133-RA, Mcavernosa07005-RA	XP_020601493.1, XP_020601492.1
OG0003232	Mcavernosa00785-RA	XP_020601538.1, XP_020601540.1, XP_020601539.1, XP_020601543.1, XP_020601541.1, XP_020601537.1
OG0003233	Mcavernosa08516-RA	XP_020616447.1, XP_020607409.1
OG0003235	Mcavernosa20891-RA, Mcavernosa27381-RA, Mcavernosa27625-RA, Mcavernosa34248-RA, Mcavernosa21971-RA, Mcavernosa22994-RA, Mcavernosa33525-RA, Mcavernosa35220-RA	XP_020603084.1
OG0003236	Mcavernosa33854-RA, Mcavernosa03108-RA, Mcavernosa03107-RA	XP_020613756.1, XP_020613760.1, XP_020605451.1, XP_020603699.1
OG0003237	Mcavernosa17514-RA	XP_020603950.1, XP_020603951.1
