Orthogroup	Acerv_assembly_v1.0.protein	Mcavernosa.maker.proteins
OG0001014	Acerv_evm.model.Segkk3481_pilon.9	Mcavernosa26585-RA
OG0001014	Acerv_evm.model.Segkk2233_pilon.12	Mcavernosa24701-RA
OG0001015	Acerv_evm.model.Segkk2264_pilon.25	Mcavernosa16556-RA, Mcavernosa16555-RA
OG0001016	Acerv_evm.model.Segkk2306_pilon.17	Mcavernosa30493-RA
OG0001017	Acerv_evm.model.Segkk2375_pilon.5, Acerv_evm.model.Segkk2375_pilon.6	Mcavernosa28389-RA, Mcavernosa28387-RA
OG0001019	Acerv_evm.model.Segkk2507_pilon.1	Mcavernosa06209-RA
OG0001020	Acerv_evm.model.Segkk2575_pilon.6	Mcavernosa21267-RA, Mcavernosa34216-RA, Mcavernosa21265-RA
OG0001021	Acerv_evm.model.Segkk2583_pilon.6	Mcavernosa21339-RA
OG0001022	Acerv_evm.model.Segkk2583_pilon.8	Mcavernosa21328-RA, Mcavernosa34814-RA, Mcavernosa21325-RA, Mcavernosa18606-RA
OG0001023	Acerv_evm.model.Segkk2666_pilon.30	Mcavernosa33914-RA, Mcavernosa19215-RA
OG0001024	Acerv_evm.model.Segkk2781_pilon.20	Mcavernosa29382-RA, Mcavernosa30721-RA, Mcavernosa26937-RA
OG0001025	Acerv_evm.model.Segkk2782_pilon.18	Mcavernosa01501-RA
OG0001026	Acerv_evm.model.Segkk2804_pilon.2	Mcavernosa25680-RA, Mcavernosa21768-RA
OG0001027	Acerv_evm.model.Segkk3411_pilon.2	Mcavernosa21653-RA
OG0001028	Acerv_evm.model.Segkk2896_pilon.7	Mcavernosa17740-RA
OG0001029	Acerv_evm.model.Segkk2924_pilon.30	Mcavernosa17954-RA
OG0001030	Acerv_evm.model.Segkk3018_pilon.7, Acerv_evm.model.Segkk3018_pilon.8, Acerv_evm.model.Segkk3018_pilon.5	Mcavernosa28417-RA
OG0001031	Acerv_evm.model.Segkk3050_pilon.41	Mcavernosa10325-RA
OG0001032	Acerv_evm.model.Segkk3053_pilon.4, Acerv_evm.model.Segkk3490_pilon.1, Acerv_evm.model.Segkk3541_pilon.1	Mcavernosa01721-RA, Mcavernosa01720-RA
OG0001033	Acerv_evm.model.Segkk3171_pilon.10, Acerv_evm.model.Segkk3308_pilon.2, Acerv_evm.model.Segkk3380_pilon.1, Acerv_evm.model.Segkk3380_pilon.2	Mcavernosa05897-RA
OG0001033	Acerv_evm.model.Segkk3209_pilon.40	Mcavernosa12669-RA
OG0001034	Acerv_evm.model.Segkk3209_pilon.24, Acerv_evm.model.Segkk3209_pilon.23, Acerv_evm.model.Segkk3209_pilon.22, Acerv_evm.model.Segkk3209_pilon.19	Mcavernosa21576-RA, Mcavernosa27759-RA
OG0001035	Acerv_evm.model.Segkk3263_pilon.38	Mcavernosa10900-RA
OG0001035	Acerv_evm.model.Segkk3263_pilon.37	Mcavernosa10901-RA, Mcavernosa34457-RA
OG0001036	Acerv_evm.model.Segkk3271_pilon.25	Mcavernosa08293-RA
OG0001037	Acerv_evm.model.Segkk3325_pilon.35	Mcavernosa32967-RA, Mcavernosa17036-RA
OG0001038	Acerv_evm.model.Segkk3325_pilon.37, Acerv_evm.model.Segkk3325_pilon.36	Mcavernosa33960-RA, Mcavernosa04089-RA, Mcavernosa02850-RA
OG0001039	Acerv_evm.model.Segkk3417_pilon.62, Acerv_evm.model.Segkk3417_pilon.63	Mcavernosa25372-RA, Mcavernosa22169-RA, Mcavernosa22168-RA, Mcavernosa02296-RA, Mcavernosa31940-RA, Mcavernosa31941-RA
OG0001040	Acerv_evm.model.Segkk3417_pilon.23	Mcavernosa02258-RA, Mcavernosa02259-RA, Mcavernosa02257-RA
OG0001041	Acerv_evm.model.Segkk4315_pilon.1, Acerv_evm.model.Segkk3638_pilon.15	Mcavernosa18419-RA
OG0001042	Acerv_evm.model.Segkk3966_pilon.7	Mcavernosa01672-RA, Mcavernosa01671-RA, Mcavernosa07526-RA
OG0001043	Acerv_evm.model.Segkk3999_pilon.11	Mcavernosa10098-RA, Mcavernosa11297-RA, Mcavernosa00437-RA, Mcavernosa06465-RA, Mcavernosa06468-RA, Mcavernosa11303-RA, Mcavernosa11295-RA
OG0001044	Acerv_evm.model.Segkk4043_pilon.5	Mcavernosa08987-RA
OG0001045	Acerv_evm.model.Segkk4063_pilon.6, Acerv_evm.model.Segkk4063_pilon.8	Mcavernosa17017-RA
OG0001046	Acerv_evm.model.Segkk4193_pilon.13	Mcavernosa25291-RA
OG0001047	Acerv_evm.model.Segkk4249_pilon.10, Acerv_evm.model.Segkk4249_pilon.9, Acerv_evm.model.Segkk4249_pilon.15	Mcavernosa30262-RA, Mcavernosa21878-RA, Mcavernosa24056-RA
OG0001048	Acerv_evm.model.Segkk4306_pilon.16	Mcavernosa12540-RA
OG0001048	Acerv_evm.model.Segkk4306_pilon.15	Mcavernosa12539-RA
OG0001073	Acerv_evm.model.Segkk68_pilon.36, Acerv_evm.model.Segkk17_pilon.5, Acerv_evm.model.Segkk68_pilon.31, Acerv_evm.model.Segkk17_pilon.6, Acerv_evm.model.Segkk68_pilon.30	Mcavernosa29704-RA
OG0001075	Acerv_evm.model.Segkk1394_pilon.2, Acerv_evm.model.Segkk37_pilon.5, Acerv_evm.model.Segkk4372_pilon.2	Mcavernosa03180-RA, Mcavernosa14533-RA, Mcavernosa10810-RA, Mcavernosa07286-RA, Mcavernosa29390-RA, Mcavernosa18821-RA, Mcavernosa25804-RA, Mcavernosa29389-RA
OG0001076	Acerv_evm.model.Segkk53_pilon.1	Mcavernosa13897-RA
OG0001076	Acerv_evm.model.Segkk114_pilon.18	Mcavernosa13893-RA, Mcavernosa13896-RA
OG0001079	Acerv_evm.model.Segkk2072_pilon.13, Acerv_evm.model.Segkk1078_pilon.53, Acerv_evm.model.Segkk226_pilon.2, Acerv_evm.model.Segkk1334_pilon.10, Acerv_evm.model.Segkk933_pilon.10, Acerv_evm.model.Segkk117_pilon.2, Acerv_evm.model.Segkk695_pilon.3	Mcavernosa04981-RA
OG0001080	Acerv_evm.model.Segkk3443_pilon.1, Acerv_evm.model.Segkk1676_pilon.22, Acerv_evm.model.Segkk138_pilon.2, Acerv_evm.model.Segkk1676_pilon.19, Acerv_evm.model.Segkk1676_pilon.15	Mcavernosa05578-RA
OG0001081	Acerv_evm.model.Segkk993_pilon.14, Acerv_evm.model.Segkk1124_pilon.1, Acerv_evm.model.Segkk555_pilon.33, Acerv_evm.model.Segkk873_pilon.8, Acerv_evm.model.Segkk943_pilon.13, Acerv_evm.model.Segkk374_pilon.8	Mcavernosa34081-RA
OG0001082	Acerv_evm.model.Segkk2229_pilon.6, Acerv_evm.model.Segkk205_pilon.2	Mcavernosa01478-RA
OG0001084	Acerv_evm.model.Segkk4063_pilon.13, Acerv_evm.model.Segkk4053_pilon.13, Acerv_evm.model.Segkk3457_pilon.2, Acerv_evm.model.Segkk3219_pilon.16, Acerv_evm.model.Segkk4053_pilon.7, Acerv_evm.model.Segkk3457_pilon.3, Acerv_evm.model.Segkk2274_pilon.17, Acerv_evm.model.Segkk232_pilon.16	Mcavernosa30105-RA
OG0001085	Acerv_evm.model.Segkk1288_pilon.27	Mcavernosa07743-RA
OG0001086	Acerv_evm.model.Segkk4035_pilon.1	Mcavernosa13699-RA
OG0001088	Acerv_evm.model.Segkk2007_pilon.2, Acerv_evm.model.Segkk4264_pilon.2, Acerv_evm.model.Segkk722_pilon.1, Acerv_evm.model.Segkk343_pilon.3	Mcavernosa10124-RA, Mcavernosa27312-RA, Mcavernosa27155-RA, Mcavernosa33849-RA
OG0001089	Acerv_evm.model.Segkk2242_pilon.7, Acerv_evm.model.Segkk2272_pilon.5, Acerv_evm.model.Segkk348_pilon.14	Mcavernosa18433-RA, Mcavernosa18428-RA, Mcavernosa18429-RA
OG0001090	Acerv_evm.model.Segkk375_pilon.9	Mcavernosa15352-RA, Mcavernosa15350-RA
OG0001092	Acerv_evm.model.Segkk399_pilon.5	Mcavernosa34746-RA, Mcavernosa34748-RA
OG0001092	Acerv_evm.model.Segkk2557_pilon.4, Acerv_evm.model.Segkk2433_pilon.8, Acerv_evm.model.Segkk3518_pilon.18, Acerv_evm.model.Segkk3651_pilon.1, Acerv_evm.model.Segkk1676_pilon.9, Acerv_evm.model.Segkk2168_pilon.1, Acerv_evm.model.Segkk1946_pilon.30, Acerv_evm.model.Segkk1882_pilon.1	Mcavernosa24190-RA
OG0001093	Acerv_evm.model.Segkk969_pilon.1, Acerv_evm.model.Segkk1948_pilon.1, Acerv_evm.model.Segkk402_pilon.5	Mcavernosa02692-RA, Mcavernosa02693-RA
OG0001094	Acerv_evm.model.Segkk447_pilon.13, Acerv_evm.model.Segkk447_pilon.11	Mcavernosa17321-RA, Mcavernosa17322-RA
OG0001095	Acerv_evm.model.Segkk2020_pilon.12	Mcavernosa34256-RA
OG0001095	Acerv_evm.model.Segkk453_pilon.6, Acerv_evm.model.Segkk4201_pilon.18, Acerv_evm.model.Segkk1158_pilon.73, Acerv_evm.model.Segkk2020_pilon.13, Acerv_evm.model.Segkk1478_pilon.16, Acerv_evm.model.Segkk2781_pilon.8, Acerv_evm.model.Segkk1673_pilon.11, Acerv_evm.model.Segkk1625_pilon.2, Acerv_evm.model.Segkk1280_pilon.8	Mcavernosa25823-RA
OG0001097	Acerv_evm.model.Segkk1400_pilon.7	Mcavernosa34152-RA, Mcavernosa29295-RA
OG0001098	Acerv_evm.model.Segkk476_pilon.10	Mcavernosa06210-RA, Mcavernosa06211-RA, Mcavernosa21662-RA, Mcavernosa15075-RA
OG0001099	Acerv_evm.model.Segkk487_pilon.22	Mcavernosa07393-RA
OG0001100	Acerv_evm.model.Segkk1666_pilon.14, Acerv_evm.model.Segkk1666_pilon.16	Mcavernosa07830-RA, Mcavernosa26927-RA
OG0001102	Acerv_evm.model.Segkk540_pilon.2, Acerv_evm.model.Segkk679_pilon.6, Acerv_evm.model.Segkk1868_pilon.8, Acerv_evm.model.Segkk583_pilon.2, Acerv_evm.model.Segkk2758_pilon.5	Mcavernosa19443-RA, Mcavernosa19442-RA, Mcavernosa19441-RA
OG0001103	Acerv_evm.model.Segkk541_pilon.10, Acerv_evm.model.Segkk1048_pilon.6	Mcavernosa32856-RA, Mcavernosa06692-RA, Mcavernosa06695-RA, Mcavernosa06697-RA, Mcavernosa32858-RA
OG0001104	Acerv_evm.model.Segkk546_pilon.2	Mcavernosa25771-RA, Mcavernosa25770-RA, Mcavernosa25483-RA, Mcavernosa24204-RA
OG0001107	Acerv_evm.model.Segkk606_pilon.1, Acerv_evm.model.Segkk1934_pilon.3	Mcavernosa17254-RA, Mcavernosa29140-RA, Mcavernosa17251-RA, Mcavernosa34573-RA, Mcavernosa17252-RA
OG0001108	Acerv_evm.model.Segkk607_pilon.12	Mcavernosa24282-RA
OG0001109	Acerv_evm.model.Segkk626_pilon.1, Acerv_evm.model.Segkk4193_pilon.18	Mcavernosa15908-RA
OG0001110	Acerv_evm.model.Segkk637_pilon.4, Acerv_evm.model.Segkk637_pilon.11, Acerv_evm.model.Segkk637_pilon.7, Acerv_evm.model.Segkk637_pilon.8, Acerv_evm.model.Segkk637_pilon.12	Mcavernosa24946-RA, Mcavernosa24947-RA, Mcavernosa24945-RA
OG0001111	Acerv_evm.model.Segkk641_pilon.33	Mcavernosa30480-RA, Mcavernosa03467-RA, Mcavernosa03468-RA
OG0001112	Acerv_evm.model.Segkk2748_pilon.4, Acerv_evm.model.Segkk642_pilon.50	Mcavernosa12902-RA
OG0001116	Acerv_evm.model.Segkk650_pilon.28, Acerv_evm.model.Segkk4195_pilon.17	Mcavernosa10797-RA, Mcavernosa19809-RA
OG0001118	Acerv_evm.model.Segkk711_pilon.43	Mcavernosa25455-RA, Mcavernosa25456-RA
OG0001121	Acerv_evm.model.Segkk3935_pilon.30	Mcavernosa05991-RA
OG0001121	Acerv_evm.model.Segkk782_pilon.9, Acerv_evm.model.Segkk2481_pilon.96, Acerv_evm.model.Segkk2262_pilon.19, Acerv_evm.model.Segkk2356_pilon.12, Acerv_evm.model.Segkk1934_pilon.1, Acerv_evm.model.Segkk1003_pilon.32, Acerv_evm.model.Segkk1166_pilon.2	Mcavernosa34583-RA, Mcavernosa05992-RA
OG0001122	Acerv_evm.model.Segkk789_pilon.2	Mcavernosa12124-RA, Mcavernosa12118-RA, Mcavernosa12121-RA, Mcavernosa12117-RA
OG0001123	Acerv_evm.model.Segkk789_pilon.49	Mcavernosa34117-RA, Mcavernosa04126-RA, Mcavernosa34796-RA, Mcavernosa04085-RA
OG0001124	Acerv_evm.model.Segkk842_pilon.6	Mcavernosa27373-RA, Mcavernosa17755-RA, Mcavernosa30937-RA
OG0001125	Acerv_evm.model.Segkk864_pilon.14	Mcavernosa13449-RA
OG0001125	Acerv_evm.model.Segkk1971_pilon.1, Acerv_evm.model.Segkk3857_pilon.1, Acerv_evm.model.Segkk864_pilon.13	Mcavernosa16215-RA
OG0001126	Acerv_evm.model.Segkk2824_pilon.2, Acerv_evm.model.Segkk876_pilon.2, Acerv_evm.model.Segkk1380_pilon.20, Acerv_evm.model.Segkk1380_pilon.17, Acerv_evm.model.Segkk1380_pilon.10, Acerv_evm.model.Segkk1130_pilon.15, Acerv_evm.model.Segkk1130_pilon.11, Acerv_evm.model.Segkk1130_pilon.13, Acerv_evm.model.Segkk1976_pilon.14, Acerv_evm.model.Segkk3933_pilon.8	Mcavernosa02201-RA
OG0001127	Acerv_evm.model.Segkk905_pilon.4, Acerv_evm.model.Segkk905_pilon.6	Mcavernosa08693-RA
OG0001127	Acerv_evm.model.Segkk905_pilon.9, Acerv_evm.model.Segkk905_pilon.2	Mcavernosa08692-RA
OG0001128	Acerv_evm.model.Segkk3488_pilon.5	Mcavernosa24994-RA, Mcavernosa23521-RA
OG0001128	Acerv_evm.model.Segkk935_pilon.1	Mcavernosa24987-RA, Mcavernosa24991-RA, Mcavernosa24985-RA
OG0001129	Acerv_evm.model.Segkk3350_pilon.1	Mcavernosa16490-RA
OG0001129	Acerv_evm.model.Segkk3976_pilon.3	Mcavernosa12578-RA
OG0001130	Acerv_evm.model.Segkk1047_pilon.3	Mcavernosa08033-RA
OG0001130	Acerv_evm.model.Segkk4039_pilon.2	Mcavernosa06799-RA
OG0001131	Acerv_evm.model.Segkk4012_pilon.35	Mcavernosa07663-RA, Mcavernosa27671-RA, Mcavernosa27670-RA
OG0001132	Acerv_evm.model.Segkk1078_pilon.50	Mcavernosa07869-RA
OG0001133	Acerv_evm.model.Segkk1081_pilon.2	Mcavernosa19294-RA
OG0001135	Acerv_evm.model.Segkk1152_pilon.27	Mcavernosa07851-RA
OG0001137	Acerv_evm.model.Segkk1169_pilon.15	Mcavernosa22520-RA
OG0001139	Acerv_evm.model.Segkk1214_pilon.4	Mcavernosa32900-RA, Mcavernosa32717-RA, Mcavernosa09484-RA, Mcavernosa09487-RA, Mcavernosa09485-RA, Mcavernosa09486-RA
OG0001140	Acerv_evm.model.Segkk1229_pilon.9, Acerv_evm.model.Segkk1229_pilon.1	Mcavernosa02774-RA
OG0001141	Acerv_evm.model.Segkk3979_pilon.27, Acerv_evm.model.Segkk3979_pilon.26	Mcavernosa16952-RA
OG0001141	Acerv_evm.model.Segkk1254_pilon.1	Mcavernosa16954-RA
OG0001142	Acerv_evm.model.Segkk1291_pilon.1	Mcavernosa19170-RA
OG0001143	Acerv_evm.model.Segkk2322_pilon.39, Acerv_evm.model.Segkk1296_pilon.2, Acerv_evm.model.Segkk2322_pilon.38	Mcavernosa31274-RA, Mcavernosa31275-RA, Mcavernosa31276-RA, Mcavernosa31273-RA
OG0001144	Acerv_evm.model.Segkk1310_pilon.7	Mcavernosa00951-RA, Mcavernosa00950-RA
OG0001145	Acerv_evm.model.Segkk3572_pilon.9, Acerv_evm.model.Segkk1800_pilon.18, Acerv_evm.model.Segkk3408_pilon.11, Acerv_evm.model.Segkk1765_pilon.19, Acerv_evm.model.Segkk1316_pilon.5	Mcavernosa13733-RA, Mcavernosa30669-RA
OG0001147	Acerv_evm.model.Segkk2112_pilon.10, Acerv_evm.model.Segkk1451_pilon.42, Acerv_evm.model.Segkk1451_pilon.41, Acerv_evm.model.Segkk1356_pilon.3, Acerv_evm.model.Segkk3233_pilon.50	Mcavernosa32260-RA
OG0001148	Acerv_evm.model.Segkk3187_pilon.1, Acerv_evm.model.Segkk1372_pilon.2, Acerv_evm.model.Segkk1600_pilon.7, Acerv_evm.model.Segkk2056_pilon.52, Acerv_evm.model.Segkk3807_pilon.21, Acerv_evm.model.Segkk3102_pilon.14, Acerv_evm.model.Segkk2056_pilon.54, Acerv_evm.model.Segkk3577_pilon.5, Acerv_evm.model.Segkk3577_pilon.4, Acerv_evm.model.Segkk3129_pilon.2	Mcavernosa23001-RA
OG0001149	Acerv_evm.model.Segkk1386_pilon.27, Acerv_evm.model.Segkk1386_pilon.25, Acerv_evm.model.Segkk2148_pilon.1, Acerv_evm.model.Segkk2261_pilon.13, Acerv_evm.model.Segkk2322_pilon.5	Mcavernosa14351-RA
OG0001150	Acerv_evm.model.Segkk2632_pilon.2, Acerv_evm.model.Segkk1415_pilon.10, Acerv_evm.model.Segkk2632_pilon.1, Acerv_evm.model.Segkk4166_pilon.2	Mcavernosa05313-RA, Mcavernosa05314-RA
OG0001152	Acerv_evm.model.Segkk3847_pilon.8, Acerv_evm.model.Segkk3847_pilon.7, Acerv_evm.model.Segkk1534_pilon.1	Mcavernosa32074-RA, Mcavernosa32075-RA, Mcavernosa32709-RA, Mcavernosa16790-RA
OG0001153	Acerv_evm.model.Segkk4005_pilon.2, Acerv_evm.model.Segkk1551_pilon.10, Acerv_evm.model.Segkk4005_pilon.1	Mcavernosa01602-RA, Mcavernosa01603-RA
OG0001154	Acerv_evm.model.Segkk1624_pilon.1	Mcavernosa24708-RA, Mcavernosa05939-RA
OG0001154	Acerv_evm.model.Segkk2233_pilon.9	Mcavernosa24711-RA
OG0001155	Acerv_evm.model.Segkk1628_pilon.10	Mcavernosa05955-RA, Mcavernosa05952-RA, Mcavernosa05950-RA, Mcavernosa05954-RA
OG0001156	Acerv_evm.model.Segkk1644_pilon.1	Mcavernosa22389-RA
OG0001157	Acerv_evm.model.Segkk2875_pilon.14, Acerv_evm.model.Segkk3931_pilon.1	Mcavernosa16113-RA, Mcavernosa16104-RA, Mcavernosa30645-RA
OG0001157	Acerv_evm.model.Segkk1650_pilon.25	Mcavernosa11441-RA
OG0001159	Acerv_evm.model.Segkk1657_pilon.30	Mcavernosa00861-RA, Mcavernosa32509-RA, Mcavernosa00863-RA, Mcavernosa26125-RA
OG0001160	Acerv_evm.model.Segkk1680_pilon.15	Mcavernosa16098-RA, Mcavernosa16090-RA, Mcavernosa16091-RA
OG0001160	Acerv_evm.model.Segkk1680_pilon.16	Mcavernosa16095-RA
OG0001161	Acerv_evm.model.Segkk3112_pilon.42	Mcavernosa01753-RA
OG0001161	Acerv_evm.model.Segkk1692_pilon.3	Mcavernosa01752-RA
OG0001162	Acerv_evm.model.Segkk1707_pilon.22	Mcavernosa08231-RA, Mcavernosa08232-RA
OG0001163	Acerv_evm.model.Segkk2550_pilon.16	Mcavernosa02685-RA, Mcavernosa19769-RA, Mcavernosa17664-RA
OG0001163	Acerv_evm.model.Segkk1728_pilon.34	Mcavernosa29364-RA
OG0001164	Acerv_evm.model.Segkk1732_pilon.67, Acerv_evm.model.Segkk1732_pilon.70	Mcavernosa13736-RA, Mcavernosa13738-RA, Mcavernosa13737-RA, Mcavernosa13735-RA
OG0001165	Acerv_evm.model.Segkk1733_pilon.6	Mcavernosa15706-RA
OG0001166	Acerv_evm.model.Segkk1755_pilon.3	Mcavernosa19592-RA, Mcavernosa19591-RA, Mcavernosa19596-RA, Mcavernosa10616-RA
OG0001167	Acerv_evm.model.Segkk2899_pilon.1, Acerv_evm.model.Segkk1829_pilon.2, Acerv_evm.model.Segkk4264_pilon.3, Acerv_evm.model.Segkk4361_pilon.1	Mcavernosa10123-RA, Mcavernosa27157-RA, Mcavernosa29139-RA
OG0001168	Acerv_evm.model.Segkk1854_pilon.4	Mcavernosa24151-RA
OG0001169	Acerv_evm.model.Segkk1879_pilon.1	Mcavernosa21539-RA, Mcavernosa29640-RA
OG0001170	Acerv_evm.model.Segkk1895_pilon.1	Mcavernosa23506-RA, Mcavernosa09922-RA, Mcavernosa32813-RA, Mcavernosa09923-RA
OG0001171	Acerv_evm.model.Segkk3900_pilon.59	Mcavernosa06232-RA, Mcavernosa34174-RA
OG0001171	Acerv_evm.model.Segkk1909_pilon.10	Mcavernosa10988-RA
OG0001172	Acerv_evm.model.Segkk1942_pilon.1, Acerv_evm.model.Segkk3239_pilon.2	Mcavernosa17496-RA
OG0001172	Acerv_evm.model.Segkk3239_pilon.1	Mcavernosa17497-RA
OG0001173	Acerv_evm.model.Segkk1981_pilon.2, Acerv_evm.model.Segkk3484_pilon.1, Acerv_evm.model.Segkk3484_pilon.2, Acerv_evm.model.Segkk3484_pilon.3	Mcavernosa08043-RA
OG0001174	Acerv_evm.model.Segkk1991_pilon.30	Mcavernosa03803-RA, Mcavernosa17413-RA, Mcavernosa17408-RA, Mcavernosa17409-RA, Mcavernosa13744-RA
OG0001175	Acerv_evm.model.Segkk2043_pilon.1, Acerv_evm.model.Segkk3769_pilon.1	Mcavernosa22038-RA, Mcavernosa34643-RA, Mcavernosa22036-RA, Mcavernosa34647-RA, Mcavernosa22037-RA
OG0001176	Acerv_evm.model.Segkk2071_pilon.7	Mcavernosa17272-RA, Mcavernosa15679-RA, Mcavernosa15680-RA
OG0001178	Acerv_evm.model.Segkk4065_pilon.25	Mcavernosa25933-RA
OG0001178	Acerv_evm.model.Segkk2103_pilon.1	Mcavernosa25932-RA
OG0001178	Acerv_evm.model.Segkk2103_pilon.2	Mcavernosa10617-RA
OG0001179	Acerv_evm.model.Segkk3883_pilon.3, Acerv_evm.model.Segkk2112_pilon.19	Mcavernosa17480-RA, Mcavernosa17484-RA, Mcavernosa17485-RA, Mcavernosa17489-RA
OG0001180	Acerv_evm.model.Segkk2122_pilon.13	Mcavernosa33710-RA, Mcavernosa01730-RA, Mcavernosa26035-RA
OG0001181	Acerv_evm.model.Segkk2201_pilon.46	Mcavernosa19013-RA, Mcavernosa19015-RA
OG0001182	Acerv_evm.model.Segkk2236_pilon.1	Mcavernosa31900-RA
OG0001183	Acerv_evm.model.Segkk2325_pilon.13	Mcavernosa11933-RA, Mcavernosa11931-RA
OG0001184	Acerv_evm.model.Segkk2433_pilon.36, Acerv_evm.model.Segkk4153_pilon.8	Mcavernosa22295-RA
OG0001185	Acerv_evm.model.Segkk2464_pilon.24	Mcavernosa03322-RA
OG0001186	Acerv_evm.model.Segkk2469_pilon.5	Mcavernosa21996-RA, Mcavernosa22001-RA, Mcavernosa22003-RA, Mcavernosa21993-RA, Mcavernosa13176-RA, Mcavernosa28919-RA
OG0001187	Acerv_evm.model.Segkk2481_pilon.117	Mcavernosa11628-RA, Mcavernosa23057-RA
OG0001188	Acerv_evm.model.Segkk2507_pilon.15	Mcavernosa25024-RA
OG0001189	Acerv_evm.model.Segkk2526_pilon.5	Mcavernosa11231-RA, Mcavernosa04498-RA
OG0001190	Acerv_evm.model.Segkk2596_pilon.44	Mcavernosa29952-RA
OG0001191	Acerv_evm.model.Segkk3659_pilon.7, Acerv_evm.model.Segkk2641_pilon.8	Mcavernosa22178-RA, Mcavernosa22185-RA, Mcavernosa22184-RA, Mcavernosa22181-RA
OG0001192	Acerv_evm.model.Segkk3547_pilon.4, Acerv_evm.model.Segkk2666_pilon.28, Acerv_evm.model.Segkk3197_pilon.9, Acerv_evm.model.Segkk3197_pilon.8, Acerv_evm.model.Segkk3935_pilon.57	Mcavernosa08068-RA, Mcavernosa34689-RA, Mcavernosa23661-RA, Mcavernosa14161-RA, Mcavernosa26597-RA
OG0001193	Acerv_evm.model.Segkk2675_pilon.7	Mcavernosa30095-RA
OG0001194	Acerv_evm.model.Segkk2706_pilon.1	Mcavernosa20656-RA
OG0001194	Acerv_evm.model.Segkk2788_pilon.2	Mcavernosa20657-RA
OG0001195	Acerv_evm.model.Segkk2716_pilon.17	Mcavernosa25692-RA, Mcavernosa25691-RA
OG0001195	Acerv_evm.model.Segkk2716_pilon.16	Mcavernosa25693-RA
OG0001196	Acerv_evm.model.Segkk2716_pilon.13	Mcavernosa02932-RA
OG0001197	Acerv_evm.model.Segkk2759_pilon.27	Mcavernosa09185-RA
OG0001198	Acerv_evm.model.Segkk2782_pilon.34	Mcavernosa10632-RA
OG0001199	Acerv_evm.model.Segkk2873_pilon.4	Mcavernosa16477-RA, Mcavernosa16481-RA
OG0001200	Acerv_evm.model.Segkk2921_pilon.2	Mcavernosa08914-RA
OG0001201	Acerv_evm.model.Segkk2923_pilon.2	Mcavernosa32865-RA
OG0001202	Acerv_evm.model.Segkk2961_pilon.1	Mcavernosa15532-RA, Mcavernosa15530-RA
OG0001203	Acerv_evm.model.Segkk3078_pilon.1	Mcavernosa05891-RA, Mcavernosa05893-RA, Mcavernosa05894-RA, Mcavernosa05892-RA
OG0001204	Acerv_evm.model.Segkk3086_pilon.3	Mcavernosa24488-RA, Mcavernosa24484-RA
OG0001205	Acerv_evm.model.Segkk3095_pilon.17, Acerv_evm.model.Segkk3095_pilon.14	Mcavernosa23508-RA, Mcavernosa28925-RA
OG0001207	Acerv_evm.model.Segkk3142_pilon.16	Mcavernosa27954-RA
OG0001208	Acerv_evm.model.Segkk3176_pilon.4	Mcavernosa06079-RA
OG0001210	Acerv_evm.model.Segkk3306_pilon.21	Mcavernosa04130-RA, Mcavernosa04128-RA, Mcavernosa29396-RA
OG0001210	Acerv_evm.model.Segkk3306_pilon.22	Mcavernosa34679-RA
OG0001211	Acerv_evm.model.Segkk3320_pilon.8	Mcavernosa01839-RA, Mcavernosa01664-RA
OG0001212	Acerv_evm.model.Segkk3330_pilon.30	Mcavernosa30986-RA
OG0001213	Acerv_evm.model.Segkk3456_pilon.17, Acerv_evm.model.Segkk3927_pilon.1, Acerv_evm.model.Segkk3927_pilon.2	Mcavernosa24441-RA
OG0001214	Acerv_evm.model.Segkk3488_pilon.7	Mcavernosa14329-RA
OG0001215	Acerv_evm.model.Segkk3619_pilon.5	Mcavernosa00197-RA, Mcavernosa32805-RA, Mcavernosa00198-RA, Mcavernosa30444-RA
OG0001216	Acerv_evm.model.Segkk3692_pilon.18	Mcavernosa20637-RA, Mcavernosa04947-RA, Mcavernosa20639-RA, Mcavernosa20641-RA
OG0001217	Acerv_evm.model.Segkk3705_pilon.2, Acerv_evm.model.Segkk4193_pilon.2	Mcavernosa24332-RA
OG0001218	Acerv_evm.model.Segkk3726_pilon.4, Acerv_evm.model.Segkk3730_pilon.24, Acerv_evm.model.Segkk3726_pilon.1	Mcavernosa29154-RA
OG0001219	Acerv_evm.model.Segkk3730_pilon.2	Mcavernosa12224-RA, Mcavernosa13471-RA, Mcavernosa13473-RA, Mcavernosa13472-RA
OG0001220	Acerv_evm.model.Segkk3730_pilon.1	Mcavernosa06364-RA, Mcavernosa27753-RA, Mcavernosa06366-RA, Mcavernosa27755-RA
OG0001221	Acerv_evm.model.Segkk3764_pilon.3	Mcavernosa27370-RA
OG0001221	Acerv_evm.model.Segkk3764_pilon.2	Mcavernosa27371-RA, Mcavernosa27372-RA
OG0001222	Acerv_evm.model.Segkk3778_pilon.12, Acerv_evm.model.Segkk3778_pilon.13	Mcavernosa14054-RA
OG0001223	Acerv_evm.model.Segkk3782_pilon.14, Acerv_evm.model.Segkk3782_pilon.12, Acerv_evm.model.Segkk3782_pilon.13	Mcavernosa10771-RA
