"","gene_id","scaffold","gene.start","gene.stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Treatment_Compare"
"621","Mcavernosa15673","Sc0000393",135866,140859,4993,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"635","Mcavernosa15926","Sc0000402",180014,218894,38880,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"650","Mcavernosa16117","xfSc0000020",266755,276377,9622,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"657","Mcavernosa16263","Sc0000414",109976,123183,13207,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"678","Mcavernosa16677","Sc0000062",514313,519017,4704,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"690","Mcavernosa16894","Sc0000065",575456,593750,18294,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"691","Mcavernosa16896","Sc0000065",610565,611290,725,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"693","Mcavernosa16956","Sc0000066",439303,439962,659,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"694","Mcavernosa16957","Sc0000066",450513,451172,659,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"710","Mcavernosa17066","Sc0000068",60909,77651,16742,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"713","Mcavernosa17087","Sc0000068",202976,208807,5831,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"736","Mcavernosa18030","Sc0000678",7445,12424,4979,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"737","Mcavernosa18031","Sc0000678",13447,22903,9456,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"778","Mcavernosa19294","Sc0000325",176215,195474,19259,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"780","Mcavernosa19342","Sc0000327",116634,125558,8924,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"782","Mcavernosa19401","Sc0000329",134302,146356,12054,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"783","Mcavernosa19512","Sc0000331",307705,315994,8289,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"788","Mcavernosa19674","xpSc0004682",289889,294697,4808,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"792","Mcavernosa19871","Sc0000345",34185,46509,12324,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF",NA
"799","Mcavernosa19972","Sc0000348",298090,308170,10080,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"802","Mcavernosa20088","Sc0000586",76660,82543,5883,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"811","Mcavernosa20417","xfSc0000038",38398,40546,2148,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"813","Mcavernosa20543","Sc0000608",48233,76349,28116,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"817","Mcavernosa20650","Sc0000613",8470,25457,16987,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"819","Mcavernosa20652","Sc0000613",29572,34614,5042,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"822","Mcavernosa20657","Sc0000613",47202,63066,15864,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"838","Mcavernosa20812","Sc0000623",45763,51854,6091,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"841","Mcavernosa20920","xfSc0000043",66102,87226,21124,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"853","Mcavernosa21234","Sc0000512",98827,111547,12720,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"855","Mcavernosa21328","Sc0000518",60001,80783,20782,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"856","Mcavernosa21352","xfSc0000024",146101,147270,1169,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"860","Mcavernosa21414","Sc0000521",180798,186039,5241,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"866","Mcavernosa21714","Sc0000535",153755,160718,6963,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"905","Mcavernosa22344","Sc0000369",117234,124116,6882,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF","CvsT4"
"912","Mcavernosa22347","Sc0000369",133014,141135,8121,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF","CvsT4"
"914","Mcavernosa22350","Sc0000369",157581,166365,8784,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF",NA
"925","Mcavernosa22747","xfSc0000017",156146,159342,3196,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"928","Mcavernosa22813","Sc0000686",47811,53349,5538,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"947","Mcavernosa23558","Sc0000748",47610,57023,9413,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"961","Mcavernosa24104","xpSc0004759",58500,64581,6081,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"967","Mcavernosa24274","Sc0000970",61848,65194,3346,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"972","Mcavernosa24429","Sc0000046",843392,848234,4842,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"975","Mcavernosa24478","Sc0000047",458108,462097,3989,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"976","Mcavernosa24479","Sc0000047",485148,487388,2240,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"993","Mcavernosa24520","Sc0000048",106408,124227,17819,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"998","Mcavernosa24612","Sc0000049",390577,406349,15772,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1016","Mcavernosa24710","Sc0000050",678769,683544,4775,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1029","Mcavernosa24887","Sc0000053",242439,247693,5254,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1041","Mcavernosa25090","Sc0000055",785917,797198,11281,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1048","Mcavernosa25146","Sc0000056",253303,257477,4174,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1055","Mcavernosa25260","Sc0000057",338891,345812,6921,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1076","Mcavernosa26227","xpSc0004742",65569,78392,12823,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1090","Mcavernosa26645","Sc0000558",83580,91423,7843,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1091","Mcavernosa26646","Sc0000558",86562,125799,39237,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1092","Mcavernosa26652","Sc0000558",140910,148360,7450,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1113","Mcavernosa27436","xpSc0004783",41575,52733,11158,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1114","Mcavernosa27540","xfSc0000182",20586,25581,4995,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1121","Mcavernosa27879","Sc0000176",242095,251323,9228,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1141","Mcavernosa28635","Sc0000190",388199,389086,887,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1153","Mcavernosa28850","xfSc0000009",426373,453582,27209,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1160","Mcavernosa29484","Sc0000758",89530,100707,11177,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1175","Mcavernosa30162","Sc0001081",20573,27293,6720,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF",NA
"1189","Mcavernosa30410","xfSc0000248",29403,36323,6920,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF","CvsT4"
"1190","Mcavernosa30466","Sc0001151",39573,48146,8573,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1273","Mcavernosa30729","Sc0000086",51688,60721,9033,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF","CvsT1"
"1274","Mcavernosa30729","Sc0000086",51688,60721,9033,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF","CvsT3"
"1287","Mcavernosa30794","Sc0000087",19812,23561,3749,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1308","Mcavernosa31125","Sc0000091",265743,278252,12509,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF",NA
"1312","Mcavernosa31143","Sc0000091",504802,532366,27564,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1313","Mcavernosa31167","Sc0000092",186738,202842,16104,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1326","Mcavernosa31380","Sc0000096",426511,428855,2344,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1344","Mcavernosa31626","Sc0000100",594654,605347,10693,"GO:0004601",1.61439677351114e-05,0.999999851243674,3,12,"peroxidase activity","MF",NA
"1352","Mcavernosa31895","Sc0000272",124357,146415,22058,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1354","Mcavernosa31961","Sc0000274",242610,249847,7237,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1382","Mcavernosa32391","Sc0000288",353477,359921,6444,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1383","Mcavernosa32498","Sc0000291",234054,258270,24216,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1384","Mcavernosa32502","Sc0000291",275661,276539,878,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1387","Mcavernosa32702","xfSc0002217",10,10566,10556,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1411","Mcavernosa34180","xfSc0000904",11466,11888,422,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1415","Mcavernosa34403","Sc0001676",4655,9163,4508,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"1422","Mcavernosa34580","xpSc0004862",25793,44241,18448,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF",NA
"240","Mcavernosa05727","Sc0000127",440935,445824,4889,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF",NA
"454","Mcavernosa11282","Sc0000240",369058,371297,2239,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF",NA
"514","Mcavernosa12777","Sc0000146",17449,20619,3170,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF",NA
"812","Mcavernosa20510","xpSc0004700",48484,52802,4318,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF",NA
"830","Mcavernosa20728","Sc0000616",126551,134998,8447,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF",NA
"936","Mcavernosa22970","Sc0000698",32467,37196,4729,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF",NA
"956","Mcavernosa23723","Sc0000908",45278,63489,18211,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF",NA
"1123","Mcavernosa27956","Sc0000177",425447,429009,3562,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF",NA
"1155","Mcavernosa28863","xfSc0000462",16256,18571,2315,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF",NA
"1192","Mcavernosa30570","xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF","CvsT4"
"1193","Mcavernosa30570","xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF","CvsT1"
"1194","Mcavernosa30570","xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF","CvsT2"
"1195","Mcavernosa30570","xfSc0000281",1451,4139,2688,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF","CvsT3"
"1212","Mcavernosa30572","xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF","CvsT2"
"1213","Mcavernosa30572","xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF","CvsT3"
"1214","Mcavernosa30572","xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF","CvsT1"
"1215","Mcavernosa30572","xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF","CvsT4"
"1232","Mcavernosa30573","xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF","CvsT4"
"1233","Mcavernosa30573","xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF","CvsT1"
"1234","Mcavernosa30573","xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF","CvsT2"
"1235","Mcavernosa30573","xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF","CvsT3"
"1248","Mcavernosa30574","xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF","CvsT4"
"1249","Mcavernosa30574","xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF","CvsT2"
"1250","Mcavernosa30574","xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF","CvsT3"
"1251","Mcavernosa30574","xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF","CvsT1"
"1324","Mcavernosa31290","Sc0000094",465380,472147,6767,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF",NA
"1334","Mcavernosa31448","Sc0000097",525638,543067,17429,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF",NA
"1335","Mcavernosa31449","Sc0000097",551847,567316,15469,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF",NA
"6","Mcavernosa00070","Sc0000007",860737,861663,926,"GO:0003714",0.0257434047668552,0.999725537282452,1,6,"transcription corepressor activity","MF",NA
"85","Mcavernosa01732","Sc0000019",392358,408525,16167,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF","CvsT2"
"86","Mcavernosa01732","Sc0000019",392358,408525,16167,"GO:0004383",0.021014032896548,0.999812282293317,1,7,"guanylate cyclase activity","MF","CvsT2"
"113","Mcavernosa02339","Sc0000074",591030,593979,2949,"GO:0017017",0.0218437694884248,0.999822319847867,1,4,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF","CvsT2"
"114","Mcavernosa02340","Sc0000074",604767,607306,2539,"GO:0017017",0.0218437694884248,0.999822319847867,1,4,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF",NA
"122","Mcavernosa02420","Sc0000075",722669,727912,5243,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF",NA
"164","Mcavernosa03473","Sc0000026",400692,401162,470,"GO:0003714",0.0257434047668552,0.999725537282452,1,6,"transcription corepressor activity","MF",NA
"168","Mcavernosa03562","Sc0000027",465356,468167,2811,"GO:0017017",0.0218437694884248,0.999822319847867,1,4,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF",NA
"179","Mcavernosa03804","Sc0000030",301495,306078,4583,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF",NA
"181","Mcavernosa03805","Sc0000030",310898,326906,16008,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF",NA
"262","Mcavernosa06368","Sc0000001",354715,365893,11178,"GO:0038023",0.0212308358194467,0.999808372603324,1,7,"signaling receptor activity","MF",NA
"270","Mcavernosa06504","Sc0000002",166788,185623,18835,"GO:0004383",0.021014032896548,0.999812282293317,1,7,"guanylate cyclase activity","MF",NA
"272","Mcavernosa06504","Sc0000002",166788,185623,18835,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF",NA
"276","Mcavernosa06506","Sc0000002",191570,201642,10072,"GO:0004383",0.021014032896548,0.999812282293317,1,7,"guanylate cyclase activity","MF",NA
"278","Mcavernosa06763","Sc0000003",1170794,1210533,39739,"GO:0038023",0.0212308358194467,0.999808372603324,1,7,"signaling receptor activity","MF",NA
"295","Mcavernosa07247","Sc0000035",218273,246825,28552,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF",NA
"297","Mcavernosa07253","Sc0000035",347986,358148,10162,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF",NA
"320","Mcavernosa07902","Sc0000041",783802,795089,11287,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF",NA
"322","Mcavernosa07924","Sc0000042",185293,186192,899,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF",NA
"330","Mcavernosa08156","Sc0000044",293686,305982,12296,"GO:0004383",0.021014032896548,0.999812282293317,1,7,"guanylate cyclase activity","MF",NA
"366","Mcavernosa09211","Sc0000214",274204,290240,16036,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF",NA
"378","Mcavernosa09510","Sc0000468",26786,32508,5722,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF","CvsT3"
"398","Mcavernosa10300","Sc0000420",90777,101186,10409,"GO:0004675",0.01397590675301,0.999927509963858,1,4,"transmembrane receptor protein serine/threonine kinase activity","MF",NA
"399","Mcavernosa10300","Sc0000420",90777,101186,10409,"GO:0038023",0.0212308358194467,0.999808372603324,1,7,"signaling receptor activity","MF",NA
"403","Mcavernosa10311","Sc0000420",233260,247462,14202,"GO:0004675",0.01397590675301,0.999927509963858,1,4,"transmembrane receptor protein serine/threonine kinase activity","MF","CvsT2"
"406","Mcavernosa10311","Sc0000420",233260,247462,14202,"GO:0038023",0.0212308358194467,0.999808372603324,1,7,"signaling receptor activity","MF","CvsT2"
"416","Mcavernosa10682","Sc0000434",35137,41235,6098,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF",NA
"418","Mcavernosa10686","Sc0000434",61294,64059,2765,"GO:0016849",0.028737996393536,0.999634927480844,1,9,"phosphorus-oxygen lyase activity","MF",NA
"434","Mcavernosa10754","Sc0000437",74465,106313,31848,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF",NA
"458","Mcavernosa11314","Sc0000241",162224,170630,8406,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF",NA
"464","Mcavernosa11415","Sc0000244",316293,318105,1812,"GO:0004383",0.021014032896548,0.999812282293317,1,7,"guanylate cyclase activity","MF",NA
"467","Mcavernosa11489","Sc0000245",189623,194566,4943,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF",NA
"503","Mcavernosa12236","Sc0000137",167961,171795,3834,"GO:0038023",0.0212308358194467,0.999808372603324,1,7,"signaling receptor activity","MF",NA
"539","Mcavernosa13739","Sc0000164",393064,398710,5646,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF",NA
"557","Mcavernosa14040","Sc0000170",97511,103913,6402,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF",NA
"558","Mcavernosa14040","Sc0000170",97511,103913,6402,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF",NA
"605","Mcavernosa15205","Sc0000235",191706,203573,11867,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF",NA
"606","Mcavernosa15205","Sc0000235",191706,203573,11867,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF",NA
"648","Mcavernosa16115","xfSc0000020",239398,255729,16331,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF",NA
"669","Mcavernosa16450","Sc0000060",50665,63440,12775,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF",NA
"672","Mcavernosa16456","Sc0000060",81160,90244,9084,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF","CvsT2"
"702","Mcavernosa16976","Sc0000066",613314,622346,9032,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF",NA
"718","Mcavernosa17195","Sc0000069",478163,488663,10500,"GO:0003714",0.0257434047668552,0.999725537282452,1,6,"transcription corepressor activity","MF",NA
"742","Mcavernosa18273","Sc0000295",91700,103175,11475,"GO:0003714",0.0257434047668552,0.999725537282452,1,6,"transcription corepressor activity","MF","CvsT2"
"766","Mcavernosa18861","Sc0000311",53241,62610,9369,"GO:0017017",0.0218437694884248,0.999822319847867,1,4,"MAP kinase tyrosine/serine/threonine phosphatase activity","MF",NA
"807","Mcavernosa20131","xfSc0000035",11859,34247,22388,"GO:0038023",0.0212308358194467,0.999808372603324,1,7,"signaling receptor activity","MF",NA
"839","Mcavernosa20914","xfSc0000043",11371,20401,9030,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF",NA
"840","Mcavernosa20914","xfSc0000043",11371,20401,9030,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF",NA
"857","Mcavernosa21374","xpSc0004689",123610,124131,521,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF",NA
"889","Mcavernosa22116","Sc0000360",276554,279438,2884,"GO:0004675",0.01397590675301,0.999927509963858,1,4,"transmembrane receptor protein serine/threonine kinase activity","MF",NA
"965","Mcavernosa24151","Sc0000954",13428,22637,9209,"GO:0003714",0.0257434047668552,0.999725537282452,1,6,"transcription corepressor activity","MF",NA
"966","Mcavernosa24269","Sc0000970",23892,31079,7187,"GO:0003714",0.0257434047668552,0.999725537282452,1,6,"transcription corepressor activity","MF",NA
"983","Mcavernosa24494","Sc0000047",662625,679592,16967,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF",NA
"986","Mcavernosa24507","Sc0000047",845146,854739,9593,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF",NA
"987","Mcavernosa24509","Sc0000047",858152,865401,7249,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF",NA
"1009","Mcavernosa24709","Sc0000050",673517,676231,2714,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF","CvsT2"
"1010","Mcavernosa24709","Sc0000050",673517,676231,2714,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF","CvsT1"
"1011","Mcavernosa24709","Sc0000050",673517,676231,2714,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF","CvsT3"
"1012","Mcavernosa24709","Sc0000050",673517,676231,2714,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF","CvsT2"
"1013","Mcavernosa24709","Sc0000050",673517,676231,2714,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF","CvsT1"
"1014","Mcavernosa24709","Sc0000050",673517,676231,2714,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF","CvsT3"
"1015","Mcavernosa24710","Sc0000050",678769,683544,4775,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF",NA
"1017","Mcavernosa24710","Sc0000050",678769,683544,4775,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF",NA
"1019","Mcavernosa24714","Sc0000050",708357,718617,10260,"GO:0019001",0.0428436947539198,0.999184161915961,1,9,"guanyl nucleotide binding","MF",NA
"1020","Mcavernosa24714","Sc0000050",708357,718617,10260,"GO:0031683",0.0428436947539198,0.999184161915961,1,9,"G-protein beta/gamma-subunit complex binding","MF",NA
"1044","Mcavernosa25090","Sc0000055",785917,797198,11281,"GO:0004675",0.01397590675301,0.999927509963858,1,4,"transmembrane receptor protein serine/threonine kinase activity","MF",NA
"1045","Mcavernosa25090","Sc0000055",785917,797198,11281,"GO:0038023",0.0212308358194467,0.999808372603324,1,7,"signaling receptor activity","MF",NA
"1094","Mcavernosa26678","xpSc0004695",189318,191715,2397,"GO:0008137",0.0408253794783819,0.999271220090235,1,8,"NADH dehydrogenase (ubiquinone) activity","MF",NA
"1124","Mcavernosa27991","Sc0000178",388612,398560,9948,"GO:0005262",0.0367119626021935,0.999395009042397,1,10,"calcium channel activity","MF",NA
"1275","Mcavernosa30729","Sc0000086",51688,60721,9033,"GO:0004636",0.00344892307337557,1,1,1,"phosphoribosyl-ATP diphosphatase activity","MF","CvsT1"
"1276","Mcavernosa30729","Sc0000086",51688,60721,9033,"GO:0004636",0.00344892307337557,1,1,1,"phosphoribosyl-ATP diphosphatase activity","MF","CvsT3"
