"","gene_id","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X20_T12_Mc_PWC","X21_T33_Mc_EOU","X22_ctl2_Mc_TWF_1","X28_ctl1_Mc_GBM_1","X29_T23_Mc_PND","X33_T43_Mc_RFV","X34_T22_Mc_SVS","X39_T13_Mc_FJE","X42_ctl3_Mc_MGR_1","X46_T41_Mc_QYH_1","X49_T31_Mc_SWQ","X55_T32_Mc_TWP","X56_T42_Mc_JAW","X58_T21_Mc_EAH","X61_T11_Mc_RAP","scaffold.y","gene.start.y","gene.stop.y","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"139","Mcavernosa30572",66,80.8354241079748,2.62108484345424,0.428316869575686,6.11949943986757,9.3869760369927e-10,1.71057523325541e-06,"CvsT3",23,21,285,435,28,46,26,40,546,39,39,43,24,52,55,"xfSc0000281",7576,12957,5381,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"140","Mcavernosa30573",65,48.3775175556967,2.62160500530521,0.428284153526894,6.12118142526743,9.28840719071757e-10,1.71057523325541e-06,"CvsT3",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"141","Mcavernosa30573",65,48.3775175556967,2.62160500530521,0.428284153526894,6.12118142526743,9.28840719071757e-10,1.71057523325541e-06,"CvsT3",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0009060",3.66693191249015e-05,1,2,2,"aerobic respiration","BP"
"142","Mcavernosa30573",65,48.3775175556967,2.62160500530521,0.428284153526894,6.12118142526743,9.28840719071757e-10,1.71057523325541e-06,"CvsT3",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"143","Mcavernosa30573",65,48.3775175556967,2.62160500530521,0.428284153526894,6.12118142526743,9.28840719071757e-10,1.71057523325541e-06,"CvsT3",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"144","Mcavernosa30573",22,48.3775175556967,2.42937633581986,0.425734666869182,5.70631551732749,1.15447907174855e-08,2.40631921188122e-05,"CvsT2",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"145","Mcavernosa30573",22,48.3775175556967,2.42937633581986,0.425734666869182,5.70631551732749,1.15447907174855e-08,2.40631921188122e-05,"CvsT2",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0009060",3.66693191249015e-05,1,2,2,"aerobic respiration","BP"
"146","Mcavernosa30573",22,48.3775175556967,2.42937633581986,0.425734666869182,5.70631551732749,1.15447907174855e-08,2.40631921188122e-05,"CvsT2",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"147","Mcavernosa30573",22,48.3775175556967,2.42937633581986,0.425734666869182,5.70631551732749,1.15447907174855e-08,2.40631921188122e-05,"CvsT2",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"148","Mcavernosa30573",90,48.3775175556967,1.877006535893,0.410691899248159,4.57035198242084,4.86905724777192e-06,0.00761155374257945,"CvsT4",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"149","Mcavernosa30573",90,48.3775175556967,1.877006535893,0.410691899248159,4.57035198242084,4.86905724777192e-06,0.00761155374257945,"CvsT4",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0009060",3.66693191249015e-05,1,2,2,"aerobic respiration","BP"
"150","Mcavernosa30573",90,48.3775175556967,1.877006535893,0.410691899248159,4.57035198242084,4.86905724777192e-06,0.00761155374257945,"CvsT4",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"151","Mcavernosa30573",90,48.3775175556967,1.877006535893,0.410691899248159,4.57035198242084,4.86905724777192e-06,0.00761155374257945,"CvsT4",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"152","Mcavernosa30573",2,48.3775175556967,2.642152980966,0.425552325630858,6.20876170057148,5.34037312230422e-10,1.36243599096225e-06,"CvsT1",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0004129",0.00055307423711861,0.999995583518457,2,6,"cytochrome-c oxidase activity","MF"
"153","Mcavernosa30573",2,48.3775175556967,2.642152980966,0.425552325630858,6.20876170057148,5.34037312230422e-10,1.36243599096225e-06,"CvsT1",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0009060",3.66693191249015e-05,1,2,2,"aerobic respiration","BP"
"154","Mcavernosa30573",2,48.3775175556967,2.642152980966,0.425552325630858,6.20876170057148,5.34037312230422e-10,1.36243599096225e-06,"CvsT1",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"155","Mcavernosa30573",2,48.3775175556967,2.642152980966,0.425552325630858,6.20876170057148,5.34037312230422e-10,1.36243599096225e-06,"CvsT1",23,14,135,290,14,32,13,16,320,39,12,34,25,40,23,"xfSc0000281",13012,14794,1782,"GO:0020037",0.000103342408030468,0.999992936360293,5,102,"heme binding","MF"
"156","Mcavernosa30574",68,67.2133170145486,3.36451038072796,0.486904149286738,6.910005564045,4.84634695483014e-12,3.09100008779067e-08,"CvsT3",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015986",0.00118038385018125,0.999984384775385,2,9,"ATP synthesis coupled proton transport","BP"
"157","Mcavernosa30574",68,67.2133170145486,3.36451038072796,0.486904149286738,6.910005564045,4.84634695483014e-12,3.09100008779067e-08,"CvsT3",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0045263",8.57978224259206e-05,0.999999849976218,2,3,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"158","Mcavernosa30574",68,67.2133170145486,3.36451038072796,0.486904149286738,6.910005564045,4.84634695483014e-12,3.09100008779067e-08,"CvsT3",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"159","Mcavernosa30574",93,67.2133170145486,2.7646448394278,0.474133927181954,5.83093653698155,5.51171457449159e-09,2.29765008228639e-05,"CvsT4",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015986",0.00118038385018125,0.999984384775385,2,9,"ATP synthesis coupled proton transport","BP"
"160","Mcavernosa30574",93,67.2133170145486,2.7646448394278,0.474133927181954,5.83093653698155,5.51171457449159e-09,2.29765008228639e-05,"CvsT4",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0045263",8.57978224259206e-05,0.999999849976218,2,3,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"161","Mcavernosa30574",93,67.2133170145486,2.7646448394278,0.474133927181954,5.83093653698155,5.51171457449159e-09,2.29765008228639e-05,"CvsT4",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"162","Mcavernosa30574",5,67.2133170145486,3.59045148677925,0.489776631340087,7.33079378849771,2.28793481166567e-13,1.45924482288037e-09,"CvsT1",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015986",0.00118038385018125,0.999984384775385,2,9,"ATP synthesis coupled proton transport","BP"
"163","Mcavernosa30574",5,67.2133170145486,3.59045148677925,0.489776631340087,7.33079378849771,2.28793481166567e-13,1.45924482288037e-09,"CvsT1",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0045263",8.57978224259206e-05,0.999999849976218,2,3,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"164","Mcavernosa30574",5,67.2133170145486,3.59045148677925,0.489776631340087,7.33079378849771,2.28793481166567e-13,1.45924482288037e-09,"CvsT1",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"165","Mcavernosa30574",25,67.2133170145486,3.08019516250379,0.482656855656227,6.38174953159199,1.75076150758792e-10,2.18950234138945e-06,"CvsT2",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015986",0.00118038385018125,0.999984384775385,2,9,"ATP synthesis coupled proton transport","BP"
"166","Mcavernosa30574",25,67.2133170145486,3.08019516250379,0.482656855656227,6.38174953159199,1.75076150758792e-10,2.18950234138945e-06,"CvsT2",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0045263",8.57978224259206e-05,0.999999849976218,2,3,"proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"167","Mcavernosa30574",25,67.2133170145486,3.08019516250379,0.482656855656227,6.38174953159199,1.75076150758792e-10,2.18950234138945e-06,"CvsT2",13,19,179,474,23,32,13,19,622,36,12,29,21,34,21,"xfSc0000281",16228,21126,4898,"GO:0015078",0.000961853279794035,0.999988278447883,2,10,"proton transmembrane transporter activity","MF"
"168","Mcavernosa30575",24,43.9545456035024,3.35116407370178,0.570680151998133,5.87222818590815,4.29976341127402e-09,1.34432103053482e-05,"CvsT2",7,7,98,367,13,25,8,3,471,20,6,11,8,21,11,"xfSc0000281",21212,24532,3320,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"169","Mcavernosa30575",24,43.9545456035024,3.35116407370178,0.570680151998133,5.87222818590815,4.29976341127402e-09,1.34432103053482e-05,"CvsT2",7,7,98,367,13,25,8,3,471,20,6,11,8,21,11,"xfSc0000281",21212,24532,3320,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"170","Mcavernosa30575",92,43.9545456035024,3.08014044331105,0.55975956549553,5.50261332396231,3.74202541554655e-08,0.000116994424617063,"CvsT4",7,7,98,367,13,25,8,3,471,20,6,11,8,21,11,"xfSc0000281",21212,24532,3320,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"171","Mcavernosa30575",92,43.9545456035024,3.08014044331105,0.55975956549553,5.50261332396231,3.74202541554655e-08,0.000116994424617063,"CvsT4",7,7,98,367,13,25,8,3,471,20,6,11,8,21,11,"xfSc0000281",21212,24532,3320,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"172","Mcavernosa30575",67,43.9545456035024,4.20762468867589,0.601279927386925,6.9977800638741,2.60049880312605e-12,3.09100008779067e-08,"CvsT3",7,7,98,367,13,25,8,3,471,20,6,11,8,21,11,"xfSc0000281",21212,24532,3320,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"173","Mcavernosa30575",67,43.9545456035024,4.20762468867589,0.601279927386925,6.9977800638741,2.60049880312605e-12,3.09100008779067e-08,"CvsT3",7,7,98,367,13,25,8,3,471,20,6,11,8,21,11,"xfSc0000281",21212,24532,3320,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"174","Mcavernosa30575",4,43.9545456035024,4.50625649729423,0.611003547236697,7.37517239903772,1.64132519978368e-13,1.45924482288037e-09,"CvsT1",7,7,98,367,13,25,8,3,471,20,6,11,8,21,11,"xfSc0000281",21212,24532,3320,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"175","Mcavernosa30575",4,43.9545456035024,4.50625649729423,0.611003547236697,7.37517239903772,1.64132519978368e-13,1.45924482288037e-09,"CvsT1",7,7,98,367,13,25,8,3,471,20,6,11,8,21,11,"xfSc0000281",21212,24532,3320,"GO:0016020",0.00520518210326848,0.998785410235034,7,479,"membrane","CC"
"176","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004399",0.00344892307337557,1,1,1,"histidinol dehydrogenase activity","MF"
"177","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0000105",0.0362354007458493,0.999438482214746,1,7,"histidine biosynthetic process","BP"
"178","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF"
"179","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004636",0.00344892307337557,1,1,1,"phosphoribosyl-ATP diphosphatase activity","MF"
"180","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004635",0.00344892307337557,1,1,1,"phosphoribosyl-AMP cyclohydrolase activity","MF"
"181","Mcavernosa30729",7,261.992297906827,-1.1566599803894,0.245335108147019,-4.7146125522983,2.42171112623061e-06,0.00308913471261977,"CvsT1",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"182","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004399",0.00344892307337557,1,1,1,"histidinol dehydrogenase activity","MF"
"183","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0000105",0.0362354007458493,0.999438482214746,1,7,"histidine biosynthetic process","BP"
"184","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0046872",0.0276920837698567,0.995864482111343,3,153,"metal ion binding","MF"
"185","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004636",0.00344892307337557,1,1,1,"phosphoribosyl-ATP diphosphatase activity","MF"
"186","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0004635",0.00344892307337557,1,1,1,"phosphoribosyl-AMP cyclohydrolase activity","MF"
"187","Mcavernosa30729",71,261.992297906827,-1.21414419197045,0.245529382819387,-4.94500567723733,7.61416454165719e-07,0.000882966208121628,"CvsT3",325,252,156,352,123,328,221,292,286,198,285,324,216,259,274,"Sc0000086",51688,60721,9033,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"188","Mcavernosa30960",64,285.148275384159,-1.08032936735749,0.275747564244854,-3.91782016394602,8.93533259471619e-05,0.0455916410312799,"CvsT3",355,230,288,289,180,383,176,169,243,357,317,330,284,366,236,"Sc0000089",360982,361408,426,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"189","Mcavernosa30960",64,285.148275384159,-1.08032936735749,0.275747564244854,-3.91782016394602,8.93533259471619e-05,0.0455916410312799,"CvsT3",355,230,288,289,180,383,176,169,243,357,317,330,284,366,236,"Sc0000089",360982,361408,426,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF"
"190","Mcavernosa30960",89,285.148275384159,-1.30517762586291,0.275091007735714,-4.74453031600663,2.08990679914178e-06,0.00373376777572387,"CvsT4",355,230,288,289,180,383,176,169,243,357,317,330,284,366,236,"Sc0000089",360982,361408,426,"GO:0055114",2.76935455978542e-05,0.999995771612945,10,420,"oxidation-reduction process","BP"
"191","Mcavernosa30960",89,285.148275384159,-1.30517762586291,0.275091007735714,-4.74453031600663,2.08990679914178e-06,0.00373376777572387,"CvsT4",355,230,288,289,180,383,176,169,243,357,317,330,284,366,236,"Sc0000089",360982,361408,426,"GO:0051920",0.0242976782160325,0.99976535025577,1,5,"peroxiredoxin activity","MF"
