"","category","gene","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","41_ctl3_Ac_RN_1","37_T13_Ac_ML","52_T11_Ac_II","31_T22_Ac_UV","38_T23_Ac_IN","53_T21_Ac_NH","19_T33_Ac_WK","47_T31_Ac_JB","57_T32_Ac_NM","35_T43_Ac_MT","54_T42_Ac_JQ","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"140","GO:0004713","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.280275164994933,0.913999273042069,2,50,"protein tyrosine kinase activity","MF"
"141","GO:0004713","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.280275164994933,0.913999273042069,2,50,"protein tyrosine kinase activity","MF"
"142","GO:0004713","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.280275164994933,0.913999273042069,2,50,"protein tyrosine kinase activity","MF"
"143","GO:0004713","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.280275164994933,0.913999273042069,2,50,"protein tyrosine kinase activity","MF"
"144","GO:0004713","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.280275164994933,0.913999273042069,2,50,"protein tyrosine kinase activity","MF"
"145","GO:0004812","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.216497339351205,0.976898140779342,1,11,"aminoacyl-tRNA ligase activity","MF"
"146","GO:0004812","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.216497339351205,0.976898140779342,1,11,"aminoacyl-tRNA ligase activity","MF"
"147","GO:0004812","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.216497339351205,0.976898140779342,1,11,"aminoacyl-tRNA ligase activity","MF"
"148","GO:0004812","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.216497339351205,0.976898140779342,1,11,"aminoacyl-tRNA ligase activity","MF"
"149","GO:0004812","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.216497339351205,0.976898140779342,1,11,"aminoacyl-tRNA ligase activity","MF"
"150","GO:0004821","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidine-tRNA ligase activity","MF"
"151","GO:0004821","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidine-tRNA ligase activity","MF"
"152","GO:0004821","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidine-tRNA ligase activity","MF"
"153","GO:0004821","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidine-tRNA ligase activity","MF"
"154","GO:0004821","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.0245280469951749,1,1,1,"histidine-tRNA ligase activity","MF"
"155","GO:0004930","Acerv_evm.TU.Segkk2585_pilon.5",61,96,38,30,16,65,59,40,52,24,23,97,65,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"156","GO:0004930","Acerv_evm.TU.Segkk1593_pilon.6",62,52,33,34,29,49,39,30,60,20,17,91,60,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"157","GO:0004930","Acerv_evm.TU.Segkk2163_pilon.7",26,49,21,12,6,25,53,33,30,6,9,45,55,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"158","GO:0004930","Acerv_evm.TU.Segkk3209_pilon.11",227,141,197,49,59,37,26,22,95,34,41,80,90,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"159","GO:0004930","Acerv_evm.TU.Segkk1593_pilon.6",62,52,33,34,29,49,39,30,60,20,17,91,60,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"160","GO:0004930","Acerv_evm.TU.Segkk2585_pilon.5",61,96,38,30,16,65,59,40,52,24,23,97,65,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"161","GO:0004930","Acerv_evm.TU.Segkk1593_pilon.6",62,52,33,34,29,49,39,30,60,20,17,91,60,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"162","GO:0004930","Acerv_evm.TU.Segkk3209_pilon.11",227,141,197,49,59,37,26,22,95,34,41,80,90,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"163","GO:0004930","Acerv_evm.TU.Segkk2585_pilon.5",61,96,38,30,16,65,59,40,52,24,23,97,65,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"164","GO:0004930","Acerv_evm.TU.Segkk2163_pilon.7",26,49,21,12,6,25,53,33,30,6,9,45,55,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"165","GO:0004930","Acerv_evm.TU.Segkk2163_pilon.7",26,49,21,12,6,25,53,33,30,6,9,45,55,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"166","GO:0004930","Acerv_evm.TU.Segkk3209_pilon.11",227,141,197,49,59,37,26,22,95,34,41,80,90,0.690442930071787,0.498990732066563,4,178,"G protein-coupled receptor activity","MF"
"167","GO:0005085","Acerv_evm.TU.Segkk905_pilon.19",429,349,307,109,80,184,176,128,202,93,73,312,350,0.436134511010833,0.890453732573129,1,30,"guanyl-nucleotide exchange factor activity","MF"
"168","GO:0005085","Acerv_evm.TU.Segkk905_pilon.19",429,349,307,109,80,184,176,128,202,93,73,312,350,0.436134511010833,0.890453732573129,1,30,"guanyl-nucleotide exchange factor activity","MF"
"169","GO:0005085","Acerv_evm.TU.Segkk905_pilon.19",429,349,307,109,80,184,176,128,202,93,73,312,350,0.436134511010833,0.890453732573129,1,30,"guanyl-nucleotide exchange factor activity","MF"
"170","GO:0005102","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.215563069112932,0.977318767724521,1,10,"signaling receptor binding","MF"
"171","GO:0005102","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.215563069112932,0.977318767724521,1,10,"signaling receptor binding","MF"
"172","GO:0005102","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.215563069112932,0.977318767724521,1,10,"signaling receptor binding","MF"
"173","GO:0005102","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.215563069112932,0.977318767724521,1,10,"signaling receptor binding","MF"
"174","GO:0005200","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.229013124306421,0.974249393740541,1,10,"structural constituent of cytoskeleton","MF"
"175","GO:0005200","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.229013124306421,0.974249393740541,1,10,"structural constituent of cytoskeleton","MF"
"176","GO:0005200","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.229013124306421,0.974249393740541,1,10,"structural constituent of cytoskeleton","MF"
"177","GO:0005200","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.229013124306421,0.974249393740541,1,10,"structural constituent of cytoskeleton","MF"
"178","GO:0005200","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.229013124306421,0.974249393740541,1,10,"structural constituent of cytoskeleton","MF"
"179","GO:0005201","Acerv_evm.TU.Segkk2242_pilon.3",18,12,12,17,26,17,7,5,21,9,10,20,18,0.264680314057944,0.963604858459795,1,17,"extracellular matrix structural constituent","MF"
"180","GO:0005216","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.854239970648446,0.431133762684742,1,80,"ion channel activity","MF"
"181","GO:0005216","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.854239970648446,0.431133762684742,1,80,"ion channel activity","MF"
"182","GO:0005216","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.854239970648446,0.431133762684742,1,80,"ion channel activity","MF"
"183","GO:0005216","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.854239970648446,0.431133762684742,1,80,"ion channel activity","MF"
"184","GO:0005216","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.854239970648446,0.431133762684742,1,80,"ion channel activity","MF"
"185","GO:0005230","Acerv_evm.TU.Segkk1883_pilon.14",21,24,28,24,37,22,27,13,27,16,24,41,28,0.437595430237997,0.890421514888894,1,24,"extracellular ligand-gated ion channel activity","MF"
"186","GO:0005230","Acerv_evm.TU.Segkk1883_pilon.14",21,24,28,24,37,22,27,13,27,16,24,41,28,0.437595430237997,0.890421514888894,1,24,"extracellular ligand-gated ion channel activity","MF"
"187","GO:0005230","Acerv_evm.TU.Segkk1883_pilon.14",21,24,28,24,37,22,27,13,27,16,24,41,28,0.437595430237997,0.890421514888894,1,24,"extracellular ligand-gated ion channel activity","MF"
"188","GO:0005506","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"189","GO:0005506","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"190","GO:0005506","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"191","GO:0005506","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"192","GO:0005506","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"193","GO:0005506","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"194","GO:0005506","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"195","GO:0005506","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"196","GO:0005506","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"197","GO:0005506","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"198","GO:0005506","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"199","GO:0005506","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"200","GO:0005506","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"201","GO:0005506","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"202","GO:0005506","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"203","GO:0005506","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.0841265302201906,0.980614871329128,3,45,"iron ion binding","MF"
"204","GO:0005509","Acerv_evm.TU.Segkk791_pilon.1",1448,711,776,483,846,338,223,123,475,144,290,363,472,0.974068523805999,0.0881196549039459,2,245,"calcium ion binding","MF"
"205","GO:0005509","Acerv_evm.TU.Segkk539_pilon.1",1407,1851,1519,443,330,407,469,207,714,408,377,770,730,0.974068523805999,0.0881196549039459,2,245,"calcium ion binding","MF"
"206","GO:0005515","Acerv_evm.TU.Segkk2008_pilon.3",719,589,434,342,315,374,344,286,502,202,164,656,594,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"207","GO:0005515","Acerv_evm.TU.Segkk1271_pilon.4",204,201,160,91,84,129,123,80,176,106,47,241,185,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"208","GO:0005515","Acerv_evm.TU.Segkk1851_pilon.3",29,44,18,24,38,36,43,25,40,24,8,53,43,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"209","GO:0005515","Acerv_evm.TU.Segkk20_pilon.1",849,693,644,115,148,131,144,88,199,123,55,240,234,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"210","GO:0005515","Acerv_evm.TU.Segkk3450_pilon.3",740,852,542,368,215,488,608,325,604,226,213,996,838,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"211","GO:0005515","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"212","GO:0005515","Acerv_evm.TU.Segkk3096_pilon.7",9,16,8,13,21,11,17,11,25,8,9,19,15,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"213","GO:0005515","Acerv_evm.TU.Segkk3317_pilon.1",1770,1694,2222,367,659,294,409,206,413,353,229,541,627,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"214","GO:0005515","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"215","GO:0005515","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"216","GO:0005515","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"217","GO:0005515","Acerv_evm.TU.Segkk905_pilon.19",429,349,307,109,80,184,176,128,202,93,73,312,350,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"218","GO:0005515","Acerv_evm.TU.Segkk905_pilon.19",429,349,307,109,80,184,176,128,202,93,73,312,350,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"219","GO:0005515","Acerv_evm.TU.Segkk3087_pilon.2",10,15,6,39,27,33,38,24,50,31,12,65,62,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"220","GO:0005515","Acerv_evm.TU.Segkk1078_pilon.63",19,26,19,18,25,19,32,18,40,16,7,44,42,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"221","GO:0005515","Acerv_evm.TU.Segkk4281_pilon.1",13,19,15,12,28,21,19,18,44,17,5,36,27,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"222","GO:0005515","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"223","GO:0005515","Acerv_evm.TU.Segkk2725_pilon.8",14,35,11,23,37,26,42,28,37,26,9,52,62,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"224","GO:0005515","Acerv_evm.TU.Segkk1480_pilon.1",51,65,53,56,67,60,83,40,57,56,21,129,102,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"225","GO:0005515","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"226","GO:0005515","Acerv_evm.TU.Segkk3405_pilon.7",40,42,56,65,103,81,91,35,112,62,39,158,128,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"227","GO:0005515","Acerv_evm.TU.Segkk3306_pilon.14",1232,1362,929,454,209,798,1056,464,707,368,211,1451,1063,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"228","GO:0005515","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"229","GO:0005515","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"230","GO:0005515","Acerv_evm.TU.Segkk3306_pilon.14",1232,1362,929,454,209,798,1056,464,707,368,211,1451,1063,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"231","GO:0005515","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"232","GO:0005515","Acerv_evm.TU.Segkk4025_pilon.2",641,618,472,168,100,275,267,185,342,153,103,439,378,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"233","GO:0005515","Acerv_evm.TU.Segkk3209_pilon.7",21,34,19,28,13,32,31,26,58,29,17,45,53,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"234","GO:0005515","Acerv_evm.TU.Segkk3618_pilon.7",184,205,46,110,138,169,225,135,203,134,49,334,238,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"235","GO:0005515","Acerv_evm.TU.Segkk905_pilon.19",429,349,307,109,80,184,176,128,202,93,73,312,350,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"236","GO:0005515","Acerv_evm.TU.Segkk3996_pilon.1",62,67,41,65,88,89,92,49,86,65,28,149,117,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"237","GO:0005515","Acerv_evm.TU.Segkk2792_pilon.23",253,248,277,85,76,90,92,59,131,58,63,150,147,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"238","GO:0005515","Acerv_evm.TU.Segkk3264_pilon.11",209,140,101,78,92,47,26,17,102,37,31,65,69,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"239","GO:0005515","Acerv_evm.TU.Segkk223_pilon.4",22,77,38,54,86,76,105,45,84,68,33,119,100,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"240","GO:0005515","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"241","GO:0005515","Acerv_evm.TU.Segkk3339_pilon.1",30,13,8,27,19,32,16,19,23,11,7,47,48,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"242","GO:0005515","Acerv_evm.TU.Segkk4025_pilon.2",641,618,472,168,100,275,267,185,342,153,103,439,378,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"243","GO:0005515","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"244","GO:0005515","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"245","GO:0005515","Acerv_evm.TU.Segkk3914_pilon.1",70,62,43,37,67,30,37,24,52,27,22,62,70,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"246","GO:0005515","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"247","GO:0005515","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"248","GO:0005515","Acerv_evm.TU.Segkk1677_pilon.1",48,38,55,69,86,70,99,45,85,70,37,158,112,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"249","GO:0005515","Acerv_evm.TU.Segkk4025_pilon.2",641,618,472,168,100,275,267,185,342,153,103,439,378,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"250","GO:0005515","Acerv_evm.TU.Segkk3395_pilon.4",63,50,91,76,99,79,112,43,74,73,29,161,163,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"251","GO:0005515","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"252","GO:0005515","Acerv_evm.TU.Segkk2779_pilon.12",551,589,490,164,82,304,276,189,266,186,93,428,315,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"253","GO:0005515","Acerv_evm.TU.Segkk3525_pilon.1",19,11,9,21,39,27,24,27,48,28,10,58,45,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"254","GO:0005515","Acerv_evm.TU.Segkk481_pilon.1",34,38,23,18,29,34,37,28,50,13,10,69,45,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"255","GO:0005515","Acerv_evm.TU.Segkk2537_pilon.25",226,167,99,279,225,254,232,262,150,51,204,274,905,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"256","GO:0005515","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"257","GO:0005515","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"258","GO:0005515","Acerv_evm.TU.Segkk2595_pilon.2",1038,779,754,368,523,284,333,179,488,259,219,446,475,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"259","GO:0005515","Acerv_evm.TU.Segkk3453_pilon.19",32,29,47,29,23,33,59,18,51,29,20,67,59,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"260","GO:0005515","Acerv_evm.TU.Segkk1795_pilon.7",34,41,15,70,33,84,49,112,34,13,80,66,302,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"261","GO:0005515","Acerv_evm.TU.Segkk3454_pilon.21",433,437,315,32,38,26,40,26,52,32,14,65,39,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"262","GO:0005515","Acerv_evm.TU.Segkk3387_pilon.12",17,32,20,22,37,27,35,19,33,25,11,61,46,0.257358007233903,0.798080290391307,38,1486,"protein binding","MF"
"263","GO:0005524","Acerv_evm.TU.Segkk1579_pilon.3",378,318,197,264,169,304,715,331,235,96,199,403,561,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"264","GO:0005524","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"265","GO:0005524","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"266","GO:0005524","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"267","GO:0005524","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"268","GO:0005524","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"269","GO:0005524","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"270","GO:0005524","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"271","GO:0005524","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"272","GO:0005524","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"273","GO:0005524","Acerv_evm.TU.Segkk1579_pilon.3",378,318,197,264,169,304,715,331,235,96,199,403,561,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"274","GO:0005524","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"275","GO:0005524","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"276","GO:0005524","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"277","GO:0005524","Acerv_evm.TU.Segkk1579_pilon.3",378,318,197,264,169,304,715,331,235,96,199,403,561,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"278","GO:0005524","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"279","GO:0005524","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"280","GO:0005524","Acerv_evm.TU.Segkk1411_pilon.4",2479,2277,2257,1057,1598,830,833,376,1402,550,617,1573,1365,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"281","GO:0005524","Acerv_evm.TU.Segkk2335_pilon.20",43,64,46,44,76,35,45,24,57,40,33,62,70,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"282","GO:0005524","Acerv_evm.TU.Segkk2909_pilon.1",528,590,525,142,189,131,138,97,199,123,95,237,256,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"283","GO:0005524","Acerv_evm.TU.Segkk1945_pilon.2",8,12,0,17,19,16,18,7,34,12,12,18,24,0.980596643059766,0.0478096850222718,5,492,"ATP binding","MF"
"284","GO:0005525","Acerv_evm.TU.Segkk338_pilon.10",1117,1147,967,644,501,695,714,615,1017,455,434,1242,1200,0.79245474525451,0.440053925555708,2,121,"GTP binding","MF"
