Orthogroup	plut2v1.1.proteins	Montipora_capitata_HIv2.genes.pep
OG0000686	plut2.m8.17589.m1, plut2.m8.15786.m1	Montipora_capitata_PredGene_g7847.t1
OG0000686	plut2.m8.7698.m1, plut2.m8.20209.m1, plut2.m8.11097.m1, plut2.m8.11098.m1, plut2.m8.25204.m1, plut2.m8.14945.m1, plut2.m8.20884.m1, plut2.m8.17343.m1	Montipora_capitata_PredGene_g21287.t1, Montipora_capitata_PredGene_g62544.t1, Montipora_capitata_PredGene_g21158.t1
OG0000686	plut2.m8.8766.m1, plut2.m8.4789.m1	Montipora_capitata_PredGene_adi2mcaRNA446_R8.t1
OG0000687	jamg1.model.xfSc0000217.10, jamg1.model.Sc0000157.15	Montipora_capitata_PredGene_g37212.t1
OG0000687	jamg1.model.xfSc0000217.11, jamg1.model.xfSc0000217.13, jamg1.model.xfSc0000217.15, jamg1.model.xfSc0000217.16, jamg1.model.xfSc0000217.12, jamg1.model.xfSc0000217.14	Montipora_capitata_PredGene_g48829.t1
OG0000687	jamg1.model.Sc0000178.43, jamg1.model.Sc0000178.42, jamg1.model.Sc0000691.2	Montipora_capitata_PredGene_g13412.t1, Montipora_capitata_PredGene_g11827.t1, Montipora_capitata_PredGene_g13413.t1
OG0000688	plut2.m8.26730.m1, plut2.m8.26729.m1	Montipora_capitata_PredGene_g62495.t1, Montipora_capitata_PredGene_g63068.t1, Montipora_capitata_PredGene_adi2mcaRNA12907_R3.t1, Montipora_capitata_PredGene_g63072.t1, Montipora_capitata_PredGene_g30126.t1, Montipora_capitata_PredGene_g30125.t1, Montipora_capitata_PredGene_g63075.t1, Montipora_capitata_PredGene_g63079.t1, Montipora_capitata_PredGene_g63078.t1
OG0000689	plut2.m8.7480.m1, plut2.m8.7477.m1	Montipora_capitata_PredGene_g58589.t1
OG0000689	plut2.m8.7473.m1	Montipora_capitata_PredGene_g58590.t1
OG0000690	jamg1.model.Sc0000208.4	Montipora_capitata_PredGene_g53677.t1, Montipora_capitata_PredGene_g5654.t1, Montipora_capitata_PredGene_g7016.t1, Montipora_capitata_PredGene_g50339.t1, Montipora_capitata_PredGene_g10033.t1, Montipora_capitata_PredGene_g28606.t1, Montipora_capitata_PredGene_g53258.t1, Montipora_capitata_PredGene_g22765.t1, Montipora_capitata_PredGene_g71168.t1, Montipora_capitata_PredGene_g69431.t1, Montipora_capitata_PredGene_g26886.t1, Montipora_capitata_PredGene_g5203.t1, Montipora_capitata_PredGene_g26292.t1, Montipora_capitata_PredGene_g28453.t1, Montipora_capitata_PredGene_g69432.t1
OG0000693	plut2.m8.31244.m1	Montipora_capitata_PredGene_g11057.t1
OG0000695	jamg1.model.Sc0000596.13	Montipora_capitata_PredGene_g45305.t1
OG0000698	plut2.m8.261.m1, jamg1.model.Sc0000372.3	Montipora_capitata_PredGene_g39605.t1, Montipora_capitata_PredGene_adi2mcaRNA11548_R0.t1
OG0000700	plut2.m8.1123.m1, plut2.m8.1124.m1, plut2.m8.15603.m1, plut2.m8.29895.m1, plut2.m8.29897.m1, plut2.m8.31567.m1, plut2.m8.22986.m1	Montipora_capitata_PredGene_g16178.t1
OG0000700	plut2.m8.32658.m1	Montipora_capitata_PredGene_g16177.t1
OG0000702	plut2.m8.33499.m1, plut2.m8.12618.m1, plut2.m8.26214.m1	Montipora_capitata_PredGene_g3834.t1
OG0000702	plut2.m8.23856.m1	Montipora_capitata_PredGene_adi2mcaRNA18106_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA18106_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA18106_R7.t1, Montipora_capitata_PredGene_g58151.t1, Montipora_capitata_PredGene_g68491.t1, Montipora_capitata_PredGene_g49488.t1, Montipora_capitata_PredGene_adi2mcaRNA18105_R8.t1, Montipora_capitata_PredGene_g26094.t1, Montipora_capitata_PredGene_g41100.t1, Montipora_capitata_PredGene_g41715.t1
OG0000702	plut2.m8.10923.m1, plut2.m8.25521.m1	Montipora_capitata_PredGene_adi2mcaRNA18105_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA18105_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA18105_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA18105_R0.t1
OG0000705	plut2.m8.26630.m1, plut2.m8.17607.m1	Montipora_capitata_PredGene_g68497.t1
OG0000705	plut2.m8.29376.m1	Montipora_capitata_PredGene_g29095.t1, Montipora_capitata_PredGene_g31948.t1
OG0000706	jamg1.model.Sc0000226.37, plut2.m8.18918.m1	Montipora_capitata_PredGene_g53197.t1, Montipora_capitata_PredGene_g26081.t1
OG0000706	plut2.m8.7218.m1, jamg1.model.Sc0000157.65	Montipora_capitata_PredGene_g16714.t1
OG0000706	jamg1.model.Sc0000135.44, plut2.m8.8113.m1, plut2.m8.5502.m1	Montipora_capitata_PredGene_g38872.t1
OG0000707	plut2.m8.12357.m1, plut2.m8.12356.m1, plut2.m8.12355.m1, plut2.m8.26541.m1, plut2.m8.26543.m1, plut2.m8.26537.m1, plut2.m8.26539.m1, plut2.m8.26540.m1, plut2.m8.11681.m1	Montipora_capitata_PredGene_g28951.t1, Montipora_capitata_PredGene_g28971.t1, Montipora_capitata_PredGene_g28973.t1, Montipora_capitata_PredGene_g45289.t1, Montipora_capitata_PredGene_g28954.t1, Montipora_capitata_PredGene_g28970.t1, Montipora_capitata_PredGene_g28968.t1, Montipora_capitata_PredGene_g28966.t1, Montipora_capitata_PredGene_g28969.t1, Montipora_capitata_PredGene_g28945.t1, Montipora_capitata_PredGene_g28947.t1
OG0000708	plut2.m8.11067.m1	Montipora_capitata_PredGene_g27418.t1
OG0000710	plut2.m8.18118.m1	Montipora_capitata_PredGene_adi2mcaRNA29855_R3.t1
OG0000710	plut2.m8.5604.m1, plut2.m8.29637.m1, plut2.m8.10504.m1	Montipora_capitata_PredGene_adi2mcaRNA29855_R4.t1
OG0000710	plut2.m8.13354.m1, plut2.m8.29338.m1, plut2.m8.29640.m1, plut2.m8.18121.m1	Montipora_capitata_PredGene_g38898.t1, Montipora_capitata_PredGene_g55421.t1, Montipora_capitata_PredGene_g41802.t1, Montipora_capitata_PredGene_g28603.t1, Montipora_capitata_PredGene_g46601.t1, Montipora_capitata_PredGene_g54216.t1
OG0000711	plut2.m8.30545.m1	Montipora_capitata_PredGene_g8867.t1
OG0000711	plut2.m8.380.m1, plut2.m8.23981.m1, jamg1.model.Sc0000002.23	Montipora_capitata_PredGene_adi2mcaRNA4311_R8.t1
OG0000712	jamg1.model.Sc0000158.3	Montipora_capitata_PredGene_adi2mcaRNA26527_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA617_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA26527_R5.t1, Montipora_capitata_PredGene_g40676.t1, Montipora_capitata_PredGene_adi2mcaRNA26527_R0.t1, Montipora_capitata_PredGene_g50984.t1, Montipora_capitata_PredGene_g32257.t1, Montipora_capitata_PredGene_g47299.t1, Montipora_capitata_PredGene_g18010.t1, Montipora_capitata_PredGene_g49688.t1
OG0000713	plut2.m8.26012.m1, plut2.m8.4683.m1, plut2.m8.29272.m1, plut2.m8.29274.m1, plut2.m8.8074.m1, plut2.m8.10153.m1, plut2.m8.4682.m1, plut2.m8.30054.m1	Montipora_capitata_PredGene_g48059.t1
OG0000714	plut2.m8.11951.m1	Montipora_capitata_PredGene_adi2mcaRNA30038_R0.t1
OG0000715	plut2.m8.23576.m1	Montipora_capitata_PredGene_g422.t1, Montipora_capitata_PredGene_g21296.t1, Montipora_capitata_PredGene_g21484.t1, Montipora_capitata_PredGene_g68694.t1, Montipora_capitata_PredGene_g30937.t1, Montipora_capitata_PredGene_g418.t1, Montipora_capitata_PredGene_g427.t1
OG0000716	plut2.m8.9834.m1	Montipora_capitata_PredGene_g33143.t1
OG0000716	plut2.m8.9830.m1	Montipora_capitata_PredGene_g33149.t1
OG0000716	plut2.m8.17945.m1	Montipora_capitata_PredGene_g14809.t1
OG0000717	plut2.m8.22340.m1, plut2.m8.30053.m1, plut2.m8.22341.m1, plut2.m8.30051.m1, plut2.m8.18829.m1, plut2.m8.18831.m1	Montipora_capitata_PredGene_g7503.t1
OG0000718	plut2.m8.33088.m1, plut2.m8.23823.m1, plut2.m8.30831.m1	Montipora_capitata_PredGene_g21928.t1, Montipora_capitata_PredGene_g19758.t1, Montipora_capitata_PredGene_adi2mcaRNA8863_R1.t1, Montipora_capitata_PredGene_g39773.t1, Montipora_capitata_PredGene_g39767.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA10499_R6.t1, Montipora_capitata_PredGene_g24630.t1, Montipora_capitata_PredGene_g60771.t1
OG0000719	plut2.m8.25174.m1, plut2.m8.21996.m1	Montipora_capitata_PredGene_g32364.t1, Montipora_capitata_PredGene_g32367.t1, Montipora_capitata_PredGene_g25862.t1, Montipora_capitata_PredGene_g68412.t1
OG0000720	plut2.m8.26101.m1, plut2.m8.11880.m1	Montipora_capitata_PredGene_g8921.t1, Montipora_capitata_PredGene_g53718.t1
OG0000721	plut2.m8.11806.m1, plut2.m8.30544.m1, plut2.m8.11801.m1, plut2.m8.11812.m1, plut2.m8.11807.m1, plut2.m8.33420.m1, plut2.m8.11821.m1, plut2.m8.11814.m1, plut2.m8.26359.m1	Montipora_capitata_PredGene_adi2mcaRNA21790_R0.t1
OG0000722	jamg1.model.Sc0000022.66	Montipora_capitata_PredGene_adi2mcaRNA567_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R6.t1, Montipora_capitata_PredGene_g18968.t1, Montipora_capitata_PredGene_adi2mcaRNA567_R7.t1, Montipora_capitata_PredGene_g65672.t1, Montipora_capitata_PredGene_g18046.t1, Montipora_capitata_PredGene_g60518.t1
OG0000723	plut2.m8.32302.m1	Montipora_capitata_PredGene_g34546.t1, Montipora_capitata_PredGene_g54167.t1, Montipora_capitata_PredGene_g39617.t1, Montipora_capitata_PredGene_g16608.t1
OG0000723	jamg1.model.xfSc0000004.33	Montipora_capitata_PredGene_g17784.t1, Montipora_capitata_PredGene_g16609.t1, Montipora_capitata_PredGene_g18826.t1, Montipora_capitata_PredGene_g67782.t1, Montipora_capitata_PredGene_g25341.t1, Montipora_capitata_PredGene_g36136.t1, Montipora_capitata_PredGene_g64531.t1, Montipora_capitata_PredGene_g3602.t1, Montipora_capitata_PredGene_g13041.t1, Montipora_capitata_PredGene_g14524.t1, Montipora_capitata_PredGene_g69353.t1, Montipora_capitata_PredGene_g34799.t1, Montipora_capitata_PredGene_g51492.t1, Montipora_capitata_PredGene_g11530.t1, Montipora_capitata_PredGene_g46999.t1, Montipora_capitata_PredGene_g36137.t1, Montipora_capitata_PredGene_g66429.t1
OG0000724	jamg1.model.Sc0000061.20, jamg1.model.Sc0000061.21	Montipora_capitata_PredGene_g4236.t1, Montipora_capitata_PredGene_g8472.t1
OG0000724	jamg1.model.Sc0000061.24, jamg1.model.Sc0000061.23	Montipora_capitata_PredGene_g4237.t1, Montipora_capitata_PredGene_adi2mcaRNA8764_R9.t1
OG0000725	plut2.m8.19712.m1	Montipora_capitata_PredGene_g43196.t1
OG0000727	plut2.m8.33607.m1, plut2.m8.25233.m1	Montipora_capitata_PredGene_g62650.t1
OG0000728	plut2.m8.14993.m1	Montipora_capitata_PredGene_g34632.t1
OG0000728	plut2.m8.22893.m1, plut2.m8.22894.m1, plut2.m8.22895.m1	Montipora_capitata_PredGene_g28699.t1, Montipora_capitata_PredGene_g28701.t1
OG0000728	plut2.m8.15001.m1	Montipora_capitata_PredGene_g34638.t1
OG0000730	plut2.m8.5612.m1	Montipora_capitata_PredGene_adi2mcaRNA22408_R2.t1
OG0000730	plut2.m8.5613.m1	Montipora_capitata_PredGene_g15116.t1, Montipora_capitata_PredGene_adi2mcaRNA22408_R3.t1
OG0000732	plut2.m8.3568.m1	Montipora_capitata_PredGene_g953.t1, Montipora_capitata_PredGene_adi2mcaRNA28417_R8.t1, Montipora_capitata_PredGene_g51948.t1, Montipora_capitata_PredGene_g45116.t1, Montipora_capitata_PredGene_g21127.t1, Montipora_capitata_PredGene_g50125.t1, Montipora_capitata_PredGene_g5604.t1, Montipora_capitata_PredGene_g16508.t1, Montipora_capitata_PredGene_g42904.t1, Montipora_capitata_PredGene_g952.t1, Montipora_capitata_PredGene_g50126.t1, Montipora_capitata_PredGene_g5603.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R4.t1
OG0000732	plut2.m8.15615.m1	Montipora_capitata_PredGene_adi2mcaRNA28417_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA30394_R3.t1, Montipora_capitata_PredGene_g46513.t1
OG0000733	plut2.m8.16452.m1, plut2.m8.19879.m1	Montipora_capitata_PredGene_g2352.t1, Montipora_capitata_PredGene_g2357.t1, Montipora_capitata_PredGene_g2347.t1, Montipora_capitata_PredGene_g46883.t1, Montipora_capitata_PredGene_g2358.t1, Montipora_capitata_PredGene_g2348.t1, Montipora_capitata_PredGene_g2355.t1, Montipora_capitata_PredGene_adi2mcaRNA29617_R9.t1, Montipora_capitata_PredGene_g2346.t1, Montipora_capitata_PredGene_adi2mcaRNA29616_R2.t1, Montipora_capitata_PredGene_g2356.t1, Montipora_capitata_PredGene_g2353.t1, Montipora_capitata_PredGene_adi2mcaRNA29616_R6.t1, Montipora_capitata_PredGene_g46885.t1
OG0000735	plut2.m8.6951.m1	Montipora_capitata_PredGene_g63333.t1, Montipora_capitata_PredGene_adi2mcaRNA4856_R0.t1, Montipora_capitata_PredGene_g39915.t1
OG0000736	plut2.m8.19014.m1, plut2.m8.19018.m1	Montipora_capitata_PredGene_g69679.t1, Montipora_capitata_PredGene_g69677.t1
OG0000737	jamg1.model.Sc0000018.27	Montipora_capitata_PredGene_g30129.t1, Montipora_capitata_PredGene_g61495.t1, Montipora_capitata_PredGene_adi2mcaRNA9885_R5.t1, Montipora_capitata_PredGene_g31166.t1, Montipora_capitata_PredGene_g21892.t1, Montipora_capitata_PredGene_g553.t1, Montipora_capitata_PredGene_adi2mcaRNA37121_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA37121_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA37121_R6.t1, Montipora_capitata_PredGene_g29668.t1, Montipora_capitata_PredGene_g50796.t1, Montipora_capitata_PredGene_g4484.t1, Montipora_capitata_PredGene_g67711.t1, Montipora_capitata_PredGene_g28038.t1, Montipora_capitata_PredGene_g61227.t1, Montipora_capitata_PredGene_g62450.t1, Montipora_capitata_PredGene_g70159.t1
OG0000738	plut2.m8.18430.m1	Montipora_capitata_PredGene_adi2mcaRNA2445_R0.t1
OG0000738	jamg1.model.xfSc0000673.6, jamg1.model.Sc0000302.25, jamg1.model.xfSc0000673.3, jamg1.model.xfSc0000673.1, jamg1.model.Sc0000302.22, jamg1.model.Sc0000302.24, jamg1.model.xfSc0000673.5	Montipora_capitata_PredGene_g43178.t1, Montipora_capitata_PredGene_g43174.t1
OG0000739	plut2.m8.1094.m1	Montipora_capitata_PredGene_g39893.t1
OG0000741	plut2.m8.5616.m1	Montipora_capitata_PredGene_adi2mcaRNA24765_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA24767_R7.t1, Montipora_capitata_PredGene_g24206.t1, Montipora_capitata_PredGene_adi2mcaRNA24767_R3.t1, Montipora_capitata_PredGene_g9010.t1
OG0000742	plut2.m8.10966.m1	Montipora_capitata_PredGene_g63131.t1, Montipora_capitata_PredGene_g24618.t1, Montipora_capitata_PredGene_g53662.t1, Montipora_capitata_PredGene_g43348.t1, Montipora_capitata_PredGene_g6121.t1, Montipora_capitata_PredGene_g32604.t1, Montipora_capitata_PredGene_g9407.t1, Montipora_capitata_PredGene_g23662.t1, Montipora_capitata_PredGene_g68300.t1
OG0000742	plut2.m8.31189.m1	Montipora_capitata_PredGene_g68574.t1, Montipora_capitata_PredGene_g52355.t1, Montipora_capitata_PredGene_g5785.t1
OG0000743	plut2.m8.29271.m1, plut2.m8.8073.m1, plut2.m8.29273.m1	Montipora_capitata_PredGene_g65361.t1
OG0000743	plut2.m8.31245.m1, plut2.m8.4678.m1, plut2.m8.4681.m1, plut2.m8.4679.m1, plut2.m8.4680.m1	Montipora_capitata_PredGene_adi2mcaRNA31989_R3.t1, Montipora_capitata_PredGene_g32530.t1
OG0000744	plut2.m8.32241.m1	Montipora_capitata_PredGene_g60243.t1, Montipora_capitata_PredGene_g4507.t1
OG0000744	plut2.m8.656.m1, plut2.m8.658.m1, plut2.m8.12635.m1	Montipora_capitata_PredGene_g3686.t1, Montipora_capitata_PredGene_g13597.t1, Montipora_capitata_PredGene_g40152.t1
OG0000745	plut2.m8.25512.m1, plut2.m8.19482.m1, plut2.m8.17540.m1	Montipora_capitata_PredGene_g61423.t1, Montipora_capitata_PredGene_g14375.t1, Montipora_capitata_PredGene_g12901.t1, Montipora_capitata_PredGene_g10071.t1, Montipora_capitata_PredGene_adi2mcaRNA33305_R8.t1, Montipora_capitata_PredGene_g14428.t1, Montipora_capitata_PredGene_g10082.t1, Montipora_capitata_PredGene_g61419.t1
OG0000745	plut2.m8.25674.m1	Montipora_capitata_PredGene_g61430.t1, Montipora_capitata_PredGene_g18134.t1, Montipora_capitata_PredGene_g61429.t1, Montipora_capitata_PredGene_g12899.t1, Montipora_capitata_PredGene_g70133.t1, Montipora_capitata_PredGene_g16401.t1, Montipora_capitata_PredGene_g14944.t1
OG0000746	plut2.m8.11894.m1	Montipora_capitata_PredGene_g1736.t1
OG0000747	plut2.m8.2882.m1	Montipora_capitata_PredGene_g58128.t1, Montipora_capitata_PredGene_g68597.t1
OG0000747	plut2.m8.29374.m1	Montipora_capitata_PredGene_g16749.t1, Montipora_capitata_PredGene_g50132.t1
OG0000747	plut2.m8.17294.m1	Montipora_capitata_PredGene_g53026.t1, Montipora_capitata_PredGene_g7209.t1, Montipora_capitata_PredGene_g14023.t1, Montipora_capitata_PredGene_g51579.t1, Montipora_capitata_PredGene_g18461.t1, Montipora_capitata_PredGene_g57927.t1, Montipora_capitata_PredGene_adi2mcaRNA6991_R4.t1, Montipora_capitata_PredGene_g59744.t1
OG0000748	plut2.m8.11336.m1, plut2.m8.12501.m1	Montipora_capitata_PredGene_g36298.t1, Montipora_capitata_PredGene_g36295.t1, Montipora_capitata_PredGene_g36302.t1
OG0000749	plut2.m8.8445.m1	Montipora_capitata_PredGene_g64860.t1, Montipora_capitata_PredGene_g68960.t1
OG0000749	jamg1.model.Sc0000135.29, jamg1.model.xfSc0000674.5	Montipora_capitata_PredGene_g3039.t1, Montipora_capitata_PredGene_g8533.t1, Montipora_capitata_PredGene_g68965.t1, Montipora_capitata_PredGene_g24072.t1, Montipora_capitata_PredGene_g54465.t1
OG0000749	plut2.m8.19507.m1, plut2.m8.26706.m1	Montipora_capitata_PredGene_g24950.t1
OG0000751	jamg1.model.Sc0000040.138, jamg1.model.Sc0000729.9, jamg1.model.Sc0000283.9, jamg1.model.Sc0000812.1, jamg1.model.Sc0000038.50, jamg1.model.Sc0000025.56, jamg1.model.Sc0000538.11, jamg1.model.xfSc0000093.2	Montipora_capitata_PredGene_g6095.t1, Montipora_capitata_PredGene_g17337.t1, Montipora_capitata_PredGene_g20971.t1, Montipora_capitata_PredGene_adi2mcaRNA41058_R4.t1
OG0000754	plut2.m8.25448.m1, plut2.m8.15110.m1, plut2.m8.31423.m1	Montipora_capitata_PredGene_g11440.t1, Montipora_capitata_PredGene_g51212.t1
OG0000755	plut2.m8.23721.m1	Montipora_capitata_PredGene_adi2mcaRNA25573_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA25573_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA9609_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA9609_R6.t1
OG0000756	plut2.m8.6714.m1, plut2.m8.6713.m1, plut2.m8.6711.m1	Montipora_capitata_PredGene_g25802.t1
OG0000757	plut2.m8.11249.m1	Montipora_capitata_PredGene_g37418.t1
OG0000757	plut2.m8.7540.m1	Montipora_capitata_PredGene_g20567.t1, Montipora_capitata_PredGene_g44178.t1, Montipora_capitata_PredGene_g19300.t1
OG0000757	plut2.m8.18250.m1, plut2.m8.13369.m1, plut2.m8.25763.m1, plut2.m8.9162.m1	Montipora_capitata_PredGene_adi2mcaRNA17673_R8.t1
OG0000758	plut2.m8.22122.m1	Montipora_capitata_PredGene_g29659.t1
OG0000759	plut2.m8.6704.m1	Montipora_capitata_PredGene_g71057.t1, Montipora_capitata_PredGene_g757.t1, Montipora_capitata_PredGene_g66704.t1, Montipora_capitata_PredGene_g60557.t1, Montipora_capitata_PredGene_g44297.t1, Montipora_capitata_PredGene_adi2mcaRNA23292_R4.t1
OG0000760	plut2.m8.2343.m1, plut2.m8.27582.m1	Montipora_capitata_PredGene_g8513.t1
OG0000760	plut2.m8.2336.m1	Montipora_capitata_PredGene_adi2mcaRNA8124_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA8124_R0.t1
OG0000761	plut2.m8.23625.m1	Montipora_capitata_PredGene_adi2mcaRNA22427_R2.t1
OG0000761	plut2.m8.21339.m1, plut2.m8.9312.m1	Montipora_capitata_PredGene_g1026.t1, Montipora_capitata_PredGene_g64125.t1
OG0000762	plut2.m8.22411.m1	Montipora_capitata_PredGene_g49956.t1, Montipora_capitata_PredGene_g13782.t1, Montipora_capitata_PredGene_adi2mcaRNA32123_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA32123_R4.t1, Montipora_capitata_PredGene_g57867.t1, Montipora_capitata_PredGene_g54571.t1, Montipora_capitata_PredGene_adi2mcaRNA24366_R3.t1
OG0000763	plut2.m8.32237.m1, plut2.m8.32234.m1	Montipora_capitata_PredGene_g46374.t1
OG0000764	plut2.m8.32554.m1	Montipora_capitata_PredGene_adi2mcaRNA4651_R3.t1, Montipora_capitata_PredGene_g37549.t1, Montipora_capitata_PredGene_g51998.t1, Montipora_capitata_PredGene_g18117.t1, Montipora_capitata_PredGene_adi2mcaRNA4652_R5.t1, Montipora_capitata_PredGene_g1907.t1, Montipora_capitata_PredGene_g42127.t1, Montipora_capitata_PredGene_adi2mcaRNA4651_R6.t1
OG0000765	jamg1.model.xpSc0007171.3, plut2.m8.821.m1, plut2.m8.33127.m1	Montipora_capitata_PredGene_adi2mcaRNA19972_R1.t1, Montipora_capitata_PredGene_g55287.t1
OG0000766	jamg1.model.Sc0000759.3	Montipora_capitata_PredGene_g13551.t1, Montipora_capitata_PredGene_g7958.t1, Montipora_capitata_PredGene_g37718.t1, Montipora_capitata_PredGene_g19559.t1, Montipora_capitata_PredGene_g31373.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R6.t1, Montipora_capitata_PredGene_g70791.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA5402_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA2761_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA2761_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA2761_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA2761_R5.t1
OG0000767	plut2.m8.21917.m1, plut2.m8.19785.m1	Montipora_capitata_PredGene_g1326.t1, Montipora_capitata_PredGene_g1327.t1, Montipora_capitata_PredGene_g1322.t1
OG0000768	plut2.m8.6987.m1	Montipora_capitata_PredGene_g40813.t1
OG0000768	plut2.m8.33062.m1	Montipora_capitata_PredGene_g11163.t1, Montipora_capitata_PredGene_g59328.t1, Montipora_capitata_PredGene_g54514.t1, Montipora_capitata_PredGene_adi2mcaRNA35333_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA35333_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA25244_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA35334_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA35334_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA35334_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA35333_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA35333_R0.t1, Montipora_capitata_PredGene_g40833.t1
OG0000769	plut2.m8.28528.m1	Montipora_capitata_PredGene_adi2mcaRNA14919_R0.t1
OG0000769	plut2.m8.28524.m1	Montipora_capitata_PredGene_g27957.t1
OG0000770	plut2.m8.7860.m1, plut2.m8.10487.m1	Montipora_capitata_PredGene_adi2mcaRNA10392_R8.t1, Montipora_capitata_PredGene_g70025.t1
OG0000770	jamg1.model.Sc0000125.54, plut2.m8.10485.m1	Montipora_capitata_PredGene_adi2mcaRNA783_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA783_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA783_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA783_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA783_R6.t1, Montipora_capitata_PredGene_g19053.t1
OG0000771	plut2.m8.17352.m1, plut2.m8.17346.m1, jamg1.model.Sc0000937.4, plut2.m8.3635.m1, jamg1.model.Sc0000937.3, jamg1.model.Sc0000323.12, jamg1.model.Sc0000041.58, jamg1.model.Sc0000243.26	Montipora_capitata_PredGene_g27339.t1, Montipora_capitata_PredGene_g38165.t1, Montipora_capitata_PredGene_g11927.t1
OG0000772	plut2.m8.15106.m1	Montipora_capitata_PredGene_adi2mcaRNA18163_R0.t1
OG0000773	jamg1.model.Sc0000224.10	Montipora_capitata_PredGene_g31635.t1
OG0000773	plut2.m8.29976.m1	Montipora_capitata_PredGene_g29510.t1, Montipora_capitata_PredGene_g40652.t1
OG0000773	plut2.m8.31950.m1	Montipora_capitata_PredGene_g51246.t1, Montipora_capitata_PredGene_g21564.t1, Montipora_capitata_PredGene_g65893.t1, Montipora_capitata_PredGene_g64710.t1, Montipora_capitata_PredGene_g66528.t1
OG0000773	plut2.m8.9527.m1	Montipora_capitata_PredGene_g7683.t1
OG0000774	plut2.m8.33372.m1, plut2.m8.13273.m1, plut2.m8.13272.m1, plut2.m8.30641.m1, plut2.m8.31379.m1, plut2.m8.25980.m1, plut2.m8.15872.m1	Montipora_capitata_PredGene_adi2mcaRNA19352_R1.t1, Montipora_capitata_PredGene_g61663.t1, Montipora_capitata_PredGene_g61662.t1
OG0000775	jamg1.model.Sc0000023.125	Montipora_capitata_PredGene_g33859.t1, Montipora_capitata_PredGene_adi2mcaRNA16562_R1.t1
OG0000775	jamg1.model.Sc0000753.3	Montipora_capitata_PredGene_adi2mcaRNA30983_R9.t1, Montipora_capitata_PredGene_adi2mcaRNA24508_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA24508_R5.t1
OG0000775	jamg1.model.xfSc0000520.5	Montipora_capitata_PredGene_adi2mcaRNA24508_R8.t1
