Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Montipora_capitata_HIv2.genes.pep
OG0000233	Pocillopora_acuta_HIv1_PredGene_g27901.t1	Montipora_capitata_PredGene_g12708.t1
OG0000233	Pocillopora_acuta_HIv1_PredGene_g17648.t1	Montipora_capitata_PredGene_g62241.t1
OG0000233	Pocillopora_acuta_HIv1_PredGene_g28503.t1, Pocillopora_acuta_HIv1_PredGene_g19276.t1	Montipora_capitata_PredGene_g49445.t1
OG0000234	Pocillopora_acuta_HIv1_PredGene_g32337.t1	Montipora_capitata_PredGene_adi2mcaRNA40952_R8.t1
OG0000234	Pocillopora_acuta_HIv1_PredGene_g5853.t1	Montipora_capitata_PredGene_g16123.t1
OG0000235	Pocillopora_acuta_HIv1_PredGene_g11000.t1, Pocillopora_acuta_HIv1_PredGene_g7010.t1, Pocillopora_acuta_HIv1_PredGene_g10744.t1, Pocillopora_acuta_HIv1_PredGene_g17574.t1, Pocillopora_acuta_HIv1_PredGene_g1050.t1, Pocillopora_acuta_HIv1_PredGene_g29088.t1, Pocillopora_acuta_HIv1_PredGene_g8114.t1, Pocillopora_acuta_HIv1_PredGene_g26079.t1, Pocillopora_acuta_HIv1_PredGene_g10089.t1, Pocillopora_acuta_HIv1_PredGene_g27538.t1	Montipora_capitata_PredGene_g49725.t1, Montipora_capitata_PredGene_g53693.t1, Montipora_capitata_PredGene_g64977.t1
OG0000236	Pocillopora_acuta_HIv1_PredGene_g24170.t1	Montipora_capitata_PredGene_g34099.t1, Montipora_capitata_PredGene_g45002.t1
OG0000236	Pocillopora_acuta_HIv1_PredGene_g23295.t1, Pocillopora_acuta_HIv1_PredGene_g25893.t1	Montipora_capitata_PredGene_g25716.t1
OG0000236	Pocillopora_acuta_HIv1_PredGene_g9710.t1	Montipora_capitata_PredGene_g45656.t1, Montipora_capitata_PredGene_g59292.t1
OG0000237	Pocillopora_acuta_HIv1_PredGene_g20698.t1	Montipora_capitata_PredGene_adi2mcaRNA37529_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA37529_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA37529_R1.t1
OG0000237	Pocillopora_acuta_HIv1_PredGene_g27587.t1	Montipora_capitata_PredGene_adi2mcaRNA8857_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA8857_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA8857_R9.t1, Montipora_capitata_PredGene_g32609.t1, Montipora_capitata_PredGene_adi2mcaRNA8857_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA37529_R3.t1, Montipora_capitata_PredGene_g48735.t1, Montipora_capitata_PredGene_g49809.t1, Montipora_capitata_PredGene_adi2mcaRNA36080_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA40923_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA40923_R0.t1, Montipora_capitata_PredGene_g4303.t1, Montipora_capitata_PredGene_adi2mcaRNA4202_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA4202_R3.t1, Montipora_capitata_PredGene_g1538.t1
OG0000237	Pocillopora_acuta_HIv1_PredGene_g2405.t1	Montipora_capitata_PredGene_g41279.t1, Montipora_capitata_PredGene_g8050.t1, Montipora_capitata_PredGene_g36382.t1
OG0000238	Pocillopora_acuta_HIv1_PredGene_g24245.t1, Pocillopora_acuta_HIv1_PredGene_g4828.t1	Montipora_capitata_PredGene_g36698.t1, Montipora_capitata_PredGene_g36712.t1
OG0000238	Pocillopora_acuta_HIv1_PredGene_g16158.t1	Montipora_capitata_PredGene_g22644.t1, Montipora_capitata_PredGene_adi2mcaRNA11128_R4.t1, Montipora_capitata_PredGene_g68602.t1, Montipora_capitata_PredGene_adi2mcaRNA11128_R8.t1
OG0000238	Pocillopora_acuta_HIv1_PredGene_g29599.t1, Pocillopora_acuta_HIv1_PredGene_g2388.t1, Pocillopora_acuta_HIv1_PredGene_g4278.t1, Pocillopora_acuta_HIv1_PredGene_g24642.t1	Montipora_capitata_PredGene_g6693.t1, Montipora_capitata_PredGene_g69987.t1, Montipora_capitata_PredGene_g22952.t1, Montipora_capitata_PredGene_adi2mcaRNA21144_R5.t1, Montipora_capitata_PredGene_g1072.t1, Montipora_capitata_PredGene_g50635.t1, Montipora_capitata_PredGene_adi2mcaRNA21144_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA21144_R9.t1, Montipora_capitata_PredGene_g10763.t1
OG0000239	Pocillopora_acuta_HIv1_PredGene_g26376.t1	Montipora_capitata_PredGene_g67313.t1
OG0000239	Pocillopora_acuta_HIv1_PredGene_g26748.t1	Montipora_capitata_PredGene_g63436.t1, Montipora_capitata_PredGene_g67673.t1, Montipora_capitata_PredGene_g56411.t1
OG0000239	Pocillopora_acuta_HIv1_PredGene_g32042.t1	Montipora_capitata_PredGene_g51590.t1, Montipora_capitata_PredGene_g46256.t1
OG0000239	Pocillopora_acuta_HIv1_PredGene_g20084.t1, Pocillopora_acuta_HIv1_PredGene_g20072.t1, Pocillopora_acuta_HIv1_PredGene_g10534.t1	Montipora_capitata_PredGene_adi2mcaRNA25564_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA25564_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA25564_R8.t1, Montipora_capitata_PredGene_adi2mcaRNA25564_R7.t1, Montipora_capitata_PredGene_g66150.t1, Montipora_capitata_PredGene_g59782.t1, Montipora_capitata_PredGene_g6651.t1
OG0000240	Pocillopora_acuta_HIv1_PredGene_g12549.t1, Pocillopora_acuta_HIv1_PredGene_g12550.t1, Pocillopora_acuta_HIv1_PredGene_g31938.t1, Pocillopora_acuta_HIv1_PredGene_g31860.t1, Pocillopora_acuta_HIv1_PredGene_g31935.t1	Montipora_capitata_PredGene_adi2mcaRNA40475_R2.t1, Montipora_capitata_PredGene_g31069.t1, Montipora_capitata_PredGene_g5160.t1, Montipora_capitata_PredGene_g11891.t1, Montipora_capitata_PredGene_adi2mcaRNA40476_R6.t1, Montipora_capitata_PredGene_g25547.t1, Montipora_capitata_PredGene_g11892.t1, Montipora_capitata_PredGene_adi2mcaRNA28258_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA40475_R1.t1, Montipora_capitata_PredGene_g11886.t1, Montipora_capitata_PredGene_adi2mcaRNA23254_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA23254_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA23254_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA23254_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA23254_R0.t1, Montipora_capitata_PredGene_g5159.t1
OG0000241	Pocillopora_acuta_HIv1_PredGene_g18292.t1	Montipora_capitata_PredGene_g50529.t1, Montipora_capitata_PredGene_g50540.t1, Montipora_capitata_PredGene_g56194.t1
OG0000242	Pocillopora_acuta_HIv1_PredGene_g12163.t1	Montipora_capitata_PredGene_g27826.t1, Montipora_capitata_PredGene_g27832.t1, Montipora_capitata_PredGene_g27834.t1, Montipora_capitata_PredGene_g27823.t1
OG0000244	Pocillopora_acuta_HIv1_PredGene_g10543.t1	Montipora_capitata_PredGene_g34524.t1
OG0000244	Pocillopora_acuta_HIv1_PredGene_g15982.t1, Pocillopora_acuta_HIv1_PredGene_g15990.t1, Pocillopora_acuta_HIv1_PredGene_g15995.t1, Pocillopora_acuta_HIv1_PredGene_g453.t1, Pocillopora_acuta_HIv1_PredGene_g15985.t1, Pocillopora_acuta_HIv1_PredGene_g15994.t1, Pocillopora_acuta_HIv1_PredGene_g15989.t1, Pocillopora_acuta_HIv1_PredGene_g452.t1, Pocillopora_acuta_HIv1_PredGene_g15986.t1, Pocillopora_acuta_HIv1_PredGene_g15988.t1, Pocillopora_acuta_HIv1_PredGene_g15991.t1, Pocillopora_acuta_HIv1_PredGene_g15987.t1, Pocillopora_acuta_HIv1_PredGene_g15983.t1, Pocillopora_acuta_HIv1_PredGene_g15984.t1, Pocillopora_acuta_HIv1_PredGene_g15992.t1, Pocillopora_acuta_HIv1_PredGene_g15996.t1, Pocillopora_acuta_HIv1_PredGene_g454.t1, Pocillopora_acuta_HIv1_PredGene_g455.t1, Pocillopora_acuta_HIv1_PredGene_g15997.t1, Pocillopora_acuta_HIv1_PredGene_g10559.t1, Pocillopora_acuta_HIv1_PredGene_g10558.t1	Montipora_capitata_PredGene_g34516.t1, Montipora_capitata_PredGene_g34523.t1, Montipora_capitata_PredGene_g34522.t1, Montipora_capitata_PredGene_g34520.t1, Montipora_capitata_PredGene_g34521.t1
OG0000245	Pocillopora_acuta_HIv1_PredGene_g24657.t1	Montipora_capitata_PredGene_g70303.t1, Montipora_capitata_PredGene_g41625.t1, Montipora_capitata_PredGene_g41547.t1, Montipora_capitata_PredGene_g8310.t1, Montipora_capitata_PredGene_g41609.t1, Montipora_capitata_PredGene_g8466.t1
OG0000246	Pocillopora_acuta_HIv1_PredGene_g19888.t1, Pocillopora_acuta_HIv1_PredGene_g5874.t1, Pocillopora_acuta_HIv1_PredGene_g25974.t1	Montipora_capitata_PredGene_g71219.t1
OG0000247	Pocillopora_acuta_HIv1_PredGene_g6993.t1	Montipora_capitata_PredGene_g21411.t1
OG0000247	Pocillopora_acuta_HIv1_PredGene_g6995.t1	Montipora_capitata_PredGene_g34712.t1, Montipora_capitata_PredGene_g8881.t1, Montipora_capitata_PredGene_g36748.t1, Montipora_capitata_PredGene_g20435.t1, Montipora_capitata_PredGene_g63396.t1, Montipora_capitata_PredGene_g51025.t1, Montipora_capitata_PredGene_g59087.t1, Montipora_capitata_PredGene_g20434.t1, Montipora_capitata_PredGene_adi2mcaRNA26575_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA26575_R5.t1, Montipora_capitata_PredGene_g36497.t1, Montipora_capitata_PredGene_g61981.t1, Montipora_capitata_PredGene_g66592.t1
OG0000247	Pocillopora_acuta_HIv1_PredGene_g358.t1	Montipora_capitata_PredGene_g40130.t1, Montipora_capitata_PredGene_g53966.t1
OG0000248	Pocillopora_acuta_HIv1_PredGene_g20652.t1	Montipora_capitata_PredGene_g70411.t1
OG0000249	Pocillopora_acuta_HIv1_PredGene_g9507.t1	Montipora_capitata_PredGene_g67059.t1
OG0000249	Pocillopora_acuta_HIv1_PredGene_g26211.t1	Montipora_capitata_PredGene_g4599.t1
OG0000250	Pocillopora_acuta_HIv1_PredGene_g20104.t1	Montipora_capitata_PredGene_adi2mcaRNA4207_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA4207_R0.t1, Montipora_capitata_PredGene_g4378.t1, Montipora_capitata_PredGene_g4372.t1, Montipora_capitata_PredGene_g4368.t1, Montipora_capitata_PredGene_g42366.t1, Montipora_capitata_PredGene_g3063.t1
OG0000251	Pocillopora_acuta_HIv1_PredGene_g23396.t1, Pocillopora_acuta_HIv1_PredGene_g16465.t1	Montipora_capitata_PredGene_adi2mcaRNA15480_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA15480_R2.t1
OG0000251	Pocillopora_acuta_HIv1_PredGene_g22560.t1, Pocillopora_acuta_HIv1_PredGene_g16464.t1	Montipora_capitata_PredGene_adi2mcaRNA15480_R0.t1
OG0000251	Pocillopora_acuta_HIv1_PredGene_g17790.t1	Montipora_capitata_PredGene_g13801.t1
OG0000252	Pocillopora_acuta_HIv1_PredGene_g6978.t1, Pocillopora_acuta_HIv1_PredGene_g6982.t1, Pocillopora_acuta_HIv1_PredGene_g6982.t2	Montipora_capitata_PredGene_g39393.t1
OG0000252	Pocillopora_acuta_HIv1_PredGene_g6979.t1, Pocillopora_acuta_HIv1_PredGene_g6984.t1, Pocillopora_acuta_HIv1_PredGene_g6984.t2, Pocillopora_acuta_HIv1_PredGene_g6968.t1, Pocillopora_acuta_HIv1_PredGene_g6974.t1	Montipora_capitata_PredGene_g32269.t1
OG0000253	Pocillopora_acuta_HIv1_PredGene_g4461.t1	Montipora_capitata_PredGene_adi2mcaRNA24893_R7.t1
OG0000253	Pocillopora_acuta_HIv1_PredGene_g25777.t1, Pocillopora_acuta_HIv1_PredGene_g23993.t1, Pocillopora_acuta_HIv1_PredGene_g667.t1, Pocillopora_acuta_HIv1_PredGene_g27507.t1, Pocillopora_acuta_HIv1_PredGene_g8838.t1, Pocillopora_acuta_HIv1_PredGene_g18705.t1, Pocillopora_acuta_HIv1_PredGene_g17333.t1, Pocillopora_acuta_HIv1_PredGene_g27130.t1	Montipora_capitata_PredGene_adi2mcaRNA20056_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA20056_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA20056_R1.t1
OG0000254	Pocillopora_acuta_HIv1_PredGene_g4287.t1, Pocillopora_acuta_HIv1_PredGene_g31728.t1	Montipora_capitata_PredGene_g23167.t1, Montipora_capitata_PredGene_g61170.t1, Montipora_capitata_PredGene_g29006.t1
OG0000254	Pocillopora_acuta_HIv1_PredGene_g20888.t1, Pocillopora_acuta_HIv1_PredGene_g17892.t1, Pocillopora_acuta_HIv1_PredGene_g17813.t1	Montipora_capitata_PredGene_adi2mcaRNA28534_R5.t1, Montipora_capitata_PredGene_adi2mcaRNA28534_R6.t1
OG0000254	Pocillopora_acuta_HIv1_PredGene_g19239.t1, Pocillopora_acuta_HIv1_PredGene_g22978.t1, Pocillopora_acuta_HIv1_PredGene_g23392.t1, Pocillopora_acuta_HIv1_PredGene_g25495.t1	Montipora_capitata_PredGene_adi2mcaRNA28534_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA28534_R2.t1
OG0000256	Pocillopora_acuta_HIv1_PredGene_g14398.t1	Montipora_capitata_PredGene_adi2mcaRNA33138_R0.t1
OG0000257	Pocillopora_acuta_HIv1_PredGene_g23300.t1, Pocillopora_acuta_HIv1_PredGene_g26119.t1	Montipora_capitata_PredGene_g16217.t1, Montipora_capitata_PredGene_g53814.t1, Montipora_capitata_PredGene_g66806.t1, Montipora_capitata_PredGene_g20676.t1, Montipora_capitata_PredGene_g22309.t1, Montipora_capitata_PredGene_g15608.t1, Montipora_capitata_PredGene_g40497.t1, Montipora_capitata_PredGene_g21769.t1, Montipora_capitata_PredGene_adi2mcaRNA23652_R7.t1, Montipora_capitata_PredGene_g10269.t1, Montipora_capitata_PredGene_g6854.t1, Montipora_capitata_PredGene_g17011.t1, Montipora_capitata_PredGene_g55434.t1, Montipora_capitata_PredGene_g33316.t1, Montipora_capitata_PredGene_g56418.t1, Montipora_capitata_PredGene_g32327.t1, Montipora_capitata_PredGene_g66606.t1, Montipora_capitata_PredGene_g47806.t1
OG0000257	Pocillopora_acuta_HIv1_PredGene_g8420.t1	Montipora_capitata_PredGene_g873.t1
OG0000257	Pocillopora_acuta_HIv1_PredGene_g3834.t1	Montipora_capitata_PredGene_g56934.t1
OG0000258	Pocillopora_acuta_HIv1_PredGene_g27801.t1	Montipora_capitata_PredGene_g36114.t1
OG0000259	Pocillopora_acuta_HIv1_PredGene_g8543.t1, Pocillopora_acuta_HIv1_PredGene_g1683.t1	Montipora_capitata_PredGene_g55867.t1
OG0000259	Pocillopora_acuta_HIv1_PredGene_g6277.t1	Montipora_capitata_PredGene_g30754.t1
OG0000260	Pocillopora_acuta_HIv1_PredGene_g24294.t1	Montipora_capitata_PredGene_g26721.t1, Montipora_capitata_PredGene_g28743.t1, Montipora_capitata_PredGene_g31119.t1, Montipora_capitata_PredGene_g1679.t1, Montipora_capitata_PredGene_g29868.t1, Montipora_capitata_PredGene_g40109.t1
OG0000260	Pocillopora_acuta_HIv1_PredGene_g21917.t1, Pocillopora_acuta_HIv1_PredGene_g24968.t1, Pocillopora_acuta_HIv1_PredGene_g15309.t1	Montipora_capitata_PredGene_g13192.t1
OG0000262	Pocillopora_acuta_HIv1_PredGene_1620_t	Montipora_capitata_PredGene_g51028.t1, Montipora_capitata_PredGene_g24295.t1, Montipora_capitata_PredGene_g24299.t1, Montipora_capitata_PredGene_adi2mcaRNA7037_R3.t1, Montipora_capitata_PredGene_g35481.t1, Montipora_capitata_PredGene_g35480.t1, Montipora_capitata_PredGene_g17747.t1, Montipora_capitata_PredGene_g35473.t1, Montipora_capitata_PredGene_g35475.t1, Montipora_capitata_PredGene_g68939.t1, Montipora_capitata_PredGene_g45132.t1, Montipora_capitata_PredGene_g16380.t1, Montipora_capitata_PredGene_g57786.t1
OG0000263	Pocillopora_acuta_HIv1_PredGene_g15214.t1	Montipora_capitata_PredGene_adi2mcaRNA26986_R5.t1
OG0000263	Pocillopora_acuta_HIv1_PredGene_g15290.t1, Pocillopora_acuta_HIv1_PredGene_g15294.t1, Pocillopora_acuta_HIv1_PredGene_g21674.t1	Montipora_capitata_PredGene_g47644.t1, Montipora_capitata_PredGene_adi2mcaRNA26986_R7.t1, Montipora_capitata_PredGene_adi2mcaRNA26986_R8.t1
OG0000264	Pocillopora_acuta_HIv1_PredGene_g13544.t1, Pocillopora_acuta_HIv1_PredGene_g13533.t1, Pocillopora_acuta_HIv1_PredGene_g15880.t1, Pocillopora_acuta_HIv1_PredGene_g13521.t2, Pocillopora_acuta_HIv1_PredGene_g13521.t3, Pocillopora_acuta_HIv1_PredGene_g13521.t1, Pocillopora_acuta_HIv1_PredGene_g15871.t1, Pocillopora_acuta_HIv1_PredGene_g15871.t2, Pocillopora_acuta_HIv1_PredGene_g13529.t1, Pocillopora_acuta_HIv1_PredGene_g15894.t1, Pocillopora_acuta_HIv1_PredGene_g15894.t2, Pocillopora_acuta_HIv1_PredGene_g15885.t1, Pocillopora_acuta_HIv1_PredGene_g13528.t1, Pocillopora_acuta_HIv1_PredGene_24441_t, Pocillopora_acuta_HIv1_PredGene_g13531.t1, Pocillopora_acuta_HIv1_PredGene_g13524.t1, Pocillopora_acuta_HIv1_PredGene_24432_t	Montipora_capitata_PredGene_g45838.t1
OG0000265	Pocillopora_acuta_HIv1_PredGene_g10852.t1	Montipora_capitata_PredGene_g12488.t1, Montipora_capitata_PredGene_g29532.t1, Montipora_capitata_PredGene_g3593.t1, Montipora_capitata_PredGene_g2138.t1, Montipora_capitata_PredGene_g14368.t1, Montipora_capitata_PredGene_g37325.t1, Montipora_capitata_PredGene_g16170.t1, Montipora_capitata_PredGene_g48808.t1
OG0000265	Pocillopora_acuta_HIv1_PredGene_g20078.t1, Pocillopora_acuta_HIv1_PredGene_g26378.t1, Pocillopora_acuta_HIv1_PredGene_g33520.t1, Pocillopora_acuta_HIv1_PredGene_g682.t1, Pocillopora_acuta_HIv1_PredGene_g4629.t1, Pocillopora_acuta_HIv1_PredGene_g26082.t1, Pocillopora_acuta_HIv1_PredGene_g13158.t1	Montipora_capitata_PredGene_g29444.t1
OG0000265	Pocillopora_acuta_HIv1_PredGene_g27981.t1	Montipora_capitata_PredGene_g60901.t1, Montipora_capitata_PredGene_g13894.t1, Montipora_capitata_PredGene_g47808.t1
OG0000265	Pocillopora_acuta_HIv1_PredGene_g24741.t1	Montipora_capitata_PredGene_g63934.t1, Montipora_capitata_PredGene_g6722.t1, Montipora_capitata_PredGene_g18464.t1, Montipora_capitata_PredGene_g48678.t1, Montipora_capitata_PredGene_g44555.t1, Montipora_capitata_PredGene_g67716.t1, Montipora_capitata_PredGene_g57154.t1, Montipora_capitata_PredGene_g27652.t1, Montipora_capitata_PredGene_g68633.t1, Montipora_capitata_PredGene_g39849.t1, Montipora_capitata_PredGene_g52117.t1, Montipora_capitata_PredGene_g33186.t1, Montipora_capitata_PredGene_g8243.t1, Montipora_capitata_PredGene_g64251.t1, Montipora_capitata_PredGene_g63638.t1, Montipora_capitata_PredGene_g35650.t1
OG0000266	Pocillopora_acuta_HIv1_PredGene_g10478.t1, Pocillopora_acuta_HIv1_PredGene_g737.t1, Pocillopora_acuta_HIv1_PredGene_g739.t1	Montipora_capitata_PredGene_g4498.t1, Montipora_capitata_PredGene_g69736.t1
OG0000266	Pocillopora_acuta_HIv1_PredGene_g742.t1, Pocillopora_acuta_HIv1_PredGene_g768.t1, Pocillopora_acuta_HIv1_PredGene_g31769.t1, Pocillopora_acuta_HIv1_PredGene_g23961.t1, Pocillopora_acuta_HIv1_PredGene_g770.t2, Pocillopora_acuta_HIv1_PredGene_g770.t1, Pocillopora_acuta_HIv1_PredGene_g744.t1, Pocillopora_acuta_HIv1_PredGene_g744.t2, Pocillopora_acuta_HIv1_PredGene_g783.t1, Pocillopora_acuta_HIv1_PredGene_g782.t1	Montipora_capitata_PredGene_g15128.t1, Montipora_capitata_PredGene_g4497.t1
OG0000267	Pocillopora_acuta_HIv1_PredGene_g13564.t1, Pocillopora_acuta_HIv1_PredGene_g15904.t1, Pocillopora_acuta_HIv1_PredGene_g15306.t1, Pocillopora_acuta_HIv1_PredGene_g15017.t1	Montipora_capitata_PredGene_g8274.t1, Montipora_capitata_PredGene_g7248.t1, Montipora_capitata_PredGene_g71625.t1
OG0000268	Pocillopora_acuta_HIv1_PredGene_g16866.t1	Montipora_capitata_PredGene_g31239.t1, Montipora_capitata_PredGene_g14535.t1
OG0000268	Pocillopora_acuta_HIv1_PredGene_g23406.t1	Montipora_capitata_PredGene_g18976.t1, Montipora_capitata_PredGene_g28687.t1
OG0000269	Pocillopora_acuta_HIv1_PredGene_g28982.t1, Pocillopora_acuta_HIv1_PredGene_g28984.t1, Pocillopora_acuta_HIv1_PredGene_g28985.t1, Pocillopora_acuta_HIv1_PredGene_g28981.t1	Montipora_capitata_PredGene_g65044.t1, Montipora_capitata_PredGene_adi2mcaRNA20687_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA20687_R1.t1, Montipora_capitata_PredGene_g18991.t1, Montipora_capitata_PredGene_g59327.t1, Montipora_capitata_PredGene_g65043.t1, Montipora_capitata_PredGene_g65035.t1, Montipora_capitata_PredGene_g21111.t1, Montipora_capitata_PredGene_g59331.t1
OG0000270	Pocillopora_acuta_HIv1_PredGene_g27514.t1	Montipora_capitata_PredGene_g36746.t1, Montipora_capitata_PredGene_g68935.t1
OG0000270	Pocillopora_acuta_HIv1_PredGene_g4305.t1	Montipora_capitata_PredGene_g56882.t1, Montipora_capitata_PredGene_g56881.t1
OG0000270	Pocillopora_acuta_HIv1_PredGene_27169_t, Pocillopora_acuta_HIv1_PredGene_g27511.t1	Montipora_capitata_PredGene_g71498.t1
OG0000271	Pocillopora_acuta_HIv1_PredGene_g8417.t1	Montipora_capitata_PredGene_g34890.t1
OG0000272	Pocillopora_acuta_HIv1_PredGene_g22947.t1	Montipora_capitata_PredGene_adi2mcaRNA4866_R0.t1
OG0000272	Pocillopora_acuta_HIv1_PredGene_g19216.t1, Pocillopora_acuta_HIv1_PredGene_13618_t	Montipora_capitata_PredGene_adi2mcaRNA38910_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA3170_R6.t1, Montipora_capitata_PredGene_g46028.t1
OG0000273	Pocillopora_acuta_HIv1_PredGene_g21965.t1, Pocillopora_acuta_HIv1_PredGene_g21979.t1, Pocillopora_acuta_HIv1_PredGene_g21969.t1, Pocillopora_acuta_HIv1_PredGene_g21961.t1, Pocillopora_acuta_HIv1_PredGene_g21963.t1, Pocillopora_acuta_HIv1_PredGene_g21976.t1	Montipora_capitata_PredGene_g70043.t1
OG0000273	Pocillopora_acuta_HIv1_PredGene_g21972.t1	Montipora_capitata_PredGene_adi2mcaRNA18251_R0.t1
OG0000274	Pocillopora_acuta_HIv1_PredGene_g28050.t1	Montipora_capitata_PredGene_g28616.t1, Montipora_capitata_PredGene_g28619.t1
OG0000274	Pocillopora_acuta_HIv1_PredGene_g11434.t1, Pocillopora_acuta_HIv1_PredGene_g11434.t2, Pocillopora_acuta_HIv1_PredGene_g14303.t1	Montipora_capitata_PredGene_g38288.t1, Montipora_capitata_PredGene_g44995.t1, Montipora_capitata_PredGene_g42469.t1, Montipora_capitata_PredGene_g35383.t1, Montipora_capitata_PredGene_g35374.t1, Montipora_capitata_PredGene_g6078.t1, Montipora_capitata_PredGene_g25028.t1
OG0000274	Pocillopora_acuta_HIv1_PredGene_g28040.t1	Montipora_capitata_PredGene_g28599.t1, Montipora_capitata_PredGene_g28605.t1, Montipora_capitata_PredGene_g28610.t1, Montipora_capitata_PredGene_g28601.t1, Montipora_capitata_PredGene_g28614.t1, Montipora_capitata_PredGene_g28623.t1
OG0000275	Pocillopora_acuta_HIv1_PredGene_g1993.t1	Montipora_capitata_PredGene_adi2mcaRNA22656_R4.t1
OG0000275	Pocillopora_acuta_HIv1_PredGene_g25340.t1, Pocillopora_acuta_HIv1_PredGene_g20843.t1	Montipora_capitata_PredGene_adi2mcaRNA22656_R1.t1
OG0000275	Pocillopora_acuta_HIv1_PredGene_g11097.t1	Montipora_capitata_PredGene_adi2mcaRNA39998_R4.t1
OG0000275	Pocillopora_acuta_HIv1_PredGene_g28681.t1	Montipora_capitata_PredGene_g41198.t1
OG0000277	Pocillopora_acuta_HIv1_PredGene_g11601.t1	Montipora_capitata_PredGene_adi2mcaRNA2072_R9.t1, Montipora_capitata_PredGene_g59846.t1, Montipora_capitata_PredGene_adi2mcaRNA40549_R1.t1
OG0000278	Pocillopora_acuta_HIv1_PredGene_g3535.t1	Montipora_capitata_PredGene_g40764.t1
OG0000278	Pocillopora_acuta_HIv1_PredGene_g31409.t1, Pocillopora_acuta_HIv1_PredGene_g31399.t1, Pocillopora_acuta_HIv1_PredGene_g31406.t1, Pocillopora_acuta_HIv1_PredGene_g8423.t1, Pocillopora_acuta_HIv1_PredGene_g30310.t1, Pocillopora_acuta_HIv1_PredGene_g1850.t1, Pocillopora_acuta_HIv1_PredGene_g10350.t1, Pocillopora_acuta_HIv1_PredGene_g10302.t1, Pocillopora_acuta_HIv1_PredGene_1668_t, Pocillopora_acuta_HIv1_PredGene_g990.t1	Montipora_capitata_PredGene_g2567.t1
OG0000279	Pocillopora_acuta_HIv1_PredGene_g6342.t1	Montipora_capitata_PredGene_g33667.t1
OG0000280	Pocillopora_acuta_HIv1_PredGene_g9508.t1, Pocillopora_acuta_HIv1_PredGene_g25351.t1, Pocillopora_acuta_HIv1_PredGene_g25366.t1	Montipora_capitata_PredGene_g9149.t1
OG0000282	Pocillopora_acuta_HIv1_PredGene_g8673.t1	Montipora_capitata_PredGene_g61339.t1, Montipora_capitata_PredGene_g26703.t1, Montipora_capitata_PredGene_g31356.t1, Montipora_capitata_PredGene_g48792.t1, Montipora_capitata_PredGene_g3831.t1, Montipora_capitata_PredGene_g5338.t1, Montipora_capitata_PredGene_g63563.t1, Montipora_capitata_PredGene_g34066.t1, Montipora_capitata_PredGene_g39078.t1, Montipora_capitata_PredGene_g56816.t1, Montipora_capitata_PredGene_g59434.t1, Montipora_capitata_PredGene_g20558.t1, Montipora_capitata_PredGene_g2985.t1, Montipora_capitata_PredGene_g26702.t1, Montipora_capitata_PredGene_g25906.t1, Montipora_capitata_PredGene_g34065.t1, Montipora_capitata_PredGene_g48794.t1, Montipora_capitata_PredGene_g25895.t1, Montipora_capitata_PredGene_g10835.t1, Montipora_capitata_PredGene_g70442.t1, Montipora_capitata_PredGene_g48793.t1, Montipora_capitata_PredGene_g68099.t1, Montipora_capitata_PredGene_g46922.t1, Montipora_capitata_PredGene_g50039.t1, Montipora_capitata_PredGene_g18128.t1, Montipora_capitata_PredGene_g25907.t1, Montipora_capitata_PredGene_g10017.t1, Montipora_capitata_PredGene_g33617.t1, Montipora_capitata_PredGene_g59458.t1, Montipora_capitata_PredGene_g27820.t1
OG0000283	Pocillopora_acuta_HIv1_PredGene_g10240.t1, Pocillopora_acuta_HIv1_PredGene_g3805.t1, Pocillopora_acuta_HIv1_PredGene_g20814.t1	Montipora_capitata_PredGene_g11709.t1
