Orthogroup	plut2v1.1.proteins	Mcavernosa.maker.proteins
OG0001759	jamg1.model.xfSc0000017.5, jamg1.model.xfSc0000017.10, plut2.m8.31674.m1, jamg1.model.xfSc0000017.4	Mcavernosa11930-RA
OG0001760	plut2.m8.9360.m1, jamg1.model.xfSc0002483.1, plut2.m8.20658.m1, plut2.m8.16327.m1, jamg1.model.Sc0000241.42, plut2.m8.26738.m1, plut2.m8.26741.m1, plut2.m8.17560.m1, plut2.m8.19559.m1	Mcavernosa17494-RA, Mcavernosa17492-RA
OG0001761	plut2.m8.19634.m1, plut2.m8.30038.m1, plut2.m8.14983.m1, plut2.m8.33217.m1	Mcavernosa15260-RA
OG0001762	plut2.m8.33232.m1	Mcavernosa22003-RA, Mcavernosa21996-RA, Mcavernosa22001-RA
OG0001762	plut2.m8.33231.m1	Mcavernosa21993-RA, Mcavernosa13176-RA, Mcavernosa28919-RA
OG0001763	plut2.m8.11170.m1	Mcavernosa06318-RA
OG0001763	plut2.m8.11172.m1	Mcavernosa06316-RA
OG0001764	plut2.m8.31137.m1, plut2.m8.23635.m1	Mcavernosa05188-RA
OG0001765	plut2.m8.25615.m1	Mcavernosa25690-RA
OG0001766	plut2.m8.23080.m1, plut2.m8.18033.m1, plut2.m8.18035.m1, plut2.m8.26197.m1	Mcavernosa03493-RA
OG0001770	plut2.m8.21605.m1	Mcavernosa29951-RA
OG0001770	plut2.m8.21609.m1	Mcavernosa29950-RA
OG0001770	jamg1.model.Sc0000426.10	Mcavernosa29952-RA
OG0001772	plut2.m8.28409.m1, plut2.m8.28408.m1	Mcavernosa04436-RA, Mcavernosa30538-RA, Mcavernosa06979-RA
OG0001773	plut2.m8.2103.m1	Mcavernosa30095-RA
OG0001774	plut2.m8.1047.m1	Mcavernosa25692-RA, Mcavernosa25691-RA, Mcavernosa25693-RA
OG0001775	plut2.m8.8832.m1	Mcavernosa09185-RA
OG0001776	plut2.m8.20323.m1	Mcavernosa14916-RA
OG0001777	plut2.m8.25537.m1	Mcavernosa29150-RA, Mcavernosa19512-RA
OG0001778	plut2.m8.23072.m1	Mcavernosa17268-RA, Mcavernosa17267-RA
OG0001779	jamg1.model.Sc0000301.24	Mcavernosa23508-RA, Mcavernosa28925-RA
OG0001780	jamg1.model.Sc0000272.6	Mcavernosa27133-RA, Mcavernosa02223-RA, Mcavernosa27134-RA, Mcavernosa34848-RA, Mcavernosa34849-RA
OG0001781	plut2.m8.1503.m1, plut2.m8.1502.m1, plut2.m8.1505.m1	Mcavernosa02225-RA, Mcavernosa29341-RA
OG0001782	plut2.m8.27553.m1	Mcavernosa32226-RA, Mcavernosa32225-RA, Mcavernosa32224-RA
OG0001784	plut2.m8.20970.m1	Mcavernosa17356-RA
OG0001785	plut2.m8.29849.m1	Mcavernosa01839-RA, Mcavernosa01664-RA
OG0001786	plut2.m8.9516.m1	Mcavernosa30986-RA, Mcavernosa30983-RA
OG0001787	plut2.m8.84.m1	Mcavernosa27926-RA
OG0001787	jamg1.model.Sc0000000.123	Mcavernosa27925-RA
OG0001788	plut2.m8.11228.m1	Mcavernosa22308-RA, Mcavernosa22302-RA
OG0001789	plut2.m8.7340.m1, plut2.m8.7335.m1	Mcavernosa23097-RA, Mcavernosa12177-RA
OG0001790	plut2.m8.23036.m1, plut2.m8.23033.m1	Mcavernosa00198-RA, Mcavernosa30444-RA
OG0001791	plut2.m8.11919.m1	Mcavernosa02204-RA, Mcavernosa02205-RA
OG0001792	plut2.m8.9721.m1, plut2.m8.9717.m1	Mcavernosa29154-RA
OG0001793	plut2.m8.9060.m1, plut2.m8.22985.m1	Mcavernosa06364-RA, Mcavernosa27753-RA, Mcavernosa06366-RA, Mcavernosa27755-RA
OG0001795	plut2.m8.15048.m1	Mcavernosa27406-RA
OG0001795	plut2.m8.15050.m1	Mcavernosa18879-RA
OG0001798	plut2.m8.7157.m1	Mcavernosa14269-RA, Mcavernosa14267-RA
OG0001799	jamg1.model.xfSc0005698.1, plut2.m8.26666.m1, plut2.m8.26671.m1	Mcavernosa18445-RA
OG0001800	plut2.m8.19746.m1	Mcavernosa09149-RA
OG0001800	plut2.m8.19744.m1	Mcavernosa09144-RA
OG0001801	plut2.m8.13310.m1	Mcavernosa15106-RA, Mcavernosa15060-RA, Mcavernosa24077-RA, Mcavernosa07225-RA
OG0001802	plut2.m8.3621.m1	Mcavernosa24479-RA, Mcavernosa24478-RA
OG0001804	jamg1.model.Sc0000175.44	Mcavernosa02247-RA
OG0001807	plut2.m8.1281.m1, plut2.m8.1280.m1	Mcavernosa11982-RA, Mcavernosa11981-RA, Mcavernosa28072-RA, Mcavernosa11979-RA, Mcavernosa34158-RA, Mcavernosa11980-RA
OG0001808	plut2.m8.10438.m1	Mcavernosa07192-RA, Mcavernosa07194-RA
OG0001809	plut2.m8.13318.m1	Mcavernosa08790-RA
OG0001810	plut2.m8.17790.m1	Mcavernosa14121-RA, Mcavernosa14118-RA
OG0001811	plut2.m8.7022.m1, plut2.m8.7023.m1	Mcavernosa26431-RA, Mcavernosa33878-RA, Mcavernosa10582-RA, Mcavernosa10586-RA, Mcavernosa24262-RA, Mcavernosa33881-RA
OG0001812	plut2.m8.5228.m1	Mcavernosa12533-RA, Mcavernosa29169-RA, Mcavernosa32841-RA
OG0001812	plut2.m8.5227.m1, plut2.m8.5226.m1	Mcavernosa29170-RA, Mcavernosa12532-RA, Mcavernosa12523-RA
OG0001813	plut2.m8.9032.m1	Mcavernosa14467-RA
OG0001814	plut2.m8.30464.m1, plut2.m8.30461.m1	Mcavernosa22008-RA
OG0001815	jamg1.model.xfSc0000386.3, jamg1.model.Sc0000525.26, plut2.m8.9480.m1	Mcavernosa12957-RA, Mcavernosa23327-RA, Mcavernosa33403-RA, Mcavernosa07781-RA
OG0001817	plut2.m8.25481.m1, plut2.m8.25482.m1, plut2.m8.26161.m1, plut2.m8.21257.m1, plut2.m8.21838.m1, plut2.m8.33606.m1, plut2.m8.26160.m1	Mcavernosa04688-RA
OG0001818	plut2.m8.12484.m1	Mcavernosa03208-RA
OG0001818	plut2.m8.12497.m1	Mcavernosa03185-RA, Mcavernosa30594-RA, Mcavernosa34130-RA, Mcavernosa18023-RA
OG0001819	jamg1.model.Sc0000352.8	Mcavernosa20169-RA, Mcavernosa29174-RA, Mcavernosa06700-RA, Mcavernosa20872-RA, Mcavernosa34270-RA
OG0001820	plut2.m8.14788.m1, plut2.m8.24841.m1, plut2.m8.14798.m1, plut2.m8.14794.m1	Mcavernosa26645-RA
OG0001820	plut2.m8.12982.m1	Mcavernosa11075-RA
OG0001821	jamg1.model.xfSc0000475.1, plut2.m8.9961.m1, plut2.m8.9964.m1	Mcavernosa12647-RA
OG0001821	jamg1.model.Sc0000117.42, jamg1.model.Sc0000117.30, jamg1.model.xfSc0000469.4, jamg1.model.Sc0000117.36, jamg1.model.Sc0000117.46, plut2.m8.9959.m1, jamg1.model.xfSc0000418.2	Mcavernosa12648-RA, Mcavernosa12646-RA
OG0001825	plut2.m8.21128.m1	Mcavernosa19187-RA, Mcavernosa19197-RA, Mcavernosa33312-RA, Mcavernosa27233-RA, Mcavernosa19196-RA, Mcavernosa27230-RA
OG0001829	plut2.m8.33559.m1	Mcavernosa02629-RA, Mcavernosa02627-RA
OG0001830	plut2.m8.31675.m1, plut2.m8.27809.m1, plut2.m8.27821.m1, plut2.m8.27822.m1, plut2.m8.15657.m1, plut2.m8.27819.m1, plut2.m8.15656.m1, plut2.m8.27815.m1, plut2.m8.27811.m1, plut2.m8.27820.m1	Mcavernosa16661-RA
OG0001831	plut2.m8.10272.m1, plut2.m8.10273.m1	Mcavernosa12305-RA
OG0001831	plut2.m8.22547.m1, plut2.m8.22551.m1	Mcavernosa34617-RA
OG0001831	plut2.m8.290.m1	Mcavernosa20854-RA
OG0001832	plut2.m8.26688.m1	Mcavernosa06601-RA, Mcavernosa06606-RA, Mcavernosa06602-RA, Mcavernosa06600-RA
OG0001833	plut2.m8.7882.m1	Mcavernosa33294-RA, Mcavernosa27801-RA
OG0001833	plut2.m8.7879.m1, plut2.m8.7880.m1, plut2.m8.7877.m1	Mcavernosa23300-RA
OG0001834	plut2.m8.22440.m1, plut2.m8.16146.m1, jamg1.model.Sc0000237.5	Mcavernosa23977-RA, Mcavernosa17774-RA, Mcavernosa18565-RA, Mcavernosa23976-RA
OG0001835	plut2.m8.6074.m1, plut2.m8.6073.m1	Mcavernosa22352-RA, Mcavernosa22364-RA, Mcavernosa22351-RA
OG0001835	plut2.m8.4313.m1	Mcavernosa22355-RA, Mcavernosa22354-RA
OG0001836	plut2.m8.15506.m1, plut2.m8.23587.m1, plut2.m8.23588.m1, plut2.m8.23589.m1, plut2.m8.23586.m1, jamg1.model.Sc0000221.44	Mcavernosa10095-RA, Mcavernosa10097-RA, Mcavernosa10096-RA
OG0001837	plut2.m8.9442.m1, plut2.m8.17063.m1, plut2.m8.17071.m1	Mcavernosa21502-RA, Mcavernosa16734-RA, Mcavernosa33049-RA, Mcavernosa16735-RA, Mcavernosa16740-RA, Mcavernosa23677-RA, Mcavernosa23676-RA, Mcavernosa16736-RA, Mcavernosa34628-RA
OG0001838	plut2.m8.19055.m1, plut2.m8.19060.m1	Mcavernosa29536-RA, Mcavernosa29533-RA
OG0001840	plut2.m8.7965.m1	Mcavernosa18305-RA, Mcavernosa32936-RA, Mcavernosa27064-RA, Mcavernosa25404-RA, Mcavernosa27070-RA, Mcavernosa33606-RA, Mcavernosa27066-RA, Mcavernosa02830-RA
OG0001843	jamg1.model.Sc0000195.22	Mcavernosa31202-RA
OG0001855	plut2.m8.22262.m1, plut2.m8.22253.m1	Mcavernosa18891-RA, Mcavernosa25471-RA
OG0001856	plut2.m8.27304.m1	Mcavernosa33462-RA
OG0001856	plut2.m8.15683.m1	Mcavernosa18915-RA
OG0001859	plut2.m8.11725.m1	Mcavernosa11156-RA, Mcavernosa20924-RA
OG0001860	plut2.m8.12747.m1	Mcavernosa00144-RA
OG0001860	plut2.m8.12771.m1	Mcavernosa33206-RA
OG0001862	plut2.m8.30004.m1	Mcavernosa10231-RA
OG0001863	plut2.m8.32427.m1	Mcavernosa11389-RA
OG0001863	plut2.m8.32426.m1	Mcavernosa11390-RA
OG0001865	plut2.m8.15889.m1, plut2.m8.21027.m1	Mcavernosa26470-RA
OG0001865	plut2.m8.15888.m1	Mcavernosa26475-RA
OG0001866	plut2.m8.15313.m1, plut2.m8.15312.m1	Mcavernosa21749-RA, Mcavernosa21748-RA
OG0001867	plut2.m8.21721.m1, plut2.m8.21722.m1, plut2.m8.21720.m1, plut2.m8.22165.m1, plut2.m8.21719.m1, plut2.m8.9126.m1	Mcavernosa11616-RA, Mcavernosa23638-RA, Mcavernosa14124-RA
OG0001868	plut2.m8.24491.m1, plut2.m8.24482.m1, plut2.m8.24487.m1	Mcavernosa11869-RA, Mcavernosa29386-RA
OG0001869	plut2.m8.5097.m1, plut2.m8.5102.m1	Mcavernosa31307-RA, Mcavernosa24570-RA
OG0001870	plut2.m8.4736.m1	Mcavernosa04407-RA
OG0001873	plut2.m8.1412.m1	Mcavernosa13369-RA, Mcavernosa13371-RA, Mcavernosa13370-RA, Mcavernosa33842-RA
OG0001874	plut2.m8.23027.m1	Mcavernosa26368-RA
OG0001876	plut2.m8.5994.m1	Mcavernosa25486-RA, Mcavernosa22216-RA, Mcavernosa22217-RA
OG0001878	plut2.m8.16925.m1	Mcavernosa12654-RA, Mcavernosa12652-RA, Mcavernosa22539-RA, Mcavernosa12650-RA
OG0001878	plut2.m8.16923.m1	Mcavernosa12649-RA
OG0001879	plut2.m8.874.m1, plut2.m8.885.m1	Mcavernosa04227-RA
OG0001880	plut2.m8.15084.m1	Mcavernosa06181-RA
OG0001881	plut2.m8.8422.m1	Mcavernosa27421-RA
OG0001881	plut2.m8.3026.m1, plut2.m8.3019.m1	Mcavernosa15449-RA
OG0001882	plut2.m8.3091.m1	Mcavernosa11518-RA, Mcavernosa11519-RA, Mcavernosa30317-RA, Mcavernosa11520-RA
OG0001883	plut2.m8.17765.m1	Mcavernosa14430-RA, Mcavernosa14431-RA, Mcavernosa33848-RA, Mcavernosa01862-RA
OG0001884	plut2.m8.6472.m1, plut2.m8.27288.m1	Mcavernosa30872-RA
OG0001886	plut2.m8.12191.m1	Mcavernosa01061-RA
OG0001887	plut2.m8.26532.m1, plut2.m8.26524.m1, plut2.m8.26531.m1, plut2.m8.26528.m1	Mcavernosa14314-RA
OG0001888	plut2.m8.23257.m1	Mcavernosa24878-RA, Mcavernosa27485-RA, Mcavernosa17422-RA
OG0001889	plut2.m8.12014.m1, plut2.m8.5177.m1	Mcavernosa24525-RA, Mcavernosa27033-RA, Mcavernosa30046-RA
OG0001890	plut2.m8.10980.m1, plut2.m8.24466.m1	Mcavernosa19842-RA
OG0001890	plut2.m8.20862.m1	Mcavernosa06326-RA
OG0001891	plut2.m8.2213.m1, plut2.m8.2212.m1	Mcavernosa08208-RA, Mcavernosa08199-RA
OG0001891	plut2.m8.2205.m1	Mcavernosa08204-RA, Mcavernosa08200-RA
OG0001892	plut2.m8.10428.m1	Mcavernosa15095-RA, Mcavernosa15097-RA
OG0001892	plut2.m8.10429.m1	Mcavernosa15098-RA
OG0001893	plut2.m8.6192.m1	Mcavernosa08891-RA
OG0001893	plut2.m8.15101.m1	Mcavernosa07540-RA
OG0001894	plut2.m8.16206.m1	Mcavernosa08665-RA, Mcavernosa08668-RA
OG0001895	plut2.m8.9769.m1, plut2.m8.20784.m1	Mcavernosa06944-RA, Mcavernosa08619-RA
OG0001897	plut2.m8.16301.m1, plut2.m8.16297.m1, plut2.m8.16295.m1	Mcavernosa27834-RA, Mcavernosa30863-RA
OG0001898	plut2.m8.23029.m1	Mcavernosa26364-RA, Mcavernosa26359-RA, Mcavernosa26366-RA
OG0001900	plut2.m8.29696.m1	Mcavernosa12898-RA, Mcavernosa12876-RA, Mcavernosa12884-RA
OG0001905	plut2.m8.15065.m1	Mcavernosa03085-RA, Mcavernosa03082-RA, Mcavernosa03080-RA
OG0001906	plut2.m8.12364.m1	Mcavernosa20622-RA, Mcavernosa20623-RA
OG0001908	plut2.m8.19394.m1	Mcavernosa30730-RA
OG0001909	plut2.m8.22464.m1	Mcavernosa06200-RA
OG0001910	plut2.m8.10278.m1	Mcavernosa11271-RA, Mcavernosa11273-RA
OG0001911	plut2.m8.17115.m1	Mcavernosa25093-RA, Mcavernosa13920-RA, Mcavernosa25094-RA
OG0001912	plut2.m8.2840.m1	Mcavernosa12124-RA, Mcavernosa12118-RA, Mcavernosa12117-RA
OG0001914	plut2.m8.21459.m1, plut2.m8.21456.m1	Mcavernosa04107-RA
OG0001915	plut2.m8.21429.m1	Mcavernosa04090-RA
OG0001917	jamg1.model.Sc0000296.38, jamg1.model.Sc0000872.4	Mcavernosa28272-RA
OG0001917	jamg1.model.Sc0000219.46	Mcavernosa21251-RA, Mcavernosa21250-RA
OG0001921	plut2.m8.7859.m1, plut2.m8.7858.m1	Mcavernosa33639-RA
OG0001922	plut2.m8.2974.m1	Mcavernosa01180-RA
OG0001923	jamg1.model.Sc0000551.17	Mcavernosa08265-RA
OG0001923	plut2.m8.3536.m1	Mcavernosa14614-RA
OG0001925	plut2.m8.18100.m1	Mcavernosa28109-RA
OG0001927	jamg1.model.Sc0000292.7, jamg1.model.Sc0000292.6	Mcavernosa24396-RA, Mcavernosa24387-RA, Mcavernosa24395-RA, Mcavernosa24397-RA
OG0001929	plut2.m8.24717.m1	Mcavernosa32642-RA, Mcavernosa17990-RA
OG0001929	plut2.m8.25339.m1	Mcavernosa17982-RA
OG0001930	plut2.m8.20724.m1	Mcavernosa19103-RA
OG0001931	plut2.m8.24679.m1	Mcavernosa28327-RA, Mcavernosa28326-RA
OG0001932	plut2.m8.15024.m1	Mcavernosa03442-RA, Mcavernosa03438-RA
OG0001933	plut2.m8.16030.m1	Mcavernosa29605-RA
OG0001933	plut2.m8.24550.m1	Mcavernosa21696-RA
OG0001934	plut2.m8.16671.m1, plut2.m8.16667.m1, plut2.m8.16665.m1	Mcavernosa26235-RA
OG0001935	plut2.m8.2167.m1	Mcavernosa11984-RA, Mcavernosa11983-RA
OG0001935	plut2.m8.2165.m1	Mcavernosa11985-RA
OG0001936	plut2.m8.3321.m1	Mcavernosa03713-RA
OG0001937	plut2.m8.10643.m1	Mcavernosa14582-RA
OG0001937	plut2.m8.10642.m1	Mcavernosa06775-RA, Mcavernosa06773-RA
OG0001938	plut2.m8.22644.m1, plut2.m8.25751.m1	Mcavernosa16450-RA
OG0001940	plut2.m8.8397.m1	Mcavernosa16421-RA
OG0001941	plut2.m8.31083.m1	Mcavernosa08949-RA, Mcavernosa24398-RA
OG0001942	plut2.m8.14656.m1	Mcavernosa16324-RA
OG0001944	plut2.m8.32254.m1	Mcavernosa24892-RA
OG0001945	jamg1.model.Sc0000001.170	Mcavernosa25297-RA, Mcavernosa14630-RA, Mcavernosa30868-RA
OG0001946	plut2.m8.13993.m1	Mcavernosa05543-RA
OG0001949	plut2.m8.21825.m1	Mcavernosa31505-RA
OG0001949	plut2.m8.26047.m1	Mcavernosa22415-RA
OG0001950	plut2.m8.15042.m1	Mcavernosa02895-RA
OG0001951	plut2.m8.20830.m1	Mcavernosa13995-RA
OG0001953	plut2.m8.1261.m1	Mcavernosa16926-RA
OG0001955	plut2.m8.241.m1	Mcavernosa12632-RA, Mcavernosa33884-RA, Mcavernosa24864-RA, Mcavernosa24857-RA, Mcavernosa24862-RA
OG0001956	plut2.m8.4180.m1	Mcavernosa22619-RA
OG0001956	plut2.m8.14460.m1	Mcavernosa22618-RA, Mcavernosa22620-RA
OG0001957	plut2.m8.12991.m1	Mcavernosa29968-RA, Mcavernosa29974-RA, Mcavernosa26655-RA, Mcavernosa26657-RA, Mcavernosa29969-RA
OG0001958	jamg1.model.Sc0000010.8	Mcavernosa21075-RA, Mcavernosa05602-RA, Mcavernosa31995-RA
OG0001961	plut2.m8.19093.m1	Mcavernosa11437-RA
OG0001961	plut2.m8.4955.m1	Mcavernosa00424-RA
OG0001962	plut2.m8.465.m1	Mcavernosa20110-RA
OG0001963	plut2.m8.1807.m1	Mcavernosa23216-RA
OG0001965	plut2.m8.3645.m1, plut2.m8.3646.m1	Mcavernosa05715-RA, Mcavernosa05710-RA
OG0001967	plut2.m8.18567.m1	Mcavernosa24251-RA
OG0001969	plut2.m8.4190.m1, plut2.m8.4181.m1	Mcavernosa22613-RA
OG0001970	plut2.m8.32889.m1, plut2.m8.32883.m1, plut2.m8.867.m1, plut2.m8.876.m1	Mcavernosa01460-RA, Mcavernosa01477-RA, Mcavernosa25569-RA
OG0001971	plut2.m8.11125.m1, plut2.m8.11126.m1, plut2.m8.11122.m1	Mcavernosa04255-RA
OG0001973	plut2.m8.26790.m1	Mcavernosa10546-RA, Mcavernosa10547-RA, Mcavernosa33519-RA, Mcavernosa10549-RA, Mcavernosa00250-RA
OG0001974	plut2.m8.6533.m1	Mcavernosa13561-RA, Mcavernosa13564-RA
OG0001974	plut2.m8.6534.m1	Mcavernosa13563-RA, Mcavernosa13562-RA
OG0001975	plut2.m8.26802.m1	Mcavernosa10591-RA, Mcavernosa10592-RA, Mcavernosa10611-RA
OG0001976	plut2.m8.17895.m1	Mcavernosa26061-RA
OG0001977	plut2.m8.18464.m1	Mcavernosa01634-RA
OG0001978	plut2.m8.4334.m1	Mcavernosa16707-RA, Mcavernosa32057-RA
OG0001981	plut2.m8.19440.m1	Mcavernosa20636-RA
OG0001981	plut2.m8.19446.m1, plut2.m8.19450.m1, plut2.m8.19447.m1	Mcavernosa20634-RA
OG0001982	plut2.m8.9417.m1, plut2.m8.9145.m1	Mcavernosa29866-RA, Mcavernosa30004-RA
OG0001983	plut2.m8.26917.m1	Mcavernosa03516-RA
OG0001983	plut2.m8.1496.m1	Mcavernosa08435-RA
OG0001987	plut2.m8.142.m1	Mcavernosa01001-RA
OG0001987	jamg1.model.Sc0000000.198	Mcavernosa01002-RA
OG0001988	jamg1.model.Sc0000233.37, jamg1.model.Sc0000361.22	Mcavernosa01478-RA
OG0001989	plut2.m8.18425.m1	Mcavernosa08093-RA
OG0001989	plut2.m8.18427.m1, plut2.m8.9511.m1	Mcavernosa08092-RA
OG0001990	plut2.m8.3560.m1	Mcavernosa15929-RA
OG0001991	plut2.m8.16271.m1	Mcavernosa17119-RA
OG0001992	plut2.m8.18164.m1	Mcavernosa33075-RA
OG0001993	plut2.m8.6496.m1	Mcavernosa34942-RA
OG0001993	plut2.m8.6491.m1	Mcavernosa13593-RA
OG0001995	plut2.m8.16631.m1	Mcavernosa17227-RA
OG0001995	plut2.m8.16630.m1	Mcavernosa17229-RA
OG0001996	jamg1.model.Sc0000053.21	Mcavernosa10326-RA, Mcavernosa34955-RA, Mcavernosa16192-RA, Mcavernosa22996-RA
OG0001998	plut2.m8.30963.m1	Mcavernosa08666-RA
OG0001998	plut2.m8.1513.m1	Mcavernosa24638-RA
OG0001998	plut2.m8.281.m1, plut2.m8.277.m1, plut2.m8.280.m1	Mcavernosa11474-RA, Mcavernosa32845-RA
OG0002002	plut2.m8.20704.m1	Mcavernosa00027-RA, Mcavernosa26178-RA
OG0002002	plut2.m8.20705.m1	Mcavernosa11870-RA
OG0002003	plut2.m8.28766.m1, plut2.m8.28767.m1	Mcavernosa32273-RA
OG0002003	plut2.m8.28765.m1	Mcavernosa32267-RA
OG0002004	plut2.m8.27832.m1, plut2.m8.12727.m1	Mcavernosa12868-RA
OG0002005	plut2.m8.933.m1	Mcavernosa31430-RA
OG0002006	jamg1.model.Sc0000155.39, jamg1.model.Sc0000155.40, jamg1.model.Sc0000973.1, jamg1.model.Sc0000155.37, jamg1.model.Sc0000155.35, jamg1.model.Sc0000973.2	Mcavernosa34721-RA, Mcavernosa34723-RA, Mcavernosa34722-RA
OG0002007	plut2.m8.20113.m1, plut2.m8.20117.m1	Mcavernosa22148-RA, Mcavernosa22146-RA, Mcavernosa22147-RA
OG0002008	plut2.m8.23504.m1	Mcavernosa17710-RA, Mcavernosa17714-RA
OG0002009	plut2.m8.2904.m1	Mcavernosa31829-RA
OG0002011	plut2.m8.3814.m1	Mcavernosa12022-RA, Mcavernosa28732-RA, Mcavernosa12023-RA, Mcavernosa28731-RA, Mcavernosa28729-RA
OG0002012	plut2.m8.23073.m1	Mcavernosa31784-RA, Mcavernosa17856-RA, Mcavernosa33919-RA, Mcavernosa31783-RA
OG0002013	plut2.m8.12974.m1	Mcavernosa20863-RA
OG0002013	plut2.m8.4987.m1	Mcavernosa34517-RA
OG0002014	plut2.m8.28558.m1, plut2.m8.28562.m1	Mcavernosa17373-RA
OG0002014	plut2.m8.28555.m1	Mcavernosa17372-RA, Mcavernosa17370-RA
OG0002016	plut2.m8.20597.m1	Mcavernosa25716-RA, Mcavernosa16381-RA
OG0002017	plut2.m8.6624.m1, plut2.m8.6619.m1, plut2.m8.6620.m1	Mcavernosa15876-RA
OG0002017	plut2.m8.6626.m1	Mcavernosa34868-RA
OG0002019	plut2.m8.23660.m1	Mcavernosa16377-RA
OG0002019	plut2.m8.23658.m1, plut2.m8.23662.m1	Mcavernosa16378-RA
OG0002021	jamg1.model.Sc0000039.87	Mcavernosa15600-RA, Mcavernosa15596-RA, Mcavernosa15598-RA
OG0002023	plut2.m8.16474.m1	Mcavernosa29648-RA, Mcavernosa17883-RA
OG0002024	plut2.m8.7070.m1	Mcavernosa05482-RA
OG0002024	plut2.m8.29856.m1, plut2.m8.29855.m1	Mcavernosa30152-RA
OG0002026	plut2.m8.33330.m1	Mcavernosa08069-RA
OG0002027	plut2.m8.12654.m1	Mcavernosa06869-RA
OG0002028	plut2.m8.24574.m1, plut2.m8.24562.m1, plut2.m8.24564.m1	Mcavernosa31837-RA, Mcavernosa16544-RA, Mcavernosa31836-RA
OG0002029	plut2.m8.8903.m1, plut2.m8.8904.m1	Mcavernosa25914-RA
OG0002029	plut2.m8.4745.m1	Mcavernosa10548-RA
OG0002032	plut2.m8.21783.m1	Mcavernosa04642-RA
OG0002032	plut2.m8.5873.m1	Mcavernosa04658-RA
OG0002033	plut2.m8.5985.m1	Mcavernosa31161-RA
OG0002033	plut2.m8.5984.m1	Mcavernosa31159-RA
OG0002034	plut2.m8.13875.m1	Mcavernosa19213-RA
OG0002035	plut2.m8.31506.m1	Mcavernosa13675-RA, Mcavernosa13682-RA, Mcavernosa13681-RA
OG0002036	plut2.m8.6497.m1	Mcavernosa10638-RA
OG0002037	plut2.m8.2942.m1	Mcavernosa07792-RA, Mcavernosa07794-RA
OG0002037	plut2.m8.2948.m1	Mcavernosa07791-RA
OG0002038	plut2.m8.22554.m1	Mcavernosa13182-RA
OG0002039	plut2.m8.9733.m1	Mcavernosa02794-RA, Mcavernosa02793-RA
OG0002040	plut2.m8.16552.m1, plut2.m8.16553.m1	Mcavernosa12307-RA
OG0002040	plut2.m8.16551.m1	Mcavernosa12308-RA
OG0002041	jamg1.model.Sc0000802.5	Mcavernosa21444-RA
OG0002042	plut2.m8.21029.m1	Mcavernosa15858-RA, Mcavernosa23209-RA, Mcavernosa29271-RA, Mcavernosa34104-RA, Mcavernosa32615-RA
OG0002045	jamg1.model.Sc0000101.61	Mcavernosa12224-RA, Mcavernosa13472-RA, Mcavernosa13473-RA, Mcavernosa13471-RA
OG0002046	plut2.m8.30811.m1	Mcavernosa04852-RA
OG0002046	plut2.m8.11446.m1	Mcavernosa04846-RA
OG0002047	plut2.m8.5665.m1	Mcavernosa03681-RA
OG0002048	plut2.m8.22003.m1	Mcavernosa26206-RA, Mcavernosa26207-RA
OG0002049	plut2.m8.20632.m1	Mcavernosa03535-RA
OG0002050	plut2.m8.25352.m1	Mcavernosa14215-RA
OG0002051	plut2.m8.13157.m1	Mcavernosa02238-RA
OG0002052	plut2.m8.16221.m1, plut2.m8.16212.m1, plut2.m8.16213.m1	Mcavernosa16951-RA
OG0002054	plut2.m8.30171.m1	Mcavernosa25648-RA, Mcavernosa25649-RA
OG0002055	plut2.m8.23768.m1, plut2.m8.10671.m1, plut2.m8.10674.m1	Mcavernosa12741-RA, Mcavernosa32196-RA, Mcavernosa12742-RA
OG0002056	plut2.m8.14305.m1, plut2.m8.1323.m1	Mcavernosa29524-RA
OG0002057	plut2.m8.16227.m1, plut2.m8.17209.m1	Mcavernosa17018-RA, Mcavernosa17019-RA
OG0002061	plut2.m8.15886.m1	Mcavernosa26472-RA, Mcavernosa00317-RA
OG0002061	plut2.m8.9313.m1	Mcavernosa00316-RA
OG0002064	plut2.m8.12455.m1	Mcavernosa16967-RA
OG0002064	plut2.m8.21173.m1	Mcavernosa16977-RA
OG0002065	jamg1.model.Sc0000393.3	Mcavernosa22009-RA
OG0002065	jamg1.model.Sc0000780.3	Mcavernosa13177-RA
OG0002068	plut2.m8.6931.m1, plut2.m8.6930.m1	Mcavernosa28447-RA
OG0002070	plut2.m8.21160.m1	Mcavernosa16970-RA, Mcavernosa16968-RA
OG0002072	plut2.m8.18397.m1	Mcavernosa17143-RA
OG0002072	plut2.m8.18409.m1	Mcavernosa17129-RA, Mcavernosa17131-RA
OG0002076	plut2.m8.1671.m1	Mcavernosa24667-RA, Mcavernosa24670-RA
OG0002078	plut2.m8.19831.m1	Mcavernosa34145-RA
OG0002080	plut2.m8.28568.m1, plut2.m8.28564.m1	Mcavernosa16628-RA, Mcavernosa34213-RA
OG0002080	jamg1.model.xfSc0000058.27	Mcavernosa32883-RA
OG0002081	plut2.m8.8388.m1	Mcavernosa16422-RA, Mcavernosa16423-RA
OG0002082	jamg1.model.Sc0000378.1, plut2.m8.20496.m1	Mcavernosa33544-RA, Mcavernosa28947-RA
OG0002082	jamg1.model.Sc0000378.7	Mcavernosa27415-RA
