gene_id,11_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,1_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,28_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,2_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,41_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,42_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,4_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
MSTRG.8591,198,103,88,108,125,105,152,332,263,131,68,234
MSTRG.8590,69,31,23,6,58,48,44,80,90,51,33,43
MSTRG.8593,37,20,17,7,14,23,42,49,71,20,15,55
MSTRG.5057,97,25,15,10,28,26,32,59,65,36,12,39
MSTRG.5056,714,159,113,72,295,236,183,525,578,204,205,376
MSTRG.5055,149,67,47,16,102,107,62,117,162,64,48,122
Pocillopora_acuta_HIv1_PredGene_g347.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5053,168,105,73,29,103,89,123,209,295,107,58,160
MSTRG.5052,268,178,108,141,143,174,233,364,394,179,112,290
MSTRG.5051,74,60,24,32,59,61,69,125,126,68,39,80
MSTRG.16943,246,79,60,107,73,127,90,207,139,73,50,192
MSTRG.770,10,22,7,10,15,10,29,33,30,21,0,11
Pocillopora_acuta_HIv1_PredGene_g15264.t1,0,0,0,0,0,0,1,4,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3102.t1,0,0,0,0,0,0,0,0,2,0,0,0
MSTRG.5059,272,144,87,27,261,155,118,291,372,200,142,299
MSTRG.5058,45,42,36,0,37,33,46,83,94,36,17,70
MSTRG.8597,112,40,22,13,52,72,49,71,88,42,23,59
STRG.3759,2,2,0,0,0,0,2,1,5,2,2,0
MSTRG.6474,136,43,33,46,57,75,58,129,123,55,57,79
Pocillopora_acuta_HIv1_PredGene_g15266.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.18946,2,5,1,0,3,0,2,4,3,5,0,5
MSTRG.21129,615,80,46,15,145,143,79,209,272,90,70,354
MSTRG.21122,659,498,433,795,594,403,712,1620,1512,787,439,1234
Pocillopora_acuta_HIv1_PredGene_g526.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21120,19,9,4,11,10,12,14,16,37,13,8,13
MSTRG.21121,1412,1066,789,1548,1092,775,1684,2680,2752,1569,898,2264
STRG.18948,2,0,0,0,0,0,3,3,3,0,0,3
MSTRG.21127,150,68,42,17,99,81,89,195,213,77,60,174
MSTRG.21124,59,23,10,14,18,17,25,67,116,20,20,49
MSTRG.21125,84,13,3,7,79,6,10,8,52,44,0,30
STRG.3288,1,2,3,2,4,0,3,7,6,5,0,5
STRG.3289,3,4,4,1,4,2,5,4,9,4,2,5
Pocillopora_acuta_HIv1_PredGene_g7065.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5468.t1,0,1,1,1,1,1,2,0,2,1,0,2
Pocillopora_acuta_HIv1_PredGene_g15174.t1,0,0,0,0,1,0,1,1,0,0,1,0
MSTRG.12136,179,96,118,14,177,92,88,234,341,188,101,185
Pocillopora_acuta_HIv1_PredGene_g15176.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6504,394,186,118,133,187,166,258,581,501,237,141,338
MSTRG.6505,161,78,46,29,88,76,94,190,208,74,50,137
MSTRG.6506,145,147,92,11,189,117,183,362,384,157,93,219
MSTRG.6507,5,0,0,0,0,4,7,8,5,0,3,5
MSTRG.6500,82,43,26,18,54,43,43,91,115,43,32,93
MSTRG.6501,141,151,138,84,134,126,228,323,367,190,144,333
MSTRG.6502,1311,503,237,280,374,234,183,1812,2007,717,331,1780
MSTRG.6503,62,68,48,8,41,59,70,109,141,60,53,133
MSTRG.6508,547,365,167,170,299,304,530,720,935,388,375,641
MSTRG.16944,33,23,18,5,35,27,23,45,52,37,21,41
STRG.1668,6,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22747.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24668.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.1667,6,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18179,175,14,12,29,25,67,18,51,48,20,12,54
Pocillopora_acuta_HIv1_PredGene_g15040.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.17659,3,4,2,2,2,2,4,5,6,3,3,3
STRG.17658,6,2,1,2,1,4,3,4,3,1,1,0
MSTRG.1800,25,21,21,26,16,24,25,46,40,20,12,34
STRG.2151,2,0,0,0,0,0,0,0,0,0,0,0
STRG.2150,8,0,0,2,0,0,0,0,4,0,0,0
STRG.2157,2,2,0,0,0,0,0,0,0,1,0,0
STRG.17654,1,0,0,0,0,0,0,1,1,0,0,1
STRG.17657,2,0,2,1,2,2,2,1,3,2,1,2
STRG.18491,11,0,0,0,7,0,3,0,0,8,0,0
Pocillopora_acuta_HIv1_PredGene_g15042.t1,0,0,0,1,1,0,0,0,1,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33379.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1801,316,168,81,41,244,170,201,352,369,252,148,214
STRG.19727,1,1,1,1,1,1,1,2,4,1,2,3
STRG.19726,1,1,1,0,1,1,1,0,1,1,2,1
STRG.19725,3,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32569.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19294.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g29960.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_5882_t,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31402.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4156.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7369,0,1,0,1,0,0,0,4,10,0,0,0
MSTRG.7368,0,4,0,4,0,4,6,11,3,5,4,10
MSTRG.7367,0,7,0,1,0,2,4,9,0,2,2,11
MSTRG.7366,3,3,1,3,6,1,4,4,10,3,3,0
MSTRG.7365,13,14,15,7,17,6,17,38,42,22,7,53
MSTRG.7364,1,6,3,2,6,1,6,8,11,4,3,8
MSTRG.7363,5,1,0,1,1,2,0,2,5,1,0,0
STRG.18237,2,2,1,0,0,0,1,0,2,1,0,1
MSTRG.7361,17,22,21,9,22,10,24,60,78,32,7,66
MSTRG.7360,6,6,3,2,7,2,8,11,14,3,1,6
STRG.26453,5,0,0,0,0,3,4,0,4,0,0,5
STRG.26450,1,0,0,0,0,0,1,1,0,1,1,0
Pocillopora_acuta_HIv1_PredGene_g8733.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25130,54,34,12,17,24,25,59,81,61,23,23,58
Pocillopora_acuta_HIv1_PredGene_g16643.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g748.t1,0,1,0,1,0,1,1,0,2,0,1,0
Pocillopora_acuta_HIv1_PredGene_g13070.t1,0,1,0,0,0,0,0,0,1,1,0,1
MSTRG.16869,10,8,5,5,5,5,9,30,17,8,7,10
Pocillopora_acuta_HIv1_PredGene_g5686.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23.t1,0,0,0,0,2,0,3,2,3,0,0,3
MSTRG.1807,756,129,103,29,225,178,176,570,619,201,142,434
Pocillopora_acuta_HIv1_PredGene_g5844.t1,0,1,0,0,1,0,0,0,1,1,0,1
MSTRG.24329,127,97,86,45,90,87,119,214,198,124,64,158
MSTRG.24328,110,75,62,107,69,80,117,194,216,90,61,192
Pocillopora_acuta_HIv1_PredGene_g20584.t1,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.24326,4,5,0,0,34,3,3,7,9,25,0,6
MSTRG.24325,16,8,12,8,16,10,6,50,35,16,6,28
MSTRG.24324,47,32,31,26,43,34,40,89,97,47,20,87
MSTRG.24323,17,9,5,10,12,12,18,25,25,0,9,9
MSTRG.24322,49,112,16,40,64,76,39,129,83,35,19,2
MSTRG.24321,278,208,137,121,127,158,262,336,411,198,128,397
MSTRG.24320,6,0,4,3,4,2,2,0,3,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32131.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24012.t1,0,1,0,0,1,0,1,0,1,0,0,1
Pocillopora_acuta_HIv1_PredGene_g8731.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22707.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10965.t1,0,0,0,0,0,0,0,5,0,0,0,0
MSTRG.25137,14,6,7,8,8,14,11,23,18,7,5,12
MSTRG.16865,52,24,17,5,41,20,25,61,67,39,11,49
MSTRG.14779,8,17,9,3,13,8,24,15,15,16,20,10
Pocillopora_acuta_HIv1_PredGene_g24538.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24010.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25136,1300,475,296,418,638,430,685,1509,1539,683,471,1136
MSTRG.16864,71,50,30,57,45,32,66,146,121,62,29,113
MSTRG.1742,30,105,44,4,169,26,107,104,168,202,0,139
STRG.12318,19,7,8,7,0,7,9,11,19,9,4,11
Pocillopora_acuta_HIv1_PredGene_g8451.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17025.t1,0,2,0,0,0,0,3,2,4,0,3,0
MSTRG.16867,232,168,136,32,215,156,189,373,466,189,98,435
Pocillopora_acuta_HIv1_PredGene_g25680.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9407.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8389.t1,0,0,1,0,0,0,0,0,0,0,0,0
MSTRG.15918,65,29,21,7,42,39,29,88,73,21,20,59
MSTRG.15919,74,34,18,0,46,32,27,58,85,42,26,73
MSTRG.15914,620,99,42,170,149,261,94,212,198,99,83,174
MSTRG.15915,26,23,14,15,19,13,17,52,40,19,11,37
MSTRG.15916,12,8,3,3,8,6,8,14,11,8,8,19
Pocillopora_acuta_HIv1_PredGene_g32043.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15910,6,4,4,2,9,11,3,3,10,7,7,7
MSTRG.15911,367,146,45,370,241,135,275,584,448,189,73,354
MSTRG.15912,54,11,9,16,17,52,28,40,16,18,39,14
MSTRG.15913,138,42,31,15,51,44,63,127,182,68,33,118
Pocillopora_acuta_HIv1_PredGene_7040_t,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10197.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20312,2902,249,202,68,452,302,289,2572,2779,411,199,2347
MSTRG.20313,144,139,60,28,87,58,153,257,274,146,71,224
MSTRG.20310,103,72,39,14,68,56,71,132,175,67,49,121
MSTRG.6933,672,372,221,110,367,260,455,824,813,378,171,666
MSTRG.20316,1,1,0,0,0,1,1,0,1,0,0,0
MSTRG.20317,26,2,0,4,3,5,0,3,7,3,0,6
MSTRG.20314,93,52,43,23,83,65,66,151,127,76,39,93
MSTRG.20315,56,56,33,42,55,55,82,170,152,83,43,131
MSTRG.20318,84,62,14,50,95,103,98,42,0,52,389,0
MSTRG.20319,1307,667,181,304,1082,666,1100,818,1459,706,304,612
MSTRG.23955,2254,602,322,569,979,1748,878,1539,1621,577,1439,1333
MSTRG.23954,42,25,11,29,52,76,40,43,42,22,76,35
MSTRG.23957,67,38,33,11,65,33,48,128,143,60,26,72
MSTRG.23956,177,145,76,93,184,103,191,238,289,157,71,213
MSTRG.23951,676,677,226,346,643,631,844,670,1175,548,374,400
MSTRG.23950,99,66,44,13,102,45,67,176,180,94,25,122
MSTRG.23953,2709,688,613,305,1224,1099,697,3123,2810,1011,761,3397
MSTRG.23952,216,85,58,45,91,113,55,184,222,111,90,269
MSTRG.23959,844,439,240,94,546,453,539,1031,1305,525,302,780
MSTRG.23958,11,14,7,14,11,9,34,38,31,9,13,25
Pocillopora_acuta_HIv1_PredGene_g1964.t1,0,0,0,0,0,0,0,0,0,0,1,0
MSTRG.16860,291,167,146,81,234,117,189,473,417,240,78,289
Pocillopora_acuta_HIv1_PredGene_g7933.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31400.t1,0,0,0,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1533.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.24764,1,1,1,1,1,1,1,3,2,1,1,2
STRG.24760,3,1,0,1,0,1,2,0,0,1,0,1
Pocillopora_acuta_HIv1_PredGene_g10226.t1,0,0,0,0,0,1,0,0,0,0,0,0
STRG.23235,1,0,1,0,0,0,1,5,0,1,0,1
Pocillopora_acuta_HIv1_PredGene_g600.t1,0,1,0,0,0,0,0,0,1,0,0,0
STRG.23233,8,2,1,1,1,4,2,1,2,1,2,6
MSTRG.13813,34,0,0,0,0,0,0,27,32,0,0,22
MSTRG.13812,9,13,6,6,12,6,10,20,10,4,0,7
Pocillopora_acuta_HIv1_PredGene_g23352.t1,0,0,3,0,0,0,3,4,5,0,0,7
MSTRG.21635,143,107,63,31,120,91,109,226,285,119,75,179
MSTRG.13817,37,20,18,35,30,27,29,67,64,28,30,89
MSTRG.13816,351,232,112,66,187,134,309,484,511,221,205,369
MSTRG.13815,181,91,48,44,83,119,70,233,264,109,78,164
MSTRG.13814,368,687,592,214,429,473,958,1002,1654,764,675,1071
MSTRG.13819,8,3,4,3,3,5,6,6,3,5,4,5
MSTRG.13818,9,3,6,3,3,5,3,17,10,4,9,9
MSTRG.23326,81,46,30,27,54,37,52,128,98,48,18,70
MSTRG.12146,123,117,96,64,115,89,166,376,340,136,73,171
MSTRG.12147,11,9,0,0,7,7,16,15,42,12,0,23
MSTRG.12144,49,9,7,8,12,25,12,31,25,10,13,23
MSTRG.12145,130,50,76,152,62,62,72,201,253,95,75,156
MSTRG.12142,18,0,0,6,2,9,4,6,6,3,6,0
MSTRG.12143,14,10,3,3,12,7,12,20,40,8,8,12
MSTRG.12140,21,11,10,20,14,19,12,30,23,13,10,28
MSTRG.12141,23,8,7,8,7,12,13,15,18,10,7,27
MSTRG.12148,43,34,32,55,31,25,48,135,118,56,28,85
MSTRG.12149,64,9,8,6,14,17,14,35,50,10,11,33
MSTRG.17664,75,39,21,8,54,48,40,103,105,41,30,77
MSTRG.17665,273,162,123,111,241,201,216,458,461,247,145,275
MSTRG.17666,716,297,172,76,410,301,316,744,924,358,199,571
MSTRG.17667,68,39,16,14,27,33,45,96,79,34,37,76
MSTRG.17660,64,64,59,32,45,76,97,113,172,84,63,110
MSTRG.17661,20,15,6,18,10,12,13,53,22,17,16,26
MSTRG.17662,192,134,81,53,175,104,151,323,322,169,67,202
MSTRG.17663,73,33,14,8,31,29,37,91,77,37,18,57
MSTRG.17668,173,85,53,63,132,97,129,369,273,117,64,223
MSTRG.17669,108,95,84,83,86,84,136,196,256,142,73,218
Pocillopora_acuta_HIv1_PredGene_g26446.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3107,53,31,17,7,36,31,49,59,80,43,21,56
MSTRG.3106,169,153,128,156,120,110,231,314,347,187,101,418
MSTRG.3105,325,106,58,37,144,137,116,274,352,112,86,271
MSTRG.3104,20,44,26,0,37,19,55,85,80,30,14,102
MSTRG.3103,217,96,63,25,140,109,114,220,268,132,63,206
MSTRG.3102,13179,4138,4676,3062,6663,6789,4269,8777,10775,6358,5670,11117
MSTRG.3101,1159,608,379,200,586,557,863,1420,1651,699,548,1568
MSTRG.3100,389,206,112,129,186,197,282,614,488,252,146,442
MSTRG.16397,151,100,51,26,89,105,150,190,279,123,82,160
MSTRG.16396,327,115,112,24,181,100,142,219,346,210,120,247
MSTRG.16395,65,7,7,20,0,41,12,6,13,5,16,27
MSTRG.16394,20,13,16,28,8,21,22,21,19,10,22,40
MSTRG.16393,0,8,6,0,3,7,8,8,8,6,0,17
MSTRG.16392,45,27,20,40,20,65,33,37,44,29,15,47
MSTRG.3109,85,24,16,19,41,51,32,55,57,15,23,60
MSTRG.3108,1203,201,143,137,344,447,180,521,651,288,97,655
Pocillopora_acuta_HIv1_PredGene_g24694.t1,0,2,1,0,0,0,0,1,2,1,1,0
Pocillopora_acuta_HIv1_PredGene_g25172.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26444.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24674,487,291,163,89,248,286,362,531,684,272,202,497
Pocillopora_acuta_HIv1_PredGene_g22139.t3,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20255.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11181,263,163,116,150,158,138,231,330,385,189,112,342
Pocillopora_acuta_HIv1_PredGene_g22139.t2,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11180,166,79,61,91,77,85,100,221,235,110,59,198
Pocillopora_acuta_HIv1_PredGene_g22139.t1,0,6,0,5,0,0,10,11,13,0,8,14
MSTRG.11187,167,51,52,108,70,72,64,244,215,114,11,161
MSTRG.24670,15402,5948,7914,1658,10103,7585,5131,17179,17506,8100,5297,8847
MSTRG.24673,128,52,19,24,73,66,65,133,171,44,29,90
MSTRG.24672,262,141,92,87,121,138,193,391,355,157,115,227
Pocillopora_acuta_HIv1_PredGene_g14885.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11958,235,82,32,26,77,160,83,163,139,77,12,147
Pocillopora_acuta_HIv1_PredGene_g15395.t1,0,0,0,0,0,0,0,1,0,0,0,0
MSTRG.9249,18,10,11,14,16,19,22,45,36,17,10,15
Pocillopora_acuta_HIv1_PredGene_g15640.t1,0,1,1,0,1,0,1,1,0,0,0,0
MSTRG.16539,90,67,73,61,57,70,104,179,203,89,39,143
MSTRG.16538,2923,760,326,238,1062,823,818,2315,2533,864,183,1364
Pocillopora_acuta_HIv1_PredGene_g32934.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16533,52,13,9,11,18,12,13,19,28,18,17,43
MSTRG.16532,19,17,7,8,14,11,11,38,36,18,11,38
MSTRG.16531,94,96,63,35,120,10,36,183,484,155,33,132
MSTRG.16530,4,58,31,0,54,4,60,99,103,51,11,21
MSTRG.16537,119,82,38,4,81,78,99,186,298,83,40,123
MSTRG.16536,36,15,8,6,15,20,23,42,45,10,20,28
MSTRG.16535,8,7,6,7,10,8,11,9,12,9,3,6
MSTRG.16534,28,18,8,15,23,23,24,49,60,30,8,25
MSTRG.12854,169,62,39,38,96,77,68,178,186,92,46,123
MSTRG.12855,1588,535,364,318,932,1067,734,1601,1508,758,330,1787
Pocillopora_acuta_HIv1_PredGene_g3760.t1,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.12857,47,30,24,10,29,32,26,60,71,28,14,33
MSTRG.12850,10,0,0,0,0,13,12,19,26,11,0,19
MSTRG.12851,342,134,118,35,271,175,160,393,499,220,118,262
Pocillopora_acuta_HIv1_PredGene_g11029.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12853,208,59,61,22,108,97,75,169,201,75,54,123
MSTRG.12858,172,95,57,38,106,85,104,232,220,126,80,161
MSTRG.12859,3068,1009,649,1181,1182,2112,1206,2094,2614,1178,1583,2050
MSTRG.4454,95,57,48,12,65,65,74,139,197,69,40,117
Pocillopora_acuta_HIv1_PredGene_g20257.t1,0,0,0,0,0,0,0,1,0,0,0,0
MSTRG.4456,37,31,38,50,32,22,48,87,95,45,19,76
MSTRG.4457,0,11,10,6,11,8,15,35,18,11,0,20
MSTRG.4450,3063,1365,728,555,1851,1215,1548,3397,4240,1800,1048,2893
MSTRG.25448,5,5,1,0,2,0,2,1,2,1,0,4
MSTRG.11628,58,59,34,18,54,28,82,132,181,46,39,83
MSTRG.11629,214,98,82,51,137,125,84,228,276,118,115,239
MSTRG.11626,316,125,88,90,187,183,108,207,243,195,210,311
MSTRG.11627,31,37,28,13,36,13,63,98,95,36,22,69
MSTRG.25447,66,36,23,21,42,46,45,90,80,38,36,108
MSTRG.11625,147,49,30,28,65,61,50,80,151,45,26,90
MSTRG.4458,7,8,0,5,0,8,15,0,16,0,0,12
MSTRG.4459,5,7,0,0,0,0,25,17,29,0,0,28
MSTRG.11620,21,35,20,19,24,24,44,70,69,33,21,49
MSTRG.11621,41,45,28,13,28,28,54,73,101,38,29,87
Pocillopora_acuta_HIv1_PredGene_g13241.t1,0,0,1,0,0,0,0,0,0,0,0,0
MSTRG.23137,40,25,23,22,29,22,53,54,72,29,33,61
MSTRG.23136,0,0,0,0,0,4,0,0,0,0,0,0
MSTRG.23135,267,89,62,46,137,100,91,204,252,150,58,174
MSTRG.23134,0,1,0,1,1,2,1,0,0,0,0,0
MSTRG.23133,138,71,49,45,89,62,95,341,276,126,69,189
MSTRG.23132,37,64,43,12,63,19,87,169,168,66,48,169
MSTRG.23131,71,43,26,20,58,41,50,111,138,58,36,82
MSTRG.23130,2,10,11,0,12,5,9,8,11,12,0,12
Pocillopora_acuta_HIv1_PredGene_g22028.t1,0,0,0,0,0,0,0,0,0,0,1,0
MSTRG.23139,153,106,39,40,100,98,149,250,230,86,80,159
MSTRG.23138,40,276,209,45,198,47,536,532,593,255,61,85
STRG.20338,3,2,0,1,0,2,3,3,4,3,1,6
Pocillopora_acuta_HIv1_PredGene_g33540.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7858,0,3,0,3,0,4,2,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g33319.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5289.t1,0,0,0,1,1,1,0,1,0,1,0,3
Pocillopora_acuta_HIv1_PredGene_g30216.t1,0,5,2,0,6,0,5,7,11,5,0,7
Pocillopora_acuta_HIv1_PredGene_g28498.t1,0,0,0,0,0,0,1,0,0,0,0,2
MSTRG.3520,165,185,126,74,147,118,239,315,310,178,55,334
Pocillopora_acuta_HIv1_PredGene_g23081.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5740.t1,0,0,0,0,0,1,0,0,0,0,0,3
MSTRG.21941,41,17,5,7,18,18,17,43,31,18,19,18
MSTRG.18360,16,20,10,1,15,26,19,18,21,26,30,24
MSTRG.18361,17,18,2,6,15,21,10,24,28,10,14,27
MSTRG.18362,9,3,3,4,3,3,6,12,7,4,2,2
MSTRG.18363,132,144,79,16,141,122,144,237,299,164,118,240
MSTRG.18364,27,0,0,4,31,0,7,0,24,12,0,11
MSTRG.18365,76,37,39,46,49,71,49,94,99,74,58,81
MSTRG.18366,47,34,21,20,36,24,33,50,49,33,3,44
MSTRG.18367,208,174,125,95,162,158,193,333,362,257,64,294
MSTRG.18368,882,475,250,265,440,585,565,863,909,492,148,921
Pocillopora_acuta_HIv1_PredGene_g33356.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.12434,4,3,4,2,4,3,4,7,6,5,1,10
MSTRG.3523,14,40,40,9,31,9,62,65,78,46,27,33
Pocillopora_acuta_HIv1_PredGene_g2434.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10175,192,60,38,42,87,103,72,150,168,62,60,134
MSTRG.10174,646,338,178,50,322,371,400,659,844,302,243,579
MSTRG.10177,738,266,218,98,481,280,224,647,806,349,157,414
MSTRG.10176,890,224,192,59,336,186,187,524,769,360,167,695
Pocillopora_acuta_HIv1_PredGene_g14518.t1,0,0,0,0,0,4,0,0,3,0,0,2
MSTRG.10170,8,6,6,11,7,13,9,11,9,9,6,6
MSTRG.10173,60,53,31,26,45,53,63,112,81,58,33,61
Pocillopora_acuta_HIv1_PredGene_g8740.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10179,1707,853,573,131,1254,1048,1045,2002,2589,1034,573,1635
MSTRG.10178,182,68,41,22,118,96,84,218,232,90,43,122
MSTRG.13484,2,5,3,0,4,0,5,4,5,3,2,5
MSTRG.13485,0,5,3,0,0,0,4,0,6,2,2,0
MSTRG.13486,0,8,1,0,0,0,6,7,10,0,0,5
MSTRG.13487,12,4,0,2,5,6,6,19,18,6,6,7
MSTRG.13480,564,142,59,64,108,257,199,283,300,112,134,216
MSTRG.13481,20,0,4,6,3,3,10,7,8,4,4,7
MSTRG.13482,157,101,44,46,122,91,139,264,305,128,65,163
MSTRG.13483,13,13,0,8,7,9,11,18,20,8,0,25
MSTRG.13488,4,8,4,4,4,7,11,17,23,8,4,13
MSTRG.13489,405,160,100,74,124,248,175,232,276,138,144,305
MSTRG.21949,334,151,70,74,165,165,180,277,363,165,105,259
MSTRG.14708,514,260,142,58,388,290,290,685,762,370,199,434
MSTRG.14709,8,2,8,7,9,4,10,34,22,11,9,18
MSTRG.10287,107,38,30,10,69,53,39,189,180,65,36,95
MSTRG.10286,204,165,83,24,202,150,223,360,443,200,127,289
MSTRG.10285,43,39,37,8,31,16,37,120,125,46,53,116
MSTRG.14705,767,141,78,383,122,340,144,328,397,149,139,479
MSTRG.10283,35,31,18,6,32,19,35,69,67,37,16,31
MSTRG.10282,105,63,42,8,48,52,66,111,166,65,32,101
MSTRG.10281,151,67,61,16,157,60,74,243,235,94,57,170
MSTRG.10280,3578,1584,2109,2299,2508,1984,1991,5272,4929,3020,2302,4438
MSTRG.1248,83,49,33,22,33,25,56,101,116,57,34,73
MSTRG.1249,67,60,45,34,61,23,66,102,141,61,53,112
MSTRG.1246,777,222,230,103,485,344,216,639,781,308,184,479
MSTRG.1247,84,63,43,65,45,68,85,158,149,78,39,173
MSTRG.1244,202,177,153,51,155,169,254,427,511,230,154,348
MSTRG.1245,1144,467,307,63,702,538,507,1213,1345,765,424,878
MSTRG.1242,134,94,73,78,81,85,137,249,250,120,81,214
MSTRG.1243,242,78,49,50,114,100,106,304,254,103,83,208
MSTRG.1240,124,0,0,0,0,12,0,16,16,0,0,15
MSTRG.1241,125,87,57,27,144,99,104,199,207,102,71,150
Pocillopora_acuta_HIv1_PredGene_g29968.t1,0,0,0,0,0,0,0,0,0,1,0,0
Pocillopora_acuta_HIv1_PredGene_g8817.t1,0,1,1,0,1,0,1,1,1,1,0,0
Pocillopora_acuta_HIv1_PredGene_g32753.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22981.t1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3526,45,30,26,15,25,16,30,72,84,30,12,67
STRG.19523,3,1,1,1,1,1,1,2,1,1,0,2
STRG.19522,2,1,1,2,1,1,1,0,1,1,0,2
MSTRG.10829,0,0,0,0,0,7,0,0,0,0,0,0
MSTRG.10828,15,0,0,9,7,8,6,19,16,0,10,16
MSTRG.10823,154,115,117,122,87,83,162,298,335,152,78,427
