gene_id,11_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,1_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,28_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,2_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,41_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,42_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,4_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
STRG.4296,343,392,85,84,201,197,576,524,340,160,57,708
STRG.4297,22,94,16,7,184,9,106,121,344,150,0,7
STRG.4294,24,28,3,11,10,37,54,15,9,9,7,53
STRG.4295,38,56,7,11,18,48,91,49,16,18,12,99
STRG.4298,3,0,0,0,0,1,0,0,0,0,0,0
STRG.4299,24,11,4,4,14,8,12,27,23,11,5,38
Pocillopora_acuta_HIv1_PredGene_25452_t,0,0,0,0,0,0,0,0,2,0,0,0
STRG.14249,13,3,0,0,3,8,3,3,7,0,0,4
STRG.14248,47,48,25,22,57,26,76,72,136,53,8,111
Pocillopora_acuta_HIv1_PredGene_2485_t,0,0,0,20,0,0,0,10,28,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25798.t1,0,0,0,0,0,0,0,0,0,0,0,5
STRG.14243,241,148,86,22,124,168,168,224,346,149,103,272
Pocillopora_acuta_HIv1_PredGene_g27093.t1,0,0,0,0,0,5,0,0,0,0,0,0
STRG.14241,31,6,13,8,11,6,19,24,23,21,7,15
STRG.14240,297,283,196,99,242,188,310,558,617,280,204,539
STRG.14247,27,0,0,13,0,29,0,0,0,0,0,5
STRG.14246,172,184,79,163,256,129,249,465,362,213,103,267
STRG.14245,87,103,87,33,77,110,182,219,265,126,112,229
STRG.14244,27,0,4,0,10,0,7,12,0,0,0,10
Pocillopora_acuta_HIv1_PredGene_25183_t,0,0,0,0,0,0,0,0,4,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28855.t1,0,0,0,0,0,0,1,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14308.t2,0,43,92,0,82,11,29,150,102,70,0,178
Pocillopora_acuta_HIv1_PredGene_1863_t,0,0,0,0,14,0,0,0,6,17,0,8
Pocillopora_acuta_HIv1_PredGene_g16350.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13648.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.21749,532,267,147,101,360,341,364,550,581,351,254,606
Pocillopora_acuta_HIv1_PredGene_g1786.t1,0,0,0,0,0,0,1,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11007.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_29524_t,0,0,27,10,0,22,0,0,0,0,0,0
STRG.16086,208,98,45,22,170,127,130,221,301,116,84,187
STRG.16085,9,1,0,1,1,1,0,0,4,1,5,0
STRG.16084,2074,1062,1128,1598,1362,1224,1193,2405,2274,1356,1296,2173
STRG.16083,4469,1696,1876,1513,2360,2227,2541,5499,5390,2459,3042,4466
STRG.16082,16,14,6,0,10,8,16,29,40,12,7,15
STRG.16081,43,16,15,7,20,22,12,42,66,26,13,37
Pocillopora_acuta_HIv1_PredGene_g20697.t1,0,0,0,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18462.t2,0,0,0,0,0,0,2,3,0,0,3,6
STRG.17323,236,143,75,110,134,138,163,290,297,142,117,273
STRG.16089,31,54,41,8,77,13,66,172,147,89,141,136
STRG.16088,5,2,1,0,1,3,2,4,1,0,2,0
STRG.12977,20,13,0,5,7,12,18,17,11,10,7,26
STRG.12976,582,693,676,1026,426,425,774,1231,1327,701,434,1593
STRG.12975,90,54,37,15,53,31,69,112,132,51,30,98
STRG.10114,437,243,93,69,258,269,364,556,861,322,203,395
STRG.12973,1,0,0,1,0,0,1,0,0,1,1,3
STRG.12972,8,5,3,4,2,4,8,7,10,5,7,23
STRG.12971,39,19,5,20,13,18,29,49,37,10,18,37
STRG.12970,14,106,94,8,123,46,132,277,330,129,30,161
STRG.10113,162,165,93,48,127,119,219,273,354,171,113,353
Pocillopora_acuta_HIv1_PredGene_16029_t,0,0,0,0,0,0,0,0,0,0,0,0
STRG.12979,1008,682,656,909,433,810,833,1400,1275,615,319,2122
STRG.10112,95,103,58,43,82,72,140,181,203,95,62,179
STRG.17327,122,40,35,20,66,58,48,120,128,44,33,95
STRG.10110,11,4,0,0,2,31,3,3,0,2,3,0
STRG.15198,4,1,1,2,2,0,2,5,8,1,0,5
STRG.15199,1,0,0,1,0,1,0,0,0,0,0,0
STRG.8779,75,44,26,14,72,31,81,188,204,84,48,89
STRG.8778,122,42,53,37,80,34,51,256,238,85,47,127
STRG.15190,283,156,134,110,87,124,181,316,290,138,90,306
STRG.8774,6,4,3,2,7,3,5,7,10,6,2,9
STRG.15192,4,2,1,1,1,1,2,4,6,2,1,2
STRG.15193,135,0,0,0,0,8,0,0,0,0,0,0
STRG.15194,156,100,58,67,98,61,112,272,269,117,74,183
Pocillopora_acuta_HIv1_PredGene_g19590.t1,0,0,0,0,0,0,0,1,0,0,0,0
STRG.15196,58,118,46,18,52,41,136,125,146,92,80,95
STRG.8772,3,4,3,2,5,3,5,5,5,4,8,2
STRG.6638,18,4,5,9,9,12,5,24,19,10,5,11
STRG.6639,403,111,83,49,215,156,126,378,485,181,96,187
STRG.6636,2,0,0,0,0,0,0,0,2,0,0,2
STRG.6637,19,5,9,14,7,8,11,14,16,11,7,21
STRG.6634,40,19,3,10,22,24,24,37,70,16,19,40
STRG.6635,95,29,10,24,31,40,39,74,73,29,22,67
STRG.6632,308,108,100,24,139,167,107,323,305,151,85,330
STRG.6633,9,14,6,6,17,10,18,31,39,13,8,14
STRG.6630,165,62,51,24,111,60,66,167,200,95,23,95
STRG.6631,84,33,31,21,56,38,39,71,74,39,26,54
STRG.2528,231,104,74,35,101,75,103,254,265,98,72,139
STRG.2529,1334,675,677,785,873,814,1123,2010,1858,1099,602,1768
Pocillopora_acuta_HIv1_PredGene_g23387.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2527,140,154,104,25,119,118,233,302,366,142,100,264
STRG.2524,288,166,78,31,253,120,148,445,533,186,92,267
STRG.2525,5,2,0,2,3,0,1,3,4,3,3,4
STRG.2522,6,4,2,1,1,3,4,5,7,6,16,11
STRG.2523,29,6,3,9,5,8,9,14,35,11,24,22
STRG.2520,4,3,0,0,3,0,4,2,10,2,2,2
STRG.2521,55,46,26,20,29,47,47,64,48,32,19,98
Pocillopora_acuta_HIv1_PredGene_g13487.t1,0,1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23659.t1,0,2,0,0,1,0,3,2,1,2,0,2
Pocillopora_acuta_HIv1_PredGene_g28081.t1,0,12,0,0,0,0,16,16,22,0,10,10
STRG.12353,480,290,149,96,249,306,349,524,651,301,153,568
STRG.12352,126,43,33,54,63,61,87,150,129,52,40,123
STRG.12351,171,45,23,18,60,73,62,82,110,50,35,66
Pocillopora_acuta_HIv1_PredGene_g22446.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.12357,23,4,8,9,7,13,21,30,32,17,10,35
STRG.12356,179,106,79,48,123,86,127,345,320,117,61,209
Pocillopora_acuta_HIv1_PredGene_g5168.t1,0,2,1,2,1,1,0,0,1,1,2,6
STRG.12354,214,65,57,24,144,115,83,178,188,95,51,102
STRG.12359,108,66,51,47,53,47,92,164,170,52,42,117
STRG.12358,190,92,46,39,90,58,106,251,311,105,53,146
Pocillopora_acuta_HIv1_PredGene_g30047.t2,0,0,1,0,2,2,2,0,0,1,1,0
STRG.2294,56,13,8,18,13,31,17,23,39,14,16,46
STRG.2295,55,16,18,31,18,42,17,31,27,20,22,32
STRG.2296,59,28,19,9,40,23,35,64,98,36,14,9
STRG.2297,16,9,6,5,11,14,10,4,8,10,12,8
STRG.2290,129,31,24,48,29,76,33,57,66,34,35,93
STRG.2291,22,23,15,9,29,20,27,39,44,26,25,8
STRG.2292,4,10,6,0,11,6,12,18,27,9,9,0
STRG.784,97,28,16,6,37,42,37,95,112,32,15,46
STRG.2298,27,39,23,23,40,36,59,96,82,45,39,89
STRG.2299,109,117,59,11,63,76,121,170,227,84,81,153
Pocillopora_acuta_HIv1_PredGene_g26097.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.22857,6,1,1,2,0,3,1,1,0,1,4,0
Pocillopora_acuta_HIv1_PredGene_g22838.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_14968_t,0,457,282,356,324,396,327,1561,0,585,625,2440
STRG.1361,16,8,0,0,6,5,8,8,15,5,2,8
STRG.1360,60,89,59,24,69,60,130,100,91,103,86,155
STRG.1363,211,70,46,23,108,92,95,189,227,92,72,141
STRG.1362,27,20,12,12,14,17,21,53,38,17,10,41
STRG.1365,81,22,17,25,20,27,42,60,68,34,21,42
STRG.1364,382,173,113,134,225,150,161,392,432,210,101,268
STRG.18689,11,3,0,2,0,5,0,3,2,3,0,6
STRG.18688,72,47,34,8,78,33,48,128,140,52,37,81
Pocillopora_acuta_HIv1_PredGene_g17577.t1,0,0,0,2,0,0,0,0,0,1,0,13
STRG.18686,2,3,2,1,2,1,2,3,2,2,2,7
STRG.18685,4,2,1,2,2,4,4,3,3,1,2,4
STRG.18684,2,6,5,1,7,2,3,14,18,6,5,12
STRG.18683,1,1,1,1,2,1,2,1,1,1,1,1
STRG.18682,8,12,9,2,13,4,30,29,35,12,6,8
STRG.18681,1,0,1,3,1,3,1,0,1,1,0,0
STRG.18680,1,0,0,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22630.t1,0,0,0,1,0,1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5431.t1,0,0,0,0,0,0,0,2,0,0,0,0
STRG.19396,332,116,113,79,158,160,129,343,274,172,94,288
Pocillopora_acuta_HIv1_PredGene_g15605.t1,0,33,25,7,37,4,37,163,100,49,6,77
STRG.839,300,103,66,53,106,137,107,227,253,139,73,206
Pocillopora_acuta_HIv1_PredGene_g24297.t1,0,1,0,0,1,0,1,2,2,1,0,2
STRG.837,50,36,22,28,37,30,47,99,108,45,21,56
STRG.836,149,54,38,19,68,46,49,145,204,68,45,98
STRG.835,124,166,101,21,133,131,182,296,354,180,110,210
STRG.834,31,12,0,0,19,0,0,11,21,19,0,7
STRG.833,271,173,107,63,146,167,194,302,322,168,92,693
STRG.832,186,98,56,64,89,117,126,196,203,136,89,166
Pocillopora_acuta_HIv1_PredGene_g15582.t1,0,3,3,2,2,3,4,0,0,3,3,0
STRG.830,7,6,3,4,4,4,11,10,15,6,5,0
STRG.21294,61,38,30,12,35,51,57,67,96,36,35,53
STRG.4558,74,23,14,21,17,21,22,50,85,16,14,57
STRG.15283,42,34,27,22,19,26,43,66,81,34,45,200
Pocillopora_acuta_HIv1_PredGene_g23220.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12983.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18622.t1,0,5,0,0,0,0,0,29,43,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11377.t1,0,0,0,0,0,1,0,0,0,0,0,0
STRG.13750,160,44,33,28,42,33,36,151,156,53,26,150
STRG.13751,61,49,33,28,71,46,93,122,29,72,27,121
STRG.16500,117,69,28,31,52,62,86,94,106,45,38,86
STRG.16501,2,0,0,0,1,1,0,0,0,0,0,0
STRG.13754,119,77,54,51,62,58,96,212,207,94,54,106
STRG.16507,156,124,68,44,116,98,137,244,263,127,88,226
STRG.16504,5,0,1,1,1,1,1,2,2,1,1,5
STRG.13757,765,393,289,502,439,425,495,1116,921,456,300,599
STRG.13758,107,41,25,36,41,51,40,82,67,41,26,79
STRG.13759,102,107,72,62,79,75,137,271,211,140,141,404
STRG.16508,775,326,194,178,483,535,446,713,795,441,250,595
STRG.16509,449,252,111,91,209,228,327,511,611,264,193,408
STRG.4554,41,6,20,3,9,11,10,34,27,7,8,113
STRG.20921,11,13,6,0,9,17,30,9,24,10,13,13
STRG.20920,267,67,58,31,108,91,63,208,154,122,143,210
STRG.20923,18,9,4,2,8,2,10,17,15,11,11,12
STRG.20922,46,48,18,22,30,40,46,68,85,34,28,50
STRG.20925,10,3,3,2,2,3,4,14,15,3,0,8
STRG.20924,22,28,30,7,28,9,26,76,76,43,16,57
STRG.20927,222,85,45,23,85,117,87,159,172,103,107,129
STRG.20926,506,165,115,204,180,236,198,317,340,162,103,207
STRG.20929,35,0,0,6,0,18,0,0,0,0,11,20
STRG.20928,107,26,16,8,35,54,30,54,45,35,40,40
STRG.26376,3,3,2,2,5,11,5,7,6,2,2,9
STRG.22690,1920,13,3,144,32,731,33,39,54,21,119,487
STRG.26374,65,41,34,27,24,32,47,93,87,43,22,64
STRG.22692,10,3,3,6,8,6,8,10,14,5,7,12
STRG.22695,707,241,221,52,487,252,283,747,741,441,177,544
STRG.26373,222,62,78,27,146,100,61,186,192,114,58,177
STRG.22697,2062,1180,483,133,1203,878,1190,2187,3809,1454,999,1888
STRG.22696,32,84,44,0,26,24,80,106,136,62,49,137
Pocillopora_acuta_HIv1_PredGene_g23488.t1,0,0,0,0,0,0,0,314,282,0,0,216
STRG.22698,242,186,185,238,166,148,234,453,365,246,115,375
STRG.26378,66,30,27,22,33,41,45,64,72,39,24,109
STRG.26379,11,2,1,3,2,9,3,2,4,2,4,24
STRG.19226,13,12,0,0,3,11,11,20,20,0,9,18
STRG.19227,796,293,203,90,315,486,365,757,645,347,381,706
STRG.19224,87,65,43,80,53,55,100,91,113,105,45,103
STRG.15979,26,23,14,15,19,13,17,52,40,19,11,37
STRG.19222,3,6,5,3,4,2,2,7,4,6,6,13
STRG.19223,24,16,0,20,22,19,24,44,31,42,34,73
STRG.19220,25,14,0,7,0,29,29,37,24,6,20,14
Pocillopora_acuta_HIv1_PredGene_g30614.t1,0,0,1,0,0,0,1,0,0,0,0,0
STRG.6993,113,64,60,75,86,75,96,257,187,115,61,231
STRG.6992,180,88,68,54,91,96,103,259,203,127,76,283
STRG.6991,260,184,121,65,216,152,238,549,486,228,175,234
STRG.15971,114,54,25,17,63,43,72,135,162,59,32,88
STRG.15976,7,2,2,1,2,1,2,2,2,3,2,3
STRG.15977,138,42,31,15,51,44,63,127,182,68,33,118
STRG.19228,18,16,11,50,16,26,22,40,24,13,29,39
STRG.6994,32,0,0,0,0,16,0,0,37,0,0,0
Pocillopora_acuta_HIv1_PredGene_22629_t,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32230.t1,0,4,3,0,2,0,2,2,8,3,0,0
STRG.301,72,70,58,16,59,32,88,140,188,84,57,128
STRG.300,587,314,229,605,317,312,461,717,858,373,212,571
STRG.303,154,73,37,51,59,63,77,198,184,81,52,138
STRG.302,88,51,33,41,46,38,48,101,132,43,39,90
STRG.305,334,261,198,85,164,229,297,521,535,349,239,607
STRG.304,517,209,138,28,278,268,202,425,574,256,205,445
STRG.307,345,146,93,78,214,124,189,412,464,207,95,311
STRG.306,10,0,0,25,0,14,0,0,0,0,0,0
STRG.309,51,10,5,6,0,0,16,37,20,13,10,16
STRG.308,83,47,32,29,50,45,60,118,153,55,35,91
Pocillopora_acuta_HIv1_PredGene_g23200.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27806.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6299.t2,0,1,1,0,0,0,0,0,1,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16100.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.10221,96,33,23,17,32,14,30,98,134,46,20,71
STRG.10220,147,75,81,47,82,75,81,191,210,115,64,148
STRG.10223,46,34,12,17,37,28,39,73,61,44,14,38
STRG.10222,31,0,6,7,13,10,14,23,21,26,9,25
STRG.10225,596,198,137,50,400,217,205,665,683,297,146,426
STRG.10224,255,182,92,115,223,146,223,487,477,252,113,295
STRG.10227,287,172,168,164,149,174,213,370,409,210,121,468
STRG.10226,17,16,14,14,14,13,15,38,34,17,10,54
STRG.10229,502,210,126,95,288,306,223,448,493,257,137,300
STRG.10228,217,63,51,26,125,70,56,199,198,82,39,140
Pocillopora_acuta_HIv1_PredGene_g12647.t1,0,0,0,0,0,0,0,0,0,3,0,2
Pocillopora_acuta_HIv1_PredGene_g17818.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_10349_t,0,0,0,0,0,0,0,0,0,0,0,0
STRG.21346,193,133,99,139,132,157,204,340,417,192,107,310
STRG.21347,13,0,0,0,0,0,0,7,14,6,0,0
STRG.21344,94,79,47,19,62,42,85,119,170,60,43,90
STRG.21345,42,36,27,5,33,18,33,57,107,27,20,65
STRG.21342,37,34,23,25,23,24,49,71,93,43,21,94
STRG.21343,116,135,93,86,81,83,232,320,269,118,75,263
STRG.21340,11,5,3,0,0,5,5,13,15,0,0,6
STRG.21341,77,83,39,20,38,43,112,108,155,69,53,161
STRG.3451,100,92,59,22,67,81,110,149,159,90,60,125
STRG.3450,27,9,8,9,10,19,6,7,13,9,9,22
Pocillopora_acuta_HIv1_PredGene_g17799.t1,0,0,0,0,0,0,0,0,0,1,1,2
STRG.3452,1,2,1,1,2,1,1,1,3,0,1,1
STRG.3455,234,61,56,107,64,137,77,135,144,69,136,390
STRG.3454,51,67,47,12,49,47,106,115,124,65,4,104
Pocillopora_acuta_HIv1_PredGene_g17575.t1,0,3,1,1,3,2,5,0,9,5,5,7
STRG.21349,2,0,0,0,1,0,1,0,0,0,0,0
STRG.20699,13,13,14,8,20,7,23,59,41,24,4,29
STRG.20698,39,71,50,12,59,38,76,62,80,68,36,50
STRG.20693,445,127,243,166,133,150,147,456,495,621,189,1132
STRG.20692,13,0,0,0,3,0,0,4,4,0,0,5
STRG.20691,16,0,3,0,0,9,4,11,14,0,4,17
STRG.20690,6,5,0,0,4,5,4,4,6,5,8,0
STRG.20697,8,6,2,0,4,6,12,0,0,7,7,0
STRG.20696,309,156,76,40,164,176,168,298,403,171,120,280
STRG.20695,8,19,9,0,16,12,23,28,27,17,6,13
STRG.20694,563,343,194,109,256,353,462,594,797,461,320,603
STRG.8979,3579,1320,823,807,1202,1429,1584,2546,2532,1169,769,2731
Pocillopora_acuta_HIv1_PredGene_g8543.t1,0,0,0,0,3,0,5,0,11,4,0,0
STRG.7706,7,0,0,0,0,0,0,8,0,9,0,0
STRG.8977,100,50,48,27,52,71,50,83,100,46,33,100
STRG.7708,5,4,9,4,2,7,6,4,27,8,3,17
Pocillopora_acuta_HIv1_PredGene_g10142.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_15105_t,0,0,17,0,0,40,39,0,0,38,40,0
Pocillopora_acuta_HIv1_PredGene_g18473.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.24331,5,10,6,3,8,6,8,17,25,11,5,15
STRG.24332,5,4,5,5,7,10,8,7,11,6,1,10
STRG.24333,2,2,2,1,1,2,2,6,5,4,1,3
STRG.24334,55,62,31,7,55,42,65,124,142,76,57,84
STRG.24335,66,62,27,14,50,56,60,78,104,49,30,68
STRG.24336,135,80,66,54,75,51,71,183,199,72,58,145
STRG.24337,733,462,216,175,471,322,435,815,1076,507,226,667
STRG.24338,693,344,250,236,465,493,622,1081,1038,487,662,758
STRG.24339,869,374,141,104,331,274,399,766,979,395,183,601
STRG.9537,1,1,0,1,1,1,1,1,1,1,1,0
STRG.16393,3,0,0,0,0,0,0,5,4,2,0,3
STRG.16392,78,43,23,5,53,41,46,97,107,38,28,76
STRG.3013,254,127,63,17,228,139,107,344,320,180,98,249
Pocillopora_acuta_HIv1_PredGene_g23222.t1,0,0,0,0,0,1,0,0,0,0,0,0
STRG.7226,73,75,56,40,49,67,92,144,153,83,62,150
STRG.7227,21,10,3,4,5,20,19,12,17,6,3,38
STRG.7224,112,45,35,30,55,42,69,114,194,54,30,75
STRG.7225,77,45,17,12,47,34,47,86,116,36,25,60
STRG.7222,11,14,9,6,9,9,25,24,36,14,7,23
STRG.7223,18,14,11,11,14,12,19,23,32,12,7,26
STRG.7220,59,44,37,27,58,38,53,74,75,57,29,91
STRG.7221,80,25,19,23,30,27,41,79,107,33,28,148
STRG.3015,1421,449,375,251,586,864,405,1174,1106,515,607,1338
STRG.7228,10,3,2,2,2,8,7,0,0,2,0,0
STRG.7229,13,4,3,5,2,14,8,5,11,5,2,30
STRG.16395,782,156,90,59,192,391,188,385,463,219,241,163
STRG.16394,114,14,14,18,25,43,19,42,46,13,13,10
Pocillopora_acuta_HIv1_PredGene_g1506.t1,0,1,1,0,1,1,0,0,0,1,1,0
Pocillopora_acuta_HIv1_PredGene_g6139.t2,0,0,0,1,4,0,8,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1896.t1,0,6,0,0,14,0,0,0,6,11,0,0
STRG.24598,362,171,76,58,193,172,183,275,373,183,112,373
STRG.24599,53,24,10,35,20,23,24,40,22,19,10,98
STRG.24594,37,13,11,13,15,28,26,19,10,11,12,49
STRG.24595,30,20,9,9,16,17,35,50,42,28,19,71
STRG.24596,21,15,8,9,16,19,13,12,10,11,6,12
STRG.24597,66,33,12,8,33,42,33,84,59,34,15,77
STRG.24590,23,0,0,0,0,15,0,0,0,14,9,34
STRG.24591,37,23,24,16,38,18,35,47,46,30,24,43
STRG.24592,73,33,19,29,37,42,49,44,72,44,24,64
STRG.24593,103,54,30,22,53,43,63,121,139,63,21,79
Pocillopora_acuta_HIv1_PredGene_g22417.t1,0,6,3,4,6,7,4,8,10,5,3,6
Pocillopora_acuta_HIv1_PredGene_11517_t,0,0,0,5,0,0,0,0,0,0,0,0
STRG.12882,19526,6180,6687,4422,9641,8540,5979,14514,16249,9514,7657,15642
STRG.6256,31,20,8,7,10,12,35,38,34,19,15,30
STRG.23641,78,78,59,29,60,50,74,165,143,88,27,158
STRG.23640,1513,619,436,290,920,626,659,1479,1801,926,578,1076
STRG.23643,509,231,180,118,245,242,278,481,573,234,176,426
STRG.23642,200,114,98,12,152,144,122,224,383,128,97,222
STRG.23645,76,44,41,56,68,33,58,129,151,78,31,87
STRG.23644,17,7,0,0,0,14,9,12,12,6,0,22
STRG.23647,408,146,100,50,225,153,165,371,503,200,105,306
STRG.23646,203,226,192,202,154,177,345,438,508,246,199,394
STRG.23649,9,4,1,2,3,2,1,5,2,2,2,4
STRG.12887,667,455,255,56,590,653,623,830,1316,441,364,663
Pocillopora_acuta_HIv1_PredGene_16274_t,0,0,0,0,0,0,0,0,11,0,0,0
STRG.6251,23,34,20,39,25,29,80,82,51,17,22,68
STRG.22996,120,74,46,44,78,48,105,143,225,65,48,93
Pocillopora_acuta_HIv1_PredGene_g10254.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.22994,302,262,203,168,208,193,382,561,601,260,189,540
STRG.22995,152,24,38,9,29,13,19,88,126,51,25,137
STRG.22992,102,0,97,152,76,62,136,216,263,114,77,215
STRG.22993,197,117,112,122,153,142,172,439,354,180,83,274
STRG.22990,52,35,16,0,30,25,35,66,99,38,19,45
STRG.22991,78,12,9,22,13,28,12,92,92,22,18,123
STRG.12884,305,165,111,33,286,157,209,394,489,228,194,363
STRG.22998,346,83,62,32,206,131,90,299,339,131,80,197
STRG.22999,848,328,200,70,439,393,286,828,920,447,316,578
STRG.6179,20,11,7,5,24,15,21,30,28,20,16,19
STRG.6178,51,41,19,14,31,32,39,62,55,38,23,32
STRG.6171,2,2,1,1,4,8,4,1,0,5,3,5
STRG.6170,26,10,0,8,13,10,12,24,24,10,7,36
STRG.6173,39,43,27,17,49,46,44,31,28,42,29,27
STRG.6172,7,7,3,0,8,0,6,11,17,4,6,12
STRG.6175,70,15,12,22,20,64,19,34,31,15,35,155
STRG.6174,81,27,15,32,30,63,37,31,31,32,56,144
STRG.6177,75,54,34,14,51,37,51,84,116,60,21,78
STRG.6176,59,30,24,14,41,34,37,42,50,33,24,36
STRG.18383,277,114,29,72,83,110,110,213,230,66,82,315
Pocillopora_acuta_HIv1_PredGene_g32246.t1,0,3,3,1,3,1,4,4,9,2,0,1
STRG.18387,547,253,152,52,365,200,334,618,928,407,151,542
Pocillopora_acuta_HIv1_PredGene_g10364.t1,0,2,3,2,4,4,7,4,3,4,2,0
Pocillopora_acuta_HIv1_PredGene_g26786.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23849.t1,0,0,1,1,1,0,0,0,1,2,0,0
STRG.1702,4,1,0,0,0,0,0,0,0,2,1,3
STRG.11245,28,16,11,8,18,10,25,38,64,9,8,33
STRG.1700,409,217,87,66,190,127,189,413,532,225,151,477
Pocillopora_acuta_HIv1_PredGene_g32525.t1,0,0,0,0,0,0,0,0,2,0,0,0
STRG.18892,304,117,103,48,241,149,96,355,337,177,124,209
STRG.18893,1741,562,480,217,1093,538,540,1619,1941,952,413,1197
STRG.18890,73,123,49,78,129,74,176,299,302,123,108,105
STRG.18891,142,65,45,20,52,41,54,179,203,76,61,218
STRG.18896,10,6,6,5,4,8,5,12,7,4,5,9
STRG.18897,18,8,5,10,8,17,13,11,21,13,11,19
STRG.18894,1591,812,428,375,1293,958,921,1941,2278,1121,447,1402
STRG.18895,1321,1025,319,278,1680,1046,959,1379,2678,1383,628,1018
STRG.18898,7,4,3,2,3,3,4,4,6,4,5,4
STRG.18899,38,13,9,10,14,22,19,32,32,19,10,42
STRG.22284,563,227,113,81,243,159,214,532,686,255,107,427
Pocillopora_acuta_HIv1_PredGene_g27364.t1,0,0,1,0,1,1,1,0,0,1,1,0
STRG.22285,185,38,26,50,51,102,32,49,76,42,47,52
Pocillopora_acuta_HIv1_PredGene_g32909.t1,0,0,0,0,0,0,0,0,0,1,1,0
Pocillopora_acuta_HIv1_PredGene_g12645.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25166.t1,0,2,0,1,1,3,0,5,4,2,1,0
STRG.13450,42,55,27,10,52,26,88,118,117,58,42,111
Pocillopora_acuta_HIv1_PredGene_g12391.t1,0,0,0,0,0,0,1,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g32527.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.13455,46,82,38,11,146,39,83,130,156,109,63,97
Pocillopora_acuta_HIv1_PredGene_g25837.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.22289,15,7,2,5,3,10,9,28,8,3,9,12
Pocillopora_acuta_HIv1_PredGene_g10435.t1,0,0,0,0,0,0,1,0,0,0,0,0
STRG.22072,61,58,37,35,46,31,65,143,162,56,34,109
STRG.16645,3,1,0,0,0,0,0,1,5,0,0,3
STRG.16644,226,100,58,85,191,153,177,245,261,143,84,179
STRG.16647,20,10,0,0,18,0,18,34,70,18,8,19
STRG.16646,2,1,0,0,1,1,1,1,1,1,1,0
STRG.8328,2293,1263,848,1726,994,1527,1881,2274,2765,1197,868,2742
Pocillopora_acuta_HIv1_PredGene_15666_t,0,54,0,0,0,0,45,0,0,0,0,0
