"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"2211","Pocillopora_acuta_HIv1_PredGene_g8202.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1575,52,14,127,202,25,43,26,34,117,166,68,34,59.331922274369,1.24781519910027,0.307337452235036,4.06008180918348,4.90555249092512e-05,0.0102405265234838,"CvsHigh"
"2287","Pocillopora_acuta_HIv1_PredGene_g9758.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",372,23,0,81,124,14,18,17,15,93,135,26,20,33.3869593955513,2.01593254485634,0.366783201147932,5.49625102389375,3.87950171765562e-08,3.1465434448613e-05,"CvsHigh"
"2292","Pocillopora_acuta_HIv1_PredGene_g9927.t1","GO:0005739",0.0377227930900844,0.975631823563706,34,2167,"mitochondrion","CC",1065,84,15,336,379,46,76,51,37,213,278,98,71,107.183331832391,1.66079321834182,0.336878943736565,4.92994070784233,8.2254577586886e-07,0.000407255293226008,"CvsHigh"
"49","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1515,37,18,271,134,27,26,29,37,132,135,42,43,60.2934226057095,1.45712845689804,0.359258887620552,4.05592876643613,4.99354775782682e-05,0.0102405265234838,"CvsHigh"
"225","Pocillopora_acuta_HIv1_PredGene_g11568.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1158,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.46559403847632,0.315015428449986,-4.65245161383899,3.28011721391106e-06,0.00137770780336432,"CvsHigh"
"226","Pocillopora_acuta_HIv1_PredGene_g11568.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1158,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.25863403873435,0.315856180019127,-3.98483271297123,6.75276810874622e-05,0.0244356705670492,"CvsMid"
"237","Pocillopora_acuta_HIv1_PredGene_g11568.t2","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1125,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.25863403873435,0.315856180019127,-3.98483271297123,6.75276810874622e-05,0.0244356705670492,"CvsMid"
"238","Pocillopora_acuta_HIv1_PredGene_g11568.t2","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1125,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.46559403847632,0.315015428449986,-4.65245161383899,3.28011721391106e-06,0.00137770780336432,"CvsHigh"
"284","Pocillopora_acuta_HIv1_PredGene_g11569.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1011,383,160,185,329,151,299,342,455,419,429,331,181,300.847765588839,-1.07194681263252,0.252224311653615,-4.24997418212663,2.13795156724868e-05,0.00591567709399203,"CvsHigh"
"338","Pocillopora_acuta_HIv1_PredGene_g1271.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1032,47,16,273,466,70,33,29,27,134,158,64,108,95.7430410043327,2.17895612073762,0.484105316209845,4.50099605969439,6.76357598876703e-06,0.00227265815473985,"CvsHigh"
"347","Pocillopora_acuta_HIv1_PredGene_g1272.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",960,26,0,77,63,43,10,13,9,46,99,62,79,40.1267610801369,2.94270093049046,0.500837298451904,5.87556266193912,4.21409519930272e-09,4.57123976744362e-05,"MidvsHigh"
"348","Pocillopora_acuta_HIv1_PredGene_g1272.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",960,26,0,77,63,43,10,13,9,46,99,62,79,40.1267610801369,2.06147304733285,0.498357516866523,4.13653447086459,3.52590408956699e-05,0.00863883230111512,"CvsHigh"
"383","Pocillopora_acuta_HIv1_PredGene_g16052.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",873,67,29,252,254,47,55,62,74,177,238,111,76,98.3359494391253,0.921335346571371,0.25949633884189,3.55047531954867,0.000384536188952123,0.0405590838580398,"CvsHigh"
"481","Pocillopora_acuta_HIv1_PredGene_g18651.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",7245,28,11,26,20,27,32,23,34,31,47,30,35,29.3290873427001,-1.27758991782444,0.316285742072689,-4.03935349551995,5.35987341923461e-05,0.0200110448720345,"CvsMid"
"506","Pocillopora_acuta_HIv1_PredGene_g18847.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",3813,85,40,294,196,59,66,53,60,277,306,128,70,109.823668544255,1.06930264632075,0.231478331224295,4.6194502987177,3.84758027656541e-06,0.00156032647732922,"CvsHigh"
"725","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"744","Pocillopora_acuta_HIv1_PredGene_g21407.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1122,35,37,42,53,27,39,61,61,57,85,55,40,49.5973529261396,-0.994314771508488,0.283219095408073,-3.51076176581894,0.000446824642989232,0.0453007001196109,"CvsHigh"
"802","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"803","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"858","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"859","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"902","Pocillopora_acuta_HIv1_PredGene_g21776.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",924,97,97,168,91,70,136,192,238,214,186,79,27,129.296870244959,-1.21974931250851,0.32744587940481,-3.72504095860243,0.000195283511828059,0.0245629063192929,"CvsHigh"
"956","Pocillopora_acuta_HIv1_PredGene_g21777.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1002,18,39,86,38,10,77,160,97,71,55,41,6,57.0828768673038,-2.32512805546069,0.436096946800457,-5.33167698723785,9.7309916102261e-08,0.000351856438306425,"MidvsHigh"
"957","Pocillopora_acuta_HIv1_PredGene_g21777.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1002,18,39,86,38,10,77,160,97,71,55,41,6,57.0828768673038,-1.71986217954728,0.40944485253861,-4.20047332109298,2.6635755464423e-05,0.00696110671420771,"CvsHigh"
"1112","Pocillopora_acuta_HIv1_PredGene_g21777.t2","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1155,18,39,86,38,10,77,160,97,71,55,41,6,57.0828768673038,-1.71986217954728,0.40944485253861,-4.20047332109298,2.6635755464423e-05,0.00696110671420771,"CvsHigh"
"1113","Pocillopora_acuta_HIv1_PredGene_g21777.t2","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1155,18,39,86,38,10,77,160,97,71,55,41,6,57.0828768673038,-2.32512805546069,0.436096946800457,-5.33167698723785,9.7309916102261e-08,0.000351856438306425,"MidvsHigh"
"1270","Pocillopora_acuta_HIv1_PredGene_g22714.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",3933,90,51,91,86,49,57,91,118,85,114,62,52,78.902496632157,-0.955224865380024,0.268163566903732,-3.56209785098413,0.000367903201460614,0.0389795099169149,"CvsHigh"
"1339","Pocillopora_acuta_HIv1_PredGene_g2511.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1359,326,377,232,447,237,384,489,525,548,656,437,413,440.997832085432,-1.24781365616416,0.308327134115062,-4.04704457733033,5.18683664047871e-05,0.0103389478492118,"CvsHigh"
"1550","Pocillopora_acuta_HIv1_PredGene_g29028.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1191,16,7,7,18,10,16,40,22,22,16,14,10,16.8487072861785,-1.58742582857259,0.440189239169736,-3.60623497195597,0.000310671844438715,0.0341463198740328,"CvsHigh"
"1598","Pocillopora_acuta_HIv1_PredGene_g30103.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",2379,19,35,8,55,17,36,93,41,15,24,50,23,38.9625071303484,-2.21750925641501,0.535667643544319,-4.13971103750556,3.47743569786268e-05,0.00863883230111512,"CvsHigh"
"1707","Pocillopora_acuta_HIv1_PredGene_g32496.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1317,101,30,281,231,44,71,83,97,281,382,116,112,122.032466238066,0.906334399074877,0.244013414875396,3.71428103466234,0.000203782230149912,0.0253842578960011,"CvsHigh"
"1824","Pocillopora_acuta_HIv1_PredGene_g3583.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",999,22,80,70,127,11,71,316,82,61,55,33,5,81.9113499723952,-3.03614849820518,0.551661215619921,-5.50364682569421,3.720144317521e-08,0.000201771327421545,"MidvsHigh"
"1825","Pocillopora_acuta_HIv1_PredGene_g3583.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",999,22,80,70,127,11,71,316,82,61,55,33,5,81.9113499723952,-1.99348090724136,0.527550330720214,-3.77875018013893,0.000157617449620316,0.0213064369685025,"CvsHigh"
"1870","Pocillopora_acuta_HIv1_PredGene_g3583.t2","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1065,22,80,70,127,11,71,316,82,61,55,33,5,81.9113499723952,-1.99348090724136,0.527550330720214,-3.77875018013893,0.000157617449620316,0.0213064369685025,"CvsHigh"
"1871","Pocillopora_acuta_HIv1_PredGene_g3583.t2","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1065,22,80,70,127,11,71,316,82,61,55,33,5,81.9113499723952,-3.03614849820518,0.551661215619921,-5.50364682569421,3.720144317521e-08,0.000201771327421545,"MidvsHigh"
"2086","Pocillopora_acuta_HIv1_PredGene_g3585.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1230,120,114,226,149,70,155,259,276,260,230,91,43,158.968719368472,-1.08995803873006,0.278496296931527,-3.91372542737273,9.0882974542187e-05,0.0149376374361058,"CvsHigh"
"2087","Pocillopora_acuta_HIv1_PredGene_g3585.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",1230,120,114,226,149,70,155,259,276,260,230,91,43,158.968719368472,-1.25269975138184,0.286047121016976,-4.37934752473,1.19035173913249e-05,0.0256623002585515,"MidvsHigh"
"2157","Pocillopora_acuta_HIv1_PredGene_g7379.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",2070,57,38,12,53,21,60,48,133,66,57,78,38,56.847408523961,-1.74974603133862,0.418812800715707,-4.1778714221449,2.94249908214642e-05,0.00760555174847977,"CvsHigh"
"2170","Pocillopora_acuta_HIv1_PredGene_g7577.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",852,88,21,253,386,37,66,76,77,197,269,106,86,109.754789123558,1.11843962432447,0.319048618299699,3.50554605215015,0.000455671663585472,0.045481266538843,"CvsHigh"
"2218","Pocillopora_acuta_HIv1_PredGene_g8863.t1","GO:0005615",0.0127926591775769,0.992867651158354,27,1706,"extracellular space","CC",2223,33,28,37,32,18,33,43,60,52,61,30,27,37.6427979627707,-1.07376548715634,0.281069292037944,-3.82028744360797,0.000133296236882874,0.0192281024237347,"CvsHigh"
"209","Pocillopora_acuta_HIv1_PredGene_g11568.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",1158,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.46559403847632,0.315015428449986,-4.65245161383899,3.28011721391106e-06,0.00137770780336432,"CvsHigh"
"210","Pocillopora_acuta_HIv1_PredGene_g11568.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",1158,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.25863403873435,0.315856180019127,-3.98483271297123,6.75276810874622e-05,0.0244356705670492,"CvsMid"
"241","Pocillopora_acuta_HIv1_PredGene_g11568.t2","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",1125,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.25863403873435,0.315856180019127,-3.98483271297123,6.75276810874622e-05,0.0244356705670492,"CvsMid"
"242","Pocillopora_acuta_HIv1_PredGene_g11568.t2","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",1125,205,63,65,110,75,153,182,213,126,199,164,63,136.349184921292,-1.46559403847632,0.315015428449986,-4.65245161383899,3.28011721391106e-06,0.00137770780336432,"CvsHigh"
"273","Pocillopora_acuta_HIv1_PredGene_g11569.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",1011,383,160,185,329,151,299,342,455,419,429,331,181,300.847765588839,-1.07194681263252,0.252224311653615,-4.24997418212663,2.13795156724868e-05,0.00591567709399203,"CvsHigh"
"487","Pocillopora_acuta_HIv1_PredGene_g18651.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",7245,28,11,26,20,27,32,23,34,31,47,30,35,29.3290873427001,-1.27758991782444,0.316285742072689,-4.03935349551995,5.35987341923461e-05,0.0200110448720345,"CvsMid"
"500","Pocillopora_acuta_HIv1_PredGene_g18847.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",3813,85,40,294,196,59,66,53,60,277,306,128,70,109.823668544255,1.06930264632075,0.231478331224295,4.6194502987177,3.84758027656541e-06,0.00156032647732922,"CvsHigh"
"722","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"877","Pocillopora_acuta_HIv1_PredGene_g21776.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",924,97,97,168,91,70,136,192,238,214,186,79,27,129.296870244959,-1.21974931250851,0.32744587940481,-3.72504095860243,0.000195283511828059,0.0245629063192929,"CvsHigh"
"1273","Pocillopora_acuta_HIv1_PredGene_g22714.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",3933,90,51,91,86,49,57,91,118,85,114,62,52,78.902496632157,-0.955224865380024,0.268163566903732,-3.56209785098413,0.000367903201460614,0.0389795099169149,"CvsHigh"
"1369","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1549","Pocillopora_acuta_HIv1_PredGene_g29028.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",1191,16,7,7,18,10,16,40,22,22,16,14,10,16.8487072861785,-1.58742582857259,0.440189239169736,-3.60623497195597,0.000310671844438715,0.0341463198740328,"CvsHigh"
"1609","Pocillopora_acuta_HIv1_PredGene_g30103.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",2379,19,35,8,55,17,36,93,41,15,24,50,23,38.9625071303484,-2.21750925641501,0.535667643544319,-4.13971103750556,3.47743569786268e-05,0.00863883230111512,"CvsHigh"
"1706","Pocillopora_acuta_HIv1_PredGene_g32496.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",1317,101,30,281,231,44,71,83,97,281,382,116,112,122.032466238066,0.906334399074877,0.244013414875396,3.71428103466234,0.000203782230149912,0.0253842578960011,"CvsHigh"
"2072","Pocillopora_acuta_HIv1_PredGene_g3585.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",1230,120,114,226,149,70,155,259,276,260,230,91,43,158.968719368472,-1.08995803873006,0.278496296931527,-3.91372542737273,9.0882974542187e-05,0.0149376374361058,"CvsHigh"
"2073","Pocillopora_acuta_HIv1_PredGene_g3585.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",1230,120,114,226,149,70,155,259,276,260,230,91,43,158.968719368472,-1.25269975138184,0.286047121016976,-4.37934752473,1.19035173913249e-05,0.0256623002585515,"MidvsHigh"
"2127","Pocillopora_acuta_HIv1_PredGene_g5469.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",3996,46,30,18,38,21,37,58,57,24,43,27,23,38.032343623003,-1.78769248270725,0.345475933559035,-5.17457891868398,2.28425546216621e-07,0.000137764032629773,"CvsHigh"
"2164","Pocillopora_acuta_HIv1_PredGene_g7379.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",2070,57,38,12,53,21,60,48,133,66,57,78,38,56.847408523961,-1.74974603133862,0.418812800715707,-4.1778714221449,2.94249908214642e-05,0.00760555174847977,"CvsHigh"
"2214","Pocillopora_acuta_HIv1_PredGene_g8863.t1","GO:0062023",0.00318559076168251,0.998731186703574,16,779,"collagen-containing extracellular matrix","CC",2223,33,28,37,32,18,33,43,60,52,61,30,27,37.6427979627707,-1.07376548715634,0.281069292037944,-3.82028744360797,0.000133296236882874,0.0192281024237347,"CvsHigh"
"56","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",1515,37,18,271,134,27,26,29,37,132,135,42,43,60.2934226057095,1.45712845689804,0.359258887620552,4.05592876643613,4.99354775782682e-05,0.0102405265234838,"CvsHigh"
"317","Pocillopora_acuta_HIv1_PredGene_g12340.t1","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",720,15,34,17,9,20,15,22,19,21,15,22,13,22.691551832276,-1.99793542655613,0.510687723123902,-3.91224487311866,9.14421205496612e-05,0.0149376374361058,"CvsHigh"
"336","Pocillopora_acuta_HIv1_PredGene_g1271.t1","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",1032,47,16,273,466,70,33,29,27,134,158,64,108,95.7430410043327,2.17895612073762,0.484105316209845,4.50099605969439,6.76357598876703e-06,0.00227265815473985,"CvsHigh"
"365","Pocillopora_acuta_HIv1_PredGene_g1272.t1","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",960,26,0,77,63,43,10,13,9,46,99,62,79,40.1267610801369,2.94270093049046,0.500837298451904,5.87556266193912,4.21409519930272e-09,4.57123976744362e-05,"MidvsHigh"
"366","Pocillopora_acuta_HIv1_PredGene_g1272.t1","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",960,26,0,77,63,43,10,13,9,46,99,62,79,40.1267610801369,2.06147304733285,0.498357516866523,4.13653447086459,3.52590408956699e-05,0.00863883230111512,"CvsHigh"
"474","Pocillopora_acuta_HIv1_PredGene_g17977.t1","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",1638,65,20,218,142,45,52,41,54,179,203,76,61,78.4208279128194,0.997198674788558,0.235667571103353,4.2313784205432,2.32263528639412e-05,0.00620803461037228,"CvsHigh"
"1446","Pocillopora_acuta_HIv1_PredGene_g28764.t1","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",1671,37,18,271,134,27,26,29,37,132,135,42,43,60.2934226057095,1.45712845689804,0.359258887620552,4.05592876643613,4.99354775782682e-05,0.0102405265234838,"CvsHigh"
"1487","Pocillopora_acuta_HIv1_PredGene_g28764.t2","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",1677,37,18,271,134,27,26,29,37,132,135,42,43,60.2934226057095,1.45712845689804,0.359258887620552,4.05592876643613,4.99354775782682e-05,0.0102405265234838,"CvsHigh"
"1526","Pocillopora_acuta_HIv1_PredGene_g28764.t3","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",1674,37,18,271,134,27,26,29,37,132,135,42,43,60.2934226057095,1.45712845689804,0.359258887620552,4.05592876643613,4.99354775782682e-05,0.0102405265234838,"CvsHigh"
"2171","Pocillopora_acuta_HIv1_PredGene_g7577.t1","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",852,88,21,253,386,37,66,76,77,197,269,106,86,109.754789123558,1.11843962432447,0.319048618299699,3.50554605215015,0.000455671663585472,0.045481266538843,"CvsHigh"
"2285","Pocillopora_acuta_HIv1_PredGene_g9384.t1","GO:0016323",0.018853972547255,0.992682398779045,10,536,"basolateral plasma membrane","CC",3264,110,74,142,131,108,114,104,160,157,210,169,104,131.378641850154,-0.895196773619347,0.208134919020189,-4.30104077601948,1.69997771617433e-05,0.00799703517242728,"CvsMid"
"286","Pocillopora_acuta_HIv1_PredGene_g11569.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",1011,383,160,185,329,151,299,342,455,419,429,331,181,300.847765588839,-1.07194681263252,0.252224311653615,-4.24997418212663,2.13795156724868e-05,0.00591567709399203,"CvsHigh"
"511","Pocillopora_acuta_HIv1_PredGene_g18847.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",3813,85,40,294,196,59,66,53,60,277,306,128,70,109.823668544255,1.06930264632075,0.231478331224295,4.6194502987177,3.84758027656541e-06,0.00156032647732922,"CvsHigh"
"582","Pocillopora_acuta_HIv1_PredGene_g1988.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",999,33,22,30,17,35,20,26,43,29,31,32,30,32.0518923174812,-1.28245590540718,0.354411838987349,-3.61854702447724,0.000296261672669148,0.0328696735983539,"CvsHigh"
"583","Pocillopora_acuta_HIv1_PredGene_g1988.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",999,33,22,30,17,35,20,26,43,29,31,32,30,32.0518923174812,-1.59403568016063,0.349278829604013,-4.56379128952028,5.02380236801504e-06,0.00281344894043052,"CvsMid"
"613","Pocillopora_acuta_HIv1_PredGene_g20469.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",708,14,16,11,9,15,16,11,11,8,6,14,4,13.548694393742,-1.97291347624667,0.537383550647053,-3.67133209394134,0.000241289572884404,0.0288089951462643,"CvsHigh"
"726","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"1368","Pocillopora_acuta_HIv1_PredGene_g26402.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",5844,49,28,24,39,20,31,55,68,30,60,22,35,40.2041402293271,-1.46908976230188,0.372589147611439,-3.94292150407436,8.04950073082932e-05,0.0140246153103582,"CvsHigh"
"1599","Pocillopora_acuta_HIv1_PredGene_g30103.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",2379,19,35,8,55,17,36,93,41,15,24,50,23,38.9625071303484,-2.21750925641501,0.535667643544319,-4.13971103750556,3.47743569786268e-05,0.00863883230111512,"CvsHigh"
"1709","Pocillopora_acuta_HIv1_PredGene_g33391.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",2175,189,101,170,129,111,169,191,309,257,228,265,133,188.275726237953,-1.15655067861179,0.224366182132257,-5.15474599434082,2.53974955474202e-07,0.000145701095797773,"CvsHigh"
"1710","Pocillopora_acuta_HIv1_PredGene_g33391.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",2175,189,101,170,129,111,169,191,309,257,228,265,133,188.275726237953,-1.06989530167644,0.224701357248143,-4.76141005456825,1.92244977915689e-06,0.00113044853138873,"CvsMid"
"2130","Pocillopora_acuta_HIv1_PredGene_g5469.t1","GO:0005912",0.0109452024556496,0.996346391650395,9,404,"adherens junction","CC",3996,46,30,18,38,21,37,58,57,24,43,27,23,38.032343623003,-1.78769248270725,0.345475933559035,-5.17457891868398,2.28425546216621e-07,0.000137764032629773,"CvsHigh"
"144","Pocillopora_acuta_HIv1_PredGene_9973_t","GO:0031966",0.00536655291433414,0.998542880746322,8,241,"mitochondrial membrane","CC",501,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"194","Pocillopora_acuta_HIv1_PredGene_g1152.t1","GO:0031966",0.00536655291433414,0.998542880746322,8,241,"mitochondrial membrane","CC",888,305,85,949,1387,185,276,194,163,948,1057,487,268,409.200638658231,1.45478582380931,0.269043178896384,5.40725778582028,6.39970017582916e-08,4.56143478289932e-05,"CvsHigh"
"298","Pocillopora_acuta_HIv1_PredGene_g12058.t1","GO:0031966",0.00536655291433414,0.998542880746322,8,241,"mitochondrial membrane","CC",990,73,24,172,191,29,43,37,38,123,193,82,69,74.0843131659301,1.06502058176062,0.296952202767759,3.58650507332169,0.000335139547105879,0.0361597123278779,"CvsHigh"
"1306","Pocillopora_acuta_HIv1_PredGene_g23706.t1","GO:0031966",0.00536655291433414,0.998542880746322,8,241,"mitochondrial membrane","CC",582,225,41,835,1077,172,342,212,171,921,1165,308,275,365.712693052772,1.31493485242759,0.332439427153931,3.9554118585902,7.64029135029085e-05,0.0135886047356616,"CvsHigh"
"1329","Pocillopora_acuta_HIv1_PredGene_g24638.t1","GO:0031966",0.00536655291433414,0.998542880746322,8,241,"mitochondrial membrane","CC",294,47,17,9,26,28,69,53,35,8,11,58,31,37.7675127385225,-2.80008206457194,0.422709569482559,-6.62412745469552,3.49305280558796e-11,5.47733966934896e-08,"CvsHigh"
