,gene_id,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,length,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Treatment_Compare
334,Acerv_evm.model.Segkk223_pilon.4,GO:0032456,0.013229814,0.99939885,2,8,endocytic recycling,BP,2742,74.9843103,-1.907117848,0.432548482,-4.4090268,1.04E-05,0.003129276,CvsT3
333,Acerv_evm.model.Segkk223_pilon.4,GO:0032456,0.013229814,0.99939885,2,8,endocytic recycling,BP,2742,74.9843103,-2.106918486,0.47873946,-4.400971016,1.08E-05,0.003247754,CvsT1
332,Acerv_evm.model.Segkk223_pilon.4,GO:0032456,0.013229814,0.99939885,2,8,endocytic recycling,BP,2742,74.9843103,-2.143028793,0.429306296,-4.991841052,5.98E-07,0.000200263,CvsT2
155,Acerv_evm.model.Segkk1945_pilon.2,GO:0038127,0.021654746,1,1,1,ERBB signaling pathway,BP,1350,16.8033195,-2.495587387,0.600891203,-4.153143487,3.28E-05,0.00470295,CvsT2
157,Acerv_evm.model.Segkk1945_pilon.2,GO:0038127,0.021654746,1,1,1,ERBB signaling pathway,BP,1350,16.8033195,-2.953644154,0.645065098,-4.578831136,4.68E-06,0.001690962,CvsT1
156,Acerv_evm.model.Segkk1945_pilon.2,GO:0038127,0.021654746,1,1,1,ERBB signaling pathway,BP,1350,16.8033195,-2.971983022,0.590917609,-5.029437229,4.92E-07,0.000211784,CvsT3
170,Acerv_evm.model.Segkk1945_pilon.2,GO:0070371,0.048263201,0.999405948,1,2,ERK1 and ERK2 cascade,BP,1350,16.8033195,-2.495587387,0.600891203,-4.153143487,3.28E-05,0.00470295,CvsT2
172,Acerv_evm.model.Segkk1945_pilon.2,GO:0070371,0.048263201,0.999405948,1,2,ERK1 and ERK2 cascade,BP,1350,16.8033195,-2.953644154,0.645065098,-4.578831136,4.68E-06,0.001690962,CvsT1
171,Acerv_evm.model.Segkk1945_pilon.2,GO:0070371,0.048263201,0.999405948,1,2,ERK1 and ERK2 cascade,BP,1350,16.8033195,-2.971983022,0.590917609,-5.029437229,4.92E-07,0.000211784,CvsT3
850,Acerv_evm.model.Segkk384_pilon.7,GO:0006887,0.037719625,0.996717763,2,13,exocytosis,BP,1704,65.73939955,-1.517728143,0.397578007,-3.817434859,0.000134846,0.01369827,CvsT2
849,Acerv_evm.model.Segkk384_pilon.7,GO:0006887,0.037719625,0.996717763,2,13,exocytosis,BP,1704,65.73939955,-1.793280034,0.432200041,-4.149189871,3.34E-05,0.007015269,CvsT4
824,Acerv_evm.model.Segkk3525_pilon.1,GO:0006887,0.037719625,0.996717763,2,13,exocytosis,BP,2871,30.47713734,-2.525395035,0.452324496,-5.583148952,2.36E-08,1.26E-05,CvsT2
826,Acerv_evm.model.Segkk3525_pilon.1,GO:0006887,0.037719625,0.996717763,2,13,exocytosis,BP,2871,30.47713734,-2.55061998,0.453977427,-5.618385027,1.93E-08,1.03E-05,CvsT3
825,Acerv_evm.model.Segkk3525_pilon.1,GO:0006887,0.037719625,0.996717763,2,13,exocytosis,BP,2871,30.47713734,-2.565548995,0.478819719,-5.358068802,8.41E-08,4.75E-05,CvsT4
823,Acerv_evm.model.Segkk3525_pilon.1,GO:0006887,0.037719625,0.996717763,2,13,exocytosis,BP,2871,30.47713734,-2.726034346,0.493419551,-5.524779753,3.30E-08,1.66E-05,CvsT1
152,Acerv_evm.model.Segkk1945_pilon.2,GO:0060324,0.042592659,0.999538703,1,2,face development,BP,1350,16.8033195,-2.495587387,0.600891203,-4.153143487,3.28E-05,0.00470295,CvsT2
154,Acerv_evm.model.Segkk1945_pilon.2,GO:0060324,0.042592659,0.999538703,1,2,face development,BP,1350,16.8033195,-2.953644154,0.645065098,-4.578831136,4.68E-06,0.001690962,CvsT1
153,Acerv_evm.model.Segkk1945_pilon.2,GO:0060324,0.042592659,0.999538703,1,2,face development,BP,1350,16.8033195,-2.971983022,0.590917609,-5.029437229,4.92E-07,0.000211784,CvsT3
320,Acerv_evm.model.Segkk2119_pilon.10,GO:0045444,0.043494567,0.995870775,2,14,fat cell differentiation,BP,414,50.52616569,1.170245445,0.282248923,4.146146722,3.38E-05,0.00470295,CvsT2
321,Acerv_evm.model.Segkk2119_pilon.10,GO:0045444,0.043494567,0.995870775,2,14,fat cell differentiation,BP,414,50.52616569,1.026515941,0.288714559,3.555469952,0.000377304,0.047726234,CvsT4
418,Acerv_evm.model.Segkk2585_pilon.5,GO:0045444,0.043494567,0.995870775,2,14,fat cell differentiation,BP,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
47,Acerv_evm.model.Segkk1575_pilon.7,GO:0010154,0.021410748,1,1,1,fruit development,BP,1956,17.87071161,-1.945563206,0.494905872,-3.93117826,8.45E-05,0.009435072,CvsT2
484,Acerv_evm.model.Segkk30_pilon.11,GO:0048806,0.029949103,1,1,1,genitalia development,BP,444,101.7098226,0.982072088,0.267764082,3.667676709,0.000244764,0.033028579,CvsT4
77,Acerv_evm.model.Segkk1821_pilon.34,GO:0007390,0.032890629,1,1,1,germ-band shortening,BP,276,23.20158406,-1.68612304,0.422156883,-3.994067393,6.49E-05,0.011629261,CvsT1
309,Acerv_evm.model.Segkk2116_pilon.21,GO:0009247,0.045450337,0.999473946,1,2,glycolipid biosynthetic process,BP,924,381.1500391,0.730761808,0.203867502,3.584493852,0.000337733,0.02702159,CvsT2
311,Acerv_evm.model.Segkk2116_pilon.21,GO:0006664,0.045450337,0.999473946,1,2,glycolipid metabolic process,BP,924,381.1500391,0.730761808,0.203867502,3.584493852,0.000337733,0.02702159,CvsT2
630,Acerv_evm.model.Segkk3327_pilon.18,GO:0046477,0.044450646,0.999497095,1,2,glycosylceramide catabolic process,BP,930,107.1265786,1.718408118,0.465459287,3.691854836,0.000222625,0.03541535,T1vsT2
972,Acerv_evm.model.Segkk657_pilon.10,GO:0007030,0.016914428,0.998017359,3,22,Golgi organization,BP,1452,166.6424442,1.371824937,0.293233457,4.678268805,2.89E-06,0.005676206,T1vsT2
982,Acerv_evm.model.Segkk905_pilon.19,GO:0007030,0.016914428,0.998017359,3,22,Golgi organization,BP,1851,186.159216,-0.769307136,0.20309269,-3.787960741,0.000151889,0.031101355,T1vsT2
79,Acerv_evm.model.Segkk1821_pilon.34,GO:0007030,0.016914428,0.998017359,3,22,Golgi organization,BP,276,23.20158406,-1.68612304,0.422156883,-3.994067393,6.49E-05,0.011629261,CvsT1
78,Acerv_evm.model.Segkk1821_pilon.34,GO:0008258,0.032890629,1,1,1,head involution,BP,276,23.20158406,-1.68612304,0.422156883,-3.994067393,6.49E-05,0.011629261,CvsT1
646,Acerv_evm.model.Segkk3394_pilon.16,GO:0044154,0.043877015,0.999510137,1,2,histone H3-K14 acetylation,BP,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
645,Acerv_evm.model.Segkk3394_pilon.16,GO:0044154,0.043877015,0.999510137,1,2,histone H3-K14 acetylation,BP,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
644,Acerv_evm.model.Segkk3394_pilon.16,GO:0044154,0.043877015,0.999510137,1,2,histone H3-K14 acetylation,BP,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
643,Acerv_evm.model.Segkk3394_pilon.16,GO:0044154,0.043877015,0.999510137,1,2,histone H3-K14 acetylation,BP,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
642,Acerv_evm.model.Segkk3394_pilon.16,GO:0043972,0.021414665,1,1,1,histone H3-K23 acetylation,BP,1854,232.3246725,-5.146010627,0.368281642,-13.97303054,2.28E-44,1.03E-40,CvsT3
641,Acerv_evm.model.Segkk3394_pilon.16,GO:0043972,0.021414665,1,1,1,histone H3-K23 acetylation,BP,1854,232.3246725,-5.21903369,0.39763161,-13.1252988,2.36E-39,1.07E-35,CvsT1
640,Acerv_evm.model.Segkk3394_pilon.16,GO:0043972,0.021414665,1,1,1,histone H3-K23 acetylation,BP,1854,232.3246725,-5.367576715,0.367063506,-14.62301926,2.00E-48,9.06E-45,CvsT2
639,Acerv_evm.model.Segkk3394_pilon.16,GO:0043972,0.021414665,1,1,1,histone H3-K23 acetylation,BP,1854,232.3246725,-5.668645984,0.393565825,-14.40329833,4.93E-47,2.23E-43,CvsT4
811,Acerv_evm.model.Segkk3453_pilon.14,GO:0000412,0.030716833,1,1,1,histone peptidyl-prolyl isomerization,BP,399,61.45976883,1.373336682,0.325652771,4.217181017,2.47E-05,0.003790713,CvsT2
810,Acerv_evm.model.Segkk3453_pilon.14,GO:0000412,0.030716833,1,1,1,histone peptidyl-prolyl isomerization,BP,399,61.45976883,1.325693825,0.346001737,3.831465806,0.000127382,0.019991259,CvsT4
921,Acerv_evm.model.Segkk4124_pilon.3,GO:0030213,0.021153966,1,1,1,hyaluronan biosynthetic process,BP,3327,1690.290979,1.96437116,0.483641615,4.061625592,4.87E-05,0.017452579,T1vsT2
924,Acerv_evm.model.Segkk4124_pilon.3,GO:0030214,0.021153966,1,1,1,hyaluronan catabolic process,BP,3327,1690.290979,1.96437116,0.483641615,4.061625592,4.87E-05,0.017452579,T1vsT2
919,Acerv_evm.model.Segkk4124_pilon.3,GO:0006954,0.045397275,0.991960755,3,34,inflammatory response,BP,3327,1690.290979,1.96437116,0.483641615,4.061625592,4.87E-05,0.017452579,T1vsT2
708,Acerv_evm.model.Segkk3450_pilon.3,GO:0006954,0.045397275,0.991960755,3,34,inflammatory response,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
709,Acerv_evm.model.Segkk3450_pilon.3,GO:0006954,0.045397275,0.991960755,3,34,inflammatory response,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
900,Acerv_evm.model.Segkk4124_pilon.10,GO:0006954,0.045397275,0.991960755,3,34,inflammatory response,BP,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
706,Acerv_evm.model.Segkk3450_pilon.3,GO:0045087,0.047720622,0.991366613,3,35,innate immune response,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
707,Acerv_evm.model.Segkk3450_pilon.3,GO:0045087,0.047720622,0.991366613,3,35,innate immune response,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
852,Acerv_evm.model.Segkk384_pilon.7,GO:0045087,0.047720622,0.991366613,3,35,innate immune response,BP,1704,65.73939955,-1.517728143,0.397578007,-3.817434859,0.000134846,0.01369827,CvsT2
550,Acerv_evm.model.Segkk3192_pilon.40,GO:0045087,0.047720622,0.991366613,3,35,innate immune response,BP,618,232.3615171,-1.533216165,0.378587941,-4.049828323,5.13E-05,0.017452579,T1vsT2
851,Acerv_evm.model.Segkk384_pilon.7,GO:0045087,0.047720622,0.991366613,3,35,innate immune response,BP,1704,65.73939955,-1.793280034,0.432200041,-4.149189871,3.34E-05,0.007015269,CvsT4
772,Acerv_evm.model.Segkk3450_pilon.3,GO:0002227,0.02140892,1,1,1,innate immune response in mucosa,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
773,Acerv_evm.model.Segkk3450_pilon.3,GO:0002227,0.02140892,1,1,1,innate immune response in mucosa,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
68,Acerv_evm.model.Segkk1821_pilon.34,GO:0002165,0.032890629,1,1,1,instar larval or pupal development,BP,276,23.20158406,-1.68612304,0.422156883,-3.994067393,6.49E-05,0.011629261,CvsT1
610,Acerv_evm.model.Segkk3209_pilon.7,GO:0060333,0.023448705,1,1,1,interferon-gamma-mediated signaling pathway,BP,945,32.35072136,-1.557406948,0.387723708,-4.016795768,5.90E-05,0.010862838,CvsT4
609,Acerv_evm.model.Segkk3209_pilon.7,GO:0060333,0.023448705,1,1,1,interferon-gamma-mediated signaling pathway,BP,945,32.35072136,-1.751596105,0.364078911,-4.811034228,1.50E-06,0.00039927,CvsT2
611,Acerv_evm.model.Segkk3209_pilon.7,GO:0060333,0.023448705,1,1,1,interferon-gamma-mediated signaling pathway,BP,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
927,Acerv_evm.model.Segkk4302_pilon.1,GO:0051382,0.033559155,1,1,1,kinetochore assembly,BP,239,115.7645022,1.638823803,0.438993379,3.733140136,0.000189107,0.032737812,T1vsT2
35,Acerv_evm.model.Segkk1411_pilon.4,GO:0046373,0.021409242,1,1,1,L-arabinose metabolic process,BP,2148,1185.112898,1.042310734,0.273681776,3.808476946,0.000139825,0.031101355,T1vsT2
815,Acerv_evm.model.Segkk3453_pilon.14,GO:0010338,0.030716833,1,1,1,leaf formation,BP,399,61.45976883,1.373336682,0.325652771,4.217181017,2.47E-05,0.003790713,CvsT2
814,Acerv_evm.model.Segkk3453_pilon.14,GO:0010338,0.030716833,1,1,1,leaf formation,BP,399,61.45976883,1.325693825,0.346001737,3.831465806,0.000127382,0.019991259,CvsT4
809,Acerv_evm.model.Segkk3453_pilon.14,GO:0010358,0.030716833,1,1,1,leaf shaping,BP,399,61.45976883,1.373336682,0.325652771,4.217181017,2.47E-05,0.003790713,CvsT2
808,Acerv_evm.model.Segkk3453_pilon.14,GO:0010358,0.030716833,1,1,1,leaf shaping,BP,399,61.45976883,1.325693825,0.346001737,3.831465806,0.000127382,0.019991259,CvsT4
797,Acerv_evm.model.Segkk3453_pilon.14,GO:0010305,0.030716833,1,1,1,leaf vascular tissue pattern formation,BP,399,61.45976883,1.373336682,0.325652771,4.217181017,2.47E-05,0.003790713,CvsT2
796,Acerv_evm.model.Segkk3453_pilon.14,GO:0010305,0.030716833,1,1,1,leaf vascular tissue pattern formation,BP,399,61.45976883,1.325693825,0.346001737,3.831465806,0.000127382,0.019991259,CvsT4
962,Acerv_evm.model.Segkk451_pilon.2,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,1335,444.618314,-1.026201933,0.287067255,-3.57477878,0.000350524,0.027177699,CvsT2
963,Acerv_evm.model.Segkk451_pilon.2,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,1335,444.618314,-1.237140051,0.325944119,-3.795558748,0.000147311,0.031101355,T1vsT2
19,Acerv_evm.model.Segkk1022_pilon.1,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
20,Acerv_evm.model.Segkk1022_pilon.1,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,2385,16.754313,-2.29057356,0.514700022,-4.450307869,8.57E-06,0.001685307,CvsT2
21,Acerv_evm.model.Segkk1022_pilon.1,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,2385,16.754313,-2.491016805,0.53678803,-4.640596782,3.47E-06,0.001208032,CvsT4
122,Acerv_evm.model.Segkk1945_pilon.2,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,1350,16.8033195,-2.495587387,0.600891203,-4.153143487,3.28E-05,0.00470295,CvsT2
124,Acerv_evm.model.Segkk1945_pilon.2,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,1350,16.8033195,-2.953644154,0.645065098,-4.578831136,4.68E-06,0.001690962,CvsT1
123,Acerv_evm.model.Segkk1945_pilon.2,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,1350,16.8033195,-2.971983022,0.590917609,-5.029437229,4.92E-07,0.000211784,CvsT3
960,Acerv_evm.model.Segkk451_pilon.2,GO:0060291,0.009677982,0.99964044,2,7,long-term synaptic potentiation,BP,1335,444.618314,-1.026201933,0.287067255,-3.57477878,0.000350524,0.027177699,CvsT2
961,Acerv_evm.model.Segkk451_pilon.2,GO:0060291,0.009677982,0.99964044,2,7,long-term synaptic potentiation,BP,1335,444.618314,-1.237140051,0.325944119,-3.795558748,0.000147311,0.031101355,T1vsT2
134,Acerv_evm.model.Segkk1945_pilon.2,GO:0060291,0.009677982,0.99964044,2,7,long-term synaptic potentiation,BP,1350,16.8033195,-2.495587387,0.600891203,-4.153143487,3.28E-05,0.00470295,CvsT2
136,Acerv_evm.model.Segkk1945_pilon.2,GO:0060291,0.009677982,0.99964044,2,7,long-term synaptic potentiation,BP,1350,16.8033195,-2.953644154,0.645065098,-4.578831136,4.68E-06,0.001690962,CvsT1
135,Acerv_evm.model.Segkk1945_pilon.2,GO:0060291,0.009677982,0.99964044,2,7,long-term synaptic potentiation,BP,1350,16.8033195,-2.971983022,0.590917609,-5.029437229,4.92E-07,0.000211784,CvsT3
76,Acerv_evm.model.Segkk1821_pilon.34,GO:0048542,0.032890629,1,1,1,lymph gland development,BP,276,23.20158406,-1.68612304,0.422156883,-3.994067393,6.49E-05,0.011629261,CvsT1
734,Acerv_evm.model.Segkk3450_pilon.3,GO:0030277,0.04236284,0.999543722,1,2,maintenance of gastrointestinal epithelium,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
735,Acerv_evm.model.Segkk3450_pilon.3,GO:0030277,0.04236284,0.999543722,1,2,maintenance of gastrointestinal epithelium,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
979,Acerv_evm.model.Segkk893_pilon.2,GO:0000463,0.048184647,0.999407905,1,2,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BP,966,271.5007135,-0.760589572,0.19843999,-3.832844238,0.00012667,0.013316569,CvsT2
799,Acerv_evm.model.Segkk3453_pilon.14,GO:0009933,0.030716833,1,1,1,meristem structural organization,BP,399,61.45976883,1.373336682,0.325652771,4.217181017,2.47E-05,0.003790713,CvsT2
798,Acerv_evm.model.Segkk3453_pilon.14,GO:0009933,0.030716833,1,1,1,meristem structural organization,BP,399,61.45976883,1.325693825,0.346001737,3.831465806,0.000127382,0.019991259,CvsT4
287,Acerv_evm.model.Segkk20_pilon.1,GO:0072161,0.021408568,1,1,1,mesenchymal cell differentiation involved in kidney development,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
286,Acerv_evm.model.Segkk20_pilon.1,GO:0072161,0.021408568,1,1,1,mesenchymal cell differentiation involved in kidney development,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
284,Acerv_evm.model.Segkk20_pilon.1,GO:0072161,0.021408568,1,1,1,mesenchymal cell differentiation involved in kidney development,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
285,Acerv_evm.model.Segkk20_pilon.1,GO:0072161,0.021408568,1,1,1,mesenchymal cell differentiation involved in kidney development,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
223,Acerv_evm.model.Segkk20_pilon.1,GO:0072038,0.021408568,1,1,1,mesenchymal stem cell maintenance involved in nephron morphogenesis,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
222,Acerv_evm.model.Segkk20_pilon.1,GO:0072038,0.021408568,1,1,1,mesenchymal stem cell maintenance involved in nephron morphogenesis,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
220,Acerv_evm.model.Segkk20_pilon.1,GO:0072038,0.021408568,1,1,1,mesenchymal stem cell maintenance involved in nephron morphogenesis,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
221,Acerv_evm.model.Segkk20_pilon.1,GO:0072038,0.021408568,1,1,1,mesenchymal stem cell maintenance involved in nephron morphogenesis,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
279,Acerv_evm.model.Segkk20_pilon.1,GO:0097168,0.021408568,1,1,1,mesenchymal stem cell proliferation,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
278,Acerv_evm.model.Segkk20_pilon.1,GO:0097168,0.021408568,1,1,1,mesenchymal stem cell proliferation,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
276,Acerv_evm.model.Segkk20_pilon.1,GO:0097168,0.021408568,1,1,1,mesenchymal stem cell proliferation,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
277,Acerv_evm.model.Segkk20_pilon.1,GO:0097168,0.021408568,1,1,1,mesenchymal stem cell proliferation,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
275,Acerv_evm.model.Segkk20_pilon.1,GO:0003337,0.021408568,1,1,1,mesenchymal to epithelial transition involved in metanephros morphogenesis,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
274,Acerv_evm.model.Segkk20_pilon.1,GO:0003337,0.021408568,1,1,1,mesenchymal to epithelial transition involved in metanephros morphogenesis,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
272,Acerv_evm.model.Segkk20_pilon.1,GO:0003337,0.021408568,1,1,1,mesenchymal to epithelial transition involved in metanephros morphogenesis,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
273,Acerv_evm.model.Segkk20_pilon.1,GO:0003337,0.021408568,1,1,1,mesenchymal to epithelial transition involved in metanephros morphogenesis,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
243,Acerv_evm.model.Segkk20_pilon.1,GO:0007501,0.042735035,0.99953558,1,2,mesodermal cell fate specification,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
242,Acerv_evm.model.Segkk20_pilon.1,GO:0007501,0.042735035,0.99953558,1,2,mesodermal cell fate specification,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
240,Acerv_evm.model.Segkk20_pilon.1,GO:0007501,0.042735035,0.99953558,1,2,mesodermal cell fate specification,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
241,Acerv_evm.model.Segkk20_pilon.1,GO:0007501,0.042735035,0.99953558,1,2,mesodermal cell fate specification,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
832,Acerv_evm.model.Segkk3540_pilon.3,GO:0070900,0.025600312,1,1,1,mitochondrial tRNA modification,BP,735,38.70271364,-2.763463707,0.689335285,-4.008881841,6.10E-05,0.007555667,CvsT2
974,Acerv_evm.model.Segkk68_pilon.68,GO:0006777,0.023879772,1,1,1,Mo-molybdopterin cofactor biosynthetic process,BP,894,875.6554462,-1.780302179,0.432965056,-4.111884215,3.92E-05,0.005295639,CvsT2
449,Acerv_evm.model.Segkk2909_pilon.1,GO:0050804,0.045280817,0.991976703,3,35,modulation of chemical synaptic transmission,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
955,Acerv_evm.model.Segkk4318_pilon.2,GO:0050804,0.045280817,0.991976703,3,35,modulation of chemical synaptic transmission,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
4,Acerv_evm.model.Segkk1022_pilon.1,GO:0050804,0.045280817,0.991976703,3,35,modulation of chemical synaptic transmission,BP,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
5,Acerv_evm.model.Segkk1022_pilon.1,GO:0050804,0.045280817,0.991976703,3,35,modulation of chemical synaptic transmission,BP,2385,16.754313,-2.29057356,0.514700022,-4.450307869,8.57E-06,0.001685307,CvsT2
6,Acerv_evm.model.Segkk1022_pilon.1,GO:0050804,0.045280817,0.991976703,3,35,modulation of chemical synaptic transmission,BP,2385,16.754313,-2.491016805,0.53678803,-4.640596782,3.47E-06,0.001208032,CvsT4
71,Acerv_evm.model.Segkk1821_pilon.34,GO:0007591,0.032890629,1,1,1,"molting cycle, chitin-based cuticle",BP,276,23.20158406,-1.68612304,0.422156883,-3.994067393,6.49E-05,0.011629261,CvsT1
977,Acerv_evm.model.Segkk68_pilon.68,GO:0032324,0.023879772,1,1,1,molybdopterin cofactor biosynthetic process,BP,894,875.6554462,-1.780302179,0.432965056,-4.111884215,3.92E-05,0.005295639,CvsT2
412,Acerv_evm.model.Segkk2585_pilon.5,GO:0002280,0.045156981,0.999480794,1,2,monocyte activation involved in immune response,BP,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
112,Acerv_evm.model.Segkk1929_pilon.4,GO:0001763,0.027822697,1,1,1,morphogenesis of a branching structure,BP,576,168.1206603,-0.786410041,0.211927182,-3.710755897,0.000206641,0.018969586,CvsT2
632,Acerv_evm.model.Segkk3377_pilon.3,GO:0006398,0.03432239,1,1,1,mRNA 3'-end processing by stem-loop binding and cleavage,BP,197,440.3304844,2.273605709,0.571128226,3.980902372,6.87E-05,0.012119733,CvsT4
631,Acerv_evm.model.Segkk3377_pilon.3,GO:0006398,0.03432239,1,1,1,mRNA 3'-end processing by stem-loop binding and cleavage,BP,197,440.3304844,2.015625137,0.512075925,3.936184143,8.28E-05,0.009356018,CvsT2
805,Acerv_evm.model.Segkk3453_pilon.14,GO:0000398,0.034957595,0.994443688,3,31,"mRNA splicing, via spliceosome",BP,399,61.45976883,1.373336682,0.325652771,4.217181017,2.47E-05,0.003790713,CvsT2
804,Acerv_evm.model.Segkk3453_pilon.14,GO:0000398,0.034957595,0.994443688,3,31,"mRNA splicing, via spliceosome",BP,399,61.45976883,1.325693825,0.346001737,3.831465806,0.000127382,0.019991259,CvsT4
994,Acerv_evm.model.Segkk999_pilon.5,GO:0000398,0.034957595,0.994443688,3,31,"mRNA splicing, via spliceosome",BP,843,73.90537865,-1.407900655,0.375509721,-3.749305486,0.000177325,0.016896259,CvsT2
75,Acerv_evm.model.Segkk1821_pilon.34,GO:0000398,0.034957595,0.994443688,3,31,"mRNA splicing, via spliceosome",BP,276,23.20158406,-1.68612304,0.422156883,-3.994067393,6.49E-05,0.011629261,CvsT1
347,Acerv_evm.model.Segkk223_pilon.4,GO:0071985,0.021364539,1,1,1,multivesicular body sorting pathway,BP,2742,74.9843103,-1.81313044,0.473225559,-3.831429655,0.000127401,0.019991259,CvsT4
350,Acerv_evm.model.Segkk223_pilon.4,GO:0071985,0.021364539,1,1,1,multivesicular body sorting pathway,BP,2742,74.9843103,-1.907117848,0.432548482,-4.4090268,1.04E-05,0.003129276,CvsT3
349,Acerv_evm.model.Segkk223_pilon.4,GO:0071985,0.021364539,1,1,1,multivesicular body sorting pathway,BP,2742,74.9843103,-2.106918486,0.47873946,-4.400971016,1.08E-05,0.003247754,CvsT1
348,Acerv_evm.model.Segkk223_pilon.4,GO:0071985,0.021364539,1,1,1,multivesicular body sorting pathway,BP,2742,74.9843103,-2.143028793,0.429306296,-4.991841052,5.98E-07,0.000200263,CvsT2
790,Acerv_evm.model.Segkk3450_pilon.3,GO:1905246,0.02140892,1,1,1,negative regulation of aspartic-type peptidase activity,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
791,Acerv_evm.model.Segkk3450_pilon.3,GO:1905246,0.02140892,1,1,1,negative regulation of aspartic-type peptidase activity,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
