"","Group.1","x"
"2583","Acerv_evm.model.Segkk1772_pilon.2","GO:0006508;GO:0070006;GO:0005737;GO:0019538;GO:0030145"
"2584","Acerv_evm.model.Segkk1772_pilon.3","GO:0005737;GO:0019538;GO:0030145;GO:0070006;GO:0006508"
"2585","Acerv_evm.model.Segkk1773_pilon.1","GO:0005634;GO:0042254"
"2586","Acerv_evm.model.Segkk1774_pilon.1","GO:0003924;GO:0005525"
"2587","Acerv_evm.model.Segkk1774_pilon.11","GO:0005509;GO:0005044;GO:0016020"
"2588","Acerv_evm.model.Segkk1774_pilon.13","GO:0008299"
"2589","Acerv_evm.model.Segkk1774_pilon.14","GO:0016021;GO:0004930;GO:0007186"
"2590","Acerv_evm.model.Segkk1774_pilon.15","GO:0004497;GO:0005506;GO:0016020;GO:0016021;GO:0016491;GO:0016705;GO:0020037;GO:0046872;GO:0055114"
"2591","Acerv_evm.model.Segkk1774_pilon.17","GO:0004497;GO:0005506;GO:0016020;GO:0016021;GO:0016491;GO:0016705;GO:0020037;GO:0046872;GO:0055114"
"2592","Acerv_evm.model.Segkk1774_pilon.18","GO:0005515;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"2593","Acerv_evm.model.Segkk1774_pilon.2","GO:0003951;GO:0016301;GO:0016310"
"2594","Acerv_evm.model.Segkk1774_pilon.4","GO:0005515;GO:0005509"
"2595","Acerv_evm.model.Segkk1774_pilon.8","GO:0005515;GO:0005044;GO:0016020;GO:0005509"
"2596","Acerv_evm.model.Segkk1776_pilon.1","GO:0004373;GO:0005978"
"2597","Acerv_evm.model.Segkk1776_pilon.12","GO:0008270"
"2598","Acerv_evm.model.Segkk1776_pilon.13","GO:0005515"
"2599","Acerv_evm.model.Segkk1776_pilon.14","GO:0003735;GO:0006412;GO:0022625;NA"
"2600","Acerv_evm.model.Segkk1776_pilon.17","GO:0003677;GO:0003700;GO:0005634;GO:0005667;GO:0005737;GO:0006355;GO:0046983;NA"
"2601","Acerv_evm.model.Segkk1776_pilon.18","GO:0008519;GO:0015696;GO:0016020;GO:0072488"
"2602","Acerv_evm.model.Segkk1776_pilon.20","GO:0004452;GO:0008299;GO:0016787"
"2603","Acerv_evm.model.Segkk1776_pilon.22","GO:0003678;GO:0005524;GO:0006298;GO:0030983"
"2604","Acerv_evm.model.Segkk1776_pilon.3","GO:0009190;GO:0035556;GO:0004383;GO:0006182;GO:0016849;GO:0020037"
"2605","Acerv_evm.model.Segkk1776_pilon.4","GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887"
"2606","Acerv_evm.model.Segkk1776_pilon.5","GO:0005515;GO:0042981"
"2607","Acerv_evm.model.Segkk1776_pilon.7","GO:0051015"
"2608","Acerv_evm.model.Segkk1776_pilon.8","GO:0051015"
"2609","Acerv_evm.model.Segkk1776_pilon.9","GO:0022857;GO:0055085"
"2610","Acerv_evm.model.Segkk1777_pilon.10","GO:0016020;GO:0016021;GO:0000139"
"2611","Acerv_evm.model.Segkk1777_pilon.14","GO:0005515"
"2612","Acerv_evm.model.Segkk1777_pilon.16","GO:0016020;GO:0016021;GO:0032977;GO:0090150"
"2613","Acerv_evm.model.Segkk1777_pilon.17","GO:0003777;GO:0005524;GO:0007018;GO:0008017"
"2614","Acerv_evm.model.Segkk1777_pilon.18","GO:0003777;GO:0005524;GO:0007018;GO:0008017"
"2615","Acerv_evm.model.Segkk1777_pilon.19","GO:0004930;GO:0007186;GO:0016021"
"2616","Acerv_evm.model.Segkk1777_pilon.21","GO:0005515"
"2617","Acerv_evm.model.Segkk1777_pilon.25","GO:0007009"
"2618","Acerv_evm.model.Segkk1777_pilon.26","GO:0003824"
"2619","Acerv_evm.model.Segkk1777_pilon.29","GO:0006486;GO:0008417;GO:0016020"
"2620","Acerv_evm.model.Segkk1777_pilon.31","GO:0016409"
"2621","Acerv_evm.model.Segkk1777_pilon.32","GO:0000272;GO:0004553;GO:0008810;GO:0030245;GO:0005975"
"2622","Acerv_evm.model.Segkk1777_pilon.34","GO:0004930;GO:0007186;GO:0016020;GO:0016021"
"2623","Acerv_evm.model.Segkk1777_pilon.40","GO:0005515;GO:0004867;GO:0008061;GO:0005576"
"2624","Acerv_evm.model.Segkk1777_pilon.8","GO:0003824"
"2625","Acerv_evm.model.Segkk1778_pilon.1","GO:0005515;GO:0006396"
"2626","Acerv_evm.model.Segkk1778_pilon.10","NA;GO:0005634"
"2627","Acerv_evm.model.Segkk1778_pilon.12","GO:0071949"
"2628","Acerv_evm.model.Segkk1778_pilon.2","GO:0003755"
"2629","Acerv_evm.model.Segkk1778_pilon.20","GO:0003735;GO:0006412;GO:0015935;GO:0003723"
"2630","Acerv_evm.model.Segkk1778_pilon.21","GO:0005515;GO:0016226;GO:0097361"
"2631","Acerv_evm.model.Segkk1778_pilon.22","GO:0009055;GO:0020037"
"2632","Acerv_evm.model.Segkk1778_pilon.23","GO:0005885;GO:0015629;GO:0030833;GO:0034314"
"2633","Acerv_evm.model.Segkk1778_pilon.24","GO:0004930;GO:0007186;GO:0016021"
"2634","Acerv_evm.model.Segkk1778_pilon.25","GO:0003677;GO:0000981;GO:0006355"
"2635","Acerv_evm.model.Segkk1778_pilon.26","GO:0000978;GO:0000981;GO:0005634;GO:0030154;GO:0045944;GO:0003700;GO:0043565;GO:0003677;GO:0006355"
"2636","Acerv_evm.model.Segkk1778_pilon.27","GO:0006811;GO:0016021;GO:0004888;GO:0005216;GO:0034220;GO:0005230"
"2637","Acerv_evm.model.Segkk1778_pilon.28","GO:0005730;GO:0019843;GO:0032040;GO:0070037;GO:0070475;NA;GO:0008168"
"2638","Acerv_evm.model.Segkk1778_pilon.29","GO:0005730;GO:0019843;GO:0032040;GO:0070037;GO:0070475;NA;GO:0008168"
"2639","Acerv_evm.model.Segkk1778_pilon.3","GO:0046982"
"2640","Acerv_evm.model.Segkk1778_pilon.30","GO:0005737;GO:0006914"
"2641","Acerv_evm.model.Segkk1778_pilon.31","GO:0000154;GO:0000179;GO:0008649"
"2642","Acerv_evm.model.Segkk1778_pilon.32","GO:0003723;GO:0003676;GO:0006355"
"2643","Acerv_evm.model.Segkk1778_pilon.4","GO:0004674;GO:0005634;GO:0005737;GO:0005956;GO:0019887;GO:0045859;NA"
"2644","Acerv_evm.model.Segkk1778_pilon.5","GO:0006397"
"2645","Acerv_evm.model.Segkk1778_pilon.6","GO:0004298;GO:0005839;GO:0051603"
"2646","Acerv_evm.model.Segkk1778_pilon.7","GO:0003700;GO:0005634;GO:0006355"
"2647","Acerv_evm.model.Segkk1778_pilon.8","GO:0006744;GO:0005743"
"2648","Acerv_evm.model.Segkk1778_pilon.9","GO:0008612"
"2649","Acerv_evm.model.Segkk1779_pilon.4","GO:0008270"
"2650","Acerv_evm.model.Segkk1780_pilon.1","GO:0003824"
"2651","Acerv_evm.model.Segkk1780_pilon.2","GO:0008270"
"2652","Acerv_evm.model.Segkk1781_pilon.1","GO:0003677"
"2653","Acerv_evm.model.Segkk1782_pilon.1","GO:0016020"
"2654","Acerv_evm.model.Segkk1782_pilon.11","GO:0022857;GO:0055085"
"2655","Acerv_evm.model.Segkk1782_pilon.12","GO:0007064;GO:0005634;GO:0051301"
"2656","Acerv_evm.model.Segkk1782_pilon.14","GO:0003676;GO:0005524;GO:0005634;GO:0006338;GO:0016818;GO:0031491;GO:0043044"
"2657","Acerv_evm.model.Segkk1782_pilon.15","GO:0046872;GO:0003676;GO:0006397"
"2658","Acerv_evm.model.Segkk1782_pilon.17","GO:0016012;GO:0016021"
"2659","Acerv_evm.model.Segkk1782_pilon.18","GO:0005515"
"2660","Acerv_evm.model.Segkk1782_pilon.3","GO:0008270"
"2661","Acerv_evm.model.Segkk1782_pilon.5","GO:0006886;GO:0016192;GO:0030131"
"2662","Acerv_evm.model.Segkk1782_pilon.8","GO:0000049"
"2663","Acerv_evm.model.Segkk1782_pilon.9","GO:0005515;GO:0008191"
"2664","Acerv_evm.model.Segkk1783_pilon.2","GO:0008270;NA"
"2665","Acerv_evm.model.Segkk1784_pilon.1","GO:0055114"
"2666","Acerv_evm.model.Segkk1784_pilon.2","GO:0055114;GO:0016491"
"2667","Acerv_evm.model.Segkk1784_pilon.3","GO:0055114;GO:0016491"
"2668","Acerv_evm.model.Segkk1784_pilon.7","GO:0005515;GO:0003676"
"2669","Acerv_evm.model.Segkk1786_pilon.11","GO:0003677"
"2670","Acerv_evm.model.Segkk1786_pilon.12","GO:0005201"
"2671","Acerv_evm.model.Segkk1786_pilon.13","NA;GO:0019013"
"2672","Acerv_evm.model.Segkk1786_pilon.16","GO:0016020;GO:0022857;GO:0055085"
"2673","Acerv_evm.model.Segkk1786_pilon.17","GO:0016020;GO:0022857;GO:0055085"
"2674","Acerv_evm.model.Segkk1786_pilon.18","GO:0003677"
"2675","Acerv_evm.model.Segkk1786_pilon.2","GO:0019888;GO:0030289"
"2676","Acerv_evm.model.Segkk1786_pilon.6","GO:0003677"
"2677","Acerv_evm.model.Segkk1786_pilon.7","GO:0005201"
"2678","Acerv_evm.model.Segkk1786_pilon.9","NA;GO:0019013"
"2679","Acerv_evm.model.Segkk1787_pilon.1","GO:0005634"
"2680","Acerv_evm.model.Segkk1787_pilon.2","GO:0016021"
"2681","Acerv_evm.model.Segkk1789_pilon.1","GO:0003824"
"2682","Acerv_evm.model.Segkk179_pilon.2","GO:0004842"
"2683","Acerv_evm.model.Segkk179_pilon.3","GO:0004842"
"2684","Acerv_evm.model.Segkk1790_pilon.1","GO:0004930;GO:0007186;GO:0016021"
"2685","Acerv_evm.model.Segkk1790_pilon.2","GO:0004930;GO:0007186;GO:0016021"
"2686","Acerv_evm.model.Segkk1790_pilon.3","GO:0005576"
"2687","Acerv_evm.model.Segkk1791_pilon.4","GO:0008168;GO:0016706;GO:0055114"
"2688","Acerv_evm.model.Segkk1792_pilon.1","GO:0005515"
"2689","Acerv_evm.model.Segkk1793_pilon.3","GO:0003676;GO:0004190;GO:0006508;GO:0015074;GO:0003964;GO:0004519"
"2690","Acerv_evm.model.Segkk1794_pilon.1","GO:0008168"
"2691","Acerv_evm.model.Segkk1794_pilon.4","GO:0016021;GO:0004930;GO:0007186"
"2692","Acerv_evm.model.Segkk1794_pilon.5","GO:0016021"
"2693","Acerv_evm.model.Segkk1795_pilon.11","GO:0004672;GO:0005524;GO:0006468"
"2694","Acerv_evm.model.Segkk1795_pilon.12","GO:0003747;GO:0006415"
"2695","Acerv_evm.model.Segkk1795_pilon.13","GO:0005634;GO:0006351"
"2696","Acerv_evm.model.Segkk1795_pilon.3","GO:0042981;GO:0005515"
"2697","Acerv_evm.model.Segkk1795_pilon.4","GO:0005515"
"2698","Acerv_evm.model.Segkk1795_pilon.5","GO:0005739"
"2699","Acerv_evm.model.Segkk1795_pilon.7","GO:0005515"
"2700","Acerv_evm.model.Segkk1795_pilon.9","GO:0005515"
"2701","Acerv_evm.model.Segkk1796_pilon.1","GO:0005515;GO:0004096;GO:0020037;GO:0055114"
"2702","Acerv_evm.model.Segkk1796_pilon.11","GO:0003676"
"2703","Acerv_evm.model.Segkk1796_pilon.13","GO:0004518;GO:0003677;GO:0003824"
"2704","Acerv_evm.model.Segkk1796_pilon.14","GO:0035556;GO:0005515"
"2705","Acerv_evm.model.Segkk1796_pilon.16","GO:0005515"
"2706","Acerv_evm.model.Segkk1796_pilon.17","GO:0003924;GO:0005525"
"2707","Acerv_evm.model.Segkk1796_pilon.18","GO:0005737;GO:0007275;GO:0008270;GO:0016567;GO:0031624;GO:0042025;GO:0043161;GO:0061630;GO:0006511;GO:0005515"
"2708","Acerv_evm.model.Segkk1796_pilon.19","GO:0004190;GO:0006508;GO:0015074;GO:0003676"
"2709","Acerv_evm.model.Segkk1796_pilon.2","GO:0022857;GO:0055085;GO:0016021"
"2710","Acerv_evm.model.Segkk1796_pilon.21","GO:0006486;GO:0016020"
"2711","Acerv_evm.model.Segkk1796_pilon.22","GO:0003824;GO:0009116"
"2712","Acerv_evm.model.Segkk1796_pilon.23","GO:0003824;GO:0009116"
"2713","Acerv_evm.model.Segkk1796_pilon.24","GO:0003824;GO:0009116"
"2714","Acerv_evm.model.Segkk1796_pilon.26","GO:0016021;GO:0004930;GO:0007186"
"2715","Acerv_evm.model.Segkk1796_pilon.29","GO:0016021;GO:0004930;GO:0007186"
"2716","Acerv_evm.model.Segkk1796_pilon.30","GO:0004930;GO:0007186;GO:0016021"
"2717","Acerv_evm.model.Segkk1796_pilon.31","GO:0004190;GO:0006508"
"2718","Acerv_evm.model.Segkk1796_pilon.33","GO:0030246"
"2719","Acerv_evm.model.Segkk1796_pilon.35","GO:0016021"
"2720","Acerv_evm.model.Segkk1796_pilon.37","GO:0004930;GO:0007186;GO:0016021"
"2721","Acerv_evm.model.Segkk1796_pilon.38","GO:0016021;GO:0004930;GO:0007186"
"2722","Acerv_evm.model.Segkk1796_pilon.39","GO:0016021"
"2723","Acerv_evm.model.Segkk1796_pilon.4","GO:0005783;GO:0008201;GO:0050750"
"2724","Acerv_evm.model.Segkk1796_pilon.40","GO:0016021;GO:0004930;GO:0007186"
"2725","Acerv_evm.model.Segkk1796_pilon.5","GO:0005509;NA;GO:0005515"
"2726","Acerv_evm.model.Segkk1796_pilon.8","GO:0005509"
"2727","Acerv_evm.model.Segkk1796_pilon.9","GO:0008176;GO:0006400"
"2728","Acerv_evm.model.Segkk1797_pilon.10","GO:0016020"
"2729","Acerv_evm.model.Segkk1797_pilon.11","GO:0016020;GO:0022857;GO:0055085"
"2730","Acerv_evm.model.Segkk1797_pilon.3","GO:0003676;GO:0015074;GO:0016020;GO:0016021;GO:0008270"
"2731","Acerv_evm.model.Segkk1797_pilon.4","GO:0005515"
"2732","Acerv_evm.model.Segkk1797_pilon.8","GO:0005515"
"2733","Acerv_evm.model.Segkk1799_pilon.10","GO:0016020"
"2734","Acerv_evm.model.Segkk1799_pilon.11","GO:0016020;GO:0016021;GO:0030001;GO:0046873;GO:0055085"
"2735","Acerv_evm.model.Segkk1799_pilon.12","GO:0046872"
"2736","Acerv_evm.model.Segkk1799_pilon.13","GO:0016020;GO:0000030;GO:0006493"
"2737","Acerv_evm.model.Segkk1799_pilon.14","GO:0003677;GO:0003916;GO:0006265;GO:0003917"
"2738","Acerv_evm.model.Segkk1799_pilon.3","GO:0016020;GO:0016021"
"2739","Acerv_evm.model.Segkk1799_pilon.4","GO:0004866"
"2740","Acerv_evm.model.Segkk1799_pilon.6","GO:0016209;GO:0016491;GO:0055114;GO:0051920"
"2741","Acerv_evm.model.Segkk1799_pilon.7","GO:0005085;GO:0007264;GO:0007165"
"2742","Acerv_evm.model.Segkk1799_pilon.8","GO:0003700;GO:0005634;GO:0006355"
"2743","Acerv_evm.model.Segkk1799_pilon.9","GO:0005347;GO:0005509;GO:0006457;GO:0015867;GO:0016020;GO:0016021;GO:0016272;GO:0051082;GO:0055085;GO:0005743"
"2744","Acerv_evm.model.Segkk18_pilon.1","GO:0000287;GO:0004749;GO:0009165;GO:0009156;GO:0044249;GO:0009116"
"2745","Acerv_evm.model.Segkk18_pilon.10","GO:0016787"
"2746","Acerv_evm.model.Segkk18_pilon.13","GO:0005515;GO:0042981"
"2747","Acerv_evm.model.Segkk18_pilon.14","GO:0005515;GO:0042981"
"2748","Acerv_evm.model.Segkk18_pilon.15","GO:0005515;GO:0042981"
"2749","Acerv_evm.model.Segkk18_pilon.17","GO:0005515;GO:0042981"
"2750","Acerv_evm.model.Segkk18_pilon.19","GO:0005739;GO:0009055;GO:0015035;GO:0016020;GO:0016021;GO:0022900;GO:0045454;GO:0050220;GO:0055114;NA"
"2751","Acerv_evm.model.Segkk18_pilon.2","GO:0005078;GO:0005737;GO:0016192;GO:0019894;GO:0030159;GO:0043410;GO:0005515"
"2752","Acerv_evm.model.Segkk18_pilon.20","GO:0031072;GO:0051082;GO:0006457;GO:0005524;GO:0009408"
"2753","Acerv_evm.model.Segkk18_pilon.4","GO:0005509"
"2754","Acerv_evm.model.Segkk18_pilon.5","GO:0043087;GO:0007165"
"2755","Acerv_evm.model.Segkk18_pilon.6","GO:0005874;GO:0019799;GO:0071929"
"2756","Acerv_evm.model.Segkk18_pilon.9","GO:0000978;GO:0001228;GO:0001837;GO:0045944"
"2757","Acerv_evm.model.Segkk1800_pilon.12","GO:0005813;GO:0007098"
"2758","Acerv_evm.model.Segkk1800_pilon.14","GO:0004803;GO:0006313"
"2759","Acerv_evm.model.Segkk1800_pilon.21","GO:0003676"
"2760","Acerv_evm.model.Segkk1800_pilon.3","GO:0003723;GO:0003676"
"2761","Acerv_evm.model.Segkk1800_pilon.4","GO:0005515"
"2762","Acerv_evm.model.Segkk1800_pilon.5","GO:0005576"
"2763","Acerv_evm.model.Segkk1800_pilon.6","GO:0046872"
"2764","Acerv_evm.model.Segkk1800_pilon.7","GO:0000165;GO:0004707;GO:0005524;GO:0007049;GO:0004672;GO:0006468"
"2765","Acerv_evm.model.Segkk1801_pilon.3","GO:0000226;GO:0005509;GO:0019722;GO:0030234;GO:0050790;NA"
"2766","Acerv_evm.model.Segkk1801_pilon.4","GO:0008380"
"2767","Acerv_evm.model.Segkk1801_pilon.5","GO:0005747;GO:0006120"
"2768","Acerv_evm.model.Segkk1802_pilon.15","GO:0016021"
"2769","Acerv_evm.model.Segkk1802_pilon.17","GO:0005515"
"2770","Acerv_evm.model.Segkk1802_pilon.2","GO:0003700;GO:0006355;GO:0000976;GO:0003677;GO:0005634;GO:0006915"
"2771","Acerv_evm.model.Segkk1802_pilon.4","GO:0000502;GO:0043248;GO:0060090;NA;GO:0005515"
"2772","Acerv_evm.model.Segkk1802_pilon.5","GO:0043248;GO:0060090;NA"
"2773","Acerv_evm.model.Segkk1802_pilon.6","GO:0016020"
"2774","Acerv_evm.model.Segkk1802_pilon.7","GO:0005515"
"2775","Acerv_evm.model.Segkk1802_pilon.8","GO:0005319;GO:0006869"
"2776","Acerv_evm.model.Segkk1802_pilon.9","GO:0004930;GO:0007186;GO:0016021"
"2777","Acerv_evm.model.Segkk1803_pilon.2","GO:0003676;GO:0015074"
"2778","Acerv_evm.model.Segkk1803_pilon.3","GO:0003676;GO:0015074"
"2779","Acerv_evm.model.Segkk1809_pilon.5","GO:0008270;GO:0005515"
"2780","Acerv_evm.model.Segkk181_pilon.1","GO:0003677"
"2781","Acerv_evm.model.Segkk181_pilon.2","GO:0004842;GO:0016567;GO:0016740"
"2782","Acerv_evm.model.Segkk1810_pilon.1","GO:0016021;GO:0030148;GO:0042284;GO:0006629"
"2783","Acerv_evm.model.Segkk1810_pilon.2","GO:0009055;GO:0015035"
"2784","Acerv_evm.model.Segkk1812_pilon.1","GO:0022857;GO:0055085"
"2785","Acerv_evm.model.Segkk1812_pilon.2","GO:0022857;GO:0055085"
"2786","Acerv_evm.model.Segkk1814_pilon.2","GO:0005515"
"2787","Acerv_evm.model.Segkk1816_pilon.1","GO:0008270"
"2788","Acerv_evm.model.Segkk1816_pilon.2","GO:0003712;GO:0005634;GO:0008270;GO:0030018;GO:0046872;GO:1903506;NA"
"2789","Acerv_evm.model.Segkk1817_pilon.1","GO:0005515"
"2790","Acerv_evm.model.Segkk1817_pilon.2","GO:0005102;GO:0005576;GO:0007275;GO:0016055"
"2791","Acerv_evm.model.Segkk1819_pilon.10","GO:0004672;GO:0005524;GO:0006468"
"2792","Acerv_evm.model.Segkk1819_pilon.12","GO:0005525;GO:0003924"
"2793","Acerv_evm.model.Segkk1819_pilon.13","GO:0006556;GO:0006730;NA"
"2794","Acerv_evm.model.Segkk1819_pilon.2","GO:0004930;GO:0005887;GO:0007186;GO:0007189;GO:0007190;GO:0008528;GO:0009755;GO:0016020;GO:0016021;GO:0016500;NA"
"2795","Acerv_evm.model.Segkk1819_pilon.6","GO:0005515;GO:0016020"
"2796","Acerv_evm.model.Segkk1819_pilon.7","GO:0016021;GO:0004672;GO:0005524;GO:0006468;GO:0004930;GO:0007186"
"2797","Acerv_evm.model.Segkk182_pilon.5","GO:0003964;GO:0006278"
"2798","Acerv_evm.model.Segkk1820_pilon.2","GO:0004803;GO:0006313"
"2799","Acerv_evm.model.Segkk1821_pilon.1","GO:0008168"
"2800","Acerv_evm.model.Segkk1821_pilon.11","GO:0016491"
"2801","Acerv_evm.model.Segkk1821_pilon.12","GO:0003676;GO:0015074"
"2802","Acerv_evm.model.Segkk1821_pilon.2","GO:0008168"
"2803","Acerv_evm.model.Segkk1821_pilon.22","GO:0003677;GO:0006310;GO:0015074"
"2804","Acerv_evm.model.Segkk1821_pilon.4","GO:0004181;GO:0006508;GO:0008270"
"2805","Acerv_evm.model.Segkk1821_pilon.5","GO:0005515"
"2806","Acerv_evm.model.Segkk1821_pilon.6","GO:0016491"
"2807","Acerv_evm.model.Segkk1822_pilon.1","GO:0046856"
"2808","Acerv_evm.model.Segkk1822_pilon.2","GO:0005975"
"2809","Acerv_evm.model.Segkk1822_pilon.5","GO:0003824"
"2810","Acerv_evm.model.Segkk1822_pilon.6","GO:0004672;GO:0005524;GO:0006468"
"2811","Acerv_evm.model.Segkk1825_pilon.10","GO:0000977;GO:0005634;GO:0006357;NA"
"2812","Acerv_evm.model.Segkk1825_pilon.11","GO:0005515"
"2813","Acerv_evm.model.Segkk1825_pilon.12","GO:0005509"
"2814","Acerv_evm.model.Segkk1825_pilon.2","GO:0005509"
"2815","Acerv_evm.model.Segkk1825_pilon.5","GO:0005509"
"2816","Acerv_evm.model.Segkk1825_pilon.6","GO:0005509"
"2817","Acerv_evm.model.Segkk1825_pilon.9","GO:0000977;GO:0005634;GO:0006357;NA"
"2818","Acerv_evm.model.Segkk183_pilon.2","GO:0030488;GO:0031515"
"2819","Acerv_evm.model.Segkk183_pilon.3","GO:0030488;GO:0031515"
"2820","Acerv_evm.model.Segkk1831_pilon.1","GO:0061929"
"2821","Acerv_evm.model.Segkk1831_pilon.2","GO:0005515"
"2822","Acerv_evm.model.Segkk1831_pilon.4","GO:0016491;GO:0055114"
"2823","Acerv_evm.model.Segkk1833_pilon.2","GO:0003723;GO:1990904;GO:0003676"
"2824","Acerv_evm.model.Segkk1834_pilon.3","GO:0005201"
"2825","Acerv_evm.model.Segkk1834_pilon.6","GO:0005201"
"2826","Acerv_evm.model.Segkk1835_pilon.1","GO:0003676;GO:0015074"
"2827","Acerv_evm.model.Segkk1835_pilon.12","GO:0004803;GO:0006313"
"2828","Acerv_evm.model.Segkk1835_pilon.22","GO:0046983"
"2829","Acerv_evm.model.Segkk1835_pilon.23","GO:0003676;GO:0008270"
"2830","Acerv_evm.model.Segkk1835_pilon.32","GO:0003964;GO:0006278"
"2831","Acerv_evm.model.Segkk1835_pilon.34","GO:0003712;GO:0005634;GO:0006357;GO:0016592"
"2832","Acerv_evm.model.Segkk1835_pilon.36","GO:0003964;GO:0006278"
"2833","Acerv_evm.model.Segkk1837_pilon.2","GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0071897"
"2834","Acerv_evm.model.Segkk1837_pilon.5","GO:0007269;GO:0008021"
"2835","Acerv_evm.model.Segkk1838_pilon.9","GO:0005515"
"2836","Acerv_evm.model.Segkk1839_pilon.10","GO:0008374"
"2837","Acerv_evm.model.Segkk1839_pilon.11","GO:0005515;GO:0001822;GO:0016021"
"2838","Acerv_evm.model.Segkk1839_pilon.2","GO:0005515"
"2839","Acerv_evm.model.Segkk1839_pilon.3","GO:0006508;GO:0008233;GO:0008234;NA"
"2840","Acerv_evm.model.Segkk1839_pilon.4","GO:0005515"
"2841","Acerv_evm.model.Segkk1839_pilon.6","GO:0016746"
"2842","Acerv_evm.model.Segkk1839_pilon.9","GO:0016301;GO:0016772;GO:0003824"
"2843","Acerv_evm.model.Segkk184_pilon.1","GO:0005515;GO:0007165"
"2844","Acerv_evm.model.Segkk184_pilon.2","GO:0005515"
"2845","Acerv_evm.model.Segkk184_pilon.4","GO:0005515"
"2846","Acerv_evm.model.Segkk1841_pilon.6","GO:0010181;GO:0016491;GO:0055114;GO:0003958"
"2847","Acerv_evm.model.Segkk1841_pilon.7","GO:0016020;GO:0016021;NA"
"2848","Acerv_evm.model.Segkk1841_pilon.8","GO:0005524;GO:0006139;GO:0016310;GO:0019205;NA;GO:0004127;GO:0006207;GO:0006221;GO:0009041"
"2849","Acerv_evm.model.Segkk1842_pilon.1","GO:0005515"
"2850","Acerv_evm.model.Segkk1842_pilon.2","GO:0005507;GO:0016491;GO:0046872;GO:0055114"
"2851","Acerv_evm.model.Segkk1842_pilon.4","GO:0004842"
"2852","Acerv_evm.model.Segkk1842_pilon.6","GO:0008080"
"2853","Acerv_evm.model.Segkk1842_pilon.8","GO:0005515"
"2854","Acerv_evm.model.Segkk1843_pilon.1","GO:0005515"
"2855","Acerv_evm.model.Segkk1843_pilon.3","GO:0007155;GO:0008305"
"2856","Acerv_evm.model.Segkk1843_pilon.4","GO:0007155;GO:0008305"
"2857","Acerv_evm.model.Segkk1843_pilon.5","GO:0007155;GO:0008305"
"2858","Acerv_evm.model.Segkk1844_pilon.8","GO:0003676;GO:0003677"
"2859","Acerv_evm.model.Segkk1845_pilon.11","GO:0005509"
"2860","Acerv_evm.model.Segkk1845_pilon.15","GO:0005515;GO:0018024"
"2861","Acerv_evm.model.Segkk1846_pilon.1","GO:0008053"
"2862","Acerv_evm.model.Segkk1846_pilon.4","GO:0004672;GO:0005524;GO:0006468;GO:0005515"
"2863","Acerv_evm.model.Segkk1846_pilon.5","GO:0016020"
"2864","Acerv_evm.model.Segkk1847_pilon.1","GO:0003676;GO:0008270"
"2865","Acerv_evm.model.Segkk1848_pilon.2","GO:0005515;GO:0007165"
"2866","Acerv_evm.model.Segkk1848_pilon.3","GO:0005515;GO:0007165"
"2867","Acerv_evm.model.Segkk1849_pilon.1","GO:0005509"
"2868","Acerv_evm.model.Segkk1849_pilon.2","GO:0004930;GO:0007186;GO:0016021"
"2869","Acerv_evm.model.Segkk1849_pilon.3","GO:0003676;GO:0008270"
"2870","Acerv_evm.model.Segkk1850_pilon.13","GO:0016491;GO:0016614;GO:0050660;GO:0055114"
"2871","Acerv_evm.model.Segkk1850_pilon.2","GO:0005515"
"2872","Acerv_evm.model.Segkk1850_pilon.7","GO:0003824;GO:0009116"
"2873","Acerv_evm.model.Segkk1851_pilon.3","GO:0005515"
"2874","Acerv_evm.model.Segkk1851_pilon.4","GO:0016020;GO:0016021;GO:0005515;GO:0001822"
"2875","Acerv_evm.model.Segkk1851_pilon.5","GO:0016020;GO:0016021"
"2876","Acerv_evm.model.Segkk1852_pilon.2","GO:0003924;GO:0005874;GO:0007017;GO:0005525;GO:0005200"
"2877","Acerv_evm.model.Segkk1852_pilon.3","GO:0005524;GO:0005777;GO:0005778;GO:0006625;GO:0007031;GO:0016887"
"2878","Acerv_evm.model.Segkk1853_pilon.1","GO:0004803;GO:0006313"
"2879","Acerv_evm.model.Segkk1853_pilon.10","GO:0005515"
"2880","Acerv_evm.model.Segkk1853_pilon.3","GO:0005515"
"2881","Acerv_evm.model.Segkk1853_pilon.4","GO:0005515"
"2882","Acerv_evm.model.Segkk1853_pilon.5","GO:0003676;GO:0015074"
"2883","Acerv_evm.model.Segkk1853_pilon.6","GO:0004415;GO:0005975;GO:0003824"
"2884","Acerv_evm.model.Segkk1853_pilon.7","GO:0004672;GO:0005524;GO:0006468;GO:0004674"
"2885","Acerv_evm.model.Segkk1853_pilon.9","GO:0005515"
"2886","Acerv_evm.model.Segkk1854_pilon.10","GO:0008168;GO:0016706;GO:0055114"
"2887","Acerv_evm.model.Segkk1854_pilon.3","GO:0046872;NA"
"2888","Acerv_evm.model.Segkk1854_pilon.5","GO:0003824;GO:0004721;GO:0004722;GO:0006470;GO:0016787;GO:0043169;GO:0046872;NA;GO:0016791"
