"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X6_1","X7_1","X8_1","X9_1","X21_1","X22_1","X23_1","X25_1","X26_1","X27_1","X29_1","X34_1","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"226","plut2.m8.7220",25.7778299114225,-3.29101729956359,0.41513142053559,-7.92765167068689,2.23328677189027e-15,5.719075208349e-12,"CvsMid",12,40,20,0,34,43,31,7,6,32,20,20,"GO:0008061",0.0112078698300789,0.999471396360684,2,18,"chitin binding","MF"
"227","plut2.m8.7302",128.912059004489,1.14568684515192,0.288747977991788,3.96777443471659,7.25469488019076e-05,0.0154817203936293,"CvsHigh",393,83,77,146,218,33,101,393,241,51,112,55,"GO:0005515",0.00291767674081288,0.998433871243871,38,2812,"protein binding","MF"
"230","plut2.m8.7539",14.8145626607563,-2.14293231439414,0.542754713644965,-3.9482518723843,7.87239541889111e-05,0.0152549640590113,"CvsMid",12,9,17,8,18,22,13,12,1,15,19,9,"GO:0005515",0.00291767674081288,0.998433871243871,38,2812,"protein binding","MF"
"231","plut2.m8.7555",203.555668283883,-2.51384159215156,0.348453803918732,-7.21427507428747,5.4222050579449e-13,8.48236528795748e-10,"CvsMid",182,286,200,47,166,131,277,99,76,155,221,236,"GO:0007017",0.000606444666317067,0.999978929453052,3,18,"microtubule-based process","BP"
"232","plut2.m8.7555",203.555668283883,-2.51384159215156,0.348453803918732,-7.21427507428747,5.4222050579449e-13,8.48236528795748e-10,"CvsMid",182,286,200,47,166,131,277,99,76,155,221,236,"GO:0005874",0.000487471846705454,0.999984293080466,3,18,"microtubule","CC"
"233","plut2.m8.7555",203.555668283883,-2.51384159215156,0.348453803918732,-7.21427507428747,5.4222050579449e-13,8.48236528795748e-10,"CvsMid",182,286,200,47,166,131,277,99,76,155,221,236,"GO:0005200",0.000271394297797557,0.999993045727317,3,15,"structural constituent of cytoskeleton","MF"
"234","plut2.m8.7555",203.555668283883,-2.12389515301611,0.348550132711801,-6.09351411371361,1.10458591396553e-09,9.98350739298843e-07,"CvsHigh",182,286,200,47,166,131,277,99,76,155,221,236,"GO:0007017",0.000606444666317067,0.999978929453052,3,18,"microtubule-based process","BP"
"235","plut2.m8.7555",203.555668283883,-2.12389515301611,0.348550132711801,-6.09351411371361,1.10458591396553e-09,9.98350739298843e-07,"CvsHigh",182,286,200,47,166,131,277,99,76,155,221,236,"GO:0005874",0.000487471846705454,0.999984293080466,3,18,"microtubule","CC"
"236","plut2.m8.7555",203.555668283883,-2.12389515301611,0.348550132711801,-6.09351411371361,1.10458591396553e-09,9.98350739298843e-07,"CvsHigh",182,286,200,47,166,131,277,99,76,155,221,236,"GO:0005200",0.000271394297797557,0.999993045727317,3,15,"structural constituent of cytoskeleton","MF"
"240","plut2.m8.8790",166.754542362687,-1.02980859337283,0.272379062285784,-3.7807920503535,0.000156330213274843,0.0304052370502274,"CvsHigh",477,208,78,61,207,279,172,302,157,203,70,58,"GO:0005576",0.047342874742826,0.991214939639623,3,89,"extracellular region","CC"
"241","plut2.m8.92",731.37953358112,-0.578753009124577,0.141485417178483,-4.09054884005808,4.30353570412266e-05,0.0103318478271632,"CvsHigh",1483,721,594,395,848,711,695,1186,886,662,632,419,"GO:0007017",0.000606444666317067,0.999978929453052,3,18,"microtubule-based process","BP"
"242","plut2.m8.92",731.37953358112,-0.578753009124577,0.141485417178483,-4.09054884005808,4.30353570412266e-05,0.0103318478271632,"CvsHigh",1483,721,594,395,848,711,695,1186,886,662,632,419,"GO:0005200",0.000271394297797557,0.999993045727317,3,15,"structural constituent of cytoskeleton","MF"
"243","plut2.m8.92",731.37953358112,-0.578753009124577,0.141485417178483,-4.09054884005808,4.30353570412266e-05,0.0103318478271632,"CvsHigh",1483,721,594,395,848,711,695,1186,886,662,632,419,"GO:0005874",0.000487471846705454,0.999984293080466,3,18,"microtubule","CC"
"244","plut2.m8.92",731.37953358112,-0.653324509577531,0.142026471602652,-4.60001929362395,4.22451811479709e-06,0.00144243824075238,"CvsMid",1483,721,594,395,848,711,695,1186,886,662,632,419,"GO:0007017",0.000606444666317067,0.999978929453052,3,18,"microtubule-based process","BP"
"245","plut2.m8.92",731.37953358112,-0.653324509577531,0.142026471602652,-4.60001929362395,4.22451811479709e-06,0.00144243824075238,"CvsMid",1483,721,594,395,848,711,695,1186,886,662,632,419,"GO:0005200",0.000271394297797557,0.999993045727317,3,15,"structural constituent of cytoskeleton","MF"
"246","plut2.m8.92",731.37953358112,-0.653324509577531,0.142026471602652,-4.60001929362395,4.22451811479709e-06,0.00144243824075238,"CvsMid",1483,721,594,395,848,711,695,1186,886,662,632,419,"GO:0005874",0.000487471846705454,0.999984293080466,3,18,"microtubule","CC"
"247","plut2.m8.9273",17.9391673187969,-1.62817365563237,0.374927738643645,-4.34263322719873,1.40785058509795e-05,0.00360527070667166,"CvsMid",22,23,23,8,30,16,13,23,10,12,19,9,"GO:0005515",0.00291767674081288,0.998433871243871,38,2812,"protein binding","MF"
"248","plut2.m8.9273",17.9391673187969,-1.62817365563237,0.374927738643645,-4.34263322719873,1.40785058509795e-05,0.00360527070667166,"CvsMid",22,23,23,8,30,16,13,23,10,12,19,9,"GO:0005871",0.00639864937003604,0.999451131144977,3,45,"kinesin complex","CC"
"249","plut2.m8.9304",67.0216420727377,-3.02294056750677,0.741267808341628,-4.07806805244885,4.54114759167632e-05,0.00969093510362592,"CvsMid",66,24,17,7,287,62,40,37,34,19,220,13,"GO:0005509",0.0280733492831002,0.989826422996015,8,403,"calcium ion binding","MF"
"250","plut2.m8.9356",49.4245742863856,1.5339339163122,0.328269061130526,4.67279466127416,2.97128789998157e-06,0.00114134596458042,"CvsMid",236,52,22,43,13,41,68,124,116,37,14,16,"GO:0005201",0.0344974792263013,0.996936128740685,2,31,"extracellular matrix structural constituent","MF"
"251","plut2.m8.9453",54.7589764390147,-1.46005649144654,0.388237336619301,-3.7607317837085,0.000169417010933874,0.0317450289390119,"CvsHigh",41,79,61,24,71,42,54,83,28,69,34,30,"GO:0005515",0.00291767674081288,0.998433871243871,38,2812,"protein binding","MF"
