"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","X6_1","X7_1","X8_1","X9_1","X21_1","X22_1","X23_1","X25_1","X26_1","X27_1","X29_1","X34_1","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"257","plut2.m8.21905","GO:0019215",0.0203925544446221,0.99989564849752,1,2,"intermediate filament binding","MF",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"271","plut2.m8.22609","GO:0004307",0.0279692066342407,0.999802938195813,1,2,"ethanolaminephosphotransferase activity","MF",814,183,138,296,191,82,168,637,499,120,134,80,5791,221.892315378518,1.04076017555212,0.240670589805245,4.32441777117148,1.52935234395534e-05,0.00479561199283138,"CvsHigh"
"272","plut2.m8.22609","GO:0016780",0.0225106875723368,0.999830492261096,1,3,"phosphotransferase activity, for other substituted phosphate groups","MF",814,183,138,296,191,82,168,637,499,120,134,80,5791,221.892315378518,1.04076017555212,0.240670589805245,4.32441777117148,1.52935234395534e-05,0.00479561199283138,"CvsHigh"
"304","plut2.m8.23282","GO:0097371",0.0276293859124408,0.999744042789575,1,3,"MDM2/MDM4 family protein binding","MF",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"305","plut2.m8.23282","GO:0097371",0.0276293859124408,0.999744042789575,1,3,"MDM2/MDM4 family protein binding","MF",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"316","plut2.m8.23282","GO:0051434",0.00799025393237928,1,1,1,"BH3 domain binding","MF",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"317","plut2.m8.23282","GO:0051434",0.00799025393237928,1,1,1,"BH3 domain binding","MF",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"321","plut2.m8.23335","GO:0047710",0.00795123568948155,1,1,1,"bis(5'-adenosyl)-triphosphatase activity","MF",390,95,68,113,94,56,79,371,206,59,62,34,2865,105.485817585896,0.843900374063658,0.219552136240729,3.84373565437942,0.000121175529672984,0.0241800261483818,"CvsHigh"
"324","plut2.m8.24269","GO:0042887",0.032596491417025,0.99959866798727,1,4,"amide transmembrane transporter activity","MF",182,72,16,10,23,195,105,109,78,38,26,19,1680,62.8735287324401,-1.97431251446676,0.465264060544843,-4.24342364238226,2.2013529830376e-05,0.0285757630728111,"MidvsHigh"
"347","plut2.m8.25740","GO:0016890",0.0461508909140878,0.999190788001506,1,4,"site-specific endodeoxyribonuclease activity, specific for altered base","MF",85,106,146,35,171,316,113,170,43,157,179,49,1298,142.434165639693,-2.11960454368421,0.435335748078301,-4.86889614060128,1.1222336691783e-06,0.000594590356100846,"CvsHigh"
"348","plut2.m8.25740","GO:0016890",0.0461508909140878,0.999190788001506,1,4,"site-specific endodeoxyribonuclease activity, specific for altered base","MF",85,106,146,35,171,316,113,170,43,157,179,49,1298,142.434165639693,-1.94377470969272,0.436839430867965,-4.44963199826214,8.6017550259587e-06,0.00244751788840473,"CvsMid"
"359","plut2.m8.26404","GO:1990935",0.0349460341844175,0.999691255053379,1,2,"splicing factor binding","MF",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.16389278415486,0.77209973732273,-4.09777730934829,4.17136291378799e-05,0.0101734906619607,"CvsHigh"
"360","plut2.m8.26404","GO:1990935",0.0349460341844175,0.999691255053379,1,2,"splicing factor binding","MF",41,47,134,22,19,170,226,11,35,106,104,92,309,105.829213272988,-3.01339092604641,0.773137527292708,-3.89761306322614,9.71454711062658e-05,0.0179836164282864,"CvsMid"
"376","plut2.m8.28828","GO:1902945",0.0462336206589409,0.999134398180063,1,5,"metalloendopeptidase activity involved in amyloid precursor protein catabolic process","MF",51,40,33,16,44,32,44,44,23,24,33,16,2718,33.4123038761349,-1.19614504590759,0.282139067616218,-4.23955837103233,2.23959954203999e-05,0.00546213443864199,"CvsMid"
"377","plut2.m8.28828","GO:1902945",0.0462336206589409,0.999134398180063,1,5,"metalloendopeptidase activity involved in amyloid precursor protein catabolic process","MF",51,40,33,16,44,32,44,44,23,24,33,16,2718,33.4123038761349,-1.12781096941385,0.277727671141357,-4.06085200217527,4.88939595624139e-05,0.0113826619496438,"CvsHigh"
"382","plut2.m8.29610","GO:0015226",0.0379283007290595,0.999455390755878,1,4,"carnitine transmembrane transporter activity","MF",99,51,39,20,243,49,67,57,35,60,114,29,1338,70.5692606956751,-2.12702009539128,0.362200496667152,-5.87249359115574,4.29288308554533e-09,3.66445270052244e-06,"CvsMid"
"387","plut2.m8.30338","GO:0008467",0.0148901212377753,0.999944520431599,1,2,"[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity","MF",12,17,8,0,20,14,19,15,7,15,10,8,2074,12.493679396992,-2.08820431379204,0.441064996555264,-4.73445938830105,2.19639742977904e-06,0.000964218471673,"CvsHigh"
"388","plut2.m8.30338","GO:0008467",0.0148901212377753,0.999944520431599,1,2,"[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity","MF",12,17,8,0,20,14,19,15,7,15,10,8,2074,12.493679396992,-1.77154231800669,0.45916465582342,-3.8581852839474,0.000114232038153622,0.0204090147236093,"CvsMid"
"446","plut2.m8.32953","GO:0004305",0.0226212701383911,0.999871446306917,1,2,"ethanolamine kinase activity","MF",730,515,136,103,156,482,312,1579,633,600,60,87,813,365.78363585838,-1.86093157145387,0.442015757967003,-4.21010232760252,2.55255050452813e-05,0.0287116243389216,"MidvsHigh"
"461","plut2.m8.33379","GO:0003884",0.0104418285599995,1,1,1,"D-amino-acid oxidase activity","MF",14,16,19,0,18,7,15,12,7,11,12,7,1392,12.2600436934541,-2.18585572465388,0.491131808838701,-4.45064987711224,8.56108205621631e-06,0.00244751788840473,"CvsMid"
"497","plut2.m8.5234","GO:0001872",0.0306974565708427,0.999683598418108,1,3,"(1->3)-beta-D-glucan binding","MF",14,13,14,0,10,9,16,8,9,8,17,11,5391,11.870116336603,-2.23776820367415,0.506064975511437,-4.42189898918144,9.78371959678466e-06,0.00268440806436779,"CvsMid"
"505","plut2.m8.6795","GO:0004563",0.0443511585502299,0.999253253234626,1,4,"beta-N-acetylhexosaminidase activity","MF",16,20,17,6,23,13,16,19,14,15,16,6,2787,15.4437726974785,-1.41919536066537,0.384432715066013,-3.69166125838606,0.000222794068090927,0.0342323085621709,"CvsMid"
"508","plut2.m8.7161","GO:0030628",0.0254968045744847,0.999782242084446,1,3,"pre-mRNA 3'-splice site binding","MF",40,16,14,5,35,16,20,20,15,11,21,8,1331,17.2135161697162,-1.27413131781503,0.350967098072982,-3.63034405450188,0.000283043674817206,0.0418169813804459,"CvsMid"
"516","plut2.m8.7302","GO:0008046",0.0415841922873536,0.999301092057275,1,5,"axon guidance receptor activity","MF",393,83,77,146,218,33,101,393,241,51,112,55,9788,128.912059004489,1.14568684515192,0.288747977991788,3.96777443471659,7.25469488019076e-05,0.0154817203936293,"CvsHigh"
"520","plut2.m8.7302","GO:0005004",0.00703971355787972,1,1,1,"GPI-linked ephrin receptor activity","MF",393,83,77,146,218,33,101,393,241,51,112,55,9788,128.912059004489,1.14568684515192,0.288747977991788,3.96777443471659,7.25469488019076e-05,0.0154817203936293,"CvsHigh"
"522","plut2.m8.7302","GO:0097161",0.00703971355787972,1,1,1,"DH domain binding","MF",393,83,77,146,218,33,101,393,241,51,112,55,9788,128.912059004489,1.14568684515192,0.288747977991788,3.96777443471659,7.25469488019076e-05,0.0154817203936293,"CvsHigh"
"527","plut2.m8.7302","GO:0005005",0.00703971355787972,1,1,1,"transmembrane-ephrin receptor activity","MF",393,83,77,146,218,33,101,393,241,51,112,55,9788,128.912059004489,1.14568684515192,0.288747977991788,3.96777443471659,7.25469488019076e-05,0.0154817203936293,"CvsHigh"
"552","plut2.m8.8613","GO:0035173",0.0148363922543972,0.999944921596442,1,2,"histone kinase activity","MF",71,22,17,8,101,13,16,44,49,18,72,14,3486,33.1178269788825,-1.45219036134829,0.402946979468069,-3.60392417698558,0.000313448532394654,0.0454352518890929,"CvsMid"
"577","plut2.m8.9923","GO:0071933",0.035973485184473,0.999510494477148,1,4,"Arp2/3 complex binding","MF",138,71,27,20,63,43,82,60,58,44,51,31,1035,53.1752314781288,-0.955282539037445,0.261477350525765,-3.65340453816215,0.000258786027439054,0.0441805256844563,"CvsHigh"
